slp:resource_uri
af79587e-9546-49b6-9963-d390705fe509
9d67a826-bba3-4271-851c-b0538691bdb1
2b528fff-8d79-4cd5-8129-7f6df1ba677b
f977d3a3-c844-48fd-8400-e6e6ef85cd40
c28d93a9-31f9-45a4-9ebb-79ec60c9cb49
d16ec304-53df-4005-a5ea-69ef8b77f1e2
cc6fcc81-23d4-4386-8805-3632f2305ff8
92d13826-8e2d-4783-b2ab-55ff84d0c20a
dc7cc2f4-6835-44ab-b28c-8c77565e80e5
aeaccd23-8999-46ef-9f44-f1ef3651c524
3938c87c-a24a-4067-a771-93c3cc6d5ca5
78dfa776-c96a-4bf4-bea7-fdf3ccdf381e
04636b24-27ee-4325-a5fc-9bb6b06269a5
f6501e4c-6e46-43db-aa75-6223264a8ccc
c5e458d9-f4da-4775-b8be-e01196754d68
f747b589-c71c-4b5a-869a-9a2923552d17
244541d0-ec15-4dd9-884d-5b7c9376f313
fbdd1c55-116c-442e-bf85-34576fa6d18b
95e2693f-251e-4e83-bf10-16f880c0bfdc
e8cf31ad-64fa-44a0-b176-dc3460fb2bdb
d4693d32-51d4-407d-bfc5-2e8bcdca15d9
ca50c750-0657-4f21-8581-3328a4580d74
7bdea1b7-db87-4166-96b4-f9b535723d6d
eea30087-9e61-4aa7-ad5c-da41cb824050
4fb42a1b-1a33-47de-9c60-7abe2461841a
0e8eef08-bd8f-4bce-a60e-724735c43161
33eb98d1-0c11-4c2e-b941-d672862cdef0
aa7e0c17-0d6b-4bf9-b1dc-6d502e76aa5e
0f5ac5aa-69ce-4b92-a0a8-dc3630b784af
0df3068c-bffa-4c9b-9a9b-a808b5e566c5
0c21d3c2-a066-4db5-a7db-e9674d5705f2
121c25e9-d0ec-4a05-822a-9b6cea24e68f
11c48b23-9799-44b9-9587-6c9df02cc91a
ded1b18d-3a03-4f96-ac07-bcc31eed55f8
1a54590e-a9a3-4588-a31d-2adb18371f08
b90ea5c4-6cde-4951-a9be-809102218cf1
f687576f-40b0-4b4d-9534-ee1f33015bf5
35486a7f-154e-47ce-af72-2467c319794b
9285838e-45e3-4b12-8caf-311a8e99dad7
43eeb6f0-f7ab-470c-b9a1-18a0629e9be2
80774d7a-20c7-4d2e-8901-3d41cd05f6c7
05a74e46-ce8e-4d00-beb2-baead868d742
ae075ced-6d75-4628-a974-a8b430a0672b
6218e1ce-0d5b-4ada-8712-de2bdc4e72d5
91b38174-cb5d-444c-92cd-c6bc8f619327
31a5ccff-7c85-4338-a06e-f87d7b9d807d
970b09ed-677f-4587-bf60-57bd7d0e46e0
1ed10178-692d-4093-a2ee-365de7c2f5fb
11bf898f-4705-4fc0-a395-71810d1fb5e4
1bfdab17-f547-4a32-ace5-b6dc313d604a
8c575f63-3da6-46a8-a6c4-ea2727e33cb2
3df48236-3882-4097-a7fd-3d65564a83ae
3cd2e65c-232e-48d9-a45f-3da4572f1b3b
40ffa663-f9ca-4ffc-9b7a-e804d4e8ea58
e7027a6d-d26a-4f5e-af30-02e077dab80d
ed48fad9-4fb0-4411-b8f2-ec3804f2d769
877b5f66-ad93-4ecc-826b-6a3cc2285366
be1af29d-5733-496e-9129-7f95becaaf16
e1349da4-f1d7-4962-a8c1-df87283c2c98
7a5b5ad2-d8b2-4e76-a1cb-fd73cee6468b
516b9112-34ba-49c9-8e45-48586f7cec64
feccb157-7db0-4101-8164-ae20bed2c4a1
b826288c-0bcd-48f1-8773-061e04be873c
800ddbe2-4fe7-48b3-be0f-0ad4bf384702
9b74de16-f326-42f4-8ef3-f3f4a1c60b02
6dcd9942-f0c0-4dbb-975b-7fbaf75f0090
5204cc5f-bbcd-4429-b1e8-1398dea21fd6
18b519c5-8e57-4212-89be-6ead8c2409af
48971ecd-3af0-479d-aec1-27dc75d27cf8
4123b3f8-105b-48c4-bc51-7e907c1f6e4a
4d3a0a97-6fac-4505-a7c9-59c876236e59
cd7e2d82-7401-405b-bf00-2ee1e25daed6
66e5b82f-23be-4040-9254-e204ae782f5a
bcab69aa-63a9-4daa-b5a1-14343343a2f5
86d40519-2c28-4938-81f7-f01e3c6f81a3
c2766666-d82e-438b-9ec2-ebdae59d5f32
9b12502c-7933-4a3f-80dd-74dc9b8e52f1
3882c3d5-84f7-401a-89a9-7a9f2a278bf2
ac8e694f-c1f5-4145-9fb0-0857e7a5e1d5
c64ddf26-7475-4e92-9092-6d19fc8775da
dbd5d41f-40e4-4b4c-9e53-645bd96c05bf
f0609891-70b3-4bab-b4f3-23f32a2644cd
babc9e09-9feb-4e41-8173-614624bc22df
0b1e425d-eab1-4341-9145-2531076494ad
59863a2a-f5fb-485c-8a19-3547d4756e16
d4c73c77-0d84-42f0-adf0-5b1ed80e0b1a
7d2be01d-250d-42c1-8548-6e4d4304d197
31195eb9-e099-490e-afea-80ea8df21468
e1e68d5d-75a1-4be9-b069-3e2d149aa1ff
858bd89b-63a3-410e-8acd-13216f989367
513accd4-8010-4ed4-af5e-30f9be52bdd7
56837137-8d52-411a-80f5-d0c8d3510882
74693a28-2042-4eb2-a7d2-9c734519b5f3
5f1d14ee-cb44-4833-86f4-478268ca5f0b
426050a9-3f98-4558-903d-2b62181ec5c4
81a26806-ef5e-4421-9339-44b22c7737a8
854f0f91-1506-4026-8896-93c6fd0db4c5
b6f8d4b1-5d4a-4ab2-a9b3-0bea2639d0cd
6a39f1ad-6c11-4c0b-b2dd-a7bcecac7c58
5c06f7a1-1e74-4e8b-9e40-9856df69d354
47078c69-8aed-410c-a3c6-8e3e8f3e3178
4ac10e23-0264-4e74-b9ef-713efa2f7e94
99ab9a97-4775-4790-8c70-54a82287b965
496f3ad6-da9b-40c5-a692-b462cd741bd0
7d76f615-2ecf-4534-a1e5-68c4e4bfa392
fba89152-95a6-427e-adca-4c9a18558b0e
d10fc849-0b3a-4b2e-9c08-1b92209f41c1
58d39963-b6a1-494e-8759-666cfc4b663e
9b1a4a56-c564-490c-8371-4c78df672db5
aa441eb2-38e3-4549-85ce-c2e8e763554f
12ef558d-02f1-407e-9416-64ea2f6dae74
dd045a2b-b167-4cfb-8728-ea2c1bc34f2a
3eb8ec23-d650-4bdd-9bc1-0af391a120b4
d065c032-9673-450d-82b1-8382731fae67
0a7c4045-1fdf-4d4e-8679-888e506f9c2d
c5e6a9ef-7dd8-4325-8117-6d6e00b50e15
ee9316ff-43c6-4913-b187-0178b4f43694
ad0af3ec-b7a5-4a31-8f7b-804ff2f44003
fff1cb4d-f516-4056-ab20-50a9470d6a81
3e403e19-3467-4a6e-8178-018015ab7c23
3d77e585-b14f-42a0-9ee5-68ea724c35ad
1c339f15-d70b-43c4-b0c6-6ff641e6e17b
79019322-38b8-4fbe-a2a1-e756fcb40220
339ffea6-09eb-4a95-8d24-a6b2c0f29439
3c53f5d7-1b1f-4338-8abb-ad65ff4e0d59
b6c063a0-12c1-44fd-8e8f-6ae5b0d2e41b
88b22fc2-5096-475e-8a5a-5ca5e12f9275
940d1521-9ff5-47b1-b804-91d79004796d
2797f0db-6d1f-4b52-80da-d96e8cd03cba
b38beb86-2e3b-4cc0-8c09-b5e1e48635ee
019b4e29-d8fc-410c-9737-ceeffd222783
9311fa04-f8d8-409d-8e99-39d388544ca5
3f7ef708-2fe3-4c31-9f46-1bc385ea9594
a0ee2a7e-1356-4773-a0a1-f6a6f475f141
f4123e32-9943-4c9c-b4ba-7c1a82aa382f
62e5ffa5-73de-4b00-9074-3dee3ec2a109
c19fc224-2073-4465-b8ab-ec6e0b8ffdd8
f292b2c4-5926-418b-9b6e-dde2d1717103
bb5a0170-12d1-4aed-812e-fdd298b6782b
3c0e30f5-04f1-4b4e-b283-07d56d3a159d
04a10a37-9e08-4e1a-9724-ea46fe0b36fd
73447eb3-c9c5-4ac7-b2e1-e706f405a735
5f73a2e9-df89-421b-8806-0df6a11dfd09
64041f4f-96da-4e2f-9237-7ac772333a28
9412a3fb-e6e0-4e49-9438-d2079334af2e
15ae7564-68a3-4fba-b789-e29a6e8e4847
4d8c3a92-0032-4f25-8ed5-8d62787a5228
5e537ec5-812f-4092-a2e6-8cfb2e2715e6
72b9683c-1826-4a61-a1f3-fb201c8b33dd
ac83b9f9-3c67-4a3a-ad2a-fcc6b159d55f
3e82e45f-3975-45c9-9cb6-1e9d246fced4
3f274238-7c78-444f-8d01-eacf4f78ab62
83a19799-b75d-4344-abd4-2b5f9c56a36b
86d4c449-e8d9-4b23-b076-f22ed7378b96
14c56950-436b-497e-965a-0f46525ff4ee
1dfd2e9c-1c86-42fc-b857-3f7115c82dfe
ce0d83a0-55ee-4aaa-9b5d-c36b6d502e80
9506ad0d-604b-4130-8d4c-c9dd53d7e59f
6ea12dba-45d4-48e7-9fbc-c1466bc757a5
