org:role;slp:resource_uri
3f568e28-0536-44e6-bfcb-4a0c25f72609;7b21046c-df61-11e7-8094-c82a144c0a85
78ac0d6e-70da-4a9a-a049-053ca75f3209;7b210070-df61-11e7-97e9-c82a144c0a85
b3c77e43-3284-4c89-8820-8ec86ce09e90;7b211a38-df61-11e7-b1b8-c82a144c0a85
c6362f58-4267-4f88-a2b0-ce3cefc8529d;7b2109d0-df61-11e7-a4af-c82a144c0a85
3444591c-d1ba-4633-9d3f-84f31910fef4;7b21046c-df61-11e7-8094-c82a144c0a85
ae153f0b-e878-4cb1-8d83-cc428268f765;7b20e3f6-df61-11e7-885c-c82a144c0a85
231c2b4d-e054-4f29-90f1-e87b677c60e6;7b212e92-df61-11e7-aaf4-c82a144c0a85
5d4f13fe-cb4e-4d70-a69c-dea2cfcdc961;7b212e92-df61-11e7-aaf4-c82a144c0a85
8761b49b-9d60-43fb-9516-ad9bce3b680b;7b2160e2-df61-11e7-bad5-c82a144c0a85
631fa2d0-ff96-4975-a59e-0ada1f740cd7;7b212b86-df61-11e7-9f98-c82a144c0a85
316bd631-d822-4bd8-898a-d3cd209dd44d;7b21297e-df61-11e7-8546-c82a144c0a85
f638e521-3660-41b5-890a-26a67ce45215;7b210cfa-df61-11e7-9864-c82a144c0a85
831fbcad-2aeb-485b-b53b-5ac3762ed0e3;7b210cfa-df61-11e7-9864-c82a144c0a85
7961c757-438c-4360-b4fd-9290cbf91e14;7b210cfa-df61-11e7-9864-c82a144c0a85
f9b63ec1-0995-4fae-85da-dd4cba241d83;7b212e92-df61-11e7-aaf4-c82a144c0a85
c4c62d55-616d-4ad8-84c4-e69e7c030ccd;7b212b86-df61-11e7-9f98-c82a144c0a85
e55d39bd-d42b-4ccd-a96b-a0df4be376bd;7b2138a6-df61-11e7-baf1-c82a144c0a85
2b4303ae-0a24-4ace-a3f6-53258d433047;7b214350-df61-11e7-b1a0-c82a144c0a85
85c2b6f8-16d3-4075-9a49-7706c08b1576;7b212d98-df61-11e7-95f7-c82a144c0a85
c3d03651-2efe-487b-8c64-193925ec8ab9;7b21193e-df61-11e7-8869-c82a144c0a85
ebb79dd2-7004-45a9-9406-3063e0ffe4cb;7b210cfa-df61-11e7-9864-c82a144c0a85
f2d0648f-1a9a-42a5-86fa-22f9afb5fba2;7b212e92-df61-11e7-aaf4-c82a144c0a85
b4432f74-d079-4868-aab2-a619a78d6c71;7b2138a6-df61-11e7-baf1-c82a144c0a85
ce6e5d33-5b1e-4c83-b6cc-75d5989c5933;7b210070-df61-11e7-97e9-c82a144c0a85
27750387-bd67-4694-b447-f0e21da6b88c;7b212e92-df61-11e7-aaf4-c82a144c0a85
aa8efdc3-66e7-4dbb-8579-6223c0cf66bd;7b212b86-df61-11e7-9f98-c82a144c0a85
ba8e27aa-cfe3-4d2f-921b-14a05deec6da;7b20e63a-df61-11e7-b49c-c82a144c0a85
80982c51-07b2-46cb-80c0-2c4b71f04e2c;7b21297e-df61-11e7-8546-c82a144c0a85
82d4b13f-a292-4b17-93a8-16237e4262d8;7b20ed7e-df61-11e7-bb65-c82a144c0a85
8e971b35-975f-4081-9600-506d31c98739;7b212e92-df61-11e7-aaf4-c82a144c0a85
ac18fec9-0e18-48e6-b01f-f26aefe13def;7b20ed7e-df61-11e7-bb65-c82a144c0a85
ebc4c9c2-bd29-446d-9ca4-639778639f09;7b21046c-df61-11e7-8094-c82a144c0a85
ea460a1c-19af-474e-99c6-7ebec678dafe;7b20ed7e-df61-11e7-bb65-c82a144c0a85
bfd6fd07-5e2e-41f0-b008-6e45bdf09bd3;7b2138a6-df61-11e7-baf1-c82a144c0a85
faa7187b-cd3d-41c1-addf-d172edf8b2c2;7b2138a6-df61-11e7-baf1-c82a144c0a85
413d5576-54d9-4a59-82a9-29b11ce092c5;7b212b86-df61-11e7-9f98-c82a144c0a85
215f7159-7b1a-4453-acc8-ce2beb5afadd;7b2139c8-df61-11e7-8d64-c82a144c0a85
e0f0aada-f03e-4620-b5ba-03395a9148f6;7b21046c-df61-11e7-8094-c82a144c0a85
fd0fcb36-68ee-4f71-9807-a4367230fb4a;7b212d98-df61-11e7-95f7-c82a144c0a85
a9de49f6-3ccd-4826-a6d7-b774fc40fbb9;7b211a38-df61-11e7-b1b8-c82a144c0a85
fa4e18eb-a8c2-4dbd-af53-fd2ce71ac8e4;7b21193e-df61-11e7-8869-c82a144c0a85
1fa3fc11-ac59-43b0-ab63-9fcd94789749;7b21152e-df61-11e7-bdcf-c82a144c0a85
7c6095df-2b42-455e-9baa-51b651f747f2;7b2138a6-df61-11e7-baf1-c82a144c0a85
f181bd36-4b0c-4ac3-9793-f73cc7f99793;7b210cfa-df61-11e7-9864-c82a144c0a85
47cabd88-d9a5-4422-ba27-1f66aedd57c9;7b20e63a-df61-11e7-b49c-c82a144c0a85
558f108a-7e7b-432d-a252-e3c2d95f6dc9;7b210cfa-df61-11e7-9864-c82a144c0a85
ebfc7dae-a723-4fc6-9678-a362871d5796;7b213f54-df61-11e7-9eec-c82a144c0a85
bf2ba1e3-cee2-4e16-ae66-e5177528e74d;7b212d98-df61-11e7-95f7-c82a144c0a85
fa53f569-025e-4acb-bddc-b85b179ff9fe;7b2138a6-df61-11e7-baf1-c82a144c0a85
5aaaaa1c-35ac-4473-9f03-94c9f45d4d28;7b2139c8-df61-11e7-8d64-c82a144c0a85
4f1be11d-9ba5-4bd7-89f6-03b7dac9871b;7b2138a6-df61-11e7-baf1-c82a144c0a85
9d87f2c4-4ae7-4720-9308-b87de4b501fb;7b2138a6-df61-11e7-baf1-c82a144c0a85
bca10d35-7076-4aaa-a59f-a8d1ea8e3fd2;7b210070-df61-11e7-97e9-c82a144c0a85
e663ae35-bf94-4030-aea2-531189ed4994;7b21152e-df61-11e7-bdcf-c82a144c0a85
04a1f526-74cd-4d24-a02a-1cfef26c80ee;7b20ed7e-df61-11e7-bb65-c82a144c0a85
e7f5877c-b157-48ed-8844-9624a0c0fcbf;7b210cfa-df61-11e7-9864-c82a144c0a85
41a6f07b-0368-4aa5-8a38-def9a32782a8;7b2138a6-df61-11e7-baf1-c82a144c0a85
21d169eb-c540-4984-9ec6-54fde6a1292f;7b210cfa-df61-11e7-9864-c82a144c0a85
45daad0a-45d0-45f1-8cc2-785a9440e146;7b210cfa-df61-11e7-9864-c82a144c0a85
3168a831-b276-4959-80c1-c241b587f52b;7b210cfa-df61-11e7-9864-c82a144c0a85
