NumeroLegislatura;org:member;org:role;sen:CodigoMandato;sen:UfParlamentar;sen:finishDate;sen:startDate;org:role;resource_uri;org:postIn
55;0bda8ac7-ccf5-414e-929b-440d419cbf3d;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;512;CE;2019-01-31;2015-02-01;404d0b1a-d015-4998-b698-b73f90526a08;8c4e6dfa-6608-430a-9a3d-af6640926f5f;81311052-e5b6-46fe-87ba-83865fa0ffb0
56;0bda8ac7-ccf5-414e-929b-440d419cbf3d;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;512;CE;2023-01-31;2019-02-01;357ab57b-9a8d-4cad-a6fa-57322ca777fb;7609a2a3-efb1-4761-8df6-30479c447d83;81311052-e5b6-46fe-87ba-83865fa0ffb0
55;8d08d09a-803e-4b99-b901-61d6c3eb5e7a;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;498;RR;2019-01-31;2015-02-01;10489bf9-ea13-43d3-afae-ba5ba52129c9;bcd3e6c3-45f3-41c0-8fa0-301d7f9c8165;81311052-e5b6-46fe-87ba-83865fa0ffb0
56;8d08d09a-803e-4b99-b901-61d6c3eb5e7a;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;498;RR;2023-01-31;2019-02-01;49d166df-c620-4d3a-a232-fb3a6e5f6f6c;d4875eea-397d-4f39-9dbd-a5bbf6c04f9e;81311052-e5b6-46fe-87ba-83865fa0ffb0
55;294203c4-296f-442e-af61-c4d5be845b17;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;498;RR;2019-01-31;2015-02-01;f759808b-5908-4f90-9401-8d8c4db57a49;c911cca5-788e-4141-b9a5-766c2d342e76;81311052-e5b6-46fe-87ba-83865fa0ffb0
56;294203c4-296f-442e-af61-c4d5be845b17;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;498;RR;2023-01-31;2019-02-01;5c451969-9d13-4414-b07b-275310d03e22;ecd79d05-792d-4433-b6fb-0f31d034ff48;81311052-e5b6-46fe-87ba-83865fa0ffb0
55;f0e20b87-df5f-4fb4-afae-7770c72b7b38;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;510;RN;2019-01-31;2015-02-01;a344c9b0-87bf-4856-a86d-312502bebeac;a81f4b34-9da7-47f0-8b5a-dd213bdb9643;81311052-e5b6-46fe-87ba-83865fa0ffb0
56;f0e20b87-df5f-4fb4-afae-7770c72b7b38;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;510;RN;2023-01-31;2019-02-01;765c1c3f-b341-424f-b57d-d02b8c8b0007;a300e5a9-76c6-451c-a0a8-a6fd47405415;81311052-e5b6-46fe-87ba-83865fa0ffb0
54;5c56604c-6d40-4892-9820-5fe73c39bc86;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;442;AC;2015-01-31;2011-02-01;2043c759-17a6-46a6-b8e3-bbbb3d21edaf;5b93bae8-51b7-4102-b134-9a87a4fbcf50;81311052-e5b6-46fe-87ba-83865fa0ffb0
55;5c56604c-6d40-4892-9820-5fe73c39bc86;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;442;AC;2019-01-31;2015-02-01;2a6a964b-08c9-4b75-96a2-f0d51596ec79;1b2c3597-05cf-4573-b13e-17c00287e4e0;81311052-e5b6-46fe-87ba-83865fa0ffb0
54;4d1c78dc-d5f6-4364-9abf-46b1f6fc5931;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;444;CE;2015-01-31;2011-02-01;60e3e74d-1c61-4a53-8ddc-aac22a9c3c5e;dbef153a-81be-4631-9e74-1f2cfe66cfdf;81311052-e5b6-46fe-87ba-83865fa0ffb0
55;4d1c78dc-d5f6-4364-9abf-46b1f6fc5931;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;444;CE;2019-01-31;2015-02-01;5c2d93df-87db-460f-8206-da9b6855d991;1ef54d22-0b42-47e9-8bb6-9b5b280b63c0;81311052-e5b6-46fe-87ba-83865fa0ffb0
54;4d800d42-097a-4cf2-9f8a-a00bb0e60423;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;455;ES;2015-01-31;2011-02-01;6246f33d-02b8-4124-a781-7e02e6d31122;83018881-16a1-4100-8b43-cb24404fd8ad;81311052-e5b6-46fe-87ba-83865fa0ffb0
55;4d800d42-097a-4cf2-9f8a-a00bb0e60423;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;455;ES;2019-01-31;2015-02-01;ed0f147c-bff1-4e64-b560-b9dfb5635039;17e6d429-07de-4797-81ae-b4b981cc4fa2;81311052-e5b6-46fe-87ba-83865fa0ffb0
55;5eded581-fbed-4104-a323-b102adb40689;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;494;MS;2019-01-31;2015-02-01;2ae569d9-5565-461c-9468-4dcfbe8f2e68;0c9d2c5d-24f1-4f15-9edf-760c57ca095f;81311052-e5b6-46fe-87ba-83865fa0ffb0
56;5eded581-fbed-4104-a323-b102adb40689;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;494;MS;2023-01-31;2019-02-01;bc6aeb33-0f7b-44bd-bcba-39fa0d17140f;851ccd1d-0f1d-42fe-b9e7-1c443fb41ec8;81311052-e5b6-46fe-87ba-83865fa0ffb0
55;4dd384da-f557-47ae-9817-0270886fa381;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;511;AL;2019-01-31;2015-02-01;b2b2b978-6c51-4cce-9497-2146224b0179;ed96e198-4fcc-4395-8ea1-aa78d5b40af4;81311052-e5b6-46fe-87ba-83865fa0ffb0
56;4dd384da-f557-47ae-9817-0270886fa381;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;511;AL;2023-01-31;2019-02-01;a9103c75-a2c6-444a-9544-70d99765fb0c;a6369d4e-34ef-46a0-8b59-91bbc2b6211b;81311052-e5b6-46fe-87ba-83865fa0ffb0
55;659e3e91-e5ce-4015-b11d-9e1d09c05417;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;514;PR;2019-01-31;2015-02-01;aa5148e9-bd8a-4794-9291-46244dc1412c;401e60e7-3313-44e6-bedf-99d1cdb38b50;81311052-e5b6-46fe-87ba-83865fa0ffb0
56;659e3e91-e5ce-4015-b11d-9e1d09c05417;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;514;PR;2023-01-31;2019-02-01;2c6162f8-9bca-4381-ae59-5c85190e36ac;a5788bf3-5507-4b0c-8c62-df55299873b7;81311052-e5b6-46fe-87ba-83865fa0ffb0
55;71baf308-e3c7-463e-8ba3-6a00ad706fd8;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;503;ES;2019-01-31;2015-02-01;41831a2b-433a-4296-bc9c-00ab363f22d5;29c4d3b3-6907-4a66-8943-855270cbbb46;81311052-e5b6-46fe-87ba-83865fa0ffb0
56;71baf308-e3c7-463e-8ba3-6a00ad706fd8;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;503;ES;2023-01-31;2019-02-01;1d4552ef-2bca-4ffd-9122-850d15d476f7;242d0c9d-e051-4ae0-bc74-82e72d306e00;81311052-e5b6-46fe-87ba-83865fa0ffb0
54;79b9166f-1aac-47c8-9c02-70af38e06148;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;479;PB;2015-01-31;2011-02-01;1d4a4c27-a837-4be2-bfd4-7833f43541e0;bd0ebc94-fc6d-4877-9ba8-a9695ed9e844;81311052-e5b6-46fe-87ba-83865fa0ffb0
55;79b9166f-1aac-47c8-9c02-70af38e06148;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;479;PB;2019-01-31;2015-02-01;704ada26-394d-4d29-a1d3-e4dc918f23c7;297d7ac2-e0f4-4026-bb33-94944e897799;81311052-e5b6-46fe-87ba-83865fa0ffb0
54;39525ff5-f3b3-46f7-91ae-1ba7bf42e92a;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;454;BA;2015-01-31;2011-02-01;45285c9f-8fdc-4231-907d-6cae3a16b121;151200a5-b439-4d99-86e3-ce1a0778c17f;81311052-e5b6-46fe-87ba-83865fa0ffb0
55;39525ff5-f3b3-46f7-91ae-1ba7bf42e92a;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;454;BA;2019-01-31;2015-02-01;bb945465-a8db-4ccc-beee-293d967811c2;a5685f20-faee-4f34-8894-705b7ef8147a;81311052-e5b6-46fe-87ba-83865fa0ffb0
54;937c2502-6bfe-47d8-b6df-8d93eabae29c;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;439;PR;2015-01-31;2011-02-01;a424869e-a315-451b-9849-50dac74c52ec;e5f0631e-3a9c-4dbb-a599-cfaa08511635;81311052-e5b6-46fe-87ba-83865fa0ffb0
55;937c2502-6bfe-47d8-b6df-8d93eabae29c;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;439;PR;2019-01-31;2015-02-01;b14db47b-0b4f-4c3c-a9b4-7d59425ddcd3;351be6fb-1616-4aa2-9d6f-64bf69975352;81311052-e5b6-46fe-87ba-83865fa0ffb0
54;4e4a13b6-5571-44c0-a61e-56e899f4d238;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;473;AM;2015-01-31;2011-02-01;acf17007-06fb-4dbb-806d-15f0da25164b;fe4c1bb0-921e-4f2f-9452-5bf06ee7ff14;81311052-e5b6-46fe-87ba-83865fa0ffb0
55;4e4a13b6-5571-44c0-a61e-56e899f4d238;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;473;AM;2019-01-31;2015-02-01;32265d25-f28b-44a7-b4ec-3a8372ef41bd;fa6c8f98-3426-4af0-83b8-d238ca2bec54;81311052-e5b6-46fe-87ba-83865fa0ffb0
54;4371de53-e508-4694-b023-5ae9944dbe82;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;460;RR;2015-01-31;2011-02-01;3052b9ca-5842-46b3-9418-374af1236b64;64b503f6-201e-4454-a945-84f3949ff3b6;81311052-e5b6-46fe-87ba-83865fa0ffb0
55;4371de53-e508-4694-b023-5ae9944dbe82;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;460;RR;2019-01-31;2015-02-01;199cf2b9-5093-42e1-a65b-5d55093b1041;ced0fd6c-6e40-43c9-a1cd-1967fb20f385;81311052-e5b6-46fe-87ba-83865fa0ffb0
55;cd164bfa-0848-4293-9af3-a9f7c396fdde;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;503;ES;2019-01-31;2015-02-01;9a23fcf5-be63-4519-8542-089b12e0ef3c;dc95b208-3f6f-4613-be85-55ad75abb5de;81311052-e5b6-46fe-87ba-83865fa0ffb0
56;cd164bfa-0848-4293-9af3-a9f7c396fdde;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;503;ES;2023-01-31;2019-02-01;a40fdf67-51b4-463e-803e-8a50b8d8d8e2;1a1aa4b3-08c6-4d88-adca-361b15d84dae;81311052-e5b6-46fe-87ba-83865fa0ffb0
55;4f58d17b-0d92-4c57-b545-88daba65e15a;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;509;RJ;2019-01-31;2015-02-01;bc020f7f-5892-462f-854c-0e01473cd2d6;ad7230c9-fb50-4db3-8853-fe63f1805d8f;81311052-e5b6-46fe-87ba-83865fa0ffb0
56;4f58d17b-0d92-4c57-b545-88daba65e15a;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;509;RJ;2023-01-31;2019-02-01;f1e9e959-36c5-41d9-b5f4-f6f088b245bf;f3e0f1f1-e652-4592-a0c5-6b04006dce53;81311052-e5b6-46fe-87ba-83865fa0ffb0
54;9580e603-00f2-46fd-a258-a180d36c7a15;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;464;AP;2015-01-31;2011-02-01;10c85d66-0a1c-4d3c-950e-4ee9daac8f8d;76fa4def-4fe2-4047-a63b-f4a381666556;81311052-e5b6-46fe-87ba-83865fa0ffb0
55;9580e603-00f2-46fd-a258-a180d36c7a15;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;464;AP;2019-01-31;2015-02-01;64bb6071-d49c-4f9f-a4f4-c76af4d9d04d;970bb65d-41b7-4489-acc0-fae959fa7716;81311052-e5b6-46fe-87ba-83865fa0ffb0
55;e95c0d8d-94c5-4aba-88fa-169bc082ea69;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;513;PB;2019-01-31;2015-02-01;2415f6f1-ce30-48f7-81bd-91254c0fa1fb;3bf238b4-8846-4383-afd3-91b25bc9a0ec;81311052-e5b6-46fe-87ba-83865fa0ffb0
56;e95c0d8d-94c5-4aba-88fa-169bc082ea69;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;513;PB;2023-01-31;2019-02-01;3661193c-be9e-4000-b335-1873bb056cd2;6d2dade2-42d8-418e-8bc8-8242cfda115d;81311052-e5b6-46fe-87ba-83865fa0ffb0
55;4752defa-d607-4bfa-9b18-1c09f6ef8d38;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;498;RR;2019-01-31;2015-02-01;0c891d50-4674-410b-a59c-8c488cef8710;a303d570-fe48-4ac9-be38-bb4cf6a60637;81311052-e5b6-46fe-87ba-83865fa0ffb0
56;4752defa-d607-4bfa-9b18-1c09f6ef8d38;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;498;RR;2023-01-31;2019-02-01;878651a1-6ab3-462f-9162-dbe84fb67fc9;1163b0cc-8a10-4166-8f34-5cc393417479;81311052-e5b6-46fe-87ba-83865fa0ffb0
54;c32024fd-3dc6-476b-a0f9-a4e3db01b9f6;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;460;RR;2015-01-31;2011-02-01;e44a8e91-9b74-4643-a222-07c45090868d;1f30ff6a-9c86-42fa-b94e-6cca589fcce3;81311052-e5b6-46fe-87ba-83865fa0ffb0
55;c32024fd-3dc6-476b-a0f9-a4e3db01b9f6;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;460;RR;2019-01-31;2015-02-01;63297a03-4276-4d6a-bae3-573a18c3b239;3dcaff29-23fa-4279-aa1d-3fccd4338666;81311052-e5b6-46fe-87ba-83865fa0ffb0
55;553e9e88-fe88-4777-99ad-985244fa38c3;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;504;GO;2019-01-31;2015-02-01;b79ea1d4-a6bb-40cf-9ed1-28c325a076e3;1f7a641d-f2a6-4a40-b9f1-8f9174c4e367;81311052-e5b6-46fe-87ba-83865fa0ffb0
56;553e9e88-fe88-4777-99ad-985244fa38c3;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;504;GO;2023-01-31;2019-02-01;b4b20687-2bcd-49bb-9249-a9eb711b8770;58f67f9a-eb1e-4861-ad10-2cbfe225f199;81311052-e5b6-46fe-87ba-83865fa0ffb0
55;d497c34c-e547-4869-b824-afaea1b2b5c3;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;505;MA;2019-01-31;2015-02-01;85a1b2ff-6195-42ca-a002-bea7d1a0e5ca;e5e934cf-eba8-46e2-a9eb-ec9169d209d4;81311052-e5b6-46fe-87ba-83865fa0ffb0
56;d497c34c-e547-4869-b824-afaea1b2b5c3;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;505;MA;2023-01-31;2019-02-01;fef42ace-7226-4417-9eb4-e5184286cdcf;d5dfc488-d8f4-4ee7-b7d2-52e9260c62e9;81311052-e5b6-46fe-87ba-83865fa0ffb0
54;fc5a01bb-ada2-4827-96cd-81dc0981081f;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;452;DF;2015-01-31;2011-02-01;1b955028-5599-46cc-8918-0a79f5741f54;95ba5609-a588-456c-bdee-f96ecf282cea;81311052-e5b6-46fe-87ba-83865fa0ffb0
55;fc5a01bb-ada2-4827-96cd-81dc0981081f;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;452;DF;2019-01-31;2015-02-01;46965814-aaab-4303-9cf9-31dd0f976781;81bb3b1c-5dd4-4be4-9022-d2f001fdad64;81311052-e5b6-46fe-87ba-83865fa0ffb0
54;aa4e7274-d07b-420c-b288-a6c1bd346415;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;470;DF;2015-01-31;2011-02-01;549315d9-46d5-4c3f-94d3-4bcf135abfcd;1b4706f1-b656-4656-9f41-b1ac1cc67e15;81311052-e5b6-46fe-87ba-83865fa0ffb0
55;aa4e7274-d07b-420c-b288-a6c1bd346415;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;470;DF;2019-01-31;2015-02-01;1997735d-46c6-430d-91b2-d32884ca25c7;ca1a9d6c-09c6-4c58-8067-71aa8e49731b;81311052-e5b6-46fe-87ba-83865fa0ffb0
54;e3e613a0-e4d6-48f1-b539-0f12f56c57e3;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;454;BA;2015-01-31;2011-02-01;a34835db-4a31-4c6a-b407-fee6379b07d9;c4d58328-7285-4408-b8f4-66ecb3cd15a9;81311052-e5b6-46fe-87ba-83865fa0ffb0
55;e3e613a0-e4d6-48f1-b539-0f12f56c57e3;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;454;BA;2019-01-31;2015-02-01;24bcf1b1-318b-4c03-aadc-205f0cc274b0;5f32b115-abe7-432f-8a57-3c13e61caa3f;81311052-e5b6-46fe-87ba-83865fa0ffb0
54;704ccd75-54f6-4982-a9e4-e200c5c7bb7d;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;469;AL;2015-01-31;2011-02-01;7ff17446-c029-43c8-86d9-f3878bf7103f;41d95d70-23d5-4047-a9bd-270674823709;81311052-e5b6-46fe-87ba-83865fa0ffb0
55;704ccd75-54f6-4982-a9e4-e200c5c7bb7d;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;469;AL;2019-01-31;2015-02-01;1b4b1371-d25b-4f02-a2bc-21e387ae4af3;d6353a21-fb55-4cf9-8f2d-e8489343e613;81311052-e5b6-46fe-87ba-83865fa0ffb0
55;4be7a2c0-9ef8-4610-883e-6fd4ec7b0fcf;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;517;SE;2019-01-31;2015-02-01;7a4a3c1d-730e-4a17-95ae-6bdc6b474abf;f3b8e522-4404-4dba-a742-3c5503622ad3;81311052-e5b6-46fe-87ba-83865fa0ffb0
56;4be7a2c0-9ef8-4610-883e-6fd4ec7b0fcf;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;517;SE;2023-01-31;2019-02-01;3933aa33-6c33-4ff9-bb7f-5c1c7139fcf4;7a8d8d36-0d22-4157-9511-7327ec7828c5;81311052-e5b6-46fe-87ba-83865fa0ffb0
54;96e47bfe-4c69-446b-81af-26f897b8e572;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;455;ES;2015-01-31;2011-02-01;e2347b12-6812-4d79-b9a6-018f2376d190;8ab17630-9f22-4a8f-8ecb-5c69514bffc4;81311052-e5b6-46fe-87ba-83865fa0ffb0
55;96e47bfe-4c69-446b-81af-26f897b8e572;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;455;ES;2019-01-31;2015-02-01;a920f26f-b247-48b6-b719-966055e43d27;effc18e9-13fe-4360-9db5-1e7b9a17bea5;81311052-e5b6-46fe-87ba-83865fa0ffb0
54;6f5242ea-12db-4c41-bff7-5299f2aa9a2f;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;467;PR;2015-01-31;2011-02-01;a0cc197a-872e-4718-837a-9d45c3ea921d;445c2445-9c93-4a9a-bcae-c00f0cda5ad4;81311052-e5b6-46fe-87ba-83865fa0ffb0
55;6f5242ea-12db-4c41-bff7-5299f2aa9a2f;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;467;PR;2019-01-31;2015-02-01;0b1dee43-ab09-497b-841d-f49b0148f1bb;31741da9-5b9e-4ecf-8e59-d7cb031901a3;81311052-e5b6-46fe-87ba-83865fa0ffb0
55;d45c0377-d2c4-416e-b720-7586f288ccc9;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;502;DF;2019-01-31;2015-02-01;e32960a1-7d42-48bf-a8d5-20783c926c43;d18ccd3c-250f-41c2-86ca-ced4b91424e0;81311052-e5b6-46fe-87ba-83865fa0ffb0
56;d45c0377-d2c4-416e-b720-7586f288ccc9;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;502;DF;2023-01-31;2019-02-01;cf5012c3-c133-4239-86bf-84664357f6c7;991f31e3-d31e-4998-96f3-e5594edccb5b;81311052-e5b6-46fe-87ba-83865fa0ffb0
54;8b363c50-991a-4509-91f2-2575da40478b;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;477;RO;2015-01-31;2011-02-01;fd974cb7-4a75-4802-be54-6921129fe3d4;b112c3e4-046f-4dd2-a49d-31f1cc0fbf50;81311052-e5b6-46fe-87ba-83865fa0ffb0
55;8b363c50-991a-4509-91f2-2575da40478b;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;477;RO;2019-01-31;2015-02-01;c644a862-69c6-45bc-8938-cc944b2c125d;243c18ec-f8c4-483a-a04a-faf4b7b0e2cd;81311052-e5b6-46fe-87ba-83865fa0ffb0
54;5fb7c310-2427-43d4-b586-53071bd06d71;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;440;PB;2015-01-31;2011-02-01;bfcfff0a-460a-4421-9c26-503a0cf81ece;c021bfb5-b9db-4a5f-a9b7-0f9f1849ba7f;81311052-e5b6-46fe-87ba-83865fa0ffb0
55;5fb7c310-2427-43d4-b586-53071bd06d71;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;440;PB;2019-01-31;2015-02-01;91d6d48e-d04b-415e-9e20-dec5add57098;5021d28b-c890-4de2-8275-7b0e7ac41fc4;81311052-e5b6-46fe-87ba-83865fa0ffb0
54;99b342f0-2b78-4804-8852-3b77ee3a8941;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;488;PI;2015-01-31;2011-02-01;1da5ba5d-9c57-41b9-ba9b-0e1edf2190f8;403c8dea-825e-4abe-af46-9ebe6e46c440;81311052-e5b6-46fe-87ba-83865fa0ffb0
55;99b342f0-2b78-4804-8852-3b77ee3a8941;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;488;PI;2019-01-31;2015-02-01;1a6006cf-ecc2-4e92-aee6-02eecb565da0;09f69630-8f23-4259-9225-2556ed6f9be8;81311052-e5b6-46fe-87ba-83865fa0ffb0
54;160bd2ea-1fec-4d96-ac7f-0b8c4a6b54ca;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;475;AP;2015-01-31;2011-02-01;1843f944-59df-43dc-8291-8573ff5129c7;ab943d63-5270-487e-8cc6-a352cb5bf1fc;81311052-e5b6-46fe-87ba-83865fa0ffb0
55;160bd2ea-1fec-4d96-ac7f-0b8c4a6b54ca;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;475;AP;2019-01-31;2015-02-01;25215cad-a295-4700-b5d8-a6043f7f03bb;a525181d-8b47-4eae-ac97-eb86723b1326;81311052-e5b6-46fe-87ba-83865fa0ffb0
55;c8be6b4c-9cfe-47cb-9161-443829eaa6e9;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;505;MA;2019-01-31;2015-02-01;9e0fbfd1-d11a-4dc5-b18c-f7a1927ee8dc;76f6b4bf-4575-4661-84a3-4b16ab322610;81311052-e5b6-46fe-87ba-83865fa0ffb0
56;c8be6b4c-9cfe-47cb-9161-443829eaa6e9;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;505;MA;2023-01-31;2019-02-01;5d0a2e9b-413a-47a9-a875-c6746ca52ecc;d5cf4204-ec27-48e1-ae92-5e9e8689fba1;81311052-e5b6-46fe-87ba-83865fa0ffb0
54;0900bfe6-4810-4e47-be0d-397152b2cb1a;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;463;MT;2015-01-31;2011-02-01;cb5986b2-e803-4193-920d-65fa5149586d;9e6e31c5-37fa-4568-9918-5c60d6d4f4fa;81311052-e5b6-46fe-87ba-83865fa0ffb0
55;0900bfe6-4810-4e47-be0d-397152b2cb1a;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;463;MT;2019-01-31;2015-02-01;0627c0a2-35ab-49c4-87c8-2a779462bb53;7e8a7de0-3195-41c1-a8ed-701369073605;81311052-e5b6-46fe-87ba-83865fa0ffb0
54;37315c09-3b64-4f6e-b2ad-2c118dd8957e;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;439;PR;2015-01-31;2011-02-01;b5ae389f-15f4-4f9a-bba1-76169b1ed397;c60e078a-415a-4a20-ba69-1e08f48bf1b2;81311052-e5b6-46fe-87ba-83865fa0ffb0
55;37315c09-3b64-4f6e-b2ad-2c118dd8957e;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;439;PR;2019-01-31;2015-02-01;424cfa02-9851-41a2-aa15-228d1c03ebf3;631328f6-2c35-46e1-8336-6d0f09f435cb;81311052-e5b6-46fe-87ba-83865fa0ffb0
54;4bb24361-4769-4db2-be69-ff57f475d080;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;463;MT;2015-01-31;2011-02-01;4416927e-9309-42aa-86db-71727edf5e07;105611c4-29dd-4db7-8ec7-c9634ac3a1df;81311052-e5b6-46fe-87ba-83865fa0ffb0
55;4bb24361-4769-4db2-be69-ff57f475d080;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;463;MT;2019-01-31;2015-02-01;7fd511b4-a003-4ca9-b3ab-db6c33f60be7;8dc63620-0fdc-4842-b7f4-a3a6190d7fc4;81311052-e5b6-46fe-87ba-83865fa0ffb0
55;55a4294a-75f7-4316-a373-d37c91d8dece;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;505;MA;2019-01-31;2015-02-01;262aeab5-0f66-4f99-bde0-7028d2e8e14c;d64da5ab-0a68-4d51-ac57-ae1d00436471;81311052-e5b6-46fe-87ba-83865fa0ffb0
56;55a4294a-75f7-4316-a373-d37c91d8dece;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;505;MA;2023-01-31;2019-02-01;ff020226-972a-41d6-aae2-13914a6f53f4;f29f860e-5a9d-46f9-a34c-eb4f7e1cef84;81311052-e5b6-46fe-87ba-83865fa0ffb0
54;5feb77d5-5b05-46fc-9b9a-b5be9a907cba;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;447;MS;2015-01-31;2011-02-01;2796aaac-151d-4143-b785-6255df7533f6;47d5c530-3ffc-4d4d-b80d-6ab88cb6eda8;81311052-e5b6-46fe-87ba-83865fa0ffb0
55;5feb77d5-5b05-46fc-9b9a-b5be9a907cba;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;447;MS;2019-01-31;2015-02-01;fa464e3e-28c4-4e4f-8a12-e4135dbb7c14;7e850c72-61b8-4934-a50d-3c5a38e5d3c5;81311052-e5b6-46fe-87ba-83865fa0ffb0
54;0baeb9d7-a5c2-442a-ae5c-18085d8534cc;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;449;RS;2015-01-31;2011-02-01;674ee2e5-bdee-4c96-bf60-3b62b35de7a6;4c7aa42b-2d56-4e5e-81bb-05fe6b67b8b4;81311052-e5b6-46fe-87ba-83865fa0ffb0
55;0baeb9d7-a5c2-442a-ae5c-18085d8534cc;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;449;RS;2019-01-31;2015-02-01;3ee253d6-116d-46f3-b3f0-19ca9dbc71a8;f8f7b187-919b-4a41-97e5-9dc2904eeb6f;81311052-e5b6-46fe-87ba-83865fa0ffb0
54;487a263b-ee4e-4b50-a1d1-98cf4afe321a;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;471;SP;2015-01-31;2011-02-01;9d3be7ce-1e21-4903-a7d5-e5caa1a78a72;1d6c5387-45f2-4214-bfce-2b682302922d;81311052-e5b6-46fe-87ba-83865fa0ffb0
