cam:finishDate;cam:siglaUFRepresentacao;cam:startDate;org:member;org:role;slnp:resource_uri
2015-01-30;GO;2011-02-01;cc116aae-5339-42e4-983e-daaef74b7a1e;22a2ecf6-5f03-4da9-bc89-48319d152403;3f6bee87-5436-420b-a91c-070d1a064ce0
2014-12-31;SP;2011-02-01;20793b0d-4474-4c29-807c-eb55e194bedd;22a2ecf6-5f03-4da9-bc89-48319d152403;1e35d20f-9af0-4126-ad2a-ef79100dd7eb
2015-01-30;SC;2011-02-01;71eaa0ae-576c-4900-9c8d-d385479f4614;22a2ecf6-5f03-4da9-bc89-48319d152403;4cb1e802-ca66-48a4-869d-e7aa3e864041
2015-01-30;BA;2011-02-01;9a3705bc-a29a-4307-b154-9c53151246b1;22a2ecf6-5f03-4da9-bc89-48319d152403;71b7e786-c718-46d8-9af8-5c27cd9e71c5
2015-01-30;SP;2011-02-01;f7a7748c-0332-4fba-b0cb-df42e8f53a4b;22a2ecf6-5f03-4da9-bc89-48319d152403;503c5e1a-9df1-4053-be5d-a7f6dead50f3
2014-03-31;SP;2011-02-01;bde00bac-3df8-4763-9d2c-93052c1db897;22a2ecf6-5f03-4da9-bc89-48319d152403;c81b6136-6035-41a6-b03d-78158fbd6a66
2011-12-18;MA;2011-02-01;956e61ce-7f3c-4114-86e7-4f394133b55e;22a2ecf6-5f03-4da9-bc89-48319d152403;9d4eb6e1-a03f-4f96-8240-4308bdffcf4c
2015-01-30;SP;2011-02-01;1413d80d-7ab4-478c-82a8-76c416eb7c3a;22a2ecf6-5f03-4da9-bc89-48319d152403;fd52a253-7011-415a-902c-995aca2e4835
2015-01-30;MG;2011-02-01;82a59376-d600-4464-8754-76af28a94d92;22a2ecf6-5f03-4da9-bc89-48319d152403;17cf8ae3-d67e-44fd-b39b-2f3aa2505cac
2013-02-06;PR;2011-02-01;d80c5797-9409-47c4-b300-889aab05c9cc;22a2ecf6-5f03-4da9-bc89-48319d152403;3abc8954-2571-49e7-b14d-a93d4985e87b
2015-01-30;RS;2011-02-01;15b757a4-7f89-472b-991c-d62fcffba3fa;22a2ecf6-5f03-4da9-bc89-48319d152403;e692e25b-1ae3-440c-be3c-cf63b6233848
2014-12-31;AL;2011-02-01;d7bf67f4-e311-438c-b31b-d917ac0ab737;22a2ecf6-5f03-4da9-bc89-48319d152403;48a29261-d576-449f-b4f5-533f8df3d41b
2012-08-06;PR;2011-02-01;2c2c64ad-d62f-4377-b31a-c6f5c9c5dd43;22a2ecf6-5f03-4da9-bc89-48319d152403;26b0305d-c2e2-4d74-9a59-b0aab5eb3c18
2014-12-28;MS;2011-02-01;2fcee78e-5616-4daa-ab8c-4620648ad5f8;22a2ecf6-5f03-4da9-bc89-48319d152403;f3d0bfe5-b774-4ece-bb33-b38c5c8235fe
2015-01-30;CE;2011-02-01;16d199cb-c819-48ba-afc3-6cc3873f36c3;22a2ecf6-5f03-4da9-bc89-48319d152403;84d8615e-0577-4c77-9fdd-82b3a6ee1e7b
2015-01-30;RR;2011-02-01;d823206b-2836-4f02-a07d-eb4308e9014d;22a2ecf6-5f03-4da9-bc89-48319d152403;1522300e-7011-4f6b-91f0-b17f89439744
2012-02-06;CE;2011-02-01;9bfcf575-9eb5-4e07-8d53-7944ff463923;22a2ecf6-5f03-4da9-bc89-48319d152403;77e96955-9a53-4bda-869a-77e0f74642ef
2012-06-05;CE;2011-02-01;9bfcf575-9eb5-4e07-8d53-7944ff463923;22a2ecf6-5f03-4da9-bc89-48319d152403;5ba1bd04-5756-4847-99b0-161653db4bed
2015-01-30;TO;2011-02-01;b9ee0ff9-fd12-4d4d-8520-0b42bbaeeabe;22a2ecf6-5f03-4da9-bc89-48319d152403;a1181433-6c1d-4ed7-a324-ca32e917112b
2014-12-29;PE;2011-02-01;0850d23a-f6f7-4bf6-8ac0-744d9e0a5797;22a2ecf6-5f03-4da9-bc89-48319d152403;db7993fa-b735-4454-b5d6-f3f3eadaa5a1
2014-08-10;SC;2011-02-01;a17e8c4e-049b-4bc3-84ec-0c6e1c571927;22a2ecf6-5f03-4da9-bc89-48319d152403;1aa3cf42-ea8e-4e2e-bae1-e8e3760e2d0f
2015-01-30;MA;2011-02-01;d525ade1-43c6-4904-902f-cb0c89ba45d2;22a2ecf6-5f03-4da9-bc89-48319d152403;fa5b7ab0-6258-4827-9719-251d5671d9dc
2011-07-11;AP;2011-02-01;23e4ebbd-c4f6-4cc4-b364-4405b2d2e5f8;22a2ecf6-5f03-4da9-bc89-48319d152403;86afc679-e9f8-4e60-bc31-fcb4f26fd568
2012-03-13;RS;2011-02-01;c4e6340f-24e5-408b-a1ea-522927683d65;22a2ecf6-5f03-4da9-bc89-48319d152403;d864caaf-9b5f-4181-a074-40ac8e9997d6
2011-02-08;RJ;2011-02-01;248d616b-b3e5-4fd9-bf38-931af8c527e7;22a2ecf6-5f03-4da9-bc89-48319d152403;5f35407d-5c63-464b-a65f-dcca2b2728ac
2011-02-01;MA;2011-02-01;a6158596-a2e9-4d28-b5d6-d835cc4d3cb0;22a2ecf6-5f03-4da9-bc89-48319d152403;a572b3eb-6f3d-497c-8f54-ab7344cea4cf
2011-02-01;MT;2011-02-01;9de843d6-4612-4638-835f-e793558a5d0d;22a2ecf6-5f03-4da9-bc89-48319d152403;f45bef96-e5d8-4917-9c1f-3a3d52f31490
2015-01-30;SP;2011-02-01;c8d0500c-5cd4-4a13-851b-ecd2b1492192;22a2ecf6-5f03-4da9-bc89-48319d152403;3b97b4ce-4295-4cd9-88df-4771facf9120
2015-01-30;PE;2011-02-01;0c1123ac-dd97-46e0-a6f9-9f6173b3f5a1;22a2ecf6-5f03-4da9-bc89-48319d152403;5a44f200-4662-4ac3-ad83-699535650b7b
2014-12-21;RN;2011-02-01;c798b641-e69d-486e-8370-c3ddc4d13a14;22a2ecf6-5f03-4da9-bc89-48319d152403;2350af60-ac4c-46dd-8c34-d7a3ae8d22c9
2015-01-30;SP;2011-02-01;72aae22e-8bfb-46a0-ab18-206962f9eec3;22a2ecf6-5f03-4da9-bc89-48319d152403;b4d69117-839a-488e-807f-81a0d1bca208
2015-01-30;GO;2011-02-01;873ea152-fc4a-4ece-8750-c8827d94ca89;22a2ecf6-5f03-4da9-bc89-48319d152403;0a753632-fd05-4905-9211-0cfb1df43f39
2011-04-04;MA;2011-02-01;5982af2d-74de-4aea-b8f9-4816ecb77ee8;22a2ecf6-5f03-4da9-bc89-48319d152403;e2e0a0b7-faed-4736-b007-66172cdbee53
2012-12-30;MG;2011-02-01;b38fab67-9be9-4b83-a556-8977eba4e0b5;22a2ecf6-5f03-4da9-bc89-48319d152403;a244abd2-314d-40bf-9e8c-fd4f37e21557
2015-01-30;SP;2011-02-01;3f92d8b9-b613-436b-b3a9-df87ecba59f0;22a2ecf6-5f03-4da9-bc89-48319d152403;db3a4d9c-e8bb-4837-b31b-9bc0e8d423f6
2015-01-30;SP;2011-02-01;18b40d6d-f2e1-4b64-9165-bce8c5536d48;22a2ecf6-5f03-4da9-bc89-48319d152403;bdce677f-b9eb-4cc5-bfdf-9fbf44f068ae
2015-01-30;BA;2011-02-01;25acdb63-a5a2-4144-befc-dc85b0605169;22a2ecf6-5f03-4da9-bc89-48319d152403;a60086dc-0118-4516-a440-de57dd858232
2015-01-30;RS;2011-02-01;c60918b5-a746-48e2-900c-a5b151bc2a39;22a2ecf6-5f03-4da9-bc89-48319d152403;d00f400f-e99e-443d-8d0e-f68bf98c3002
2015-01-30;SP;2011-02-01;d2c047c7-fd12-4031-a811-7d54866a6f20;22a2ecf6-5f03-4da9-bc89-48319d152403;e0602a7d-7cbd-4388-a7ec-0e26a4b221a3
2011-02-28;SC;2011-02-01;c9d0b9ad-fd0f-4f28-9d31-66c18f77ffba;22a2ecf6-5f03-4da9-bc89-48319d152403;14f7b733-ed4d-4ad5-a84d-91856bf50062
2015-01-30;ES;2011-02-01;79c0fedd-27d0-49f1-bc2d-ef1c74128892;22a2ecf6-5f03-4da9-bc89-48319d152403;2cf87406-6058-4752-a7ee-2d5117c0388b
2014-12-29;RR;2011-02-01;0f7ad0c5-eaec-419f-976f-2451104cb344;22a2ecf6-5f03-4da9-bc89-48319d152403;722e954a-e937-4c71-8192-d2923b69ffb6
2015-01-30;SP;2011-02-01;109b3365-8eaf-4327-89e0-ead1171fc13d;22a2ecf6-5f03-4da9-bc89-48319d152403;86d54a5a-0a6f-48d9-a94a-67e86da67b1a
2015-01-30;RO;2011-02-01;49751fc2-ea61-430b-b651-f9aaf22c5ce0;22a2ecf6-5f03-4da9-bc89-48319d152403;52721d0c-f912-4a84-9250-dc81634d7cea
2015-01-30;PE;2011-02-01;19c0d359-d9b9-46ea-ad8a-5df6ca5d0558;22a2ecf6-5f03-4da9-bc89-48319d152403;2a57b4d0-9cec-4708-8d34-681381ce793e
2015-01-30;MG;2011-02-01;ca0b45ac-95a2-4a6a-a065-c43ae5addad0;22a2ecf6-5f03-4da9-bc89-48319d152403;2c7b02a8-2829-4686-ad6e-2fe294e1a74e
2013-01-03;AM;2011-02-01;3ab017d4-0b9f-4d22-9c26-fe68d63b6570;22a2ecf6-5f03-4da9-bc89-48319d152403;bc42104c-0356-4bbf-bf4c-fc5c72aa8857
2015-01-30;PI;2011-02-01;9fd374d1-9e6e-408e-8db3-cc7b725f1d24;22a2ecf6-5f03-4da9-bc89-48319d152403;c6c69b90-a1e0-4ae9-b25e-9be89f638036
2015-01-30;BA;2011-02-01;5403a33e-89ba-49e5-834c-ef2c3325c30f;22a2ecf6-5f03-4da9-bc89-48319d152403;8a970e38-410b-4108-a381-3a3bc380710f
2015-01-30;RS;2011-02-01;373c531c-c864-413e-83f2-6825bb9cddd4;22a2ecf6-5f03-4da9-bc89-48319d152403;f35db5da-b86f-4eee-bcfb-dbcd407ecbe8
2015-01-30;SC;2011-02-01;06b99ae3-7bd4-4d5b-9bcd-0866ee11043f;22a2ecf6-5f03-4da9-bc89-48319d152403;7686fdda-4c94-4593-886e-46b346b3e4bd
2015-01-30;RS;2011-02-01;49a87291-bd32-418f-a864-66c9e7c3effd;22a2ecf6-5f03-4da9-bc89-48319d152403;c2e43458-ae13-4d1f-ad5d-75ca6d668134
2015-01-30;SP;2011-02-01;00304e0d-7569-411b-8950-1c553d332c9c;22a2ecf6-5f03-4da9-bc89-48319d152403;f71eda58-8ac9-4597-8cc4-7a0ad177dee8
2015-01-30;PR;2011-02-01;306cc29f-4712-46f8-b3e5-fbc741560aa1;22a2ecf6-5f03-4da9-bc89-48319d152403;a76961d7-ba28-4a42-9ecd-7a09bf233d8d
2015-01-30;RJ;2011-02-01;18fbfd7e-c108-4ce5-a7fa-14ad62fc1c6b;22a2ecf6-5f03-4da9-bc89-48319d152403;c93d67c1-284f-479c-b994-9817cf680870
2015-01-01;MG;2011-02-01;4ef493ae-8a86-4365-9ba4-9a3916dfc3fb;22a2ecf6-5f03-4da9-bc89-48319d152403;e8e0d0ff-8176-41a6-887e-6f57ce6e4c0b
2015-01-30;RO;2011-02-01;9500523c-f715-4b74-ae4f-6abbc819411c;22a2ecf6-5f03-4da9-bc89-48319d152403;1e703399-6f8b-46fc-a839-81f8eef150a7
2011-12-19;PB;2011-02-01;537793c0-8a40-42f6-a64b-0ea0e7ccc846;22a2ecf6-5f03-4da9-bc89-48319d152403;2175e54b-f911-45bd-9271-8f00dce4936f
2011-02-01;PA;2011-02-01;3d9b12dc-52c7-4238-867a-5805dd94ddb4;22a2ecf6-5f03-4da9-bc89-48319d152403;a69b580d-1ca1-4828-b183-1dc44a9be58a
2015-01-30;SP;2011-02-01;1e8f01e3-7b30-4411-b7e7-593c527d6fc9;22a2ecf6-5f03-4da9-bc89-48319d152403;7f520573-4b03-43d9-8c3e-c74771c9612c
2015-01-30;MG;2011-02-01;428752d9-98f7-49ce-bbaa-f8df820db678;22a2ecf6-5f03-4da9-bc89-48319d152403;671fc300-7ad1-4fbc-9458-62e1f1f95bff
2015-01-30;PR;2011-02-01;7da2d1cb-eda4-4260-b328-8b267a957626;22a2ecf6-5f03-4da9-bc89-48319d152403;4273ed6d-ec42-4468-9961-257e3011e564
2015-01-30;PR;2011-02-01;09e1b90b-ee84-466c-9257-c2c06d630368;22a2ecf6-5f03-4da9-bc89-48319d152403;b6b55c27-964a-449d-b080-688df1bf0c9a
2015-01-30;RS;2011-02-01;80016514-c607-4fc6-b10e-f7c8bb9b241c;22a2ecf6-5f03-4da9-bc89-48319d152403;5883a1b4-fdaa-4ec1-a910-ef5721c4e45c
2015-01-30;SP;2011-02-01;6243ac78-3657-4a00-9cf4-f61456571622;22a2ecf6-5f03-4da9-bc89-48319d152403;9b09efbc-90f1-4563-bf9e-6b04ef45806b
2012-12-30;RJ;2011-02-01;2c2880a4-6c45-4864-9e7e-26a4f0f6a902;22a2ecf6-5f03-4da9-bc89-48319d152403;8de35af7-8b03-43a5-951d-f102a704c98d
2013-08-28;RO;2011-02-01;ccb6cfa2-26c0-424c-9be1-725f6e00ff94;22a2ecf6-5f03-4da9-bc89-48319d152403;1baea9f8-e12d-4455-b8aa-6d48703b697a
2014-02-11;RO;2011-02-01;ccb6cfa2-26c0-424c-9be1-725f6e00ff94;22a2ecf6-5f03-4da9-bc89-48319d152403;27f6030f-84ec-4964-8f00-5fc5b5bee194
2014-04-22;MA;2011-02-01;69fe28a0-3bbe-481b-b832-6cba9aa2a117;22a2ecf6-5f03-4da9-bc89-48319d152403;6927ca6f-71c9-484f-a4aa-9d2e00628fc5
2011-02-01;MG;2011-02-01;86b0ee69-54d2-4f96-91bb-9436ca44286d;22a2ecf6-5f03-4da9-bc89-48319d152403;e1106f60-d6b4-4d95-bebd-1158038695fc
2015-01-30;RO;2011-02-01;221c9e68-9331-4a22-a48a-2d446cb1dea1;22a2ecf6-5f03-4da9-bc89-48319d152403;138a063f-953a-4c24-83a9-a8bcf61d4d47
2012-01-29;PR;2011-02-01;6ed0f877-5d5a-4776-99e7-1bcce293cb25;22a2ecf6-5f03-4da9-bc89-48319d152403;6c1ec1c7-5284-41fe-8dc8-c3ec75a4ea94
2015-01-30;SP;2011-02-01;e2158669-29af-4dfc-be45-b2148b9674f1;22a2ecf6-5f03-4da9-bc89-48319d152403;bbb3470d-b7ef-42f1-9586-eb7db2e4d453
2015-01-30;SP;2011-02-01;c025fc24-9dde-42c2-ad6f-7f6fe59f7682;22a2ecf6-5f03-4da9-bc89-48319d152403;7e125859-f38f-477b-8913-b4851f3816f8
2015-01-30;RJ;2011-02-01;d10da611-899d-44f9-ae14-10b4c5bd9790;22a2ecf6-5f03-4da9-bc89-48319d152403;a3c983e9-8d83-467c-a63a-8de2f9953816
2015-01-30;PE;2011-02-01;4d475f40-542f-466f-9fda-908d674c7a8d;22a2ecf6-5f03-4da9-bc89-48319d152403;18bfa4d3-105f-4faa-8699-e9a52d5bc1fd
2011-08-22;RS;2011-02-01;ced7c1ec-7c55-4b3b-8ad1-d8024c927f4b;22a2ecf6-5f03-4da9-bc89-48319d152403;e78c0bbb-01ec-46fb-8962-c7acd9fb0a5a
2012-12-31;RO;2011-02-01;e231b611-50ad-4760-a876-3dc6b6cb11de;22a2ecf6-5f03-4da9-bc89-48319d152403;883135be-3caa-4f62-98db-5dac4c2cf0e3
2015-01-01;MG;2011-02-01;40a58db7-3c92-43b8-a33b-6c62435a3254;22a2ecf6-5f03-4da9-bc89-48319d152403;a0842a0d-1b37-4055-91a3-21d521cd4704
2015-01-30;SE;2011-02-01;8d5100ef-829d-4080-8d4f-23a93c24a7d0;22a2ecf6-5f03-4da9-bc89-48319d152403;b24e26bd-2489-44b0-8933-d9f5670138b8
2015-01-30;MG;2011-02-01;5b42a6ae-a58e-453f-aa71-fa0ec97171f8;22a2ecf6-5f03-4da9-bc89-48319d152403;c34ee046-b529-47e4-9c21-34c7ea785c8f
2011-02-14;PE;2011-02-01;de40b61f-f8d5-4876-80ab-a18a2c4d3f3f;22a2ecf6-5f03-4da9-bc89-48319d152403;8d77cbfe-0020-40e7-85d2-6aec5d3e02db
2012-07-05;PE;2011-02-01;de40b61f-f8d5-4876-80ab-a18a2c4d3f3f;22a2ecf6-5f03-4da9-bc89-48319d152403;4daf079b-62b1-4d12-a491-7af5ed3be73f
2015-01-30;SC;2011-02-01;8fdf2c8b-7f7a-4c62-819e-318db56c358f;22a2ecf6-5f03-4da9-bc89-48319d152403;faa0d6b2-571d-481f-8114-70ad5a53c39e
2015-01-30;CE;2011-02-01;c92ad828-80d3-45ab-b264-fe8995cfa630;22a2ecf6-5f03-4da9-bc89-48319d152403;463eeae9-461c-4809-9246-d570d76a76ec
2013-01-02;BA;2011-02-01;9bd5f868-6d7d-4760-b7fa-b0d66ae8d793;22a2ecf6-5f03-4da9-bc89-48319d152403;0683347c-f618-48ec-85b4-9a7c95a12c24
2015-01-30;PI;2011-02-01;6695c251-c2a4-4ff1-975c-ec83bb8f8b25;22a2ecf6-5f03-4da9-bc89-48319d152403;26bfc95c-f206-483f-9c3e-d0f12d41fc43
2011-02-01;BA;2011-02-01;1de203df-c69e-4ef2-a799-4e986a5015c2;22a2ecf6-5f03-4da9-bc89-48319d152403;81fab595-e910-4475-933d-c8593d69530e
2015-01-30;AL;2011-02-01;5a604ddc-0974-400f-997b-c735653ddb74;22a2ecf6-5f03-4da9-bc89-48319d152403;9e84e660-9bf0-4996-bf3a-5def239542e2
2011-02-23;MG;2011-02-01;a454537b-76e4-492f-a57d-06cabd5c2b57;22a2ecf6-5f03-4da9-bc89-48319d152403;696ba6b5-2bdb-4a78-8b42-5e0f70d8a54e
2015-01-30;RO;2011-02-01;c184ec48-c378-4419-8dd4-e33951fa0248;22a2ecf6-5f03-4da9-bc89-48319d152403;a3746de8-74c2-4983-b0b9-11ef6654f0f5
2011-02-01;RS;2011-02-01;bfeeae96-6b51-4430-ae41-469d5174fcac;22a2ecf6-5f03-4da9-bc89-48319d152403;69fa44d0-e6be-42ae-8b10-680cb6fb1f83
2015-01-30;RS;2011-02-01;9346b15e-aae0-4844-aa76-e09a5aea846c;22a2ecf6-5f03-4da9-bc89-48319d152403;f7bea7b5-23f3-4de4-987b-f32d9964f846
2012-12-31;MG;2011-02-01;a7aeb28a-4de6-4f73-b501-6ff0192e8295;22a2ecf6-5f03-4da9-bc89-48319d152403;667ae7a4-72e8-411e-ac87-a7893890611a
2015-01-30;MG;2011-02-01;dee16e1b-19c4-4a8f-bc84-d5bf3de3bee8;22a2ecf6-5f03-4da9-bc89-48319d152403;8f65a6ad-ed7d-4f67-a2fc-d545e5e4c04b
2011-03-01;SC;2011-02-01;0c264d3a-5ba0-496c-85d2-227714ad15f7;22a2ecf6-5f03-4da9-bc89-48319d152403;4282be8e-bc4d-444d-aa39-4e3d611a5455
2015-01-30;BA;2011-02-01;baa794a8-b785-4d9a-801e-247132fc5bb9;22a2ecf6-5f03-4da9-bc89-48319d152403;873eea74-a35b-4ce6-9afe-11a35d87d217
2015-01-30;SE;2011-02-01;6a0c5fee-fb50-4aee-ac2c-6e47b4183058;22a2ecf6-5f03-4da9-bc89-48319d152403;b1dbfff1-62c8-4363-8b2f-e6db84daac7f
2011-02-02;SP;2011-02-01;99b20654-4f03-4ea2-b2f0-eabbf628a3ab;22a2ecf6-5f03-4da9-bc89-48319d152403;0fa80564-45c6-42f4-8806-6061f4c0b4cc
2015-01-30;AC;2011-02-01;b0596796-79f3-4fbd-8135-bf35c6c9c73f;22a2ecf6-5f03-4da9-bc89-48319d152403;64176b70-b5be-4a66-b716-53ca45ab47d8
2015-01-30;MS;2011-02-01;f7259d98-fa5a-4beb-9069-701ff1b9bd75;22a2ecf6-5f03-4da9-bc89-48319d152403;35ae415b-b6f1-4ace-b6f2-c68b68f0f6ae
2015-01-30;SP;2011-02-01;ffc31556-db0e-475b-b6e9-e015c33d18ea;22a2ecf6-5f03-4da9-bc89-48319d152403;2636bd22-9c8a-4f60-9ec8-32817f755624
2015-01-30;RJ;2011-02-01;231a476c-89e1-4d2c-8aa9-ac22a44e40c8;22a2ecf6-5f03-4da9-bc89-48319d152403;c7abfb1f-7afd-401a-acae-680abc10e9c6
2015-01-30;SP;2011-02-01;dbdd8fcf-4219-41fa-be23-d68e22a1884e;22a2ecf6-5f03-4da9-bc89-48319d152403;74a054fb-64a6-4893-be97-3b28c192f49c
2012-06-27;RS;2011-02-01;317d3d21-1bc6-4349-83be-3d26e8e5be98;22a2ecf6-5f03-4da9-bc89-48319d152403;2dc2d08e-d24a-4bff-a0de-1d19e934608d
2015-01-30;PI;2011-02-01;550482b6-0eb8-4a0c-a208-fcc334001a93;22a2ecf6-5f03-4da9-bc89-48319d152403;5a0f99db-452b-49b4-8d66-4e6f7fe99701
2015-01-30;CE;2011-02-01;7dea66fc-885e-4b23-9adf-ec1b1a80064e;22a2ecf6-5f03-4da9-bc89-48319d152403;51005a05-919f-4daa-9523-f2f3366dbfe8
2015-01-30;PB;2011-02-01;11ffddd9-eb01-458e-b6bb-dbe4fefc4da0;22a2ecf6-5f03-4da9-bc89-48319d152403;6754d0d6-955a-4f9a-b2cb-fc44871a1e57
2015-01-30;SP;2011-02-01;114d40ee-7a8d-4210-ade6-1a77182e51a2;22a2ecf6-5f03-4da9-bc89-48319d152403;56558851-b3f7-472c-be8c-ec5ae401bed7
2015-01-30;MS;2011-02-01;d3f95468-b50c-42bd-99ce-c15c85ff8697;22a2ecf6-5f03-4da9-bc89-48319d152403;5ec6897a-56b6-485b-84e6-bed7fe2d5eda
2011-02-03;DF;2011-02-01;c9b38485-8fff-4cae-9cec-f100cb1f98e8;22a2ecf6-5f03-4da9-bc89-48319d152403;05943878-c748-4aee-a60e-293ddbfcdf2d
2015-01-30;SP;2011-02-01;95b42a06-f242-4795-b2e2-f3bdb9f701d1;22a2ecf6-5f03-4da9-bc89-48319d152403;ad3b4973-7765-4d79-84aa-dada656614cc
2015-01-30;PB;2011-02-01;d3ae3ddd-91ea-41be-a4e6-ec6901cc24e2;22a2ecf6-5f03-4da9-bc89-48319d152403;4b9e9ea0-4dd5-493a-b8d4-8773fe1ebe67
2011-02-06;RS;2011-02-01;1f550b18-b563-476b-bed0-bb3e8ff80a7f;22a2ecf6-5f03-4da9-bc89-48319d152403;135a9fee-5dc5-4ccf-88f9-d65319a063b2
2015-01-30;AP;2011-02-01;7fc7aa54-d82d-4363-8d20-0942a4a4d67d;22a2ecf6-5f03-4da9-bc89-48319d152403;ed654d69-ee03-48f2-add1-608a358d7989
2015-01-30;BA;2011-02-01;e277de6c-50d5-4182-8634-0db2d4b7fdff;22a2ecf6-5f03-4da9-bc89-48319d152403;6efa4ee5-7cf9-4cad-97c2-df724b86446b
2011-02-03;PR;2011-02-01;e0910da0-c2b7-47bc-bf5d-8e01133947a2;22a2ecf6-5f03-4da9-bc89-48319d152403;e35522d3-fd39-4b79-8bcc-d7f33b3de404
2015-01-30;BA;2011-02-01;0e76e483-afb0-4ce0-8159-1012dd1fa8ad;22a2ecf6-5f03-4da9-bc89-48319d152403;930ea869-7170-4f06-afb3-8b7f8ed6236e
2015-01-30;RS;2011-02-01;bb65be16-c3ba-4afa-9e6a-d8e9fef719da;22a2ecf6-5f03-4da9-bc89-48319d152403;3ed43e01-7e62-41c2-ba82-8c03d161cc5a
2011-06-15;MA;2011-02-01;58c30291-fef5-48c6-996d-4f2ee1bad933;22a2ecf6-5f03-4da9-bc89-48319d152403;211ac2cd-ec31-4e87-acc6-8de47a1e72d0
2015-01-30;PA;2011-02-01;c20350d2-077a-4193-bc6d-8175ff6ed931;22a2ecf6-5f03-4da9-bc89-48319d152403;c64ba003-d29b-4edd-93f7-18db88747449
2015-01-30;BA;2011-02-01;d049d778-6021-4272-b761-ee7a806725ae;22a2ecf6-5f03-4da9-bc89-48319d152403;eded5ee2-4ffa-4336-81f9-97cc10364b7d
2015-01-30;RR;2011-02-01;e7b2b291-d62a-4046-a3bb-e0687a4e7711;22a2ecf6-5f03-4da9-bc89-48319d152403;d68dde40-408d-47aa-8a1c-c11b901d03dd
2015-01-30;MG;2011-02-01;98531689-77d9-4246-b273-925985221527;22a2ecf6-5f03-4da9-bc89-48319d152403;5230222b-47d0-4eae-a6ba-3eb601db3332
2015-01-30;PE;2011-02-01;77c89cb3-2766-4fd6-999a-61603a2cbc69;22a2ecf6-5f03-4da9-bc89-48319d152403;283ee293-1fa5-491e-ab93-8340350ff712
2015-01-30;SC;2011-02-01;0ea97545-c7f7-48a0-8dd2-c60ce3e08d0c;22a2ecf6-5f03-4da9-bc89-48319d152403;46a80077-bc3b-430a-ab50-9cb49743fe20
2015-01-30;MA;2011-02-01;f181678f-f924-419e-96ac-40ee1775adda;22a2ecf6-5f03-4da9-bc89-48319d152403;2a719ee6-1dce-4893-b787-cb5d9973d2a6
2015-01-30;PA;2011-02-01;f9310065-c74e-4578-a260-2095fda6142c;22a2ecf6-5f03-4da9-bc89-48319d152403;422e084d-91b6-4ef4-bba7-21fffc82fc1b
2011-11-15;RO;2011-02-01;ab3f6117-84b0-4f5a-955a-2d114e75eddb;22a2ecf6-5f03-4da9-bc89-48319d152403;ae2df3cb-7677-4c53-bdef-20425b18cca8
2015-01-30;PR;2011-02-01;78a1c846-3cd7-4e8f-b075-9a6a5ac55529;22a2ecf6-5f03-4da9-bc89-48319d152403;18375124-9447-404b-838b-cc566cd7808b
2015-01-30;MG;2011-02-01;4caffb40-8033-48c5-a1e3-baf7c44216d2;22a2ecf6-5f03-4da9-bc89-48319d152403;e5d4d050-4f09-4077-a8a8-90619808a709
2015-01-30;ES;2011-02-01;25082135-8df3-4c71-89d2-094f34f8b854;22a2ecf6-5f03-4da9-bc89-48319d152403;256019da-c388-4257-b36b-ed3bdcec1091
2015-01-30;GO;2011-02-01;433e5e78-19db-46c8-b23d-1d0be2300530;22a2ecf6-5f03-4da9-bc89-48319d152403;dcbf2e47-a1b2-458f-96c2-e9586b80dd06
2013-02-01;TO;2011-02-01;94a203d4-6379-40c5-b50e-8834fe99a582;22a2ecf6-5f03-4da9-bc89-48319d152403;2166de83-3ddb-47eb-9bde-21471d27bcfd
2012-12-31;TO;2011-02-01;54b2c77c-3d3a-4608-897a-f6865cc52620;22a2ecf6-5f03-4da9-bc89-48319d152403;29bbec47-21cb-4960-8304-684379068584
2015-01-30;SE;2011-02-01;a00a60d6-2a04-4005-be91-65198fbb44f4;22a2ecf6-5f03-4da9-bc89-48319d152403;fa9af55e-4985-431a-9a49-f2bae8dd60bc
2015-01-30;MG;2011-02-01;28525973-b0db-4fc6-96eb-b0f9842d39f4;22a2ecf6-5f03-4da9-bc89-48319d152403;adffe3e7-7352-45ce-b7bd-a6e8b40df242
2015-01-30;TO;2011-02-01;9ec6da46-a375-4c10-b01c-37afdbcb1f8e;22a2ecf6-5f03-4da9-bc89-48319d152403;27eab5c4-2e69-4549-b2b2-68655b03b3aa
2015-01-30;SP;2011-02-01;d55e7d10-02bb-4d82-bb94-ea8f2b94e568;22a2ecf6-5f03-4da9-bc89-48319d152403;2a988ef6-ac41-4a68-8d1f-a9d0a1500c3a
2011-02-01;SP;2011-02-01;33e8e5de-9bb2-4ff6-89af-12b4360a5f43;22a2ecf6-5f03-4da9-bc89-48319d152403;d63fda71-dd04-41cd-8a1d-3786c347262d
2015-01-30;SP;2011-02-01;5cb7a99f-3dc9-4132-8a90-6dcc42d5cc07;22a2ecf6-5f03-4da9-bc89-48319d152403;4876d419-091b-44b0-bb90-859f87225ea8
2011-02-28;RJ;2011-02-01;6495c791-27be-4ef9-ba15-e0ec1d7919ad;22a2ecf6-5f03-4da9-bc89-48319d152403;84dc3f8c-4871-4810-a704-940bb1fb9dc5
2015-01-30;MG;2011-02-01;4a2561e9-8d5e-4c1f-be86-c7a352a137fe;22a2ecf6-5f03-4da9-bc89-48319d152403;3a5d0e6f-d747-44d7-9951-673fa1498fa6
