org:member;org:role;sen:CodigoMandato;sen:UfParlamentar;sen:finishDate;sen:startDate;slnp:resource_uri
7f9b3144-788f-4bc6-a283-a4688fa060b9;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;474;SE;2017-11-21;2011-02-01;800a07d0-bcda-4d89-a507-af45b0d2452b
d3d2bbd1-1256-49c8-a43b-69174525ae67;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;471;SP;2014-11-12;2012-10-08;b519f648-ae53-4d64-9ccc-98fccccc8560
e3271fc4-17bd-4476-8b61-5156f5937d8c;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;347;MG;2015-01-31;2014-07-16;aaebbd45-3019-4c13-859f-a6c4af5ee163
24d5e76c-9708-45de-9d34-c4f42e8b689a;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;362;ES;2015-01-31;2011-01-03;a43b3fa4-c80e-4f74-935a-0d8354a439a7
421ad363-434a-42ad-9288-8c18daaaf810;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;366;AC;2015-01-31;2010-12-21;6a97affb-2c2d-400f-96ca-b2b3c56cc244
1cca0b39-f7c6-43e3-931e-21220dc538f7;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;462;RS;;2011-02-01;41f780be-d687-4464-bf46-bcd003646d75
599bbd4d-cd9f-4e5f-81b2-d1851a5b01a9;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;368;PR;2015-01-31;2014-12-04;b614168b-a193-4ac6-813d-10c4884cc2cd
599bbd4d-cd9f-4e5f-81b2-d1851a5b01a9;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;368;PR;2014-08-05;2007-07-25;53c328f9-3b3f-402c-a525-a13e2d6e8772
599bbd4d-cd9f-4e5f-81b2-d1851a5b01a9;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;368;PR;2007-03-26;2007-02-01;7207e4f2-0cdf-472d-bf08-deaa67eb364f
e1c15bea-c9fd-4692-a6e5-a8deb939a4cf;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;364;AM;2015-01-31;2011-07-08;b4e7ea26-16de-4ef6-a07e-02d0155e9363
e1c15bea-c9fd-4692-a6e5-a8deb939a4cf;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;364;AM;2010-12-31;2010-04-01;7e9990f0-7639-43fd-a56d-740422256515
e1c15bea-c9fd-4692-a6e5-a8deb939a4cf;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;364;AM;2007-03-29;2007-02-01;de3d64dc-f554-4739-b6fe-5b28fc31a3db
b0f46ce9-63be-4f0e-bfb0-9f7d8ff68b21;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;345;AL;2009-01-10;2008-09-15;2a903fba-918c-43e7-a786-90c6ebf34633
9bce0f3c-3886-4e4b-99ac-b9d413963dd3;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;485;SP;;2017-03-09;cd9ed62c-3976-4051-80c4-dce133c903b4
5a320c56-2945-4d61-a493-a81dfb809e6c;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;434;RO;2015-01-31;2012-10-30;90b457a4-703c-459c-91e1-71e1699a354f
5a320c56-2945-4d61-a493-a81dfb809e6c;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;434;RO;2012-06-28;2009-11-05;52fd25c6-3c47-446a-b26f-a03a3b98621d
8a557eb8-e03f-4c1e-abf9-9b116c573546;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;485;SP;2017-03-06;2011-02-01;6c8d215b-5b28-4248-9ac7-118fef9f24e4
