org:member;org:role;sen:CodigoMandato;sen:UfParlamentar;sen:finishDate;sen:startDate;slp:resource_uri
589c8f51-3874-4f97-8eb7-23c6848f2c58;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;515;RO;;2017-01-14;6ca39a40-0f87-49d3-b3ea-9ea7822f9f58
589c8f51-3874-4f97-8eb7-23c6848f2c58;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;515;RO;2016-09-08;2015-02-01;97d94ea3-b16b-420d-9e95-699887448580
95aef76d-eb73-49b4-942f-ba61ca3dc38d;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;448;PE;;2011-02-01;8979ae5f-64a7-4401-9b22-2a3592c3f98a
2269d9ee-d4b6-48b4-bd19-5345dd057554;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;441;MG;2011-07-02;2011-02-01;a4e9e9ee-9325-4885-85d8-90affa38f06d
641aa860-639f-4f33-8e5d-baa6159210ff;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;439;PR;;2014-02-03;6d8d07a1-857c-4fe4-b16a-b5fa7046fc6c
641aa860-639f-4f33-8e5d-baa6159210ff;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;439;PR;2011-06-08;2011-02-01;4f80e6b0-5fb5-4897-9988-87718e67e32f
c3e52165-772b-4307-8eb3-8dd8c8e83055;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;470;DF;;2015-01-01;b71ae975-bb91-4160-bae2-323d895547d6
2946f47d-f3b7-44ac-a8a7-ad76e59ae59e;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;500;AC;;2015-02-01;36a50285-75e2-4810-8322-0c3d7058cc12
fc9f7c46-0798-4692-b13c-3705bdb0fef7;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;464;AP;2011-11-28;2011-11-26;857f015b-fa9f-47b4-b58c-ee71cfee591b
fc9f7c46-0798-4692-b13c-3705bdb0fef7;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;464;AP;2011-03-28;2011-02-01;2910f84a-82e7-46da-9314-fbcd663feb5d
92b17006-d020-457e-8a2d-382195bbeaff;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;486;RR;;2011-02-01;7c2cfd5d-f71e-49f5-8ad8-fb64b456f53c
7797543e-f4f7-400b-b485-9bceccd46bea;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;441;MG;;2011-07-11;1a69a9e2-d209-4839-a239-666eaca29799
f14f2c8d-4bfa-4bfa-964c-df00db96614d;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;460;RR;2016-05-23;2016-05-17;a18819ba-ada3-47f3-815c-f3d38190e26c
87ec973e-f526-4c6b-9354-5dacc7ce8e79;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;479;PB;2011-11-07;2011-02-01;948b09f8-0230-48c6-9a95-7698da98749c
22567e44-eed5-4b64-a6e2-b76834d99560;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;471;SP;2014-11-12;2012-10-08;0d41cc29-3bb0-4154-9842-d870a42e3b97
09e25f15-0c72-4ee6-9e3a-342d07a689f2;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;514;PR;;2015-02-01;ba6878fc-1a36-4430-af94-7fb193f18790
e2c984b1-8b01-4d83-bdc1-afab5c142428;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;488;PI;2015-01-01;2011-02-01;149ce641-bc84-4add-802f-5fdfcb30e7b8
9ad00d50-4f7c-41ed-95a0-13ecebb4317c;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;454;BA;2017-10-18;2017-10-17;40126148-ea77-419d-b733-afec68602db7
9ad00d50-4f7c-41ed-95a0-13ecebb4317c;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;454;BA;2016-06-03;2011-02-01;73f0c72a-dc9e-44fe-807f-b439eb19891b
7aab41e7-8c3d-494b-a9ee-a1706100dcc0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;506;MT;;2015-02-01;1bbf2b11-4b10-4af5-858f-ee76218e0897
08610abc-8262-40c3-908e-7b62e6fd6329;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;472;GO;;2014-11-15;5647d346-f173-4768-b6f3-82eba8b5c4e8
08610abc-8262-40c3-908e-7b62e6fd6329;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;472;GO;2014-07-16;2012-07-13;f9d5fa27-fd8d-453e-a233-385c38620de4
49f5d7db-3563-465e-9eaf-d9ede7bfef60;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;440;PB;2014-12-22;2011-02-01;98becb73-dc64-4768-9a1a-a86ad525dea2
0e01c845-68e6-41c8-9d1e-d5d774f454aa;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;446;MS;;2011-02-01;b3bf6443-8350-400e-872f-be2a72352aa5
c1191be5-1aa2-40bc-95af-4012c2234db5;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;517;SE;2016-12-31;2016-10-16;05aff3ec-ed96-40c4-9004-7eb2cec15f17
cc9b4ebf-ad5f-4bad-91a5-e51764063257;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;451;TO;;2013-04-23;f6195c2d-92d5-4cf3-a037-07239375e737
cc9b4ebf-ad5f-4bad-91a5-e51764063257;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;451;TO;2013-02-01;2013-01-30;f839fa57-03fd-4afb-b732-d574910d2f15
cc9b4ebf-ad5f-4bad-91a5-e51764063257;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;451;TO;2012-10-16;2011-02-01;50a9da86-3cbc-49f1-b816-acd40cfe5746
45b08fce-e255-47cc-9c4b-1e8f93ad85f9;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;437;AM;;2011-02-01;d6f21fe8-3124-41c7-a455-c1c3c4565bf6
b0ed82e3-4cc8-4a48-82fc-0f66cf25c1d8;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;498;RR;2017-04-12;2016-12-15;b273d095-5271-4153-9d3a-334208e55ccb
763e41b4-38e7-4a79-ba99-b9318471d9b8;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;453;RO;;2012-11-15;9b09959d-2e6a-4853-83c4-d19335eb4b5e
763e41b4-38e7-4a79-ba99-b9318471d9b8;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;453;RO;2012-07-13;2011-02-01;0fe14843-2f3c-49f6-98fd-183cb001a40e
7406af2c-a442-4efa-ae7c-ed6f51267e57;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;453;RO;2012-11-14;2012-07-17;6aa71283-0ea9-40a5-b9ff-3de70b90508e
da1d4ae6-35c5-4da2-be7a-087d0199a9e7;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;512;CE;;2015-02-01;76ba6b48-e734-459c-8af2-e25f5a504661
a47caafc-babd-44a3-ae50-572dcc056860;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;455;ES;2018-03-07;2017-11-08;26152057-72c7-4f04-9b59-00064316bea0
79b6e40d-d370-4c3b-b0f9-b9b125cdd066;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;498;RR;;2017-04-14;14f725b9-8df2-42b8-b9d6-6592fa8fe4ac
79b6e40d-d370-4c3b-b0f9-b9b125cdd066;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;498;RR;2016-12-14;2015-02-01;0477e32f-0b12-4c01-9fa3-edf2ceb549c2
e1c692bf-7901-4665-ad45-0e1a6c12d8c8;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;442;AC;;2011-02-01;72c16c8f-3d9f-410a-ac43-f3ae990c96f5
6dfe585b-f9c2-428a-8c04-1220233d5a82;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;504;GO;;2015-02-01;0311d6b5-e385-458a-918c-6fe04a5b41a4
2534fe59-2bbb-4c48-ae71-91f76901509e;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;494;MS;;2015-02-01;03abb373-03d9-46f4-ba12-9fffd793723d
0aac4853-ab3e-4cd1-8a7c-b1e082896038;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;460;RR;;2016-05-24;d57cf490-a0c2-485f-8bd4-70f4b40ee21c
0aac4853-ab3e-4cd1-8a7c-b1e082896038;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;460;RR;2016-05-13;2011-02-01;51f52b44-35fd-4e1e-8bc8-dbaa44ef728e
b3f44831-d543-4a72-b16f-5a378679ed83;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;473;AM;2016-04-22;2015-01-01;0bcf1576-a295-4177-a3ce-6a434f0b99e3
ac440498-9f7b-4450-b2bd-813a788f896b;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;509;RJ;;2015-02-01;b076caa0-b0c9-496c-9094-484a779a2ef4
dbedc15c-7109-49bc-b8d8-dbf9cc2afebb;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;456;MT;;2018-05-02;53dd397e-94d3-4bd6-aeee-f62a730cc2c3
c521ab3e-7b58-44b8-aaa5-1b04f1786c10;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;439;PR;2014-02-02;2011-06-14;b9680265-ac9d-401b-9716-e0ffc2735650
7f4ae051-f2c9-42fd-9b0b-43276deb533d;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;503;ES;;2015-02-01;9b12d150-d570-4f0b-b030-ded497aa784b
5439e8ca-91ee-439c-89fc-ed8a0af5ad66;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;505;MA;;2017-01-27;fdb7a5f6-8ea9-4f0e-955c-e7c0305e4c00
5439e8ca-91ee-439c-89fc-ed8a0af5ad66;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;505;MA;2016-09-25;2015-02-01;e10b47fc-3f86-4252-8613-aff09ecb9501
3e855278-fe65-4989-bf69-047cd64e36ce;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;470;DF;2015-01-01;2011-02-01;f709ce76-a396-4c3d-a1a1-f441936b071a
2f28c9c6-1356-4b38-9bb0-dcf5cc90e3e1;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;517;SE;2016-10-10;2016-10-07;7c0247b3-2955-4d21-9ec2-8f1a6fd416f3
2f28c9c6-1356-4b38-9bb0-dcf5cc90e3e1;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;517;SE;2016-08-21;2016-05-23;77a5d78e-7318-4dc8-a76e-fb975ddd6e86
