cam:finishDate;cam:sigla;cam:startDate;org:member;org:role;slp:resource_uri
;PSDB;;61884513-cd6d-445c-9a00-3ea457ecee26;36f86ae5-153b-43ce-94c7-f95141ac4a7a;7a33b7a5-00d4-412b-ade7-9df21e1d184f
;PTB;;975d7b68-4473-4651-a477-27517b8697bf;2ad7f697-8f56-4656-9669-4f19b0e55220;d4145c94-7218-4577-9777-adc23ff19a68
;PSDB;;452c2ef9-3696-4f40-819c-dd1be37b3048;6ec065d2-01ab-453e-b741-aa4721733a4b;132066ce-0519-41d9-9f37-0d29e703f29a
;PT;;ad6dcb7b-7111-4e00-8ea9-2b932c07f863;4fc02a71-ac8b-4363-a1a4-0312c97a9d87;4af6ea98-52cf-4052-be58-b411c85a0698
;PTB;;3b49df23-c871-4fae-be85-9349330e2238;540ee9d8-bfb2-4dd8-96a6-23a06df3f580;55b1a523-e097-417a-ba93-76ee52a0422d
;PEN;;3b49df23-c871-4fae-be85-9349330e2238;97757a8e-7409-41f1-924d-217d90d814b2;2139f929-5e20-420d-b0b9-8baf95755267
;SD;;e9787dec-f1e0-4c2a-a554-ddb4cf785225;a1044982-1a40-44b1-9201-2e1762b24db7;e2f74dac-4315-480e-923a-4f2e8d7b6bfa
;PMDB;;92d7646f-0b61-48ff-bdd0-c234456eab80;a041bd88-f9bf-475b-8cce-8db10c4ea5eb;16ceb712-c31d-4a63-9f85-1cc99ed474a3
;DEM;;92d7646f-0b61-48ff-bdd0-c234456eab80;a44ce5d6-3a58-45e6-b625-fa4761fbcb37;c59f6a78-1d3f-4526-a1af-7936527a1649
;SD;;89cd5a89-6ba4-42e4-b2c7-d514d5660239;629c5cee-49da-42ff-a76b-bd0dfa68fa30;06567255-04f3-4978-a976-85dd4299681c
;PT;;719ae20e-7c84-4767-8f1e-f6f0624cd5ea;33b56125-3d82-4a41-8091-e8c68f83ff03;58565d54-affe-476e-9d11-1f24c597726f
;PMDB;;ab9b54c7-1071-41e5-ab76-ead16e26799c;8d21ef6e-fc8c-4e17-85b0-16128cefb183;094a0893-3d41-42e2-b577-196a94a97485
;PDT;;227aa586-736c-43e5-a8aa-ab0200616913;71fd95b9-1bd8-4b43-9338-b6f52586a830;326044fc-ea37-4d42-bdea-14d564da85b6
;PSC;;227aa586-736c-43e5-a8aa-ab0200616913;e9846b47-dd31-4c2c-9817-f5d00029eb7c;d9374935-bf2e-4b9c-99ab-0879d085d9d6
;PDT;;fe1660c8-1e36-4a4d-a8cc-33b7b0922eb1;5fbbeccc-a611-452c-9f83-e48a5aa86fda;003b5237-8f13-4618-be82-72d873fa1c8f
;PV;;b211f117-3a4b-4149-bfc4-571bba56900e;7672d203-88a7-4615-b016-238a1f3ef5b6;b7c97509-1d9e-4f52-9f63-773eae4dfb98
;PP;;b211f117-3a4b-4149-bfc4-571bba56900e;8f0cb27f-813f-4227-85b8-318179d6b75c;88c565cb-c30a-489f-820c-401d0928ef87
;PSD;;aaa9ca3c-7989-41e5-9485-baa9ed9efc39;b5955f47-d405-44d7-854e-78d1da5f3387;237431bb-a5a3-4b4c-80f3-e539b468631b
;PMDB;;ab9bb9f5-a5b7-4a7d-ad97-9ff6d82277e3;4bef4d94-747a-490d-9e66-dc334d3baee7;a7288857-e1ce-42a5-a364-d600b2eed7f1
;PR;;da0772a1-8e59-4d0e-ac25-846285ee4ff0;08a1ed40-ff0d-48ea-abe8-08cc7e509eee;442994e7-827b-4b05-b446-8253d53d6320
;PDT;;9baea0e6-e9df-4fb6-a04b-3ece7f0040b9;875b55b3-fd69-4914-80e7-59db450a9ee0;6144eee0-72da-4f56-94da-09439781c8e0
;PMDB;;514108aa-be67-4968-aab0-c6ebcc3db613;33e3d919-601f-4e16-a5d4-27a88a736933;2d133fb2-90a4-4981-b9c2-319bafdd2efe
;PTB;;2b57a97d-5db3-405c-bedd-433aa3fb1c5b;5e876ab4-d46c-4799-b985-30c532e41a9b;8cf8d200-754a-4c1e-abcf-b732fd3af324
;PMDB;;23b18b97-d11c-46ed-8169-896c71ff7030;fa6163e9-0b06-433d-a889-829a23a8d09c;957f5d2b-5043-47c6-99c7-b3364dff3a0a
;PSDB;;e8fccb5e-7e21-455e-a6a2-b400cb91604e;3cde868d-adb2-4c62-8a0d-8229270ea971;fa4debc1-4e69-4227-9d9e-dc3f6668607d
;PR;;4070654b-a5b5-4dc1-9848-08f87f5f9893;8f903836-ac86-4bc1-b778-b34cf1885597;59bf3e3d-6941-47bb-b92f-d1627da50022
;PV;;c339b7a0-1f09-49eb-b2da-7d536a0baa2f;9321bf89-162e-4dd2-93d6-e6b4cc7d1982;3f89e9af-983e-4d7f-9d43-8dc996bdce58
;PMB;;c339b7a0-1f09-49eb-b2da-7d536a0baa2f;5a1b0ab6-e035-49e4-b8ae-36b3327d9e3d;d0cba8f8-ca50-4ae5-a855-86b7fdd94cdc
;PSD;;c339b7a0-1f09-49eb-b2da-7d536a0baa2f;ced4afbd-1521-4ca0-8fd7-6fe5dcc55c1f;3e1aad48-0d2a-403c-8ede-3972bc66ed69
;PSB;;cdc486fd-fa90-4ce2-9ac3-1c9e8547e98a;b13d4d56-df7e-4de4-965f-15b6d5f3ea19;d48a855c-f01b-4d93-b18c-fa2936949d03
;PR;;cdc486fd-fa90-4ce2-9ac3-1c9e8547e98a;e5819cfb-d48b-41bb-8774-5f573d6d6f4f;443079b8-3ae2-465f-950a-3b5c4a50f608
;PT;;5e385bcb-94be-4940-8335-f09cfe920808;21c56026-dbda-4527-8afe-a90a907dda1c;0ab4be9a-2474-4a2d-ba31-37a404e46f38
;PRB;;e3fa9616-712b-43c8-9056-044053fcd89f;a64f7a81-0908-45eb-9456-6cbf2a20717e;a009f94e-5630-4b2a-a920-b28dd10018e3
;PT;;734dbcd1-eb66-4b24-ac70-c911da6a8ac3;047a42c9-6d9e-498e-888e-513265afb536;807da326-179f-4a93-828e-29638a7569da
;PMB;;734dbcd1-eb66-4b24-ac70-c911da6a8ac3;7f469af5-648c-429b-85b4-8482fc337819;794ad7e5-2837-4a3c-be58-5b130ec4fd10
;PROS;;734dbcd1-eb66-4b24-ac70-c911da6a8ac3;4335e0a0-d374-41a2-b311-45fb43c891f3;48551469-c2b6-4186-8a30-cd2e65218e0c
;PT;;08188559-f368-4b5d-b2e1-c9fa4b67b3d5;eefed09c-ee3f-472c-9fc0-3e66bd6d89b3;91fe5ac7-2b9f-40e3-ab5d-6c36ce3ba8e1
;PT;;72545472-9772-4d2a-b11e-4209daadcb53;221d1b4f-c2a6-4cff-ad23-d8ccffff94ae;392cca9c-6fe4-45b5-90ef-4c3cd2ace90d
;PROS;;927e79df-3c9a-4230-bdbb-cabfa2838295;c93e83d5-ae90-4cb3-b25f-6d62908fd7c2;162e4e0a-fad5-4cd2-8667-183f035c22bc
;PMB;;927e79df-3c9a-4230-bdbb-cabfa2838295;b9446814-a286-42dc-a8a5-de084cfcaba3;40318c00-7024-46b1-9c58-7780ebc5b8f6
;PMDB;;927e79df-3c9a-4230-bdbb-cabfa2838295;7956f2a7-32a6-4985-bb89-909c52ea75e2;03a99f6d-f47b-4c5a-a411-45f0e5659f3d
;PSB;;927e79df-3c9a-4230-bdbb-cabfa2838295;5a93c9ba-b1a6-40e8-9a4a-103d2254dea9;e21c4bac-9084-453f-854a-60e88563a2d0
;PT;;c4e54cae-0a61-41f7-aead-7e01a510e443;a4f0d605-992d-4623-92d6-ad00ee386acc;cfa35bb3-970e-4ee1-b0e4-bb7581745c48
;PMDB;;6a71baef-158f-4269-b65d-b986bcec389e;d94b4bc0-2e05-4d2b-a282-ad71b0ded161;2a2bb07b-b3a7-4866-82cf-8b724591ca01
;PROS;;70ad241b-5add-4830-82aa-a6cce30d038f;af2e952e-898d-4472-9555-b54715ab20dd;4d5691c3-9b69-4453-843b-0c528a7d029c
;PDT;;70ad241b-5add-4830-82aa-a6cce30d038f;2d5702b0-736a-4e72-af1a-d99ae3088a88;1e61c421-7078-490c-b206-853773f50ed7
;PMDB;;bd150be5-b552-4712-b1f5-10dfba06d9d2;f70230b5-ed98-4dd4-85bd-af3a4d7f43a6;aa0dd7b1-d466-4e6f-9bf8-d313db731b21
;PRTB;;cf12ea39-cefa-4e29-aa5c-cda24f9431be;3cd633fc-87ff-4ad4-af78-331e09599f25;5eb56d65-ef65-4e03-b239-e0e16446e2f7
;PT;;3a1fcdeb-6f59-4b90-a8f4-5bdf382f2720;eb3d93be-0724-4614-9606-6d8fedfe6d44;82b9b8a5-9ea4-4a9e-97d3-58aa03528024
;PT;;d463e31b-e886-4ebf-85db-fe6e4590d4e7;aede23e9-ea80-4569-a090-4d213791d86a;d71e9031-772c-4f44-8713-07dc27a525c5
;PMB;;d463e31b-e886-4ebf-85db-fe6e4590d4e7;8da955ba-84c6-4ac3-81b4-87f3f861652d;03a6ae92-95ef-4076-9643-db36056a61dd
;PROS;;d463e31b-e886-4ebf-85db-fe6e4590d4e7;c7c8e78e-ed6f-4b9e-ad96-3e4a3bae30b5;b6164016-e2be-4035-9836-4ccf7a9a9c3d
;PSDC;;c4653838-829e-497b-a26a-3f5a17bacd22;f4761bc2-b781-4dbd-bead-edfb726f14bb;4cf515d4-f20d-45f3-833d-3ed1afb3221f
;DEM;;c4653838-829e-497b-a26a-3f5a17bacd22;6e7f0201-d185-44ab-a594-d9b9fa39cac7;0326a0d1-0b79-4cdf-9363-bda901faf0f0
;PROS;;c4653838-829e-497b-a26a-3f5a17bacd22;c111c8d1-7d8e-4e46-bc3d-26e9116c1f9e;9c8202a7-1846-42c2-b2c6-72cf3d753ce6
;PP;;0698edbc-7afe-458c-9a02-538d7f357b13;1d827592-ed07-4496-8458-b307ccc1b6fd;e3d89d96-81b3-441f-aca2-1850a4d75d69
;PTC;;f560b04f-8439-4334-ae6c-f2686e605890;af01a4cb-71b8-40f3-b82b-74632212fde9;b2eebc38-2422-4812-9d32-1963e397145c
;PV;;f560b04f-8439-4334-ae6c-f2686e605890;a388e9d1-361c-4624-9c35-221fb34893b6;d6df2ed9-e342-4697-a8b0-255ea10d7ef4
;PSB;;0b1d69e5-2912-4b72-a3e3-65c1d7c2d55b;5a2ca15a-6d16-4814-b5f6-b962a6e22820;69f2d1e7-8cdc-4312-8d1c-7efe4b68bc35
;PR;;0b1d69e5-2912-4b72-a3e3-65c1d7c2d55b;518e8818-bc87-41c5-a073-bb323735f99e;332e12af-a8f5-4455-a004-986b3c7673ed
;PR;;86d9e3eb-d347-4b47-823e-8bebaf710e41;ea14cb08-dc28-44f9-a59a-7e8ba0cd7e0c;75e39b8c-ff56-4e16-b7ba-4ca5eef86190
;PSB;;55fde404-e6b1-4455-817e-0271e56dfa88;943822a3-d22f-42e0-8fb2-afebcb8ea1a7;dc88b6c6-aa2a-4d45-a098-3972b433a00f
;PSB;;17c7295e-824b-496f-b235-9c26a841aeda;fd0105f1-9811-40e3-8db3-e63ae5b0d90a;cc252d4e-1469-4789-82dc-a1ab4abe20c6
;PSC;;3537b64c-c2ce-4abe-9a58-4a9dd967b0a3;aa32c52f-8e0f-4198-b661-910dd2ad7bd2;636a7fb0-c3bb-4755-8ecc-9ff36aabd6ab
;PDT;;be2e1629-8047-4097-aa5f-1bb24030402b;8361da51-5f36-4f00-aba7-cebc2ab9069a;baa7fa79-d476-4f8f-baba-476052ca5177
;PSD;;be2e1629-8047-4097-aa5f-1bb24030402b;268d409b-abb4-425b-a589-cd06844e6d00;e9f4f9ab-9638-44c8-927b-4e3d7d7e7544
;PDT;;d2fbf58a-385d-498f-a17a-698a9b9afaed;e937ac21-dd85-4bbc-aa69-9ef87337ce8e;7e92fbef-086a-4454-afb8-0a0391636455
;PSB;;79d1dc88-b446-48fa-bb5b-3368e237d25f;e1a6e799-f670-4c08-ab31-0d08c1788053;aa569b76-2f78-4697-8fe0-cb728764cd8e
;PSD;;79d1dc88-b446-48fa-bb5b-3368e237d25f;99296c5b-7622-487c-ad87-a34df4a6b35f;de007c36-f816-4710-9018-7236d3745170
;PRB;;a5254823-ec75-4d71-8c76-0cadd69fa2ca;c37e21de-6ebf-4d06-bd57-b9cc0e180a46;3447759d-fb37-4328-aba9-d5f5358c9f50
;PMDB;;bda06859-ee9d-4566-862d-4edf308703f6;aed0bb3b-ee4e-4fd0-8572-e4d9fc87c7c1;021fd8de-f97e-4ebd-bc2e-2da3dcb17fac
;PP;;d87242cb-8084-42aa-88a0-0b600c41bc3c;3f563ec5-0874-4199-9959-79bd88ba4c36;16dbb28e-6474-4aad-a3a6-f9c5528fa853
;PSDB;;c7b0f208-8316-4721-9b21-7ed1dd4d6cfe;a3f00f98-f581-4f61-8ac6-71270885d289;76bf14a6-d576-4772-9ee5-975a55ecae5d
;PSC;;b6c1f0a1-73db-4745-8204-9ff652978ddb;8e2ef98c-d91d-43e4-aa16-216538b4d5dc;3ebf6ea7-0277-4913-bd6e-73d9d558d875
;PTdoB;;b6c1f0a1-73db-4745-8204-9ff652978ddb;03264a70-5926-4037-afb9-911c793ee72d;f4e92c04-b1ca-49ae-951c-d21fd0bc12b6
;AVANTE;;b6c1f0a1-73db-4745-8204-9ff652978ddb;b559a8eb-cdab-40ea-ad4a-6cb3021f9983;4da7f942-c210-4957-a8ee-caae6f775d7d
;PMDB;;aef3c6ae-a8d9-4ab3-857b-6cee44563d5f;28b96a45-4efc-484d-8858-4306a08ae3c0;b9a0e7ee-6100-4979-87e5-7a96a7718e17
;PSD;;de5d5e17-aacc-4e3c-a192-b3b005a7000c;acef034f-4087-4f14-aeda-85787359d0e7;4bc27870-77ac-4fb1-ab3c-b6479bd77546
;PRB;;de5d5e17-aacc-4e3c-a192-b3b005a7000c;5718cc46-600d-4b2f-bda6-da9132b8ba96;dc52b030-cb38-4594-b78c-0621efc30938
;PSD;;d41172e1-44e1-410b-ad9b-a39059c5f5d2;fd6f17a6-deb6-4836-bc31-7fbd7f97c2c7;0b9c7438-a599-45a4-9670-09303e34115d
;PT;;3386052b-c620-4cef-a856-75e245ddae67;d0107f5e-44c6-4dd7-b1d4-3d09d01db0cc;fb62df89-6f00-4136-ac57-46ecf0a19137
;PSDB;;8fd74653-fefb-43d2-b8f1-62244738a39e;664d86cd-97b9-436b-9032-26834b0b4762;38b00f25-71a8-4e4a-a1a0-b33ab91d5a67
;PSD;;a5648343-1a60-4282-8d6c-e579b121c77a;3aec820a-24d1-4511-8add-4639594fa07e;7a2a3a59-bb6c-455b-9e9f-24b0833fe499
;DEM;;a5648343-1a60-4282-8d6c-e579b121c77a;19f6415b-ece1-44d1-bf98-143bbdb56391;c8f07ccd-438b-43d2-b1e2-e24fd0c260a4
;PDT;;b00dfba4-7a85-4913-982a-93934b985012;3fba6964-5ed2-4639-a290-20a0f141f6b3;09d9806e-f23a-4797-81ee-66860a479a4e
;PR;;bcc8070d-6853-426f-8748-ec700fb17547;7a112db1-0c68-42db-8354-08e07b3fbdb4;7b78ce48-e93c-498c-a92c-38afe89b88e3
;PODE;;bcc8070d-6853-426f-8748-ec700fb17547;9b86e931-46f2-4c9b-9d4d-6dd3d19e1bc0;64b962ae-8dab-4c42-92f2-35be06c8a790
;PSD;;e5c2e6a8-f90b-41d8-ac0e-039fa75c0cff;19b4c93c-48f7-460a-93e3-21849c00ddec;78483644-c1a3-46ac-b40f-e4467dbd5ffe
;PMDB;;e5c2e6a8-f90b-41d8-ac0e-039fa75c0cff;303d95dd-7611-4be2-9c9a-e9a7b112d37f;24f92d13-bf0d-426f-979a-a1c6af3cd7ce
;PODE;;e5c2e6a8-f90b-41d8-ac0e-039fa75c0cff;353177f3-c297-4e74-8ff5-e4bc004ed5ee;a2df1c90-cd24-4fc5-a9d1-cd8ab35b14eb
;DEM;;e5c2e6a8-f90b-41d8-ac0e-039fa75c0cff;d97e9ea4-1100-484f-a855-34d93ff4eedd;d0366889-c5c8-4461-8dff-d7a34aa21e04
;PTB;;9abc93c7-9a14-46c9-8091-815021bf42f7;9beb32b4-280c-493e-8478-6414032f9458;cb0c0c9f-bb99-495d-a950-f44054c251ce
;PSB;;4c176457-eff6-4694-9906-f3efbbd70dd8;21320c16-6dc3-4aa7-82ce-8cb1d39d3fb6;28df1d73-8ceb-43f3-bf3d-74d3c711a3c5
;PMDB;;236eae5f-707b-4670-95d2-0feaf4299092;3aca653b-3627-4373-9211-c04bdea8170d;9a6689b4-b2b5-4c16-8f57-4776fdd7c614
;PRB;;e8c892f2-f2da-4c4d-a897-d7be5051aa02;53ac3ea5-686d-45c0-bfc9-0d78be1d48f8;ecdfe75c-b370-4c6f-b21c-8362d23077d2
;PV;;afc0c78d-ac50-4630-993d-57c01c5c9b59;420105f4-c2a3-49d6-bf3d-8369a43ccf5e;e04b6a1e-852a-431b-8a54-398b7f63b916
;PPS;;2693b112-3f84-48af-90ca-28cb87c4630c;0cd1c3b3-33e0-44b2-8ad9-1546f3bf3c6e;ea20b606-d7fe-44d6-8c70-c472d1cc56ef
;PSD;;2693b112-3f84-48af-90ca-28cb87c4630c;6c4447f8-5360-4f1f-8188-6698ea0b294a;5aa655b9-d140-4503-bf1d-342b22b73c1b
;PP;;a4c28b5a-8387-4e77-8dee-a40e3655883b;08f55ae7-77fb-4706-aeb8-49bace580246;81b3a955-1bc6-44d9-8d63-59bf47d9dc84
;PT;;3063fa14-ef85-4d4f-adea-e3405adb0353;7a086104-98f6-42d4-8c2f-32518695aa9b;8b6ec940-4684-40fc-9038-ebd440dcb163
;PPS;;019bceef-198c-4523-9df7-27c6f799e2f3;4c07e9bf-688f-469f-b5e9-6ef52da78aae;2f2866de-c3a5-4487-9480-1a1b8647e99c
;PSDB;;242d389b-0cdc-4cad-a82c-38894ad7f4ed;0f6040bc-6ea5-4a6c-bf55-cac3b48f0b06;45c51030-d504-4467-ad1f-c3d304147517
;PMDB;;98c0948c-3ceb-43ef-aae1-e85ace650492;b122524e-7eec-4542-8677-8c55ba30e3df;418f3d3b-b91c-4618-8f4d-83e3292af19a
;PSD;;72830c60-2671-4d34-bf7f-ef5a2343fbd1;48f77a5d-f0e6-4dd0-87b5-ea11ae99fff2;d003f114-dad9-4f16-8e4b-8f4ed4962022
;PR;;c71c538b-7d36-49a5-993f-87ba8ab7f21b;90f8e7ca-026c-4c29-85ad-25bbfb3c6182;22b8e348-edb9-490f-b8e0-a554ff58d447
;PTdoB;;67e2137b-bf63-461f-ba62-6006695f2895;3928f826-6b5f-4f46-89bb-b65d0ff275a8;0441f087-a254-4bbb-ad6e-209636b136a8
;AVANTE;;67e2137b-bf63-461f-ba62-6006695f2895;6b495ad3-f16e-48f1-9856-0c998dfd3620;21d7cae9-9faa-4993-be13-1b7a666b343c
;PDT;;153b2ef8-0434-42e9-a034-e4e43fc6f81a;14d98b5f-d837-4faf-b582-a7c66a9cdc46;cea9718d-851e-44c6-8861-50779847ecca
;PRB;;6f66ea40-59e1-4189-80fc-23d173cf7ed8;93077d2c-cf0c-4f43-bd2c-2066a3ef1ec7;0e2ef9a5-5ab1-4ead-9c10-5338e0a359bf
;PCdoB;;860c9149-e090-4e92-bb09-ad0d8764fcbc;54cfc613-dea7-48b1-9b4a-ab867c8439b2;7aceeacd-221f-435c-939d-8fdb7cfd7587
;PMDB;;fcb6b195-b559-4e4d-a675-cacd00bd1c93;883bc85a-d4eb-4a2d-aeac-1a6f2342fdfa;f800b905-350b-4183-93e8-66b58c7cd6e2
;PP;;fcb6b195-b559-4e4d-a675-cacd00bd1c93;0dafff92-e6fd-4692-98e5-e2271a3d1b62;df884b71-9d3e-4d13-8cc8-45c448bdc2f2
;PDT;;7c1995e4-4dec-48be-b1c8-0f224542ba7b;3cecc93b-a821-43e3-942b-902541d4072f;23836f31-73d4-4b5a-8608-798bce77d996
;PROS;;4632265f-abf0-4fbc-a2ab-a895ae2bc3c4;5fdae414-3afe-4ce2-b4bc-afa4b5f23405;b3aa660f-92fe-4c70-a8bb-209f9dd23f0b
;PMDB;;4632265f-abf0-4fbc-a2ab-a895ae2bc3c4;f0458bd2-a45e-4540-90b1-42676d457f65;583dd694-267a-495b-8d26-a5458cf836b2
;PSD;;51a293ac-3ee1-4a95-ba1f-894abe55adbb;b29127ac-8bc0-49a8-8ce5-1b2155cdccfe;2daf4005-1bf1-4f79-8b6b-706a2e18ba6b
;PRB;;af5dd8dd-af83-48f1-8682-d457bfcfd0ca;06cecef5-2398-4371-9126-4b7878cced7d;161e330b-4cb5-467a-bae6-208f38336e77
;PMDB;;64fb2464-058e-43fa-a58c-627aedaa215b;1fc39c9c-5f77-4684-a20f-a24eb5dd4ce5;fdd45942-32c5-4ae4-b4a8-8063d0a3f7c1
;PSDB;;17a55e16-a13f-47a4-b814-89db6d14a581;9accd2ba-fe01-4e3b-9f8c-4bd1e116a10b;2b394da1-be7f-4ff0-b684-b667182a33e7
;PMDB;;a22583b5-4db8-4e61-8834-4581e1a330ff;1f5a61db-2e66-4f5b-8a9b-591bee8f5f8d;8bfe2a69-94ca-4945-aa4b-787cf77888ea
;DEM;;a22583b5-4db8-4e61-8834-4581e1a330ff;6f71b2e5-8cc9-4104-87c6-347ee4424695;a82ad1ab-01f6-480a-beee-58377bd1b9ba
;PSB;;6086bdda-a8c1-4d80-befa-4b135464a802;193fcc71-cfcc-4429-bc15-493d14f45285;6c21928f-63d3-4fa8-ace4-02d3b173c25c
;DEM;;af506f1a-ac54-40ec-9ef7-37dbc4901ba8;d1bb4643-c413-43b7-9ce2-620f813ab95d;c5059a8b-63b0-4ff5-9161-68ac092e965f
;PTB;;e2ba1aec-4455-4272-a56b-6da3a459feca;bdbd7399-6de9-4c55-9143-cc358b3a6123;dd4c75c0-32a1-43dc-be7b-84484d76b933
;PSDB;;551df645-567d-4994-b633-864cc65b2697;672b9595-38d3-44d3-995a-b2dcfbd92529;a582c22f-9dfc-47ca-9e32-3ab9efeb8322
;PROS;;0fc881ad-f4a0-43b9-bc53-8587cdbce70e;bc939a97-4994-4a7c-aedb-2eaafc8ae77c;d9e4daf2-f23d-4e16-8161-b78fc3240e6b
;DEM;;2fdff796-f474-47d6-93af-97f28bc47c3b;5b705606-6744-4a41-af36-229294094d26;e1eb7de3-de39-44ec-9a8e-6c37bb971a33
;PMDB;;b0674792-ac53-41f8-b46b-c7a7161a9e89;14d1e090-61ff-4df2-bbbe-7043007df3b0;d8881bfc-ce2b-43cc-9a3d-714a5d2c2387
;PT;;d51bb37b-6e70-4037-89d5-df6c8e743a41;4119b828-dc75-414a-868e-95c211124dc1;34705d65-973e-4512-bdf6-304269242b9d
;PDT;;58afa4e2-058d-4bc6-ba9d-d22c09e88513;3793ea69-a4fe-4ac3-aca4-6ec22bea6f33;599df6bf-50ae-4e36-9bbb-13572eaae9c8
;PSDB;;fddf7a57-ea5b-4205-9b18-130db1530bfa;c2caa2bf-7610-4043-ab07-e3c42c2db784;d731a96b-d62c-4a7e-afcc-8b9b9dc33f14
;PPS;;9f01ecc6-c701-42f0-af53-77a81ee1cc2d;28ecca6e-1a36-42b0-880f-0c44c8d368f6;48644cfd-cc23-4450-9b45-a6f631b11c08
;PSD;;d97354c8-b508-4cab-9c5d-aa0bdec85744;bfafb2f4-30b9-4ed0-a049-81662e38c99f;752896a4-397f-441c-86d0-d20756ae143a
;PP;;4cf36356-ca28-46f7-bf70-1c64b1e15874;d42664c6-fd36-47f3-83bc-53057b7abe70;cfc52815-1898-4c4e-b6a9-77aba3e82fb5
;PTB;;f6e926ee-70a6-40c1-b42b-1d97e4b4c391;dc920f73-e030-4ad6-9766-0ca6b589bb40;de0d2314-0178-440b-aab9-a86805e50610
;PMB;;f6e926ee-70a6-40c1-b42b-1d97e4b4c391;a59a94af-d274-4643-a460-0942647f851d;a4f56e0c-b41f-4560-905b-fa0e6ba4c3f9
;PTN;;f6e926ee-70a6-40c1-b42b-1d97e4b4c391;d80efdd6-c010-4446-873b-a0153cb439d3;30db75ee-5771-46ba-ac5d-9f282cc12a91
;PODE;;f6e926ee-70a6-40c1-b42b-1d97e4b4c391;bf8aabdc-2c9e-4b6b-b4b2-2e1356190ddc;a7d50ef2-f7e9-47ac-8692-d65a8c059a90
;PSD;;28032254-47ed-47c8-a8e3-f6fd94d0e909;756acd8b-5fc9-4abd-9bdf-a7db41eb10e9;bbad404e-04ef-4719-9f5c-e6c28c314c80
;PP;;28032254-47ed-47c8-a8e3-f6fd94d0e909;dcc83dcb-4988-4d50-9072-3d78795c6c7d;abc7233a-f509-4760-aaef-64d99adba419
;PV;;4f718242-2146-4945-9965-55e67fa893a4;6b2c61ce-6f63-4f06-bd47-852c9bd24c40;f3637f70-3d52-4b07-9289-2cf381346bd6
;PODE;;4f718242-2146-4945-9965-55e67fa893a4;60b87270-2f5d-4618-b233-f1b9bcac1af3;73273a8b-5465-4fd6-a03c-782220b54fb5
;PP;;cc43f088-caee-48e9-8d58-8e933bb1b93d;fdd0c573-fc3a-44a6-8220-94d24f85d53e;520d0363-2d77-4e8e-9ed0-83bd832f81ec
;PP;;0e4c946b-bd04-4af2-88aa-9b68cef43afa;7d6f5b2b-da46-439f-83d4-214f6cd65e5c;6594ab8b-c897-46fb-a689-8e9dcb0e714b
;PSDB;;2eca34af-77e8-4987-a3d9-ea316fc99373;d9d8fd2b-38fb-4be7-afaa-1131c913faa3;205551af-20ad-4c7c-8b56-912be4d9d345
;PRB;;2c151bec-dbb9-43eb-af0d-c77bf53cca9e;36563cc2-136c-429b-9b2f-9d06a1edd6ec;f9e4dab6-7a2b-4832-86ff-593714c327e3
;PT;;1d7fb67f-e08e-433c-a02a-ad8ddfca8c18;3c31e24c-d618-46b5-ba43-b989e893c06c;a9dead6e-c386-4ff9-a2eb-e8ed5f5fd5b9
;PP;;184ae212-7bac-42a4-a475-0287bb819721;2b2b2764-c44f-40bc-a9ad-6fc23cca22cf;c53bbaa6-8825-483f-b3fc-da18f8038f38
;PSD;;a689115b-e230-41af-9201-7886dfd2b7ad;8fce54c0-0e24-49b3-ac9e-8657603a67d4;753f56d9-a94f-4331-bf70-f71ca640d582
;PR;;205a5ebd-3cdc-4ec3-92da-154425665f63;e4377f6c-55be-48ce-8820-5c74f5dbb7fa;c1fc36d6-746c-410c-aae2-c36f45e14090
;PP;;44944507-d6f1-4154-818e-7d089f4cb3aa;e7abbb4b-a459-4240-8661-7d0e9b70054e;a08acfa3-5956-454d-a89e-25db29cb173c
;PTN;;0a763ce3-a14e-4b5e-9205-34635b9dedab;51f26e53-1cf8-487b-87ee-ff50ac3f3828;724e135f-2077-448d-bd8b-6a2ef84bfd51
;PODE;;0a763ce3-a14e-4b5e-9205-34635b9dedab;3448dab6-4d32-4a60-9c41-c00b6b94e632;0a319fff-e206-4482-ab33-a07cd4bfff08
;PT;;872fb2e3-33db-470a-b3ba-c8ed360b0f0a;5b0080bb-6eea-4b4d-a363-442d2efb66e9;ba76e1eb-58e8-4f8e-bee6-e93c51da0cf6
;PPS;;13a5b77c-2c3d-4044-9c80-1f91350f847a;aa328f91-dee1-41da-955e-3f99965aab9b;21752efa-58db-4f0a-800a-0db18d2c0935
;PRB;;a2b88193-0107-4795-9a8f-0fb80c42d4e0;c1f061dc-70b8-4788-ab06-e337cb7c4ab9;a2801a17-e2d6-4188-a288-21769ed21c3c
;PSDB;;383d2e0d-4709-4938-9f02-f5152ef0559c;1cdf93dd-8bae-4404-8029-e8fcc37369ab;9268809d-a99e-4e0e-8a15-2e9c8ebbe764
;PROS;;e1ef7927-e90a-4df0-80ed-c7edde99b3f2;faf86cbf-2a3b-4c91-b6cd-fe6ef453149c;1efc949a-2f74-42eb-972f-a655cf672f79
;S.PART.;;e1ef7927-e90a-4df0-80ed-c7edde99b3f2;2fedbbc9-0f60-4b87-9032-e6c469609645;7fdd440f-a95b-4d2f-acbd-8cfdd6222780
