cam:finishDate;cam:sigla;cam:startDate;org:member;org:role;slp:resource_uri
;PSB;;e1ef7927-e90a-4df0-80ed-c7edde99b3f2;30417a7e-ab5b-4e4f-b0e3-880e96e501b8;0d1c367a-b380-4157-bb3f-0142b727aed0
;DEM;;026c0d58-0886-4496-bf43-bc77662aae50;de96fcb9-4e13-49ee-8f6d-dbc0d0130748;ef3fa5b9-5361-4a10-a6cd-a91df972ed2d
;PSC;;6acae476-1cd6-4991-a56a-b000cdf0ac8a;50b1c9d2-87d4-430c-8fb2-23e621a9a106;c2033690-9508-4254-b865-bd958e775956
;PSD;;6acae476-1cd6-4991-a56a-b000cdf0ac8a;175f21d4-229e-4707-84f4-eced7b14ebc5;42257326-f5e3-42da-ba1d-294d4f5b7b1a
;PSC;;3b71f5eb-cd8e-4ba3-8097-c2b82bf54f76;a426056e-d434-4b59-be29-866575c6276d;0460c138-26b2-48ed-b775-18a884077b89
;PSD;;3b71f5eb-cd8e-4ba3-8097-c2b82bf54f76;780aec47-5d24-4d62-9488-7194f05e0a86;73900f7f-2212-46ff-aac0-fee82f5b78c3
;PV;;10678721-e6be-449f-a8ec-78eafee31515;35d1f958-13a7-4d72-bf38-443c9c33209a;7338a100-5dc7-4082-ac3e-31310e23fb34
;PPS;;ec02291d-aa1c-497a-b718-773bdbdd6ad1;01764985-827c-4094-8aa5-0aca692ab7f8;b3fe630a-cf1c-4fab-886c-2de0ac2369a1
;PSDB;;ee0b2058-6957-444b-b07d-17c329320692;f7e87e7a-6e2b-43d2-a32f-743e981a1870;f24d7771-6fa9-4d3a-89ea-e6744531bd02
;PT;;149d5d03-3d3f-42c2-8c4c-7262f55f57d3;988551c8-57f0-4cc2-9c5f-aed56bfd9ab0;ed1b0c4c-373e-4582-8be6-a4c9e8c6dbd9
;PCdoB;;149d5d03-3d3f-42c2-8c4c-7262f55f57d3;74620080-e85c-4b12-860e-5a503aecdf5e;0324e3f0-2b6b-49a9-b3bd-700f7561f4f7
;PMDB;;0613f7ca-8cdf-4dec-8824-821f085c4001;c8267b41-e8eb-404f-896c-f03a2d20e282;f2de45ea-e3fd-44f7-b240-bd13e9eac8ef
;PSC;;7897a8a5-b64e-4fcb-8b81-d8c6a6928d29;7c7a18af-685c-4274-b2f2-8a39ee727348;9d942151-653c-4d86-a601-2bece9bd3d25
;PSL;;7897a8a5-b64e-4fcb-8b81-d8c6a6928d29;c4b7f976-f237-4324-8b68-2afe1226b761;9a4aabd9-e795-410b-bc08-1f0c24da54f5
;PT;;bfb77168-d97e-4973-8ef6-4f36e52c564e;815cc23f-55a8-456d-b8fe-6bb5c4c400b0;730800c9-2297-4050-832a-28449c9b00cf
;PSDB;;26c05b28-d38e-49d5-b8db-e85a8202fe12;55c18116-39ad-4694-b756-545f7a34589a;f75ce411-b5e4-4b3a-8c7d-6a35bc3c4e34
;PT;;a21f02f6-d95f-472d-a313-32a6e5de82ce;62e8829d-8297-42eb-b887-b4b8121a0c05;9f2ee50e-a5e6-4673-a7cb-9cf6171accc4
;PMDB;;ff9114bd-2753-4a2c-ab7e-c68ca05b13a8;f6035743-8c86-472f-a663-ff3ca6666348;5da78946-b517-4a4d-b82d-5acbf64423b9
;PTB;;bf613c9f-c727-48cc-a654-e73c4b211243;d489175d-5b7d-4498-ab88-d95773ec0a1c;4003d5f3-679e-4eba-a75f-fe3f5d0c9f03
;SD;;ea611754-0164-46d8-94a3-9cfd07bae4b1;40b5724d-8908-4b8f-bd64-7cdce3dbc857;2bed3f22-e840-4dc4-a0d5-727563adadba
;PT;;923a63e8-0a08-4f32-8a54-5b7cb6c083ea;c9ac72a0-45fa-4670-b077-4cf4972aa817;8d268d83-7b9a-44e6-8025-06eb4477ed01
;PP;;d99451ad-aed9-4e5b-9cab-56bee07df1ef;0191153e-c28f-4ee2-a410-2954024151a6;21fbc11a-3bdd-4b98-bc42-e109d937c741
;PSD;;c690b41a-09fa-4042-af79-5f1b05bfe4d2;2603a3dc-afeb-41c4-a399-883a83cb1013;9c5604bb-c6a1-4695-980b-0a477853483f
;PMDB;;a5b2fe5f-95c5-4022-9e28-36604560bfde;fec09ca5-7710-4fb0-a50c-257692aa2730;68ce9f15-1115-4b8f-b873-7f070a1a2d56
;PSB;;a7f95e4e-c79a-4b9b-a01f-b2afc8ecd7e2;1d8ff203-f291-4df7-b864-a71fe50561c0;2892ecc2-7c5a-4896-9d42-b18caff325ef
;DEM;;365753a5-fcae-4c4e-a8da-d8e62334e9a1;6e3b78d5-ca47-4211-ae7f-7f6211de25a9;68b395d8-a6d5-437b-b143-3cbb0b596e5f
;PSC;;a7f7ff16-0696-41ec-80d4-29a1a78d0035;65866c21-2efa-4cd2-b216-76e8f47ac606;35d32a79-6a89-4d95-b666-75c1deceef7b
;PSDB;;a7f7ff16-0696-41ec-80d4-29a1a78d0035;09a588d6-d950-4506-baaa-f7edc51237f6;9e6eeb5d-39b7-4369-9229-cc935c70124d
;PR;;eb22cf8c-fc73-4bbe-926d-86422257237f;0e856eea-e361-488c-8b17-92db31d08546;4825083a-09af-4de0-bae2-f11d30280012
;PR;;fb8c572a-1daf-41e0-b4c9-4312103f50e5;d7c0e6e4-0010-43df-9420-291660b55c9e;0833d3e3-4420-4d20-8d70-fc4c8d8836b7
;PSDB;;27b69206-6e13-4da5-8930-2de2eeefb498;57c16d1f-f56a-49ae-8a3a-3a4abfe05e55;c0ef5fba-a06d-486f-8e24-82cc79b1bd59
;DEM;;c34c4e66-a33a-4952-af54-f0808649d76f;d363de66-b55d-4736-b69e-d219169bae8d;18ccbfdf-0dd6-4d6c-904d-57762e7ca1a6
;PT;;be8c0ddb-81c5-40de-a181-8b154c9fa5f7;eb9b71fa-3b22-4b40-abd4-a8483b0a1499;09b48b18-7839-4e67-ad0a-a7d623474e11
;PT;;bf8be4ee-95b0-48aa-80bd-22b3a837c0b3;05fa4af2-b2b4-4307-a093-7ff465e45864;bdf55b9e-fbdd-48a3-a54f-b9d04e59e242
;PTB;;aeed4aee-120e-4354-8cd0-9ea9ce42048d;511bc3fd-894b-4fbc-b1a2-ce3cfa5c7dd5;b1efaef2-0ec9-404b-accb-df52dad9bd1d
;PSB;;afe48029-1b47-49e8-86e6-8156c60756a1;73f19c31-5fbb-4915-8fdc-7526f699425b;a3c5ceab-8ddb-4a00-a885-352d009639e8
;PHS;;afe48029-1b47-49e8-86e6-8156c60756a1;482d34c7-edff-4c59-8236-f1544c88ec7c;65ecf873-6213-40ea-9090-61babeaeee38
;DEM;;6d6dc9a0-50f0-4c67-84ce-5f41140e2905;5b862642-7130-48f2-b0d4-00e629f059ad;1420ea78-e379-49b8-b146-cd54d1f80dfe
;PMB;;6d6dc9a0-50f0-4c67-84ce-5f41140e2905;9d2a0660-53e4-4ee8-979f-a8862436625a;3200a62c-c7bc-4e81-80f0-9b821c191b4c
;PRB;;6d6dc9a0-50f0-4c67-84ce-5f41140e2905;b82871bb-f5ae-4480-9ad0-a4ac0693de34;0a4bf6d1-5655-4c38-b865-43e91c85efe4
;DEM;;c1ca0bde-3968-4258-a755-97c48435d497;1f2422b6-6e00-42bb-b7a4-7110ffadf96b;cc6ab0db-9e43-4091-93c6-50ee7af5f28b
;PT;;9858d495-f037-466e-ac5d-70286a6a6e03;c7a3fa83-1b22-43d4-a09a-5f762c8bb236;ada25086-cda1-4694-acb3-c27e81375dc3
;PT;;e90bbb90-d994-4cdb-9ff2-88a207256d40;0234aea2-c9e3-4f74-ac5d-4038f663ee90;1db30980-6425-4aab-a4c7-5cd9d9b84189
;PCdoB;;d04ed77f-75db-48a7-a13b-53a09a0273f6;3e0cbafe-3ebd-4d59-89ad-84f4fc2a8229;c76ab437-68da-42a4-adf1-d0ff5eb1f0f6
;PT;;6d2250a2-1470-4e98-aac1-00c0e57214ae;59e6b1da-af6e-4c5e-b88d-e38fed55936b;96d49994-143c-4618-811c-89930c729210
;PROS;;6d2250a2-1470-4e98-aac1-00c0e57214ae;7f0e69e6-deee-4004-a313-5d534097f2bb;3d56f146-8558-4a06-a57f-058b638951a2
;PSB;;6d2250a2-1470-4e98-aac1-00c0e57214ae;09cee7f4-314d-4966-9f7f-a01bc1864cc7;cac7da39-82c0-4ad3-94e6-6ac03af35c3d
;DEM;;5af75f2b-17ff-440e-8d23-c96429ee526c;2cb8f6a1-fdb4-464a-a2d0-62232274f9ab;b182e315-a6f8-4d10-88eb-b081b8bfee0e
;PT;;9745b26f-e273-416f-9cb8-b32099237f3c;cfebfb50-3273-4daa-ba3b-97f818a2c1bb;9b213294-90a7-489e-ac5b-a8accb108a1f
;PMDB;;47b7b328-af0e-4400-affe-f346881f7277;6eb289dd-3765-4e66-8e0e-6e2c516b8836;daf4e1c7-c5ec-44bb-b515-d563ab2a84ab
;PP;;72442655-736d-4c7d-90d7-ddb9169be20d;a20590ce-34cd-4e0e-b530-1b5d28ed2abe;7da3e0da-5613-4e8f-9974-5421b8dfcfd8
;PRP;;6ce50919-8966-4c7e-b8e4-83e8aa17e20a;2801037f-3d4b-4a25-8287-e78df70ad551;73876bda-8b49-4cf5-9861-2c4e35ddd1fa
;PTB;;197c61ca-d910-419e-af2a-26bd7d62a70c;ee5e834d-cc9c-418b-b09f-3c624bf15d35;9d451379-ec70-4fb7-9665-791c3742fc20
;PSDB;;6d9bfd70-bab0-45db-9f29-9e3f55ca9330;9ccb7953-cc49-430e-b011-243490610439;971d3192-9743-4337-9095-1838a5ef418e
;PT;;b3d82f7b-46cf-4487-8eef-72a77470ccb6;8201d21f-2231-4173-9248-c454715ae89e;fd46d21d-88d3-4ce9-b2b7-8816bd6fb2b2
;PSC;;69255beb-35bf-40ee-85e8-f94e3648dd10;f8563461-ce2b-49ec-baab-7b4b9ee3db02;a4578b09-f8d9-4bbd-bb37-ca602a3e0d93
;PSDB;;69255beb-35bf-40ee-85e8-f94e3648dd10;cfe29a68-f8f0-47fe-923a-d2ca4e368f20;39858d82-0d22-41c7-afa4-8468dc2e3ded
;PT;;180b660a-b855-48f5-bda7-8cc27cd4f91f;4a61fb2d-ba22-49cf-bad9-a0dcf3084a3e;6ff0dce1-a5b6-414e-bee8-3b694d44c4ab
;PP;;3992799b-7af3-43b1-8674-1a798e403050;6ee4554c-f179-4fcb-ad74-51b8ca3ec0d6;f6ff6b65-3ca8-4577-90d3-d49efd21bdd3
;PSDB;;2b450075-246c-4239-bab2-df9c3fe1464a;5b62bdf1-52b6-4db8-9b5a-7cee7304a958;7fe361a5-5849-4173-8d46-a1e197f717c3
;PTB;;eb33af1b-564d-4500-a8c8-73d105c74ce9;4e54c585-bfa5-4808-839a-902c92f10922;59070981-a700-4689-8ccb-0ad1672b70cc
;PSDB;;77e652de-4d5d-4492-a8a5-e15704d181ba;ae3c5955-2e15-4831-9da8-692367d2f9f8;6bc9ae86-d79f-4414-a1c3-32264f2108af
;PSD;;5a679cce-e155-4e7d-9a83-955620282b3d;e36af33e-555d-4b41-91b6-e9acb185b965;8ecadb06-a965-4186-8b0e-8bbfa721a2bd
;PPS;;58cf242b-5bd4-432c-a56f-4ec504b413f6;603f7873-1e22-4231-ae4b-c42d7dbc34e2;6331d52b-1ac2-456e-9130-08835039482c
;PMDB;;58cf242b-5bd4-432c-a56f-4ec504b413f6;fe2087e9-2d85-40b7-bfb8-5d381b8e270e;f811dfad-37bd-4ff8-ba7b-376994978448
;PT;;477df208-a414-4dcb-b9c5-776599acabe8;61e257a0-cae3-4ee8-bce7-b7343578b93e;f56a88be-00eb-4d00-83f0-6fbb9d585639
;DEM;;4f948087-649c-45a5-8e4b-705147911ad1;02a3b1d8-358f-4362-a7d3-e5a97a8d6d67;0401d5a5-0ec5-469a-a7d3-0a7a2fb7f437
;PROS;;b44e71a9-3fb9-4c6d-8b94-8792011cd2f7;a8a5941c-fcab-4127-a2f5-427370205066;2c61ab43-2c24-46d3-a4d8-779abb4a2b53
;REDE;;b44e71a9-3fb9-4c6d-8b94-8792011cd2f7;63c74b1d-b3a6-47d4-bdbe-aea437202b64;2677a0c7-e513-457d-a3cd-0e378ef9b07c
;DEM;;879aa805-d44f-401f-941c-c4fefaf4c146;ac0be6fb-c5a2-49cc-a5a6-8f606d37759d;b6802602-134a-4f4a-9d7d-1d93d89a2ad6
;PCdoB;;d6b42944-185d-46df-b139-0cbb735b88ef;cb2f5ab4-4e7d-43a4-b2db-f609ce700568;b82d2778-f0af-4c19-bd2f-044b059b7caa
;PSDB;;4588c83e-6ff1-4bdc-8587-94b53e5ae6c5;cf02c50a-4c75-4901-a586-6358823905fd;6ebe5799-e70c-440c-984a-fc70f6351bfd
;PSDB;;80e2b188-61d2-440b-b85b-128ceb14edd4;e9770407-661d-40c6-bb9d-ed05ea030147;b1e2b2f9-3baf-4e59-af94-ceca1748b5e8
;PT;;e780fe47-28c0-46a2-9fba-829596d984c1;d353aa02-a433-4631-a298-877ef579ed92;1c36733f-db49-4a1d-aa1f-65f480d9b278
;DEM;;711cac88-49b1-4710-ad1a-f1369ae03907;c06a2e2f-c8b9-4ece-868d-27b9b196f4a4;d4d7d55d-5c1d-4b43-ba84-b93f936ac488
;PSD;;711cac88-49b1-4710-ad1a-f1369ae03907;11d1db81-065e-4833-b6c8-186c476e40f3;8127c18c-ef22-4322-aa26-744590c168ef
;DEM;;53eb5470-5b4c-4b26-8bb5-5490b50cf5f1;6274c7d8-f8d7-46e2-8d6d-c01129da7c05;6f478733-1495-4abd-b9b9-b7005868eb0f
;PMDB;;b95876ea-0cab-49bf-ab03-cf101c1434be;05b32b45-fda9-4198-bdec-668e7941c731;6853f895-19af-4e12-b4e9-f73825069d5b
;PMDB;;c6d4b219-0ca9-40e1-875f-54f8acd5bfad;e4173785-af7d-4450-82c0-89a8e675d6b1;a4588969-d099-43e9-b488-2fd82b466305
;PMDB;;3a84f507-d4a8-4c7d-ad35-8436bce678d9;e7382cbd-7172-4661-b01c-83b936ee2f94;01863685-5a1a-4e88-b9d6-b81f2a60b493
;PT;;b70c9aff-a556-4d48-8a36-ce38da014a51;dcf71596-a82f-4cc6-8eb6-466389addb56;a7e58532-31da-4ec9-a6d2-cb2f2554b8c7
;PMDB;;5002ead2-9292-4114-8bf5-411d670dc03f;75ecb978-f4cb-468b-b0ad-bf1a37dce967;88022502-bfd1-4931-8c11-732de7728d3b
;PSB;;9a3c91fd-a335-445e-b2d5-193001028bac;e29c1294-31f1-44f8-a01d-56a605fb9329;6628d94f-7a46-49e8-b124-2102dd20a0e4
;PP;;9a3c91fd-a335-445e-b2d5-193001028bac;e12e8e39-ea39-4fb9-abcb-0dbcd15b436e;08d94e4c-4b09-4765-a07b-b38dbe8964a4
;PP;;e03f89bf-c7bf-4f38-a036-24b3819e3e88;7c9b5cab-1d0e-45a5-93c6-3119ffd7300d;329da607-7a3f-4b1b-86cf-a2bf52350587
;PR;;386c62eb-b51f-4895-b016-1f22fd0f5176;9c7ad9ff-7623-4d26-ace1-ecae502422f5;69d7cd25-88b1-4798-bf9b-d8e40e84fce1
;PP;;681337e2-9c6a-4b83-adb2-105bcda63757;a310f9fd-4fa1-4f68-aadf-a0ed5a75f7b6;86b11650-b5ac-473e-a448-e13d8036ec1e
;DEM;;681337e2-9c6a-4b83-adb2-105bcda63757;7b0f6376-a233-47ec-9378-eb2e0177fa49;850e46eb-93ed-42be-a531-8be14dbb311d
;PMDB;;6dd4164a-700d-4a64-9c01-39e20f25d26a;81cba251-3287-4255-b9ac-f2baec4fe4d8;f3df0426-c731-491e-bf07-7a0548c63128
;PSB;;7db3d48a-edee-490a-8b9b-657f3f768711;c2dfa0fb-241e-406e-8e38-ea3914ba7fd7;9c13c018-7e89-412b-a79f-8827cb595c82
;PT;;96ab818b-73d7-4889-ab63-69e09310a2b7;15ef5e83-fb58-4ef8-bb2f-6a86d7923e0b;1628eaf5-4617-4378-ad5e-2ee96e5f2fc7
;PR;;670968f1-ef58-461e-a03a-a861deb65bdf;e369197f-5fe3-4dbf-b52c-80ec3926e921;04919783-b60a-4fe2-a0a6-49143115bf6a
;DEM;;670968f1-ef58-461e-a03a-a861deb65bdf;9d4316fa-dfa7-4854-8c40-7eb244bdfc95;f240735e-3d4a-4237-bf96-eca90970cb81
;PMDB;;c9860ba8-abb8-45e6-8e79-8f72e9272edb;55442177-953e-4e8f-8ad2-52aea840671e;fa2a4550-c1fc-4785-91ee-1a09bcdaebc5
;PT;;484ced43-9ce2-4225-9f7a-f5cd7693c6ae;d879d169-8a5f-4fc1-9269-0e2642ffa0ac;0dbb7f4d-a6c0-445b-aa34-2adb5a2cb4d3
;PP;;7de8a2aa-79a3-4c42-ba3e-a0d03f51923b;18a46753-a80a-478f-8255-1604193f0254;fbdab4ee-d6fd-4143-9b52-206819481f93
;PSDB;;bd357053-dcdd-4777-b25d-fd93f2fe1f4f;42b93331-091a-4f47-a84a-909dedcb2887;9f4b7773-b5c3-4cdf-9173-0705938e4d95
;PDT;;aa9e8f4f-2cdd-448d-b20d-bd36d20c9476;5ab1dcfd-26df-45eb-9d7d-f1ea73b3e2f7;3102c18e-e13f-4789-94f4-fc3016e9dddc
;DEM;;aa9e8f4f-2cdd-448d-b20d-bd36d20c9476;aa51f3b9-eef7-4253-868f-fe32b4bb1aa5;2ef29e98-a45c-4023-b3c2-534ed3bbecad
;PMDB;;31316b72-371b-4ea6-97e0-1d28ad8364fd;1655dff4-555d-4c94-a74e-6d7763581454;057345d6-db2c-4bf1-8e95-62dc918cb396
;PSD;;018d009f-480f-41c3-bcda-7aeeabfe884f;0ba43a22-b482-4bb1-8799-aef0b5e91566;bc07bc24-92a6-4175-81f2-bfb55efbe828
;PT;;ef1de1c7-b169-4316-a05f-7b736da28f2e;0841291e-dd97-4e13-bb29-ce4fbea10b7e;db93011f-e499-44c2-ad16-f6ee02437438
;PT;;c661c007-75c4-47d3-880e-b5f79a21d12b;ba425d23-1bd6-433b-b832-b9566ca1c4e1;f3174d45-f5d6-4ef2-9131-e9995f41c336
;SD;;23b7dd5c-fc40-4619-bebf-febe952a4800;5e3d723a-3853-47fe-a76f-efb03dca40ab;27e6fc72-f8ea-4162-a2d1-6aa06d1d0f5a
;PODE;;23b7dd5c-fc40-4619-bebf-febe952a4800;ebd16c78-65de-4543-85b8-696b5bbec130;313cd5ed-54ba-41db-b6dd-816e39561b2c
;PMDB;;75fd6638-b0a9-4086-89ec-fe248676f3d4;e7d481f4-7e48-496f-b3a2-350a9523a6b0;2848a1fc-18c5-4c71-967a-f8c42884ea14
;PSC;;e088151e-471b-432f-b47e-3463e79fa4dd;ee61a1ad-cd19-4060-89c5-86f1ae34d087;68b5b2c1-8824-4cf3-a73e-f79ad0b92e90
;PSDB;;ec9fb26b-06b0-4e7d-ae9a-970252359430;47137f64-c2b5-42ba-8351-7be30d40111d;e67018b2-fe2f-44ac-8e76-ef208016f524
;S.PART.;;ec9fb26b-06b0-4e7d-ae9a-970252359430;a71ebe41-c7e9-46f8-8ad0-3cfe3b96221f;df781b6d-37ec-4419-8b22-438161325401
;PRB;;170c34ab-a935-4319-a3f3-4bc746b74bd7;571b9b7f-b662-4fe7-92a1-ee46224a1aca;ebc2be0b-8a44-4063-a0ac-0531a711eadf
;PSDB;;58033ba5-9752-4747-a627-8f9f7e35cc30;66a066a7-417f-4935-b434-4bb2d873ddfa;cff485b9-6842-4169-92e2-43509290a6b2
;PR;;80d34a97-0000-440a-8368-271391fe215f;7ba3830c-9387-4d89-a4de-3343031c5084;be5a3c72-f9bc-413c-b147-27359af3c6ab
;PDT;;91346423-d686-4908-bc89-712ee31e47b5;cd8ab422-1e80-49b1-8092-0bf8615fc42b;6d928f31-6fea-46ff-a4be-b563cfbc31f5
;PHS;;91346423-d686-4908-bc89-712ee31e47b5;a38b0eb6-dcf4-4d08-a5c6-e9fc63cb8493;07e6a280-5952-42b6-9705-93ae2530e762
;PSD;;91346423-d686-4908-bc89-712ee31e47b5;35ff2f15-e9a4-49bb-832d-e74b88ca1874;ec839232-2b82-47a9-8641-de285bb7b8e9
;PR;;ee9fad9e-152d-4e89-9b3d-eab0165c30a6;eeb9b53d-388c-4037-8425-4c4afdee9f73;d77ccf57-d212-41ef-8c24-ee11084c596e
;PSDB;;b05fca5c-1a39-4353-b1e1-d0bcdab1e9bc;9abb4c85-1f1f-456b-bab6-ee4431a375b7;c69f5c6c-7823-4266-967d-2b2823b706db
;PSC;;6641ea98-f0f0-4791-abb6-6a64bbfc4a7c;ce28817d-f841-49a1-ac75-42d7880c6791;39e3a6aa-1ce8-4e19-869a-f74b888043b9
;PSD;;6641ea98-f0f0-4791-abb6-6a64bbfc4a7c;ae1f8490-462b-4484-96e4-32e4a618ec78;60bd2668-89e0-41fb-beea-2c3aa629e763
;PMDB;;7aeee2ef-1887-416e-b04b-6f23cf7c46ff;7e42d22c-fc30-4a80-b232-7129099131c8;031d6188-d83f-43ec-b65e-15986a60e0c5
;PMDB;;7809e20c-b28c-4013-bda7-13266213bc6b;6362a8b7-a080-4bea-a599-b70ad1d69df1;107d265b-e9b6-4066-a0f4-64e85109c9bd
;PP;;916ba8b8-6896-4501-b094-5304fd332271;3ca01bd8-8668-4a65-a859-d1c816f1e223;bb1a0683-193b-442a-88b8-375e305e20da
;PRP;;59ea183e-c5c4-4512-8edc-d74ee31617f1;8589a13d-bff7-41bb-b395-9fcb8c5139d3;91511bbc-2190-4df9-a1be-ac689188d7dd
;PMB;;59ea183e-c5c4-4512-8edc-d74ee31617f1;e04e2c0e-8cf7-4414-9172-be41e00b0dad;78b216e6-1661-4b15-a8af-0ee315a4fbcd
;PR;;59ea183e-c5c4-4512-8edc-d74ee31617f1;63a65f37-b648-472f-8e26-ec0c9818de4e;f665e8fa-e6cf-4ce7-8a70-68a60ab845f9
;PSL;;59ea183e-c5c4-4512-8edc-d74ee31617f1;8c2774c1-579d-4c1a-920d-8da796741d93;8f04f3e4-91dc-4a33-a749-beaaea0682d3
;PRB;;898ab897-5a4f-4b98-b905-4b66b89a4008;0585311a-0dc6-4ec3-bec1-2cfbaaf693d6;4e42bd85-efa2-42b3-b9b0-b8c6bc1e1326
;PDT;;fb5fca6c-77dd-430b-9518-81d9778ef7b1;2fc54ff7-7f23-45ee-8d05-68279e6295f5;1da31c17-44ee-43a8-a68c-089ac252cf0c
;PMB;;fb5fca6c-77dd-430b-9518-81d9778ef7b1;32b12a58-17bc-479e-bd65-5a274dd8da9f;1011f354-2c18-476d-a53e-9084474e0f29
;S.PART.;;fb5fca6c-77dd-430b-9518-81d9778ef7b1;29a15347-d43a-4f76-b2e1-76847a7c4154;e0ffe69d-a153-4803-91fe-5ca598f67d31
;SD;;fb5fca6c-77dd-430b-9518-81d9778ef7b1;3822811f-df47-48b0-b731-46ade8bb8536;dc3d5dfd-7b8d-4c90-9d00-3a7a4fc98960
;PSL;;fb5fca6c-77dd-430b-9518-81d9778ef7b1;5e866f5b-1fc2-466b-aba7-52ebfed09541;13d64d30-5a6c-40f7-93e8-2a7c0d115e47
;DEM;;d2fad348-cc18-4efe-b3ca-c87025d2c61d;d3455707-f7c3-4117-a3af-2c60866d4c9c;78114497-55a5-4fd3-9ae5-aa9b33cfef99
;PR;;a3de8d28-fc10-417f-94a3-e288532acd5e;1ad57690-0cbc-4dd6-8afa-b3b2c086f2c7;43ee27f0-9a81-4866-a37f-f04963e10f3f
;SD;;24485465-1f9c-4170-97ea-64525c56c789;759ee549-b4d1-4fd6-9e14-0e8ef56748ab;c01955d0-81cc-4862-b56a-a485567bd2ec
;PP;;24485465-1f9c-4170-97ea-64525c56c789;34720254-58bb-4c89-9666-4cc2268c59f5;c66489cf-e25a-432c-9d3c-769aa3bb462e
;DEM;;d2eaf71f-8245-4a1b-98c7-393c32ad0241;d8e2ee98-7f66-47b9-b572-35d525cb7fbd;a01573d1-7bfd-4dd2-9438-011bb65ef491
;PSL;;cbe0e854-0cc5-41da-b1c2-5f0366d9dfa6;1906fe70-6fe3-4b79-b9a1-1ec1e5bb471d;be4e229c-8505-49ec-bc7b-7c99853b10b2
;PMB;;cbe0e854-0cc5-41da-b1c2-5f0366d9dfa6;75f74039-98ba-468e-b4f2-1fe59ed9ea85;a5d3a261-8b37-42aa-bb92-0ddecf4c1387
;PSL;;cbe0e854-0cc5-41da-b1c2-5f0366d9dfa6;8c151c81-2e57-4935-b81d-98545b452c90;22fe5d0c-d94f-495c-a29a-d1166c29fd80
;PP;;cbe0e854-0cc5-41da-b1c2-5f0366d9dfa6;0f3e0533-3864-4c0c-aa0f-450c680f9d3f;f90f3858-e82e-489d-9831-d92e7d7b72c2
;PPS;;71a05209-b982-44e1-bbbb-df5f3f9e7750;1cf432cd-e2bb-41da-aa3f-d2b32e25e6a3;fc2cdb5a-6e87-4fba-9561-4106a73d414b
;PT;;27d65c1f-60b7-4d09-9737-d4fde7e9e3ca;eedc21d7-e7b4-4948-8fb4-39b1bf83a20c;c8c9364b-4e94-4d93-ba4b-72f3eb258d89
;PSDB;;1ba7f91e-f460-4330-ba46-61b84a6a67b3;c98de68d-8ccf-4af2-a841-ac4d99225366;81344c6b-38ac-4270-ac79-355d068af885
;PSB;;e90ec80a-90ed-4d89-9e66-3341de786f48;0272f121-0714-40b3-8d54-25a6e89d41db;d197e0aa-7b4f-4a96-b6cf-c6b42665d7b2
;PSOL;;e90ec80a-90ed-4d89-9e66-3341de786f48;1c4aac06-5db7-4b00-9a6b-08f53619216f;99a5e794-ec6d-4c1f-8442-aa98f0805d45
;PMDB;;1fb9b030-43da-4e71-8cd7-c88766990032;0170c697-755e-4c3b-aafb-8c6caa199b24;7cec4bf2-7023-4b76-b62d-a51b78c0b3af
;PR;;0cebc662-55fd-47c5-b19a-52fb6d5cbf7a;f228bce6-9082-4fc0-9714-1aba36b30f54;c0e5e95f-5977-4a8c-84b9-a7c51efb86b9
;PSDC;;55c86897-7642-411a-b987-d40a52482969;a77f6c46-87d3-48a4-8f3d-2265b8d48689;d2fa4a6e-f0f7-4337-b47c-28e8c0735663
;PMB;;55c86897-7642-411a-b987-d40a52482969;cd2139ac-206e-4750-91bb-859736c813a2;33835bce-a84c-420f-a268-4e1f25ea6659
;PTN;;55c86897-7642-411a-b987-d40a52482969;2a741a7d-a285-4c4a-9aae-c4981667a6bf;c31d3926-2598-4366-b49b-ff183c2dc34f
;PODE;;55c86897-7642-411a-b987-d40a52482969;d5b7bca2-19cd-4d7e-83e3-80f863d47254;94999035-756d-4747-b556-fcce2ac7beb3
;PT;;80ca49e7-97e1-43df-b656-802cd3946dac;928b8872-2c0c-47c4-b8d5-6f4668376b01;5851374b-62ff-4e21-8e4b-5d54ee0abd82
;PTB;;f6c87df2-105f-4886-b5b4-7aebb4e99bd9;7a8b18da-1a97-489c-8a06-078211d8f77d;40dfe538-8c6f-46f0-ab51-8b1c7c9a1062
;PSDB;;828c1f19-1b0e-4a4c-a6ae-e7fae6f3fcdb;3e239f4f-d6c6-457f-bd3e-2f20f5e6f28f;7c9c1324-52ac-470e-b1f9-9f4d297edcaa
;PTdoB;;56ced610-3a3d-4882-92e7-97463706fd49;fc054115-8ae7-43ab-aec3-1e3ec5e27864;a0af7cc1-11b7-40b5-a25b-4761f8126257
;AVANTE;;56ced610-3a3d-4882-92e7-97463706fd49;0d18d694-f88d-47e0-aaa6-8410e4fb493c;ec3c826c-98b2-4f62-a405-9372ee93961a
;PMDB;;5ca40552-303b-4d52-bbdd-69fa3c289553;bde94fc4-d1a5-4c1a-80ba-2630dac9b16c;38fbd27a-7711-4c63-8e8a-6dc02d901d44
;PSB;;60a9ecde-f162-435a-b97f-3c31a954efd1;f5ed2585-5fc8-471a-ad52-7ba3d7d6fac3;ae65d705-d3bd-42d5-8694-b565cb7d04dd
