cam:dataFim;cam:dataInicio;cam:siglaUFRepresentacao;org:member;org:role;slp:resource_uri
;2015-02-01;RN;17a55e16-a13f-47a4-b814-89db6d14a581;b27beba7-ca02-4041-a9e0-1793bcd141fe;ce4bc736-7403-409d-a329-0c81bbb0fcb2
;2015-02-01;MG;a22583b5-4db8-4e61-8834-4581e1a330ff;b27beba7-ca02-4041-a9e0-1793bcd141fe;a3d38009-cc1f-460a-a5c4-a226cf0e3d50
;2015-02-01;PI;6086bdda-a8c1-4d80-befa-4b135464a802;b27beba7-ca02-4041-a9e0-1793bcd141fe;5945a4be-a926-4f92-8ef6-ddfc42aea485
;2015-02-01;RJ;af506f1a-ac54-40ec-9ef7-37dbc4901ba8;b27beba7-ca02-4041-a9e0-1793bcd141fe;50ea3aaf-5666-43b1-9052-e23346767c5a
2016-05-12;2015-02-01;RS;e2ba1aec-4455-4272-a56b-6da3a459feca;b27beba7-ca02-4041-a9e0-1793bcd141fe;9720ce3d-c235-4939-a437-ace9622d7f49
;2015-02-01;MG;551df645-567d-4994-b633-864cc65b2697;b27beba7-ca02-4041-a9e0-1793bcd141fe;2a763305-8df8-4a71-9aed-a5824a8b2df6
;2015-02-01;DF;0fc881ad-f4a0-43b9-bc53-8587cdbce70e;b27beba7-ca02-4041-a9e0-1793bcd141fe;9a4085cb-8ee9-4ed5-9e22-c2f7d71b8e11
2015-03-19;2015-02-01;SP;2fdff796-f474-47d6-93af-97f28bc47c3b;b27beba7-ca02-4041-a9e0-1793bcd141fe;2f614f24-2053-4163-a870-edc02e694d46
;2015-02-01;AP;58afa4e2-058d-4bc6-ba9d-d22c09e88513;b27beba7-ca02-4041-a9e0-1793bcd141fe;44b48aa4-f219-4f84-b505-1ae2f3b6047d
;2015-02-01;AC;fddf7a57-ea5b-4205-9b18-130db1530bfa;b27beba7-ca02-4041-a9e0-1793bcd141fe;ad93f6f7-5450-46ee-8bcf-7117f01f05bc
;2015-02-01;DF;d97354c8-b508-4cab-9c5d-aa0bdec85744;b27beba7-ca02-4041-a9e0-1793bcd141fe;d983905c-2352-4058-b052-c22fd53229d5
;2015-02-01;GO;4cf36356-ca28-46f7-bf70-1c64b1e15874;b27beba7-ca02-4041-a9e0-1793bcd141fe;d53e48c4-a111-45a7-b6c9-b6043db35965
;2015-02-01;PE;f6e926ee-70a6-40c1-b42b-1d97e4b4c391;b27beba7-ca02-4041-a9e0-1793bcd141fe;7837dfd2-77df-4d1d-980d-3234d9dc55fc
;2015-02-01;SP;28032254-47ed-47c8-a8e3-f6fd94d0e909;b27beba7-ca02-4041-a9e0-1793bcd141fe;a5c0e030-463d-4e42-b045-f7cc79ad4a82
2015-02-05;2015-02-01;SP;4f718242-2146-4945-9965-55e67fa893a4;b27beba7-ca02-4041-a9e0-1793bcd141fe;82484c67-e17c-4c0f-8898-f76a0eee6477
2016-05-12;2015-02-01;PR;cc43f088-caee-48e9-8d58-8e933bb1b93d;b27beba7-ca02-4041-a9e0-1793bcd141fe;17f156cb-f494-45e3-b968-247b92116959
;2015-02-01;BA;0e4c946b-bd04-4af2-88aa-9b68cef43afa;b27beba7-ca02-4041-a9e0-1793bcd141fe;e519c1e9-8c87-4fc2-abe1-ac812d5b9cee
;2015-02-01;SP;2eca34af-77e8-4987-a3d9-ea316fc99373;b27beba7-ca02-4041-a9e0-1793bcd141fe;0706ebcf-073b-4e79-a52f-33b94a54779b
;2015-02-01;SP;2c151bec-dbb9-43eb-af0d-c77bf53cca9e;b27beba7-ca02-4041-a9e0-1793bcd141fe;c37366c9-a73e-4521-b278-bf23e8952ed2
2015-03-23;2015-02-01;PI;1d7fb67f-e08e-433c-a02a-ad8ddfca8c18;b27beba7-ca02-4041-a9e0-1793bcd141fe;caecb1b7-6647-4ec6-813c-1e1710e20dd8
;2015-02-01;MG;184ae212-7bac-42a4-a475-0287bb819721;b27beba7-ca02-4041-a9e0-1793bcd141fe;fc4f1f7c-3129-4c96-90e3-6871f29d80ce
;2015-02-01;RR;205a5ebd-3cdc-4ec3-92da-154425665f63;b27beba7-ca02-4041-a9e0-1793bcd141fe;3b39b961-b85b-4cbf-8183-5c06680f8c66
;2015-02-01;RS;44944507-d6f1-4154-818e-7d089f4cb3aa;b27beba7-ca02-4041-a9e0-1793bcd141fe;29229bb4-00da-4600-9734-f47f3fb98ce7
;2015-02-01;SP;0a763ce3-a14e-4b5e-9205-34635b9dedab;b27beba7-ca02-4041-a9e0-1793bcd141fe;52cad621-96a0-40df-b83a-7f0490d2b9bc
;2015-02-01;MG;872fb2e3-33db-470a-b3ba-c8ed360b0f0a;b27beba7-ca02-4041-a9e0-1793bcd141fe;966a50a8-2992-4578-879e-dff88f33a154
;2015-02-01;CE;383d2e0d-4709-4938-9f02-f5152ef0559c;b27beba7-ca02-4041-a9e0-1793bcd141fe;7706d149-50be-4e6c-bb6f-ce111b18633c
;2015-02-01;RN;e1ef7927-e90a-4df0-80ed-c7edde99b3f2;b27beba7-ca02-4041-a9e0-1793bcd141fe;9134161e-ae12-45a2-af3a-3410a601bcf0
;2015-02-01;TO;026c0d58-0886-4496-bf43-bc77662aae50;b27beba7-ca02-4041-a9e0-1793bcd141fe;83e9925d-2599-4e50-a2f1-7e7d2e504f03
;2015-02-01;MG;6acae476-1cd6-4991-a56a-b000cdf0ac8a;b27beba7-ca02-4041-a9e0-1793bcd141fe;274611f4-8940-46cc-964e-981889452023
;2015-02-01;AL;ee0b2058-6957-444b-b07d-17c329320692;b27beba7-ca02-4041-a9e0-1793bcd141fe;3403fee0-805f-480e-9913-34ac53f60f10
;2015-02-01;AP;149d5d03-3d3f-42c2-8c4c-7262f55f57d3;b27beba7-ca02-4041-a9e0-1793bcd141fe;6b0c3606-023e-4ba4-a435-5bb3505d1eb1
2016-08-23;2015-02-01;MT;7897a8a5-b64e-4fcb-8b81-d8c6a6928d29;b27beba7-ca02-4041-a9e0-1793bcd141fe;d1d08d48-f5b5-4d92-a29b-438bba7f462e
2015-02-02;2015-02-01;RS;bfb77168-d97e-4973-8ef6-4f36e52c564e;b27beba7-ca02-4041-a9e0-1793bcd141fe;c2478b36-aca0-44f2-b73d-08a51382fef8
2015-04-10;2015-02-01;RS;bfb77168-d97e-4973-8ef6-4f36e52c564e;b27beba7-ca02-4041-a9e0-1793bcd141fe;ee9baaed-e52f-441b-acb2-8d30eb461520
2015-12-01;2015-02-01;PB;26c05b28-d38e-49d5-b8db-e85a8202fe12;b27beba7-ca02-4041-a9e0-1793bcd141fe;b6be7fdb-0df7-4566-b939-6494b6fba1db
;2015-02-01;SC;a21f02f6-d95f-472d-a313-32a6e5de82ce;b27beba7-ca02-4041-a9e0-1793bcd141fe;e7d0aac9-f277-4d2f-9457-8876ae6d585a
2015-02-05;2015-02-01;RJ;ff9114bd-2753-4a2c-ab7e-c68ca05b13a8;b27beba7-ca02-4041-a9e0-1793bcd141fe;b51db1dd-cc5f-48f6-89bf-19e7b44e028a
;2015-02-01;MA;bf613c9f-c727-48cc-a654-e73c4b211243;b27beba7-ca02-4041-a9e0-1793bcd141fe;a6ac802a-a468-44a6-90c7-5b8a967bdd59
;2015-02-01;SP;ea611754-0164-46d8-94a3-9cfd07bae4b1;b27beba7-ca02-4041-a9e0-1793bcd141fe;1797efd7-4d18-4d84-a41e-badf21c721db
;2015-02-01;RS;923a63e8-0a08-4f32-8a54-5b7cb6c083ea;b27beba7-ca02-4041-a9e0-1793bcd141fe;13931f3d-c1ba-4fa0-95fd-b5c1d6c0e883
;2015-02-01;BA;c690b41a-09fa-4042-af79-5f1b05bfe4d2;b27beba7-ca02-4041-a9e0-1793bcd141fe;109bec44-c8fc-47a5-a743-c2b17de5aea5
;2015-02-01;GO;a5b2fe5f-95c5-4022-9e28-36604560bfde;b27beba7-ca02-4041-a9e0-1793bcd141fe;47993a0e-2442-4aeb-8365-d0fc8781cbc2
;2015-02-01;ES;a7f95e4e-c79a-4b9b-a01f-b2afc8ecd7e2;b27beba7-ca02-4041-a9e0-1793bcd141fe;3327a644-4d6b-4300-ae84-684e03a3fb45
;2015-02-01;BA;365753a5-fcae-4c4e-a8da-d8e62334e9a1;b27beba7-ca02-4041-a9e0-1793bcd141fe;0a614478-68b8-40f4-be95-90d312dd9bc3
;2015-02-01;SP;eb22cf8c-fc73-4bbe-926d-86422257237f;b27beba7-ca02-4041-a9e0-1793bcd141fe;d685691b-1283-41f9-9d1d-824aee848058
;2015-02-01;RJ;fb8c572a-1daf-41e0-b4c9-4312103f50e5;b27beba7-ca02-4041-a9e0-1793bcd141fe;40b3f52f-194c-42dd-9413-95f3490abd91
;2015-02-01;MG;27b69206-6e13-4da5-8930-2de2eeefb498;b27beba7-ca02-4041-a9e0-1793bcd141fe;e3cd1fac-f2f8-4450-ac3b-c74d96f75c47
;2015-02-01;AM;c34c4e66-a33a-4952-af54-f0808649d76f;b27beba7-ca02-4041-a9e0-1793bcd141fe;e63704bf-ab47-4075-a521-3409c641c149
2015-02-02;2015-02-01;MG;be8c0ddb-81c5-40de-a181-8b154c9fa5f7;b27beba7-ca02-4041-a9e0-1793bcd141fe;7e5cc68f-a96b-4d8e-a00b-352acd1849c9
;2015-02-01;AL;bf8be4ee-95b0-48aa-80bd-22b3a837c0b3;b27beba7-ca02-4041-a9e0-1793bcd141fe;c0695aaf-64f5-4c2e-b374-26f7d94ac7f5
;2015-02-01;PI;aeed4aee-120e-4354-8cd0-9ea9ce42048d;b27beba7-ca02-4041-a9e0-1793bcd141fe;560f782a-09c3-4fe4-978d-16e843e93a0d
;2015-02-01;PE;afe48029-1b47-49e8-86e6-8156c60756a1;b27beba7-ca02-4041-a9e0-1793bcd141fe;a001c7f6-e7e8-4a84-adf5-15d75b4866b2
;2015-02-01;RS;c1ca0bde-3968-4258-a755-97c48435d497;b27beba7-ca02-4041-a9e0-1793bcd141fe;012add83-5026-4b01-b5b7-e00b3e6e8372
;2015-02-01;SP;9858d495-f037-466e-ac5d-70286a6a6e03;b27beba7-ca02-4041-a9e0-1793bcd141fe;5ae4c9d0-3b16-4ee0-99ee-154a0e8ffd02
;2015-02-01;MG;e90bbb90-d994-4cdb-9ff2-88a207256d40;b27beba7-ca02-4041-a9e0-1793bcd141fe;97aa7d89-dd20-40c5-987d-a0c645d5d08b
;2015-02-01;SP;d04ed77f-75db-48a7-a13b-53a09a0273f6;b27beba7-ca02-4041-a9e0-1793bcd141fe;a0c12b79-2538-4453-ba3a-ade8bf6dd82a
;2015-02-01;CE;6d2250a2-1470-4e98-aac1-00c0e57214ae;b27beba7-ca02-4041-a9e0-1793bcd141fe;060fc7ab-b507-4036-b20e-85207265a2fc
2015-02-03;2015-02-01;MG;9745b26f-e273-416f-9cb8-b32099237f3c;b27beba7-ca02-4041-a9e0-1793bcd141fe;94012fec-5170-4c33-9bb2-a68a334074e4
2017-03-07;2015-02-01;PR;47b7b328-af0e-4400-affe-f346881f7277;b27beba7-ca02-4041-a9e0-1793bcd141fe;5dd4b510-8303-45f2-a5b2-86d11023543f
2016-12-31;2015-02-01;MG;72442655-736d-4c7d-90d7-ddb9169be20d;b27beba7-ca02-4041-a9e0-1793bcd141fe;49f30677-0f8d-4296-b30e-5aeaa3c7138a
;2015-02-01;RO;197c61ca-d910-419e-af2a-26bd7d62a70c;b27beba7-ca02-4041-a9e0-1793bcd141fe;ec3173ef-2098-42ba-b15b-07cf75f9eba3
;2015-02-01;MT;6d9bfd70-bab0-45db-9f29-9e3f55ca9330;b27beba7-ca02-4041-a9e0-1793bcd141fe;e2e1e7d4-8b07-4954-84ce-bbc900dc5f38
;2015-02-01;SP;b3d82f7b-46cf-4487-8eef-72a77470ccb6;b27beba7-ca02-4041-a9e0-1793bcd141fe;6ba26a0b-5bc1-42b9-9545-5dddd3bd3f38
2015-02-04;2015-02-01;BA;180b660a-b855-48f5-bda7-8cc27cd4f91f;b27beba7-ca02-4041-a9e0-1793bcd141fe;738ce31a-b7f6-4a9d-a252-fc91c0caf3dd
;2015-02-01;PR;3992799b-7af3-43b1-8674-1a798e403050;b27beba7-ca02-4041-a9e0-1793bcd141fe;4755f15f-48d0-44cc-bb61-1fb0fa61bb90
2017-01-01;2015-02-01;RS;2b450075-246c-4239-bab2-df9c3fe1464a;b27beba7-ca02-4041-a9e0-1793bcd141fe;d6146dd9-8dbe-4d69-8cff-08321ff95da2
;2015-02-01;SP;eb33af1b-564d-4500-a8c8-73d105c74ce9;b27beba7-ca02-4041-a9e0-1793bcd141fe;1002be42-950e-4256-b606-5b67ef8d09cd
;2015-02-01;PA;77e652de-4d5d-4492-a8a5-e15704d181ba;b27beba7-ca02-4041-a9e0-1793bcd141fe;a2a92a5f-3c30-473c-b5bc-df0cb841a6ae
;2015-02-01;CE;58cf242b-5bd4-432c-a56f-4ec504b413f6;b27beba7-ca02-4041-a9e0-1793bcd141fe;18848191-f89d-40e5-ba1e-665ae297ebd0
2017-01-01;2015-02-01;BA;477df208-a414-4dcb-b9c5-776599acabe8;b27beba7-ca02-4041-a9e0-1793bcd141fe;2b871680-c9e5-424b-adad-cba1c8a11b0a
2016-12-31;2015-02-01;CE;4f948087-649c-45a5-8e4b-705147911ad1;b27beba7-ca02-4041-a9e0-1793bcd141fe;0531bfad-d36d-4166-9f03-ee1c474b3e0b
;2015-02-01;RJ;b44e71a9-3fb9-4c6d-8b94-8792011cd2f7;b27beba7-ca02-4041-a9e0-1793bcd141fe;1b3a8224-88d0-4025-8d16-fc29250317e2
;2015-02-01;SP;4588c83e-6ff1-4bdc-8587-94b53e5ae6c5;b27beba7-ca02-4041-a9e0-1793bcd141fe;f1c30cd8-e591-4792-9b16-285d748f45c4
2017-01-01;2015-02-01;ES;80e2b188-61d2-440b-b85b-128ceb14edd4;b27beba7-ca02-4041-a9e0-1793bcd141fe;2bd32844-71f4-403a-bc2b-55b859903d1f
2015-02-06;2015-02-01;MG;e780fe47-28c0-46a2-9fba-829596d984c1;b27beba7-ca02-4041-a9e0-1793bcd141fe;21653a2c-04a1-4762-b6ff-7a7a0fd57a0d
;2015-02-01;MG;711cac88-49b1-4710-ad1a-f1369ae03907;b27beba7-ca02-4041-a9e0-1793bcd141fe;aa35dae3-ff7d-4033-9b1c-b2f5527536d6
2016-05-12;2015-02-01;PE;53eb5470-5b4c-4b26-8bb5-5490b50cf5f1;b27beba7-ca02-4041-a9e0-1793bcd141fe;df9a9310-fd76-487d-84fc-50824ed43afa
2016-03-17;2015-02-01;MG;b95876ea-0cab-49bf-ab03-cf101c1434be;b27beba7-ca02-4041-a9e0-1793bcd141fe;e2ef93e0-7a0f-4c4f-b259-9fdd56dd0b79
;2015-02-01;SC;3a84f507-d4a8-4c7d-ad35-8436bce678d9;b27beba7-ca02-4041-a9e0-1793bcd141fe;bc283754-f301-4a26-8fd4-7174745c492b
;2015-02-01;PE;9a3c91fd-a335-445e-b2d5-193001028bac;b27beba7-ca02-4041-a9e0-1793bcd141fe;d27308ac-7923-4bfc-b6d4-2e7f142a3638
;2015-02-01;BA;e03f89bf-c7bf-4f38-a036-24b3819e3e88;b27beba7-ca02-4041-a9e0-1793bcd141fe;9c161ed6-4b97-4d8e-97f3-2d08646a0790
2016-05-12;2015-02-01;AL;386c62eb-b51f-4895-b016-1f22fd0f5176;b27beba7-ca02-4041-a9e0-1793bcd141fe;e4b13024-71b6-411e-a5c8-472c0cb8b8db
;2015-02-01;SP;681337e2-9c6a-4b83-adb2-105bcda63757;b27beba7-ca02-4041-a9e0-1793bcd141fe;b5cd0ec6-7f75-4bef-803f-bcb63720df24
2016-10-05;2015-02-01;AL;6dd4164a-700d-4a64-9c01-39e20f25d26a;b27beba7-ca02-4041-a9e0-1793bcd141fe;3621f572-cbac-48fb-991a-fe20bf041e28
;2015-02-01;RR;7db3d48a-edee-490a-8b9b-657f3f768711;b27beba7-ca02-4041-a9e0-1793bcd141fe;d331e611-949a-4289-bfec-feefe28d14eb
;2015-02-01;MG;96ab818b-73d7-4889-ab63-69e09310a2b7;b27beba7-ca02-4041-a9e0-1793bcd141fe;8c8d5b5a-d4a8-4ce0-a928-19424892db82
;2015-02-01;RJ;670968f1-ef58-461e-a03a-a861deb65bdf;b27beba7-ca02-4041-a9e0-1793bcd141fe;5c9041ec-3a8e-497b-8f16-e61136c51f1c
;2015-02-01;RS;484ced43-9ce2-4225-9f7a-f5cd7693c6ae;b27beba7-ca02-4041-a9e0-1793bcd141fe;75b2ed97-b502-44ef-ae6a-116fbf94ee4c
;2015-02-01;ES;7de8a2aa-79a3-4c42-ba3e-a0d03f51923b;b27beba7-ca02-4041-a9e0-1793bcd141fe;73cde43d-16ba-4888-80ee-a9c4dacb41e1
;2015-02-01;RO;bd357053-dcdd-4777-b25d-fd93f2fe1f4f;b27beba7-ca02-4041-a9e0-1793bcd141fe;763accd9-b0af-48b8-8806-3ca337e1fbb7
;2015-02-01;RO;aa9e8f4f-2cdd-448d-b20d-bd36d20c9476;b27beba7-ca02-4041-a9e0-1793bcd141fe;8ef807ca-7a43-45ec-9044-e3557bcb389a
2016-12-22;2015-02-01;AM;31316b72-371b-4ea6-97e0-1d28ad8364fd;b27beba7-ca02-4041-a9e0-1793bcd141fe;d56ecb30-1d01-49e3-b3fc-afd2d9a834e3
;2015-02-01;MG;018d009f-480f-41c3-bcda-7aeeabfe884f;b27beba7-ca02-4041-a9e0-1793bcd141fe;c08cf408-763f-4fcc-9ea4-125e4db9d3b0
;2015-02-01;RS;ef1de1c7-b169-4316-a05f-7b736da28f2e;b27beba7-ca02-4041-a9e0-1793bcd141fe;4e2ede44-b388-41d5-b7e0-7a13ea2657fc
;2015-02-01;RS;c661c007-75c4-47d3-880e-b5f79a21d12b;b27beba7-ca02-4041-a9e0-1793bcd141fe;81acf8fa-82f2-4991-8a26-d37e1c5c3247
2015-02-12;2015-02-01;RJ;75fd6638-b0a9-4086-89ec-fe248676f3d4;b27beba7-ca02-4041-a9e0-1793bcd141fe;7e24b649-2e58-489c-9766-3de6865b3d52
2015-02-03;2015-02-01;MS;ec9fb26b-06b0-4e7d-ae9a-970252359430;b27beba7-ca02-4041-a9e0-1793bcd141fe;c4764be3-f397-41e7-91d1-12fc4b03a364
2017-11-13;2015-02-01;MS;ec9fb26b-06b0-4e7d-ae9a-970252359430;b27beba7-ca02-4041-a9e0-1793bcd141fe;6053f6cb-6e82-4ed2-85a0-18ae812f4b34
;2015-02-01;BA;170c34ab-a935-4319-a3f3-4bc746b74bd7;b27beba7-ca02-4041-a9e0-1793bcd141fe;c2652636-9f15-49e1-81c5-799143b23eab
;2015-02-01;SC;58033ba5-9752-4747-a627-8f9f7e35cc30;b27beba7-ca02-4041-a9e0-1793bcd141fe;d4f29f1c-5ce9-4ef4-9130-7c06c92fc6e6
;2015-02-01;SP;80d34a97-0000-440a-8368-271391fe215f;b27beba7-ca02-4041-a9e0-1793bcd141fe;06b6a935-1569-474f-9991-c6022e1e0a23
;2015-02-01;RJ;91346423-d686-4908-bc89-712ee31e47b5;b27beba7-ca02-4041-a9e0-1793bcd141fe;b54dad1f-9078-464c-a021-8a74563c65d0
;2015-02-01;MG;b05fca5c-1a39-4353-b1e1-d0bcdab1e9bc;b27beba7-ca02-4041-a9e0-1793bcd141fe;effb5840-2417-4b59-bcb4-4a4005ccdb02
;2015-02-01;AP;6641ea98-f0f0-4791-abb6-6a64bbfc4a7c;b27beba7-ca02-4041-a9e0-1793bcd141fe;686c7858-7a35-44ba-b7db-4441875466a2
2015-02-12;2015-02-01;RS;7aeee2ef-1887-416e-b04b-6f23cf7c46ff;b27beba7-ca02-4041-a9e0-1793bcd141fe;ec832a87-5e18-41de-95e7-d4d52b62bfe7
2015-10-05;2015-02-01;PI;7809e20c-b28c-4013-bda7-13266213bc6b;b27beba7-ca02-4041-a9e0-1793bcd141fe;435729b2-b08d-47cd-89f7-e0825126cda5
2017-01-01;2015-02-01;PR;916ba8b8-6896-4501-b094-5304fd332271;b27beba7-ca02-4041-a9e0-1793bcd141fe;8c111c95-5191-4e02-a8fd-f3c0cbda99d3
;2015-02-01;MG;59ea183e-c5c4-4512-8edc-d74ee31617f1;b27beba7-ca02-4041-a9e0-1793bcd141fe;1aa0b97f-13da-4971-920e-01372ecc5b75
;2015-02-01;SP;898ab897-5a4f-4b98-b905-4b66b89a4008;b27beba7-ca02-4041-a9e0-1793bcd141fe;e2a7d767-38c5-46e7-9615-b1e9d63e6f80
;2015-02-01;SP;fb5fca6c-77dd-430b-9518-81d9778ef7b1;b27beba7-ca02-4041-a9e0-1793bcd141fe;aa0355d5-6359-447a-b06d-f2567b53bad8
;2015-02-01;GO;a3de8d28-fc10-417f-94a3-e288532acd5e;b27beba7-ca02-4041-a9e0-1793bcd141fe;404b7b13-cac7-4718-886a-3e97f5614984
;2015-02-01;MS;d2eaf71f-8245-4a1b-98c7-393c32ad0241;b27beba7-ca02-4041-a9e0-1793bcd141fe;29219402-fcdc-49dd-8f82-17f1facd68a7
;2015-02-01;CE;cbe0e854-0cc5-41da-b1c2-5f0366d9dfa6;b27beba7-ca02-4041-a9e0-1793bcd141fe;db8f5d94-8739-4efb-8db7-a420711181c2
;2015-02-01;CE;27d65c1f-60b7-4d09-9737-d4fde7e9e3ca;b27beba7-ca02-4041-a9e0-1793bcd141fe;2598b35e-ee72-4e42-954b-ee8935247196
;2015-02-01;SP;1ba7f91e-f460-4330-ba46-61b84a6a67b3;b27beba7-ca02-4041-a9e0-1793bcd141fe;17039b7a-fe12-4e57-8837-1731b819bc62
;2015-02-01;SP;e90ec80a-90ed-4d89-9e66-3341de786f48;b27beba7-ca02-4041-a9e0-1793bcd141fe;aec8bc4c-dd98-4587-afe5-1b7d6a3a2905
2017-01-01;2015-02-01;PB;1fb9b030-43da-4e71-8cd7-c88766990032;b27beba7-ca02-4041-a9e0-1793bcd141fe;6d15b3aa-f55e-4202-bbbf-ace98970227e
;2015-02-01;RO;0cebc662-55fd-47c5-b19a-52fb6d5cbf7a;b27beba7-ca02-4041-a9e0-1793bcd141fe;ad83d9cf-2d2a-4976-8c64-2da8e506ea48
2017-01-01;2015-02-01;RJ;55c86897-7642-411a-b987-d40a52482969;b27beba7-ca02-4041-a9e0-1793bcd141fe;69fb10dd-a250-49df-98f5-cc3152fb75b4
;2015-02-01;RJ;80ca49e7-97e1-43df-b656-802cd3946dac;b27beba7-ca02-4041-a9e0-1793bcd141fe;efe4fe78-f975-40db-9d6a-5ee099b7e1b6
2017-01-01;2015-02-01;RS;f6c87df2-105f-4886-b5b4-7aebb4e99bd9;b27beba7-ca02-4041-a9e0-1793bcd141fe;ace2c4d0-5ec2-424d-9a3a-bab3e6a31e41
;2015-02-01;PR;828c1f19-1b0e-4a4c-a6ae-e7fae6f3fcdb;b27beba7-ca02-4041-a9e0-1793bcd141fe;9719dabd-7992-414e-86a5-558c77744d81
;2015-02-01;MG;56ced610-3a3d-4882-92e7-97463706fd49;b27beba7-ca02-4041-a9e0-1793bcd141fe;fd5807d7-53ed-4df6-8ffa-c863737102ee
;2015-02-01;RO;5ca40552-303b-4d52-bbdd-69fa3c289553;b27beba7-ca02-4041-a9e0-1793bcd141fe;a2b4697d-5d99-4b08-9d85-d1bd99f6b159
;2015-02-01;PR;60a9ecde-f162-435a-b97f-3c31a954efd1;b27beba7-ca02-4041-a9e0-1793bcd141fe;5d349d2d-ade4-463d-9496-fcdfe5efd113
;2015-02-01;BA;415cace3-12a5-434f-b729-eb0ecc07dd36;b27beba7-ca02-4041-a9e0-1793bcd141fe;32333ae4-f080-4d95-9f1f-5ab542cfc0b3
;2015-02-01;PR;31903233-0d33-4fd9-9c32-33a06710ef29;b27beba7-ca02-4041-a9e0-1793bcd141fe;00ccbc85-8043-4057-b9ea-666807b324ff
;2015-02-01;PA;64eef1d1-ba59-4a58-9730-b197dc6186a9;b27beba7-ca02-4041-a9e0-1793bcd141fe;5253d3f0-ffdc-4b6b-9a43-748d76653ee2
;2015-02-01;PB;505b8703-cf3c-4e54-816d-16d8334d9328;b27beba7-ca02-4041-a9e0-1793bcd141fe;5cf14edc-175f-41e7-8230-b3cef29f6549
;2015-02-01;RS;ff983966-a102-42bb-ac2d-b3c171741236;b27beba7-ca02-4041-a9e0-1793bcd141fe;647010f6-75f2-44c5-8774-7c4750ab3126
;2015-02-01;PE;af51933b-e7b8-4368-a7f3-db1f14a0e320;b27beba7-ca02-4041-a9e0-1793bcd141fe;344e05f7-dd3a-4e92-a5c9-e4553ffcf614
;2015-02-01;PR;dc898628-fc22-4b90-87a2-62cc60111c4b;b27beba7-ca02-4041-a9e0-1793bcd141fe;1b9e6943-f02b-4780-b45d-ac125e2f44d8
;2015-02-01;MG;cc262de7-6f77-4c1b-bad1-7385d4bdf0e5;b27beba7-ca02-4041-a9e0-1793bcd141fe;2aa67f00-6f2b-45fc-831b-cdb9b2a999dd
;2015-02-01;AC;f059e4fb-25c9-4f17-861a-aca8a4087a53;b27beba7-ca02-4041-a9e0-1793bcd141fe;c4eb509b-de39-469d-941f-37288b831f88
;2015-02-01;RO;27cb99ed-e41a-4c16-a0f6-5eb3687d7fc3;b27beba7-ca02-4041-a9e0-1793bcd141fe;81e09013-0bd0-4d4e-ac60-a47d990cbea0
;2015-02-01;MG;08d6696b-cdb8-45f5-9c09-c79235530fdb;b27beba7-ca02-4041-a9e0-1793bcd141fe;67dab8d4-ab46-4464-b72e-ffbdacb73936
;2015-02-01;MG;49baf206-96cc-4963-b436-875033dfd8b7;b27beba7-ca02-4041-a9e0-1793bcd141fe;aa9c944c-f571-49c8-afad-3e96a02c2d67
;2015-02-01;PR;d6dd3a03-239b-4c37-9b60-32ebd35ecda1;b27beba7-ca02-4041-a9e0-1793bcd141fe;40bf001a-f585-459a-bc4d-5b9b86de2828
;2015-02-01;CE;09d4048c-df71-445b-a315-c28eb1dd3386;b27beba7-ca02-4041-a9e0-1793bcd141fe;fa5b4416-b22d-41de-91f6-901eea1e9b1c
;2015-02-01;MG;6edf9367-077e-4e77-bea9-5f7c6df24830;b27beba7-ca02-4041-a9e0-1793bcd141fe;a35d1641-c75b-49bb-98c8-dcb96323767a
;2015-02-01;TO;6d8974de-b74f-42a4-a260-a2065b90ba51;b27beba7-ca02-4041-a9e0-1793bcd141fe;a7fe4841-fd95-4dad-ae1a-fa593a504686
;2015-02-01;SP;8b7604e4-4d89-449b-aec9-04ec74e103c7;b27beba7-ca02-4041-a9e0-1793bcd141fe;c4d31bd0-b7dc-4557-9986-5ec5f66b7d81
;2015-02-01;ES;cbf579e9-bdca-44e6-9633-9de0c4b10cc7;b27beba7-ca02-4041-a9e0-1793bcd141fe;6ee02802-c5be-40f2-9fee-dc486523d8a9
;2015-02-01;BA;7271d17b-fef1-4b39-ab49-db98d2a09cb7;b27beba7-ca02-4041-a9e0-1793bcd141fe;d5992336-ce09-4086-b690-f3c8601f6086
;2015-02-01;DF;ddf8f745-9d73-4bbb-a540-ba9c72c43c78;b27beba7-ca02-4041-a9e0-1793bcd141fe;7c70a031-a65b-4f98-ac60-b62fea881c0e
;2015-02-01;MA;b12e9675-4a16-4dae-a320-2d0896288b1f;b27beba7-ca02-4041-a9e0-1793bcd141fe;2cb5f18b-dfb8-42a6-9757-fa64ad4a5e60
2016-05-12;2015-02-01;RJ;d09ebab4-9a44-4c56-bca1-04eb6143d582;b27beba7-ca02-4041-a9e0-1793bcd141fe;bd0f6791-df51-4daa-b6cd-0a7e55b5cb75
;2015-02-01;SE;83c8d79e-ae68-42ce-a1ec-af2186a93bbb;b27beba7-ca02-4041-a9e0-1793bcd141fe;813b538b-25de-477d-9020-48cc1417acea
;2015-02-01;RJ;94ed6a79-7705-481a-857a-c230893dfdb0;b27beba7-ca02-4041-a9e0-1793bcd141fe;7048dbb5-79f7-40a1-8e02-9b2a7123ee5a
