cam:dataFim;cam:dataInicio;cam:siglaUFRepresentacao;org:member;org:role;slp:resource_uri
;2015-02-01;PA;768e030a-17e8-4d5d-b801-114524e133fc;b27beba7-ca02-4041-a9e0-1793bcd141fe;d7790afd-f3b0-4be9-b170-22c6f7224b6d
;2015-02-01;PI;aa587dd2-8931-4000-8827-8d0a96390ad3;b27beba7-ca02-4041-a9e0-1793bcd141fe;2267268f-bfd8-442a-a1b6-eecaef2766c9
;2015-02-01;PA;3ac0e321-edb1-4cb1-a10e-3b3cb4907223;b27beba7-ca02-4041-a9e0-1793bcd141fe;ba6bb4d2-dbff-45ed-8ba8-682b0d77edd7
2017-07-13;2015-02-01;PE;dbd6c6f0-244a-4498-9467-aae7842d7b15;b27beba7-ca02-4041-a9e0-1793bcd141fe;b1f4ae43-0f18-4ee4-b776-f650f01afee5
;2015-02-01;GO;7d1e5d4b-1828-484e-ab29-5f08712c2773;b27beba7-ca02-4041-a9e0-1793bcd141fe;f4b3718e-484c-4399-9f71-8917586154e2
;2015-02-01;RS;17abaab1-3d31-4a42-a426-d496764cf962;b27beba7-ca02-4041-a9e0-1793bcd141fe;4818c518-56b0-4de6-9eb4-43d49ecaf62d
;2015-02-01;MG;11fc57dc-d700-4928-993a-d907720e180d;b27beba7-ca02-4041-a9e0-1793bcd141fe;dab7aa0e-66bb-44ba-9772-339dd92e4d81
;2015-02-01;MA;0177472e-06b0-448d-84ba-494ac45efca3;b27beba7-ca02-4041-a9e0-1793bcd141fe;a7a63ba0-b92a-4378-a95a-770e5e22ae57
;2015-02-01;MA;d8868f4e-64d2-4815-92b2-b4e1bf8477a3;b27beba7-ca02-4041-a9e0-1793bcd141fe;e090db59-2207-4c7d-a54b-096c4f23e08e
2015-02-26;2015-02-01;MA;c2957e30-5fc5-4395-978a-dfc0787bff40;b27beba7-ca02-4041-a9e0-1793bcd141fe;fc9bc909-ba44-466b-9ff4-31937242bd58
2015-04-09;2015-02-01;MA;c2957e30-5fc5-4395-978a-dfc0787bff40;b27beba7-ca02-4041-a9e0-1793bcd141fe;c9f78070-1d41-4147-a776-f0a3ba031b14
2015-02-03;2015-02-01;BA;5604b4ab-c2cc-4eae-8880-bbc9c07e0dd1;b27beba7-ca02-4041-a9e0-1793bcd141fe;bef8a54e-013a-4e4d-b299-eb1b4c2df710
;2015-02-01;TO;cbd3e10f-befd-4980-99ba-52e41b540121;b27beba7-ca02-4041-a9e0-1793bcd141fe;9ef8684d-d510-4695-8091-d18536ecbd02
;2015-02-01;PA;ef275957-ca06-424f-855d-331148e7826b;b27beba7-ca02-4041-a9e0-1793bcd141fe;d4ebd153-b72f-407a-9d8c-d1d85385314b
;2015-02-01;BA;3df2b21d-ca9c-475f-92d0-cfe8d0b3bf58;b27beba7-ca02-4041-a9e0-1793bcd141fe;7a889b95-0c8e-4cd6-bf36-feb4938bd1e2
;2015-02-01;CE;2e68f685-a86b-4632-9134-1fb18ece25f5;b27beba7-ca02-4041-a9e0-1793bcd141fe;f5145c03-a9d6-45c5-b084-ce7b31ccc745
;2015-02-01;RS;ad47848b-d138-423c-a7c5-e0d9a6f8192a;b27beba7-ca02-4041-a9e0-1793bcd141fe;c7f2ef37-2360-4c37-ba52-4d196eac90e5
;2015-02-01;BA;87c348e4-2795-4bab-9f85-cf18a5d02c8d;b27beba7-ca02-4041-a9e0-1793bcd141fe;d32215ab-e381-44bb-8d7e-72e297e62c30
;2015-02-01;SC;0b20910f-e5c8-40d8-8315-694a9cbd87c7;b27beba7-ca02-4041-a9e0-1793bcd141fe;a58ea8e5-a59f-4075-9c29-78b4e6ee34f0
;2015-02-01;SP;61500541-4d02-469b-ad75-5a2c044c3342;b27beba7-ca02-4041-a9e0-1793bcd141fe;c5bcd5ae-365a-4e01-a42c-c88d7c825ba2
;2015-02-01;BA;deef33ed-7326-46d4-ad50-37232d289367;b27beba7-ca02-4041-a9e0-1793bcd141fe;e74b02ea-d802-4a3a-ac0f-e82ad89644db
2015-07-03;2015-02-01;SC;ff3be8dc-c759-4227-b264-6072197fd76b;b27beba7-ca02-4041-a9e0-1793bcd141fe;f8427ebc-1d0a-4544-96bf-af1c2d8767bd
;2015-02-01;BA;430d6fe1-8134-490d-85f4-62aa9cb2e526;b27beba7-ca02-4041-a9e0-1793bcd141fe;38570143-c328-420c-9c42-9b616070897b
;2015-02-01;PE;69a4f830-fd74-4778-a318-78c033fb9593;b27beba7-ca02-4041-a9e0-1793bcd141fe;47faf071-48dd-48b2-9076-3dba4bf4bc6e
;2015-02-01;SP;a15e98d9-5dad-4324-a704-872a3ec3be90;b27beba7-ca02-4041-a9e0-1793bcd141fe;4fdb31f5-7664-40a0-9a4b-62442a6b57b0
;2015-02-01;SC;ef88b2a3-a483-4e9e-8f0a-042a3492f1da;b27beba7-ca02-4041-a9e0-1793bcd141fe;82d08ea2-b80d-4c06-8ea0-baddfda4e76c
;2015-02-01;SP;b83d841d-8b61-4430-84fa-fb62464c1913;b27beba7-ca02-4041-a9e0-1793bcd141fe;c6fe984c-9b21-4b22-a141-617fa0b26ac7
;2015-02-01;SE;d0c2f528-5304-4298-a13b-1a0df6216067;b27beba7-ca02-4041-a9e0-1793bcd141fe;0c2dfeba-d970-4d03-98de-359bd25750c4
;2015-02-01;PA;b5479454-154d-49c5-a411-2b8c27149591;b27beba7-ca02-4041-a9e0-1793bcd141fe;f26b57c8-b296-4f0c-a7c5-a0863ff45626
2015-02-05;2015-02-01;SC;aba76689-3af6-406b-9266-138eeb70f591;b27beba7-ca02-4041-a9e0-1793bcd141fe;93bc79b9-6a45-4348-9c47-a3f2abd7646f
;2015-02-01;MA;b9b0b1f6-f126-4745-8f2a-1459e9de0b60;b27beba7-ca02-4041-a9e0-1793bcd141fe;d1af28db-06fe-43a4-9d83-84ef2d4bb800
;2015-02-01;SE;5ac68b0d-d463-4151-8c9c-d474a5dbb4f5;b27beba7-ca02-4041-a9e0-1793bcd141fe;87869642-9799-435b-9667-88d268a32245
;2015-02-01;BA;fa83e7ab-73d1-4129-a4cc-6937398f67d4;b27beba7-ca02-4041-a9e0-1793bcd141fe;2ac0cc01-50ad-484c-8799-0469feb8093b
;2015-02-01;GO;a8320577-9c02-4499-82cf-9674c0fead7a;b27beba7-ca02-4041-a9e0-1793bcd141fe;eba05529-380c-4664-9be7-83fe1b48b69a
;2015-02-01;PR;586f3917-5dda-4f38-a305-07e2d40df0ec;b27beba7-ca02-4041-a9e0-1793bcd141fe;682a6347-5d4e-4882-9efb-97fed94a77fd
2016-12-11;2015-02-01;MA;8dcb593a-7083-47bb-8ea7-4114ed8603ae;b27beba7-ca02-4041-a9e0-1793bcd141fe;ee266817-fec5-4375-9b64-6e7ca59f7669
;2015-02-01;MG;87309da7-a1b7-49ea-af47-9a034d3a998b;b27beba7-ca02-4041-a9e0-1793bcd141fe;c1566abd-a084-4e13-a21a-e560ea1e0447
;2015-02-01;AL;b29a1633-7fcf-458b-b3b1-04e04ae2f2af;b27beba7-ca02-4041-a9e0-1793bcd141fe;bf9d4b07-ad22-4d2b-b99d-3578456a4d25
;2015-02-01;BA;e22525c9-6ff7-4e0d-8dc0-9a05a8ad4d37;b27beba7-ca02-4041-a9e0-1793bcd141fe;e1aad793-e1d6-4cb0-aa17-ffd9d74bf98f
;2015-02-01;AC;fffd7fbd-bcad-484a-b237-b7d6c22847fc;b27beba7-ca02-4041-a9e0-1793bcd141fe;06e85dcc-b413-4c4d-ac28-8d73b8537c58
;2015-02-01;RR;c42ba4c3-eb25-4618-8c6e-c39f2fca8d4b;b27beba7-ca02-4041-a9e0-1793bcd141fe;c97a2ef2-0f63-40c5-810b-9c98f229dc4b
;2015-02-01;SP;216e1c45-0baf-4caf-9961-2e075aedd7a7;b27beba7-ca02-4041-a9e0-1793bcd141fe;50da71b1-d656-4b5c-9c36-43f783dbd81c
;2015-02-01;PE;86e78af8-6454-4683-a807-9cd436dd6f9d;b27beba7-ca02-4041-a9e0-1793bcd141fe;fdeeb3db-afff-4db7-a3b9-b6a0df9975c9
;2015-02-01;RJ;22390617-8e76-40de-b1e9-e8ae25038ff6;b27beba7-ca02-4041-a9e0-1793bcd141fe;674f448a-938c-42c5-83c8-edbf520e0591
;2015-02-01;MG;e8b3467d-ab12-4846-8338-e25fd8bc2da6;b27beba7-ca02-4041-a9e0-1793bcd141fe;0ff9bdb5-183f-4cdf-97ff-1f781b7b8e3e
;2015-02-01;RJ;434624d9-87a5-428c-880a-be1058b936cf;b27beba7-ca02-4041-a9e0-1793bcd141fe;ecd72819-99c7-4539-a0d9-fc2a6f0eb590
;2015-02-01;RS;0d3e39a0-3462-4f3b-979e-469bc2e49b95;b27beba7-ca02-4041-a9e0-1793bcd141fe;75d53a69-4098-4571-b9f6-ddd1aa9ae16c
;2015-02-01;SP;ba67cbc5-ed65-4d37-9024-bd6a45183a5b;b27beba7-ca02-4041-a9e0-1793bcd141fe;2f354be4-8c70-4ef6-a914-79a57fac6da7
2016-04-18;2015-02-01;BA;79864b9a-c1cc-4244-8c61-a2fc28504ce2;b27beba7-ca02-4041-a9e0-1793bcd141fe;dd2e772f-e37b-4563-b425-b0ae4f9d0006
;2015-02-01;DF;0259d6a1-5608-4c59-a585-0a3cfeb5e315;b27beba7-ca02-4041-a9e0-1793bcd141fe;7cb1e5af-3337-400b-9ed2-99e2293c5e26
2017-01-01;2015-02-01;RJ;8634cd1d-5eb2-4ce1-b32e-d869ced1ef65;b27beba7-ca02-4041-a9e0-1793bcd141fe;920f1038-ae0b-47ed-9519-ff4019f90d26
;2015-02-01;TO;4c90f154-beb4-46fd-b262-2165850899e1;b27beba7-ca02-4041-a9e0-1793bcd141fe;ea258edd-a1f4-4a21-a2f7-562a3944f9e9
;2015-02-01;PI;506bd908-b60f-4864-9d64-58110734fd45;b27beba7-ca02-4041-a9e0-1793bcd141fe;04db1c8a-d613-44ae-9981-fada4ff3f98f
2016-07-14;2015-02-01;GO;d8cb3a2a-6e4e-49bd-9102-bf7119051ec3;b27beba7-ca02-4041-a9e0-1793bcd141fe;2bdf5364-ae32-4a4c-a1ab-7422e90bb19a
;2015-02-01;PB;5322b1a0-439a-42c2-a5ea-6c6f70395081;b27beba7-ca02-4041-a9e0-1793bcd141fe;feee4ce7-65d8-4f10-9300-4ae690894b49
;2015-02-01;PI;eda1c76c-08cf-4f4e-a0f9-fb53354784d4;b27beba7-ca02-4041-a9e0-1793bcd141fe;a22634ec-c40a-4cbb-bbe1-bcdc72e742d9
;2015-02-01;RJ;3bd8d03c-be1a-47e1-988b-47828c522022;b27beba7-ca02-4041-a9e0-1793bcd141fe;880b4f5d-c033-4b99-802d-dfad3d5acf69
;2015-02-01;SP;f4a5921c-9f7b-4176-a94a-96996b979c9a;b27beba7-ca02-4041-a9e0-1793bcd141fe;4fca0950-b105-4f85-a436-8df1303544f8
;2015-02-01;PR;2eeaf9c2-537e-4b3b-a18e-e83180c26ce8;b27beba7-ca02-4041-a9e0-1793bcd141fe;a7ac13a4-efd5-4f61-901f-610e7449f5e3
;2015-02-01;MA;893e009e-a971-403f-86a7-ac5dcf197f9d;b27beba7-ca02-4041-a9e0-1793bcd141fe;a1111d47-c74b-48c0-8e40-d46b8b0d0338
;2015-02-01;AM;70825e89-8f53-4af7-a7a9-caf435526fdc;b27beba7-ca02-4041-a9e0-1793bcd141fe;ab2740de-350e-468c-a9ef-4271034b066e
;2015-02-01;RS;74f99559-defd-4519-8678-65114e534908;b27beba7-ca02-4041-a9e0-1793bcd141fe;493de54a-5eb3-4f64-b122-24c7674da46e
;2015-02-01;ES;e48da2c7-36c4-430b-912b-71fa3c909cfe;b27beba7-ca02-4041-a9e0-1793bcd141fe;dc2a3502-8c07-433a-9164-f4595bb779ca
;2015-02-01;SP;f185b176-4efb-4fa5-966f-22c116a435df;b27beba7-ca02-4041-a9e0-1793bcd141fe;380033b9-7f89-48a6-9350-58c01121debc
;2015-02-01;PA;4a14500f-eff5-45db-a05b-c4ce768b5be7;b27beba7-ca02-4041-a9e0-1793bcd141fe;3d239706-6508-4810-aeb0-19fceecfcb0a
;2015-02-01;SP;2e12915f-6c39-49bb-8d7e-e3d2ca618e2d;b27beba7-ca02-4041-a9e0-1793bcd141fe;ddd4297c-9187-47bc-bc30-e88bb30b20c3
;2015-02-01;RS;a9c4ae04-0d34-4cac-955f-71662ccf509a;b27beba7-ca02-4041-a9e0-1793bcd141fe;135ec54d-98c2-47d7-8dc2-683bd92c9990
;2015-02-01;PE;b5a06a77-ee25-4f9b-a99a-1be347b47553;b27beba7-ca02-4041-a9e0-1793bcd141fe;6f98e237-17df-4ac9-bb35-c9c0c300e708
;2015-02-01;ES;f9325c76-87ec-4f27-9a53-fe4f13a31267;b27beba7-ca02-4041-a9e0-1793bcd141fe;0dca7673-6272-4f74-9e0c-b36cafe6f892
;2015-02-01;GO;b09be9bc-b9d5-4657-855d-4b0352f1b507;b27beba7-ca02-4041-a9e0-1793bcd141fe;2a3bd049-0297-468b-8d2b-f87343fd710f
;2015-02-01;AL;fc8be6cd-4392-4c71-ae68-157f0b77216f;b27beba7-ca02-4041-a9e0-1793bcd141fe;37993f16-11a5-4c9f-a31c-7d6cbf6f6229
2015-02-12;2015-02-01;RS;4e884a18-1409-4e50-b0f5-a90e9e441053;b27beba7-ca02-4041-a9e0-1793bcd141fe;eab2b626-d6a8-46ba-94bf-a5b6623bd3ea
;2015-02-01;PR;c8007469-7783-447b-8c91-afd1f2a80798;b27beba7-ca02-4041-a9e0-1793bcd141fe;add8658c-616a-4a08-b5ba-e9a5f05f96a0
;2015-02-01;SP;4660cf2c-9286-4687-83bf-cff70b3a6c4c;b27beba7-ca02-4041-a9e0-1793bcd141fe;029e1983-94a9-4154-93a1-c1634f355085
;2015-02-01;CE;9027259f-e3b5-4f0b-9a08-79bfda5828e5;b27beba7-ca02-4041-a9e0-1793bcd141fe;31b082c5-d8bf-4dae-a6a9-ba8b1eee85d0
;2015-02-01;SC;9c277169-9b8b-4b2a-b9b6-7843b9f9da5e;b27beba7-ca02-4041-a9e0-1793bcd141fe;5b3cdf26-9d58-40c2-804f-6c0811849561
;2015-02-01;MG;de2725ff-e1e7-4c64-8066-86e11e9fe9f7;b27beba7-ca02-4041-a9e0-1793bcd141fe;19ad33f3-9c05-44ee-8ad2-4102ee99be72
;2015-02-01;MS;0d211f58-61f3-4ba6-855f-71477b0c450a;b27beba7-ca02-4041-a9e0-1793bcd141fe;35bcd874-14df-4ae5-9196-ccc57e06adbe
;2015-02-01;RS;9ac1a3b0-78d2-439a-950c-b8ae3cef8a9e;b27beba7-ca02-4041-a9e0-1793bcd141fe;80a53f3e-d4ac-4042-ac13-cd845c51725c
2015-02-02;2015-02-01;MG;693cc36c-5c9b-42c2-bfae-e76858232c57;b27beba7-ca02-4041-a9e0-1793bcd141fe;103fff13-094c-44a5-a9ae-2de30ad6087f
;2015-02-01;CE;6b0d5938-41f1-4c69-ad1e-f0642b5c728b;b27beba7-ca02-4041-a9e0-1793bcd141fe;6762b162-4ee3-4f14-b93f-dd20e0df71fb
;2015-02-01;SP;91894fa3-82f1-432b-a3a9-4de4da2385fb;b27beba7-ca02-4041-a9e0-1793bcd141fe;e1bba296-ff1e-417c-8696-3455b8191ec2
;2015-02-01;AC;18c7a3d5-b539-41d9-9187-77f159e23293;b27beba7-ca02-4041-a9e0-1793bcd141fe;3ad5750f-b406-496c-8778-d6b54bacae0a
;2015-02-01;RJ;2c875c02-f6be-4159-af40-d348c47550e3;b27beba7-ca02-4041-a9e0-1793bcd141fe;70fe6317-557a-4299-813b-18afc2d67961
2016-12-31;2015-02-01;RJ;9838c4d2-623c-45a9-970c-71a881c07e16;b27beba7-ca02-4041-a9e0-1793bcd141fe;5db38881-5850-4a24-ae0b-80d0dd5cf824
2016-05-12;2015-02-01;PE;4741ed10-4393-4967-8922-77c90bdcec88;b27beba7-ca02-4041-a9e0-1793bcd141fe;273df3d7-f816-41b8-8794-7ad8f5c61f9e
;2015-02-01;RN;3f8c9516-7cae-42b7-9b1e-3b2f495b3f37;b27beba7-ca02-4041-a9e0-1793bcd141fe;0abebd59-b64e-4869-b0c0-2e704be3a569
;2015-02-01;GO;48ced01a-b618-4314-8231-acf12757148c;b27beba7-ca02-4041-a9e0-1793bcd141fe;e10d5683-c24a-4ab4-b7e8-31c381323283
;2015-02-01;RJ;dc1d858b-f31c-4fd2-bdc7-4edb537eee14;b27beba7-ca02-4041-a9e0-1793bcd141fe;2a962820-566e-4ed0-8088-a9929d489bac
2015-02-04;2015-02-01;PE;4b1e3baa-2862-4408-93be-fb932e55c0fe;b27beba7-ca02-4041-a9e0-1793bcd141fe;973a6da6-84cb-43d7-a684-4f0d9634e270
;2015-02-01;GO;60ca1f38-b961-4c81-b00f-d76d5aed1a7e;b27beba7-ca02-4041-a9e0-1793bcd141fe;1974c1fb-f91f-446c-a264-07f5744ede6a
;2015-02-01;BA;edf32f6c-c39c-4331-8ba6-51d49a59b801;b27beba7-ca02-4041-a9e0-1793bcd141fe;5f800275-c882-4828-9b51-8a48f06d58f1
;2015-02-01;MG;2d752cc2-d443-4768-b752-33678868fa17;b27beba7-ca02-4041-a9e0-1793bcd141fe;ea8d9127-da08-4080-a198-a5cdd380f890
;2015-02-01;SE;f23c1d52-1aa8-4099-98f9-bb9d6465561f;b27beba7-ca02-4041-a9e0-1793bcd141fe;993533a8-14eb-4f36-945a-5f0e40341dc7
2015-12-15;2015-02-01;RJ;f84ecb6c-e92c-4882-9843-003051be682e;b27beba7-ca02-4041-a9e0-1793bcd141fe;89f6fd52-02e4-432b-87ed-902ca3c59616
;2015-02-01;MT;94d0868b-83d0-4d6b-83ad-6f0b829b5f5e;b27beba7-ca02-4041-a9e0-1793bcd141fe;8ca5cbb8-e175-4f31-8550-5077d69c356e
2015-05-19;2015-02-01;RJ;706fd0ee-b568-448e-84bd-bc42c668a39e;b27beba7-ca02-4041-a9e0-1793bcd141fe;5d5e017d-0cb2-459b-956e-5dadd957d16c
;2015-02-01;RO;cd17c3fd-0140-461d-b5ee-efd2affd5b5f;b27beba7-ca02-4041-a9e0-1793bcd141fe;94213a0b-f614-4b4f-9386-369328addda7
;2015-02-01;SE;70a94318-a254-4d66-9585-f539f30f75fb;b27beba7-ca02-4041-a9e0-1793bcd141fe;d222339c-dff2-4b1f-bb4e-7cd5a2459b89
2016-01-18;2015-02-01;MT;76563ffb-1923-4029-92e2-36fefbfd0663;b27beba7-ca02-4041-a9e0-1793bcd141fe;427fba55-4f4a-4198-bf94-a02fccc8f4af
;2015-02-01;RN;b050ba0b-d604-4203-b521-2d01191979df;b27beba7-ca02-4041-a9e0-1793bcd141fe;18bf3c00-79d5-467e-846c-6992aeaeee22
;2015-02-01;PR;d8891d3f-e9d9-4172-8b22-972834935e79;b27beba7-ca02-4041-a9e0-1793bcd141fe;d243757c-ac30-40af-9f1a-86fce8a62655
;2015-02-01;MA;235f6d78-3cac-4f32-a074-8bbe87207b93;b27beba7-ca02-4041-a9e0-1793bcd141fe;c4877ccf-94d5-49de-a0c4-d695a462a7dc
;2015-02-01;MG;52953156-f626-447a-bee1-4f78daa430e0;b27beba7-ca02-4041-a9e0-1793bcd141fe;2645a02a-6386-416a-8c35-519eb445cd26
;2015-02-01;SP;2f76bf90-84ad-4159-a2ce-2067408c9f61;b27beba7-ca02-4041-a9e0-1793bcd141fe;65e3a67f-c21b-432a-b351-101b94a4e37b
;2015-02-01;DF;e2d14a77-be39-4120-901d-0e8b757d6f2b;b27beba7-ca02-4041-a9e0-1793bcd141fe;d50f352d-c7a2-4412-9d2b-b7a8d8be3933
;2015-02-01;PR;2faf0164-5bb5-4015-a25d-6543e85806fb;b27beba7-ca02-4041-a9e0-1793bcd141fe;8c7e25a7-a099-40c5-86f4-92472700b34b
;2015-02-01;BA;35f4f858-1c3c-4cd4-a010-1a31e81c2696;b27beba7-ca02-4041-a9e0-1793bcd141fe;7ed7338c-9918-4b79-8d31-8dd791e5180d
;2015-02-01;BA;6661deb9-1281-4b24-833f-11bb9895e63a;b27beba7-ca02-4041-a9e0-1793bcd141fe;44b41909-e664-4962-82c3-bda90315b837
;2015-02-01;SP;5daa2f11-b281-4441-bb1d-3c2dcb5d4ebf;b27beba7-ca02-4041-a9e0-1793bcd141fe;c414d34f-e566-4ac8-885b-5af86a50b36d
;2015-02-01;PE;aa96eebd-e753-4585-90c4-d0b724e46eca;b27beba7-ca02-4041-a9e0-1793bcd141fe;55c0bf10-9af5-427e-ad08-33b1acbde0b0
;2015-02-01;PA;e8e945cc-2db7-4e30-8a09-73307aab294c;b27beba7-ca02-4041-a9e0-1793bcd141fe;d7ab6c8e-a56f-4627-b19f-481ed01f5a77
;2015-02-01;PB;6c56046c-8be2-4b6b-95eb-9ec825ef558c;b27beba7-ca02-4041-a9e0-1793bcd141fe;cc5fef51-0968-4fa5-86a1-8e2bc8c76efa
2016-05-05;2015-02-01;RJ;c6ce70f7-7478-4fe5-b287-d24d98fba485;b27beba7-ca02-4041-a9e0-1793bcd141fe;90ab65aa-56fa-4330-8b82-589ebb7492fb
2016-09-13;2015-02-01;RJ;c6ce70f7-7478-4fe5-b287-d24d98fba485;b27beba7-ca02-4041-a9e0-1793bcd141fe;91f19426-48fa-4a1f-a5ee-9344ba9ded66
;2015-02-01;SP;cbd6d9e3-8e13-4d83-92bf-83160bbe4b83;b27beba7-ca02-4041-a9e0-1793bcd141fe;76231f31-76d6-4979-a0e6-639947c2aae3
;2015-02-01;RR;dbef1c04-8972-4b34-a5b9-c47d9f68f56d;b27beba7-ca02-4041-a9e0-1793bcd141fe;9f6e5362-b274-409c-8e9e-84a912f7c2aa
;2015-02-01;TO;a34661ca-182a-4bc2-9342-e145b58789ee;b27beba7-ca02-4041-a9e0-1793bcd141fe;35ac0ff8-b9d5-4062-8558-c41c53af87cf
2015-02-02;2015-02-01;SP;6d8fb083-db6f-4d94-8820-ab7924396630;b27beba7-ca02-4041-a9e0-1793bcd141fe;36f8c0b7-1b13-4abb-b0c0-5782adbcbe10
2015-02-03;2015-02-01;SP;fbd253f5-d926-4af8-ad55-125ca1d1ba31;b27beba7-ca02-4041-a9e0-1793bcd141fe;df8cab90-4e97-412e-a550-3d8612102156
2016-03-17;2015-02-01;PR;eb090a25-6a31-48ba-b8ea-5220c919c4ce;b27beba7-ca02-4041-a9e0-1793bcd141fe;f30182a8-b271-4bd3-ae61-99c545e8d7af
;2015-02-01;ES;5c5b3dfb-f0a7-482b-b0a0-86863c98bdd7;b27beba7-ca02-4041-a9e0-1793bcd141fe;48a29581-fd04-4b46-9a67-3c6a700872ba
;2015-02-01;SP;ae83be0e-d75c-4a5d-87b0-3830b6643664;b27beba7-ca02-4041-a9e0-1793bcd141fe;630714a8-7997-49f8-8645-9c1bcbeeee0b
;2015-02-01;PR;c4befed6-2e1d-4bd7-9356-9c011f971a98;b27beba7-ca02-4041-a9e0-1793bcd141fe;701b992f-3213-4efe-b9a1-e7adef381da1
2017-01-01;2015-02-01;RJ;32044dd4-a5ad-4841-8bd8-beb13d9a60c5;b27beba7-ca02-4041-a9e0-1793bcd141fe;e554e95f-2668-44af-ac2a-c095141814f4
;2015-02-01;MG;a643c0d9-e2bb-4b8c-b601-2654298e26bf;b27beba7-ca02-4041-a9e0-1793bcd141fe;1d991c29-5d0b-4a7f-8c74-eacf360047b8
;2015-02-01;MG;29ef5845-b89a-4ca7-b54d-bc02bd3e363e;b27beba7-ca02-4041-a9e0-1793bcd141fe;353164b8-f37f-47ad-810c-fa7fb3df73a0
;2015-02-01;MG;9d717d97-50eb-4d60-8822-afc707217b38;b27beba7-ca02-4041-a9e0-1793bcd141fe;cb941c21-9c47-4b1a-a96e-ef716e9ef394
;2015-02-01;CE;13dffb43-6f8d-4239-82d7-38f69c147851;b27beba7-ca02-4041-a9e0-1793bcd141fe;75b16ae4-92fb-4e5a-a9d9-ab5bbbe5e662
;2015-02-01;GO;ac3c1968-0b32-496d-b03d-0d6d5d2a8b84;b27beba7-ca02-4041-a9e0-1793bcd141fe;d40ccb0d-291a-4b5f-8e5f-0b87f05e07df
;2015-02-01;SC;ce85b56a-9722-4b14-8393-5d5bb40bc4dd;b27beba7-ca02-4041-a9e0-1793bcd141fe;b898b528-fe13-44ac-980f-f99ae5e225e4
;2015-02-01;PA;491a964d-a944-4656-ae75-a294f714c026;b27beba7-ca02-4041-a9e0-1793bcd141fe;78b5648b-05c6-482f-8c39-62db8db6d2ba
2015-12-10;2015-02-01;RJ;90885038-66ec-4ba7-8b80-d5f414fd1307;b27beba7-ca02-4041-a9e0-1793bcd141fe;701ee867-b723-4c15-ac49-36ecf67fe230
2015-02-03;2015-02-01;PR;2e226de9-b80f-4104-9bc4-160ca3721ab2;b27beba7-ca02-4041-a9e0-1793bcd141fe;f69cf9db-f75e-4e06-b7ac-c795ea276608
;2015-02-01;MG;09b672a8-be3a-4828-abeb-b8bd682ea3c3;b27beba7-ca02-4041-a9e0-1793bcd141fe;ea976fa1-d124-4f3f-b556-7aaa87b144dd
;2015-02-01;BA;22f2ad04-c5a4-4f2d-a8fa-d52344db1ac7;b27beba7-ca02-4041-a9e0-1793bcd141fe;89673a5f-4fd1-4a50-995e-802983ca3e67
;2015-02-01;RS;cf160719-9c00-4827-9161-d6acc6c45ea4;b27beba7-ca02-4041-a9e0-1793bcd141fe;93530fc7-43ee-43b6-8d80-56dfdcb1aac7
;2015-02-01;MS;9fb63854-5755-4446-823c-d09644debdc5;b27beba7-ca02-4041-a9e0-1793bcd141fe;32fb1f3f-ce32-4158-8d77-51e8a53a9a69
;2015-02-01;PB;532176c6-ae13-4b60-ae57-7074fd82984f;b27beba7-ca02-4041-a9e0-1793bcd141fe;8c3c9888-4cca-451c-877b-6ef8e76a3b7b
;2015-02-01;MG;061b939a-63fd-4174-9f63-60a062afb15a;b27beba7-ca02-4041-a9e0-1793bcd141fe;7828ffbe-9463-425b-bae5-cd9df36f6702
;2015-02-01;AM;d563a712-4b1f-41d2-8c67-3eb06055b247;b27beba7-ca02-4041-a9e0-1793bcd141fe;3c72d7ce-f23c-4282-a692-136cb60053aa
;2015-02-01;RJ;a65562c9-24fe-4d3b-adc0-754db6fc8b05;b27beba7-ca02-4041-a9e0-1793bcd141fe;8cd7cdcc-8922-491a-b912-2ce2ae8687ea
;2015-02-01;BA;1dcaedca-d8b1-4e86-a430-901a9c505cd4;b27beba7-ca02-4041-a9e0-1793bcd141fe;61333800-ece7-4faa-8286-4c97e9d4bd77
;2015-02-01;RS;adf5a62f-917c-48f8-87cd-135c2a5dc40b;b27beba7-ca02-4041-a9e0-1793bcd141fe;ca2e1e8e-9d80-4280-b2d5-6cc8624d5076
;2015-02-01;MA;ec192e8c-5ba5-45c1-be66-7081079ad815;b27beba7-ca02-4041-a9e0-1793bcd141fe;b32071e9-c14e-49ef-9b8f-cd7dc2560147
;2015-02-01;CE;d118837d-12bb-4b37-a264-e4facc1a4f58;b27beba7-ca02-4041-a9e0-1793bcd141fe;9bb10976-7379-42a7-b41c-0811f5fd4230
2017-01-01;2015-02-01;RJ;a37694df-ab76-46fd-bdc5-8b8625cb2525;b27beba7-ca02-4041-a9e0-1793bcd141fe;246eead0-cf58-45f8-88ac-2e03204ee058
;2015-02-01;RJ;8c1d008f-1cf7-497a-9369-fe01cc80a8ba;b27beba7-ca02-4041-a9e0-1793bcd141fe;78f40b8f-3258-4cff-a52a-5ff49c1a06fd
2015-10-27;2015-02-01;SC;19eaff28-3ded-4e14-a944-af29bfe76b3a;b27beba7-ca02-4041-a9e0-1793bcd141fe;6c8dafb8-e26b-4506-90a0-ca656ca77f22
;2015-02-01;PR;64418218-4c81-4a5b-a2f2-d871695b118a;b27beba7-ca02-4041-a9e0-1793bcd141fe;dea4c35b-db93-47da-b56f-da7efbd605a9
