cam:finishDate;cam:siglaUFRepresentacao;cam:startDate;org:member;org:role;slp:resource_uri
;CE;2015-02-01;af5dd8dd-af83-48f1-8682-d457bfcfd0ca;5baa6f16-0c0a-444a-83c6-e5390e44523f;45dfc3ec-37b6-4c2e-89be-1b8cc616a2d1
;SC;2015-02-01;64fb2464-058e-43fa-a58c-627aedaa215b;af709c91-ae12-409b-9356-a1ee759bc1d6;4dd687be-8824-4dfb-b679-c49deb9bd5b8
;RN;2015-02-01;17a55e16-a13f-47a4-b814-89db6d14a581;25f2f7f1-5bc3-4251-85f4-6993b80724e0;ce4bc736-7403-409d-a329-0c81bbb0fcb2
;MG;2015-02-01;a22583b5-4db8-4e61-8834-4581e1a330ff;ab47dbe0-971f-4f17-b127-300450c2c3ae;a3d38009-cc1f-460a-a5c4-a226cf0e3d50
;PI;2015-02-01;6086bdda-a8c1-4d80-befa-4b135464a802;64bba402-a7ab-4a71-94ac-eb5e8b2dda2b;5945a4be-a926-4f92-8ef6-ddfc42aea485
;RJ;2015-02-01;af506f1a-ac54-40ec-9ef7-37dbc4901ba8;9f58892e-7a47-42a6-aed9-2179ecce62b8;50ea3aaf-5666-43b1-9052-e23346767c5a
2016-05-12;RS;2015-02-01;e2ba1aec-4455-4272-a56b-6da3a459feca;f5060db5-8d4b-4359-bd43-4ea8868e0c8d;9720ce3d-c235-4939-a437-ace9622d7f49
;MG;2015-02-01;551df645-567d-4994-b633-864cc65b2697;6dfc3512-c5cf-4f78-acfe-0584011dd6c4;2a763305-8df8-4a71-9aed-a5824a8b2df6
;DF;2015-02-01;0fc881ad-f4a0-43b9-bc53-8587cdbce70e;bfca620c-5e73-454b-b703-812d0a9d580e;9a4085cb-8ee9-4ed5-9e22-c2f7d71b8e11
2015-03-19;SP;2015-02-01;2fdff796-f474-47d6-93af-97f28bc47c3b;8740870a-0167-4e56-8f54-e91335469319;2f614f24-2053-4163-a870-edc02e694d46
;AP;2015-02-01;58afa4e2-058d-4bc6-ba9d-d22c09e88513;70ea5100-9837-4561-baca-20bf35c2447a;44b48aa4-f219-4f84-b505-1ae2f3b6047d
;AC;2015-02-01;fddf7a57-ea5b-4205-9b18-130db1530bfa;5db4489c-1a7e-4ec6-949b-29375b1d022c;ad93f6f7-5450-46ee-8bcf-7117f01f05bc
;DF;2015-02-01;d97354c8-b508-4cab-9c5d-aa0bdec85744;b9975a33-3a69-4964-ae0b-fac956a7624c;d983905c-2352-4058-b052-c22fd53229d5
;GO;2015-02-01;4cf36356-ca28-46f7-bf70-1c64b1e15874;08e32cf4-417c-41a5-ac78-3490a6fd2485;d53e48c4-a111-45a7-b6c9-b6043db35965
;PE;2015-02-01;f6e926ee-70a6-40c1-b42b-1d97e4b4c391;752e53f5-4849-43a9-9056-6e845991370a;7837dfd2-77df-4d1d-980d-3234d9dc55fc
;SP;2015-02-01;28032254-47ed-47c8-a8e3-f6fd94d0e909;02d106dd-2d51-47fc-9000-bb88ca1b9295;a5c0e030-463d-4e42-b045-f7cc79ad4a82
2015-02-05;SP;2015-02-01;4f718242-2146-4945-9965-55e67fa893a4;e2fe7f74-1744-4baf-b65d-485dddedeaed;82484c67-e17c-4c0f-8898-f76a0eee6477
2016-05-12;PR;2015-02-01;cc43f088-caee-48e9-8d58-8e933bb1b93d;98b101b6-c8f4-47bf-af22-81e5638d410c;17f156cb-f494-45e3-b968-247b92116959
;BA;2015-02-01;0e4c946b-bd04-4af2-88aa-9b68cef43afa;7d9d3efa-5077-44ef-8687-7ab799e03028;e519c1e9-8c87-4fc2-abe1-ac812d5b9cee
;SP;2015-02-01;2eca34af-77e8-4987-a3d9-ea316fc99373;15a24958-d227-4965-8780-833aa7915a8c;0706ebcf-073b-4e79-a52f-33b94a54779b
;SP;2015-02-01;2c151bec-dbb9-43eb-af0d-c77bf53cca9e;770f6a57-1937-4263-8c2a-e0d50429ca8d;c37366c9-a73e-4521-b278-bf23e8952ed2
2015-03-23;PI;2015-02-01;1d7fb67f-e08e-433c-a02a-ad8ddfca8c18;39082eea-b5f7-4ee5-9f8e-e55e898115e3;caecb1b7-6647-4ec6-813c-1e1710e20dd8
;MG;2015-02-01;184ae212-7bac-42a4-a475-0287bb819721;8306a66c-7aa1-42f7-ac52-fb6b7c60bd68;fc4f1f7c-3129-4c96-90e3-6871f29d80ce
;RR;2015-02-01;205a5ebd-3cdc-4ec3-92da-154425665f63;b7e186f8-e0b6-4e89-8987-acca534b25be;3b39b961-b85b-4cbf-8183-5c06680f8c66
;RS;2015-02-01;44944507-d6f1-4154-818e-7d089f4cb3aa;5bc0bdf2-7260-4b60-b286-9b5fbddfb899;29229bb4-00da-4600-9734-f47f3fb98ce7
;SP;2015-02-01;0a763ce3-a14e-4b5e-9205-34635b9dedab;ca3849b2-cafa-45b2-ad09-ccdd05992d1c;52cad621-96a0-40df-b83a-7f0490d2b9bc
;MG;2015-02-01;872fb2e3-33db-470a-b3ba-c8ed360b0f0a;fb488a88-48d7-407a-86db-9dd8c6259dce;966a50a8-2992-4578-879e-dff88f33a154
;CE;2015-02-01;383d2e0d-4709-4938-9f02-f5152ef0559c;b8d15745-5c74-43a8-8de6-3ea2aac35f12;7706d149-50be-4e6c-bb6f-ce111b18633c
;RN;2015-02-01;e1ef7927-e90a-4df0-80ed-c7edde99b3f2;189a66c0-77de-4969-9e5e-381da9671b07;9134161e-ae12-45a2-af3a-3410a601bcf0
;TO;2015-02-01;026c0d58-0886-4496-bf43-bc77662aae50;90f8e1dd-9ea8-4073-b213-0e2697ddc8d2;83e9925d-2599-4e50-a2f1-7e7d2e504f03
;MG;2015-02-01;6acae476-1cd6-4991-a56a-b000cdf0ac8a;96ae67c0-1f4d-4dea-8f34-c83050078b36;274611f4-8940-46cc-964e-981889452023
;AL;2015-02-01;ee0b2058-6957-444b-b07d-17c329320692;6ee89104-f49e-4fc0-8ef0-4803667bf137;3403fee0-805f-480e-9913-34ac53f60f10
;AP;2015-02-01;149d5d03-3d3f-42c2-8c4c-7262f55f57d3;add531bf-d508-4fca-ab67-0b602c1c4a12;6b0c3606-023e-4ba4-a435-5bb3505d1eb1
2016-08-23;MT;2015-02-01;7897a8a5-b64e-4fcb-8b81-d8c6a6928d29;f89d9560-7f61-487f-a976-47f839622920;d1d08d48-f5b5-4d92-a29b-438bba7f462e
2015-02-02;RS;2015-02-01;bfb77168-d97e-4973-8ef6-4f36e52c564e;573721aa-d552-46a9-8187-08b6832acce5;c2478b36-aca0-44f2-b73d-08a51382fef8
2015-04-10;RS;2015-02-01;bfb77168-d97e-4973-8ef6-4f36e52c564e;12c3ee72-b152-4637-bdbd-d2225a9e3d37;ee9baaed-e52f-441b-acb2-8d30eb461520
2015-12-01;PB;2015-02-01;26c05b28-d38e-49d5-b8db-e85a8202fe12;0b7136cc-0980-450c-a0cb-98555ddeba7e;b6be7fdb-0df7-4566-b939-6494b6fba1db
;SC;2015-02-01;a21f02f6-d95f-472d-a313-32a6e5de82ce;b7769518-372d-45a8-a7eb-bbf02c47b317;e7d0aac9-f277-4d2f-9457-8876ae6d585a
2015-02-05;RJ;2015-02-01;ff9114bd-2753-4a2c-ab7e-c68ca05b13a8;9a4fdd74-a51c-4eb3-8eed-3fb909d88182;b51db1dd-cc5f-48f6-89bf-19e7b44e028a
;MA;2015-02-01;bf613c9f-c727-48cc-a654-e73c4b211243;ab11e2ab-3135-4b69-ab90-2567dd07e763;a6ac802a-a468-44a6-90c7-5b8a967bdd59
;SP;2015-02-01;ea611754-0164-46d8-94a3-9cfd07bae4b1;91d8596b-e402-45e0-b277-5ef59d82bd98;1797efd7-4d18-4d84-a41e-badf21c721db
;RS;2015-02-01;923a63e8-0a08-4f32-8a54-5b7cb6c083ea;0e144620-80a4-4555-884c-6345a94fa067;13931f3d-c1ba-4fa0-95fd-b5c1d6c0e883
;BA;2015-02-01;c690b41a-09fa-4042-af79-5f1b05bfe4d2;7c26b5fb-5bd9-4bc2-aeaf-f3abf5d04cc8;109bec44-c8fc-47a5-a743-c2b17de5aea5
;GO;2015-02-01;a5b2fe5f-95c5-4022-9e28-36604560bfde;b57e624c-3bd5-4324-9997-b2a413e3887d;47993a0e-2442-4aeb-8365-d0fc8781cbc2
;ES;2015-02-01;a7f95e4e-c79a-4b9b-a01f-b2afc8ecd7e2;9c8e9555-ec84-4fd0-ad6b-c0d35750a41e;3327a644-4d6b-4300-ae84-684e03a3fb45
;BA;2015-02-01;365753a5-fcae-4c4e-a8da-d8e62334e9a1;2a2df1c7-13e9-433e-8b9b-f1b2fbb41c71;0a614478-68b8-40f4-be95-90d312dd9bc3
;SP;2015-02-01;eb22cf8c-fc73-4bbe-926d-86422257237f;55abf906-2c0b-4b9d-a3ba-9065a15e5fb2;d685691b-1283-41f9-9d1d-824aee848058
;RJ;2015-02-01;fb8c572a-1daf-41e0-b4c9-4312103f50e5;0186f030-c624-4eba-9175-d9ac65059719;40b3f52f-194c-42dd-9413-95f3490abd91
;MG;2015-02-01;27b69206-6e13-4da5-8930-2de2eeefb498;66307ac2-9a15-4026-8df6-911c780c3cd2;e3cd1fac-f2f8-4450-ac3b-c74d96f75c47
;AM;2015-02-01;c34c4e66-a33a-4952-af54-f0808649d76f;23f67cff-85c7-4128-9b67-ee54e0d25057;e63704bf-ab47-4075-a521-3409c641c149
2015-02-02;MG;2015-02-01;be8c0ddb-81c5-40de-a181-8b154c9fa5f7;4acad1ec-4899-427a-9b21-d02120dc7cb6;7e5cc68f-a96b-4d8e-a00b-352acd1849c9
;AL;2015-02-01;bf8be4ee-95b0-48aa-80bd-22b3a837c0b3;44d7be8f-88c8-40aa-bffc-9e07b5565397;c0695aaf-64f5-4c2e-b374-26f7d94ac7f5
;PI;2015-02-01;aeed4aee-120e-4354-8cd0-9ea9ce42048d;fa8ba6d0-4fa1-480c-a146-b30a654e530a;560f782a-09c3-4fe4-978d-16e843e93a0d
;PE;2015-02-01;afe48029-1b47-49e8-86e6-8156c60756a1;9ea94f6d-43b7-45e3-953e-64a00175514a;a001c7f6-e7e8-4a84-adf5-15d75b4866b2
;RS;2015-02-01;c1ca0bde-3968-4258-a755-97c48435d497;0cb217da-c5ec-490a-bc57-957b8aafecf9;012add83-5026-4b01-b5b7-e00b3e6e8372
;SP;2015-02-01;9858d495-f037-466e-ac5d-70286a6a6e03;fc7f3061-6c34-4fba-9f8b-9833394a1787;5ae4c9d0-3b16-4ee0-99ee-154a0e8ffd02
;MG;2015-02-01;e90bbb90-d994-4cdb-9ff2-88a207256d40;170259aa-0be3-484e-a9b5-d5301a7e4d44;97aa7d89-dd20-40c5-987d-a0c645d5d08b
;SP;2015-02-01;d04ed77f-75db-48a7-a13b-53a09a0273f6;53eb3751-d6b0-4525-b220-17601e915aeb;a0c12b79-2538-4453-ba3a-ade8bf6dd82a
;CE;2015-02-01;6d2250a2-1470-4e98-aac1-00c0e57214ae;e2f6940d-6d16-4c37-9492-ceba5d3c222f;060fc7ab-b507-4036-b20e-85207265a2fc
2015-02-03;MG;2015-02-01;9745b26f-e273-416f-9cb8-b32099237f3c;a7134bfa-c64e-4a21-a7c2-aa4f140e9ca9;94012fec-5170-4c33-9bb2-a68a334074e4
2017-03-07;PR;2015-02-01;47b7b328-af0e-4400-affe-f346881f7277;8df25eea-66d5-4af6-8f61-da94c4d3c7b7;5dd4b510-8303-45f2-a5b2-86d11023543f
2016-12-31;MG;2015-02-01;72442655-736d-4c7d-90d7-ddb9169be20d;50eaa8de-0fda-43ea-ab4e-e6d191b905c5;49f30677-0f8d-4296-b30e-5aeaa3c7138a
;RO;2015-02-01;197c61ca-d910-419e-af2a-26bd7d62a70c;563bfda6-12fa-408d-b6d7-00e6b8797d26;ec3173ef-2098-42ba-b15b-07cf75f9eba3
;MT;2015-02-01;6d9bfd70-bab0-45db-9f29-9e3f55ca9330;135eb757-c0a5-4cc7-8747-78e1182d81f1;e2e1e7d4-8b07-4954-84ce-bbc900dc5f38
;SP;2015-02-01;b3d82f7b-46cf-4487-8eef-72a77470ccb6;e93d2ae6-a83d-45f4-a33d-73540dbe0424;6ba26a0b-5bc1-42b9-9545-5dddd3bd3f38
2015-02-04;BA;2015-02-01;180b660a-b855-48f5-bda7-8cc27cd4f91f;58a5becc-243b-4a05-82bd-d59c51667916;738ce31a-b7f6-4a9d-a252-fc91c0caf3dd
;PR;2015-02-01;3992799b-7af3-43b1-8674-1a798e403050;d0d0d992-23db-4ef6-b3f5-cfce0169dc65;4755f15f-48d0-44cc-bb61-1fb0fa61bb90
2017-01-01;RS;2015-02-01;2b450075-246c-4239-bab2-df9c3fe1464a;2c10949a-a995-4bab-9edd-0e8e4b1924fe;d6146dd9-8dbe-4d69-8cff-08321ff95da2
;SP;2015-02-01;eb33af1b-564d-4500-a8c8-73d105c74ce9;211299e9-ddd5-4f90-908c-ae76dbb831fa;1002be42-950e-4256-b606-5b67ef8d09cd
;PA;2015-02-01;77e652de-4d5d-4492-a8a5-e15704d181ba;41977cc7-525e-4667-ac9f-e8be7c97b627;a2a92a5f-3c30-473c-b5bc-df0cb841a6ae
;CE;2015-02-01;58cf242b-5bd4-432c-a56f-4ec504b413f6;7fbb8beb-db68-4443-870b-1516bf8ea83c;18848191-f89d-40e5-ba1e-665ae297ebd0
2017-01-01;BA;2015-02-01;477df208-a414-4dcb-b9c5-776599acabe8;6b51a6a9-0f0c-41e3-9395-9e7309d31899;2b871680-c9e5-424b-adad-cba1c8a11b0a
2016-12-31;CE;2015-02-01;4f948087-649c-45a5-8e4b-705147911ad1;bfb8a69e-de24-44f4-bd20-74b1d18b75c6;0531bfad-d36d-4166-9f03-ee1c474b3e0b
;RJ;2015-02-01;b44e71a9-3fb9-4c6d-8b94-8792011cd2f7;f90b0639-3d9c-48a1-9baa-1f588df535d5;1b3a8224-88d0-4025-8d16-fc29250317e2
;SP;2015-02-01;4588c83e-6ff1-4bdc-8587-94b53e5ae6c5;ca1ad616-7f15-4ab4-a3f5-4f41647e96e1;f1c30cd8-e591-4792-9b16-285d748f45c4
2017-01-01;ES;2015-02-01;80e2b188-61d2-440b-b85b-128ceb14edd4;9fa15dd9-5cef-4a91-8969-ef5592adbb02;2bd32844-71f4-403a-bc2b-55b859903d1f
2015-02-06;MG;2015-02-01;e780fe47-28c0-46a2-9fba-829596d984c1;c7a6e465-81cf-4fae-ace8-929b1d539416;21653a2c-04a1-4762-b6ff-7a7a0fd57a0d
;MG;2015-02-01;711cac88-49b1-4710-ad1a-f1369ae03907;7e8e2a03-d41c-45ec-8308-aaacb75d6bc9;aa35dae3-ff7d-4033-9b1c-b2f5527536d6
2016-05-12;PE;2015-02-01;53eb5470-5b4c-4b26-8bb5-5490b50cf5f1;3a834150-e209-4b3b-8abd-b7bc82df2ea3;df9a9310-fd76-487d-84fc-50824ed43afa
2016-03-17;MG;2015-02-01;b95876ea-0cab-49bf-ab03-cf101c1434be;97c2a419-3f23-4464-ab3f-5a5df668d050;e2ef93e0-7a0f-4c4f-b259-9fdd56dd0b79
;SC;2015-02-01;3a84f507-d4a8-4c7d-ad35-8436bce678d9;ed2933fe-fb91-431a-b03e-2bc9011032b3;bc283754-f301-4a26-8fd4-7174745c492b
;PE;2015-02-01;9a3c91fd-a335-445e-b2d5-193001028bac;5012fc72-a628-45bc-8428-f1d57eef46b7;d27308ac-7923-4bfc-b6d4-2e7f142a3638
;BA;2015-02-01;e03f89bf-c7bf-4f38-a036-24b3819e3e88;4ef16516-d8ba-40f2-b3a3-1322b8496d2a;9c161ed6-4b97-4d8e-97f3-2d08646a0790
2016-05-12;AL;2015-02-01;386c62eb-b51f-4895-b016-1f22fd0f5176;26ca8199-03be-4c9e-bdbb-5b63b7ae6738;e4b13024-71b6-411e-a5c8-472c0cb8b8db
;SP;2015-02-01;681337e2-9c6a-4b83-adb2-105bcda63757;c563cde6-9da9-49ac-a259-94ed6e4b5a9b;b5cd0ec6-7f75-4bef-803f-bcb63720df24
2016-10-05;AL;2015-02-01;6dd4164a-700d-4a64-9c01-39e20f25d26a;6bf6d876-bebd-441e-a65e-d5605a88e75e;3621f572-cbac-48fb-991a-fe20bf041e28
;RR;2015-02-01;7db3d48a-edee-490a-8b9b-657f3f768711;de17e655-1f60-4926-9288-207690f5cea3;d331e611-949a-4289-bfec-feefe28d14eb
;MG;2015-02-01;96ab818b-73d7-4889-ab63-69e09310a2b7;177f1eaa-8a95-4455-86f8-a8b0b19b5d72;8c8d5b5a-d4a8-4ce0-a928-19424892db82
;RJ;2015-02-01;670968f1-ef58-461e-a03a-a861deb65bdf;3c6c3313-aae5-4551-810f-60a6334c8243;5c9041ec-3a8e-497b-8f16-e61136c51f1c
;RS;2015-02-01;484ced43-9ce2-4225-9f7a-f5cd7693c6ae;e3d90f7d-674f-4ad1-9ef1-ace8650163b8;75b2ed97-b502-44ef-ae6a-116fbf94ee4c
;ES;2015-02-01;7de8a2aa-79a3-4c42-ba3e-a0d03f51923b;89181060-6848-4d0e-95c8-8dfa50a92f64;73cde43d-16ba-4888-80ee-a9c4dacb41e1
;RO;2015-02-01;bd357053-dcdd-4777-b25d-fd93f2fe1f4f;7f053c37-10e4-4ca1-88e1-2fb2a2f02a85;763accd9-b0af-48b8-8806-3ca337e1fbb7
;RO;2015-02-01;aa9e8f4f-2cdd-448d-b20d-bd36d20c9476;7576e760-ab73-4e51-bcdf-c1792363a4a5;8ef807ca-7a43-45ec-9044-e3557bcb389a
2016-12-22;AM;2015-02-01;31316b72-371b-4ea6-97e0-1d28ad8364fd;c7a1a33a-84c4-4aa1-9f6c-686a5d74df26;d56ecb30-1d01-49e3-b3fc-afd2d9a834e3
;MG;2015-02-01;018d009f-480f-41c3-bcda-7aeeabfe884f;13406d9b-961e-42ec-bb41-230115ad8e91;c08cf408-763f-4fcc-9ea4-125e4db9d3b0
;RS;2015-02-01;ef1de1c7-b169-4316-a05f-7b736da28f2e;e59cfc15-4791-4e4a-b14d-cd71e9fa2c7b;4e2ede44-b388-41d5-b7e0-7a13ea2657fc
;RS;2015-02-01;c661c007-75c4-47d3-880e-b5f79a21d12b;ab0b1f81-4ec0-4204-b983-85bcb82f4d42;81acf8fa-82f2-4991-8a26-d37e1c5c3247
2015-02-12;RJ;2015-02-01;75fd6638-b0a9-4086-89ec-fe248676f3d4;87bba2f6-9ddd-4ad2-9782-853a281ca3fc;7e24b649-2e58-489c-9766-3de6865b3d52
2015-02-03;MS;2015-02-01;ec9fb26b-06b0-4e7d-ae9a-970252359430;4f8aa8c5-ce03-447c-ad0a-f7067403fc2b;c4764be3-f397-41e7-91d1-12fc4b03a364
2017-11-13;MS;2015-02-01;ec9fb26b-06b0-4e7d-ae9a-970252359430;8f348301-f1bf-4ff3-9522-4547fb841fd6;6053f6cb-6e82-4ed2-85a0-18ae812f4b34
;BA;2015-02-01;170c34ab-a935-4319-a3f3-4bc746b74bd7;8ca2ed97-3485-44d2-8b43-91267b34cbf7;c2652636-9f15-49e1-81c5-799143b23eab
;SC;2015-02-01;58033ba5-9752-4747-a627-8f9f7e35cc30;3fc24ab2-2ebe-4f3d-ab23-6e470b04f091;d4f29f1c-5ce9-4ef4-9130-7c06c92fc6e6
;SP;2015-02-01;80d34a97-0000-440a-8368-271391fe215f;f59fe4a9-cc66-4c9f-b24c-fa452086a9aa;06b6a935-1569-474f-9991-c6022e1e0a23
;RJ;2015-02-01;91346423-d686-4908-bc89-712ee31e47b5;d43fc27f-6455-4155-8e33-e0d8525334a1;b54dad1f-9078-464c-a021-8a74563c65d0
;MG;2015-02-01;b05fca5c-1a39-4353-b1e1-d0bcdab1e9bc;6a448f19-78e1-46a1-a1e8-92889db335d2;effb5840-2417-4b59-bcb4-4a4005ccdb02
;AP;2015-02-01;6641ea98-f0f0-4791-abb6-6a64bbfc4a7c;c2542ecc-5d4e-4931-82ed-7291b966d4b2;686c7858-7a35-44ba-b7db-4441875466a2
2015-02-12;RS;2015-02-01;7aeee2ef-1887-416e-b04b-6f23cf7c46ff;cac008f5-7299-4fc1-9ad7-49cdbe5f832d;ec832a87-5e18-41de-95e7-d4d52b62bfe7
2015-10-05;PI;2015-02-01;7809e20c-b28c-4013-bda7-13266213bc6b;987f5ee0-6e68-40e2-a856-b6948193e5f6;435729b2-b08d-47cd-89f7-e0825126cda5
2017-01-01;PR;2015-02-01;916ba8b8-6896-4501-b094-5304fd332271;9a7ccc7f-e66d-47a5-87eb-c5d2b53ffe85;8c111c95-5191-4e02-a8fd-f3c0cbda99d3
;MG;2015-02-01;59ea183e-c5c4-4512-8edc-d74ee31617f1;3b538c73-e6f5-44ce-8960-30536f4237bb;1aa0b97f-13da-4971-920e-01372ecc5b75
;SP;2015-02-01;898ab897-5a4f-4b98-b905-4b66b89a4008;8dc7af24-5aa7-4678-a55d-93771ba2f10f;e2a7d767-38c5-46e7-9615-b1e9d63e6f80
;SP;2015-02-01;fb5fca6c-77dd-430b-9518-81d9778ef7b1;389ca5b5-b2ef-4037-9a99-dce4b9f65dcf;aa0355d5-6359-447a-b06d-f2567b53bad8
;GO;2015-02-01;a3de8d28-fc10-417f-94a3-e288532acd5e;e08b47e9-eedb-48d8-8b8a-c99abd60866b;404b7b13-cac7-4718-886a-3e97f5614984
;MS;2015-02-01;d2eaf71f-8245-4a1b-98c7-393c32ad0241;9e40c9c5-62ab-407f-b17e-687bef8b2a33;29219402-fcdc-49dd-8f82-17f1facd68a7
;CE;2015-02-01;cbe0e854-0cc5-41da-b1c2-5f0366d9dfa6;b34fcf75-f77e-4c5e-b8ae-13d7eae187d8;db8f5d94-8739-4efb-8db7-a420711181c2
;CE;2015-02-01;27d65c1f-60b7-4d09-9737-d4fde7e9e3ca;20fc7e7b-d75a-4c17-a2e1-dae8f468213f;2598b35e-ee72-4e42-954b-ee8935247196
;SP;2015-02-01;1ba7f91e-f460-4330-ba46-61b84a6a67b3;33947286-4b39-4f7f-9662-e05b084d7985;17039b7a-fe12-4e57-8837-1731b819bc62
;SP;2015-02-01;e90ec80a-90ed-4d89-9e66-3341de786f48;7af248aa-0edb-4eef-955d-1cf37726c103;aec8bc4c-dd98-4587-afe5-1b7d6a3a2905
2017-01-01;PB;2015-02-01;1fb9b030-43da-4e71-8cd7-c88766990032;33480c26-5fa1-455d-8b5e-73e63f72dc0d;6d15b3aa-f55e-4202-bbbf-ace98970227e
;RO;2015-02-01;0cebc662-55fd-47c5-b19a-52fb6d5cbf7a;683131af-be39-45c9-baf4-7690bec2e826;ad83d9cf-2d2a-4976-8c64-2da8e506ea48
2017-01-01;RJ;2015-02-01;55c86897-7642-411a-b987-d40a52482969;e35a6b31-f7f7-4727-8214-552c51f1b0bf;69fb10dd-a250-49df-98f5-cc3152fb75b4
;RJ;2015-02-01;80ca49e7-97e1-43df-b656-802cd3946dac;2a7940fc-4ee3-4571-a97a-ff988ebd5621;efe4fe78-f975-40db-9d6a-5ee099b7e1b6
2017-01-01;RS;2015-02-01;f6c87df2-105f-4886-b5b4-7aebb4e99bd9;17c24b9b-8538-45d1-9d65-72bb6e9b25e9;ace2c4d0-5ec2-424d-9a3a-bab3e6a31e41
;PR;2015-02-01;828c1f19-1b0e-4a4c-a6ae-e7fae6f3fcdb;142e3b66-0261-41b9-a678-4169554fb550;9719dabd-7992-414e-86a5-558c77744d81
;MG;2015-02-01;56ced610-3a3d-4882-92e7-97463706fd49;cf41f9b1-2a55-40b0-a768-a0e5dcd1745f;fd5807d7-53ed-4df6-8ffa-c863737102ee
;RO;2015-02-01;5ca40552-303b-4d52-bbdd-69fa3c289553;3a234ad7-18b9-44e2-b1ef-60f6f581fc51;a2b4697d-5d99-4b08-9d85-d1bd99f6b159
;PR;2015-02-01;60a9ecde-f162-435a-b97f-3c31a954efd1;119e5dc4-b026-402c-88f3-92bb2e43fc55;5d349d2d-ade4-463d-9496-fcdfe5efd113
;BA;2015-02-01;415cace3-12a5-434f-b729-eb0ecc07dd36;a5b88baf-c2bc-4f6f-bb5a-6b3ab382daa0;32333ae4-f080-4d95-9f1f-5ab542cfc0b3
;PR;2015-02-01;31903233-0d33-4fd9-9c32-33a06710ef29;add404aa-2e06-4a89-916e-23669ae1cace;00ccbc85-8043-4057-b9ea-666807b324ff
;PA;2015-02-01;64eef1d1-ba59-4a58-9730-b197dc6186a9;5b111d1d-de93-4e49-9dbd-0a7ac9d64e71;5253d3f0-ffdc-4b6b-9a43-748d76653ee2
;PB;2015-02-01;505b8703-cf3c-4e54-816d-16d8334d9328;15555591-66f0-485b-9912-758d385f50c4;5cf14edc-175f-41e7-8230-b3cef29f6549
;RS;2015-02-01;ff983966-a102-42bb-ac2d-b3c171741236;c7e9c35c-dae3-4290-8c3e-327809a9bfc0;647010f6-75f2-44c5-8774-7c4750ab3126
;PE;2015-02-01;af51933b-e7b8-4368-a7f3-db1f14a0e320;8d5bf4b4-dc4f-4eb2-8c67-e0550bfaf1d4;344e05f7-dd3a-4e92-a5c9-e4553ffcf614
;PR;2015-02-01;dc898628-fc22-4b90-87a2-62cc60111c4b;d2a1dacf-8589-4b70-8f6c-b1b3762625dc;1b9e6943-f02b-4780-b45d-ac125e2f44d8
;MG;2015-02-01;cc262de7-6f77-4c1b-bad1-7385d4bdf0e5;142cbae5-2819-4792-af35-01530d368aad;2aa67f00-6f2b-45fc-831b-cdb9b2a999dd
;AC;2015-02-01;f059e4fb-25c9-4f17-861a-aca8a4087a53;7a695f04-a20f-4895-a334-ca6e637f8f0e;c4eb509b-de39-469d-941f-37288b831f88
;RO;2015-02-01;27cb99ed-e41a-4c16-a0f6-5eb3687d7fc3;b3de5fe9-5a89-4011-be6d-618d87582b81;81e09013-0bd0-4d4e-ac60-a47d990cbea0
;MG;2015-02-01;08d6696b-cdb8-45f5-9c09-c79235530fdb;014afb25-2e7f-4f57-8753-d46c66f8f9bc;67dab8d4-ab46-4464-b72e-ffbdacb73936
;MG;2015-02-01;49baf206-96cc-4963-b436-875033dfd8b7;22152bfe-08ff-4885-b409-27aebd07e55c;aa9c944c-f571-49c8-afad-3e96a02c2d67
;PR;2015-02-01;d6dd3a03-239b-4c37-9b60-32ebd35ecda1;ffc122d4-5540-472b-8db8-647a2aed40e3;40bf001a-f585-459a-bc4d-5b9b86de2828
;CE;2015-02-01;09d4048c-df71-445b-a315-c28eb1dd3386;62f63645-5054-460f-9e75-0335e4b77967;fa5b4416-b22d-41de-91f6-901eea1e9b1c
;MG;2015-02-01;6edf9367-077e-4e77-bea9-5f7c6df24830;57526ff9-af62-448b-a0d3-954b717b92e3;a35d1641-c75b-49bb-98c8-dcb96323767a
;TO;2015-02-01;6d8974de-b74f-42a4-a260-a2065b90ba51;952c1899-5d10-4d0a-a979-b8a410a72afe;a7fe4841-fd95-4dad-ae1a-fa593a504686
;SP;2015-02-01;8b7604e4-4d89-449b-aec9-04ec74e103c7;22f5be51-b9ba-4141-a627-ec0072b7e271;c4d31bd0-b7dc-4557-9986-5ec5f66b7d81
;ES;2015-02-01;cbf579e9-bdca-44e6-9633-9de0c4b10cc7;b3e78177-c1e1-4df0-9802-56ad0f916074;6ee02802-c5be-40f2-9fee-dc486523d8a9
;BA;2015-02-01;7271d17b-fef1-4b39-ab49-db98d2a09cb7;353335c0-385c-4cc5-9c00-8eb46a4e97e6;d5992336-ce09-4086-b690-f3c8601f6086
;DF;2015-02-01;ddf8f745-9d73-4bbb-a540-ba9c72c43c78;43ba9955-0cef-4bb0-ba1a-8fed0d3ffc7c;7c70a031-a65b-4f98-ac60-b62fea881c0e
;MA;2015-02-01;b12e9675-4a16-4dae-a320-2d0896288b1f;5a0ea067-dcfc-4448-a8f8-c684549b4cc7;2cb5f18b-dfb8-42a6-9757-fa64ad4a5e60
