org:member;org:role;sen:DataDesfiliacao;sen:DataFiliacao;sen:SiglaPartido;slp:resource_uri
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;2016-03-15;2011-02-03;PPS;5a5d6072-f74d-4aac-b9c9-df37a626f242
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;;1999-02-01;PSDB;22df6228-63a9-4fef-b3ea-580802032c9a
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;;2007-08-02;DEM;c42d26fe-1db0-4cbb-ad16-3260cfb675b9
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;2007-08-01;1995-02-01;PFL;0415a99a-322f-4955-99c0-8a294df0d6a2
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;;2011-01-31;PT;95ec10d5-0fdd-40a2-b4f3-baf030b88413
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;;1995-02-01;PMDB;c6911135-0efc-40ef-9797-a48f86115c55
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;;2011-01-28;PP;0ab21038-b149-4864-b724-d3a280076391
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;2011-07-02;2011-01-27;PPS;0d1c4aba-a87f-4f62-a9f1-b4815cf1c7e9
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;;2017-10-10;PROS;7a594138-3084-42fd-bd8d-f59c3045201a
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;2017-10-09;2016-03-15;PMDB;78e0900c-3232-423e-a43f-0a1f1b949e3b
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;2016-03-14;2015-12-10;PMB;51b4ee07-ebc0-447c-bae4-94b5d5e48b9f
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;2015-12-08;2015-01-01;PSD;0b254b59-01f5-41b0-9950-6233e837abda
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;2014-12-31;2011-02-03;PT;0b432416-c886-40bd-8ab0-d04d55df2d53
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;;2011-01-27;PT;ac70b7c1-7533-4acd-b10e-7f155679686a
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;;2011-01-27;PT;2a1c1663-32ae-4db5-9314-044b1466bbfa
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;;1995-02-01;PMDB;5026ab15-dc4d-4f6e-ba5f-324216385dc2
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;;2015-02-01;PDT;8b7d5378-9508-4066-b312-afa045ab3d1d
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;;2006-08-01;PMDB;8ecae103-d933-42b1-82c1-694fcbda8a5b
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;;1999-02-01;PMDB;03d5f8ec-8565-4c01-9ee9-ee233ef5682a
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;;2007-02-01;PP;f9beecef-bb35-416a-98f6-8b09741607b6
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;;2011-02-03;PSB;e150c406-c5dd-44f6-8f48-2fd5cc8e821a
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;;2018-04-07;PODE;f2074fd4-500b-4872-8661-e0f6f02ba70d
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;2018-04-06;2017-01-31;PMDB;ccde637e-d61f-49b9-9884-758f3ba64c1c
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;2017-01-30;2015-02-01;PTB;138db49d-12c3-47eb-986f-f807d42b1cc5
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;;2009-10-09;PRB;4d32a61a-34ff-4150-84dc-c3287ada7d08
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;2009-10-08;2007-02-07;PSB;839e9271-d328-43b2-8a33-68d7cafb14cf
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;;2011-01-28;PMDB;4b4e4610-336f-43fd-bfb8-ac2c3a1ddbba
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;;2007-10-10;PMDB;44e4ac8a-27f0-4388-a801-bf6a7fd0c5e0
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;2007-10-09;2007-08-02;DEM;0593ba85-eb44-4f57-b86b-268fd1a00617
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;2007-08-01;1995-02-01;PFL;a7d10839-95c9-464d-8f97-94e735bcf8ae
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;;2015-02-01;PT;0c041e63-3d2b-4e66-8d28-5ea39b930486
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;;2017-02-01;PSDB;f45570ff-8e58-4572-9877-6e63eb9cc0d2
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;2017-01-31;2007-02-01;PSC;ae97eecd-a228-4a29-86e3-d01c4e3d4f17
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;;2011-02-03;PTB;f9cdc13f-cf3f-4b84-b12e-e623b552c46b
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;;2015-02-01;PMDB;5906a54d-7235-4051-80c2-12654c369a30
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;2016-03-28;2003-02-01;PT;2dabe785-392f-4a4d-a255-317812479dba
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;2012-04-26;2007-08-02;DEM;2eb1ba65-1bc0-4882-98d3-b5e52af8d623
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;2007-08-01;2003-02-01;PFL;e7ee82ee-be72-422d-8b01-fcd4de586864
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;;2016-09-08;PSDB;4a5ceaa9-2e1f-4955-acd1-b3aabee47248
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;;2011-02-03;PSDB;7f945234-dd27-4c6b-b8c6-cdcd0b081a20
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;;2007-04-24;DEM;e6675a7b-8126-46f1-8c2d-a691a1e25ead
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;2007-04-23;2005-02-15;PFL;b7ea0f7a-3065-486e-a87a-1f9cf9ee8c07
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;2005-02-14;2003-02-01;PDT;5f324a9b-9420-41c9-95bc-a5e11930825b
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;;2011-11-08;PSDB;55724c18-c692-4c56-a93e-5b55b91fed16
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;;2016-02-22;PPS;af8f0ffb-59f8-4ba9-8276-c9008b569d3e
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;2016-02-21;2005-10-05;PDT;067b2cb7-25b6-4c5b-bbae-562f804d6a96
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;2005-09-12;2003-02-01;PT;4c333214-e761-4101-95e3-6afb75bc525a
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;;2011-02-03;PR;4501c1db-4bd3-4af2-9b90-fe5ccf2519c5
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;;2007-04-24;DEM;cb20fd8c-4dad-4ae3-8ea1-31309f5c379e
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;2007-04-23;2003-02-01;PFL;72480216-6b7b-4342-a0c4-f2c2bdc238b2
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;;2004-02-14;PP;b1d4c966-da69-43f3-bf0f-1cced68f917c
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;2004-02-13;1999-02-01;PFL;924c996d-3d8d-4fb4-b0c8-4c1e4d44668f
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;;2011-01-27;PR;4c39a126-05b5-47ca-9005-d21f7b4a32dd
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;;2014-12-13;PSDB;eceed6b8-95ba-47f2-8765-0805d1adf6ac
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;2014-12-12;2013-12-23;PROS;931f73f8-b44a-4516-8f50-09f75d77c286
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;2013-12-22;2011-02-03;PSDB;123724c7-0a14-48df-85e7-3134ebdb4351
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;;1999-02-01;PSDB;51db5e7f-85b5-4683-be7d-bf8fce83ef19
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;;2003-06-02;PP;07421081-15d1-4de0-b685-b6f9a806d023
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;2003-06-01;2003-04-08;PPB;662f0e95-da07-4ba0-9d68-de1b0d21cc3f
65186822-1203-434c-b679-188b99f2decb;6a688541-b16a-45ca-8aa9-fa700373279f;2003-04-07;2003-02-01;PTB;72eeb6ac-1b71-4b6b-a1bb-e162be1f28de
