sen:CodigoParlamentar;sen:NomeCompletoParlamentar;sen:NomeParlamentar;slp:resource_uri
64;Odacir Soares Rodrigues;Odacir Soares;5cb91c1b-a32a-4d3e-9935-58ca6b011db7
5060;Olney Ribeiro Botelho;Olney Ribeiro Botelho;020f334b-0adb-42e9-ae32-306ebfd44663
4961;Níura Sandra Demarchi dos Santos;Níura Demarchi;ce741772-2f49-4d49-b61f-36231d7aaea4
288;Nilson Moura Leite Mourão;Nilson Mourão;853690bc-04dc-4866-ac81-dbed0f6a2791
1090;Jorge Nova da Costa;Nova da Costa;3c68b1b4-2114-4fac-8dfd-64d2e128edf2
5176;Nestor Duarte Guimarães Neto;Nestor Duarte Guimarães Neto;32854fd5-d968-46d7-bdb2-27d2211f1885
380;Nicias Lopes Ribeiro;Nicias Ribeiro;d7b9bbac-20c3-4557-8ef6-3952ec9e730f
952;Francisco Mozarildo de Melo Cavalcanti;Mozarildo Cavalcanti;64bcd330-cf9d-469a-877d-a8dfe07364d4
5094;Márcio Bergonsi Turra;Márcio Bergonsi Turra;48a49cdf-6b15-4c15-a990-5f5d7d8bf074
670;Mauro de Alencar Fecury;Mauro Fecury;2601ceab-abfe-49f6-9a3d-34d324f2cca9
4539;Mário Couto Filho;Mário Couto;ed88fac7-c9ed-4ff8-b770-83cf1c1b99e4
5142;Marta Maria Freire da Costa;Marta Maria Freire da Costa;5be4d5bc-0521-431d-8db5-d39a20acde0e
5086;Miguel Dias de Souza;Miguel Dias de Souza;e5f73614-50ff-42d5-95bb-4ef9b0331c2e
5000;Marta Teresa Suplicy;Marta Suplicy;3b0665a3-118d-463e-93e1-0d65c75a3ecb
527;Marisa Joaquina Monteiro Serrano;Marisa Serrano;1c22239d-272b-4ed8-beb5-2e67e83b059a
1023;Maria do Carmo do Nascimento Alves;Maria do Carmo Alves;eeea527c-3923-45d7-bb9c-bdd4f2b51b94
5174;Maria de Pompeia Lins Pessoa;Maria de Pompeia Lins Pessoa;f8fd57e0-b034-42bb-a1af-c922d82108f0
5190;Maria Luza de Aquino Machado;Maria Luza de Aquino Machado;c13d437a-cf81-422a-8ab3-a8a72a9f4279
4998;Marinor Jorge Brito;Marinor Brito;4d33a61f-1590-4be5-a696-18e983efa553
4925;Maria de Lourdes Carvalho Rufino;Maria de Lourdes Carvalho Rufino;7121914f-f76b-49b2-99e2-d37ead0fb719
4943;Maria da Graça Gomes Paiva;Maria da Graça Gomes Paiva;438b98da-e223-4273-8216-06eae061d821
4535;Marconi Ferreira Perillo Júnior;Marconi Perillo;33065105-96e0-48ef-aca9-1305cce06d2c
5124;Maria Antonieta Amorim dos Santos;Maria Antonieta Amorim dos Santos;3d765be1-63ad-432c-878d-4da3f5df0efb
710;Marcondes Iran Benevides Gadelha;Marcondes Gadelha;6f20406a-46a1-4d4a-abf7-7e160dc34320
4778;Marcos de Almeida Castro;Marcos de Almeida Castro;9bfc7054-79c7-468b-98d6-1c1aa3ea6708
4788;Marco Antônio Costa;Marco Antonio;0e8edf06-97f7-48fc-9af7-3778abd91c54
3366;Marcelo Bezerra Crivella;Marcelo Crivella;bda66e95-c0a1-4e4b-83d0-fd95321796ac
643;Lúcia Vânia Abrão;Lúcia Vânia;b7297720-1d90-44af-9425-7327c438dcb8
631;Magno Pereira Malta;Magno Malta;7ef0a774-2700-4bb4-96fc-d1275740376f
5058;Luís Guilherme Gomes Mussi;Luís Guilherme Gomes Mussi;149cdca8-e3ef-4a92-94d2-5313a12272fc
5002;Luiz Henrique da Silveira;Luiz Henrique;5cf8796b-a3bc-49fb-99bc-6cb61751c62e
4575;Lídice da Mata e Souza;Lídice da Mata;60d4af28-aac5-49b5-a523-c2876e4060da
5104;Luis Cláudio da Costa Avelar;Luis Cláudio da Costa Avelar;228994e8-8984-44b9-91b2-6da06eafb414
4959;Sumaia Marly Salomão Wilt;Sumaia Marly Salomão Wilt;3147a53e-e3f3-4bd0-a934-e853b21a934b
3579;Edison Lobão Filho;Lobão Filho;6853f7c0-f016-443b-9a10-e71f95887606
5092;Luis Carlos Paes de Castro;Luis Carlos Paes de Castro;7aea08f8-7b73-407c-a611-ce7074fd67b6
5040;Lirio Albino Parisotto;Lirio Albino Parisotto;9bcd9642-4b30-4bcb-9515-59514dee3e8f
3695;Luiz Lindbergh Farias Filho;Lindbergh Farias;19337d2c-8bd9-4d2d-b6d9-e38fe5d2ceb7
5156;Lauro Antonio Texeira Menezes;Lauro Antonio;70d15422-641c-45ed-85f5-3962601e6b7e
1249;Kátia Regina de Abreu;Kátia Abreu;012c3f1e-4639-4f4b-88ab-65c04d1bba88
4951;Manoel Angelo Chagas;Manoel Angelo Chagas;fb72e02f-1d2c-45db-a43a-0194df295ccf
4784;João Rafael de Aguiar;João Rafael de Aguiar;d9443975-91e8-4ca3-9a5e-b4faf337dd57
4541;João Vicente de Macêdo Claudino;João Vicente Claudino;5d9dc8b9-ee0d-442a-95c0-8fe119ad354a
5066;Juçara Feitosa de Oliveira;Juçara Feitosa de Oliveira;801c1f2e-c9a7-4e9f-801f-02c2e4942360
916;João Batista de Jesus Ribeiro;João Ribeiro;64cc4a7e-41ae-40ab-9437-62297e6a8ddd
4774;João Pedro Gonçalves da Costa;João Pedro;f9059d63-f83a-4fd3-9fe7-9effc40591cc
4923;João Hilton Fernandes Silva;João Hilton Fernandes Silva;d200bbca-bb32-410b-9350-1ae5a61f3316
3593;João Faustino Ferreira Neto;João Faustino;aed4352c-030c-42b1-8660-9cd8d48aa800
5166;João Costa Ribeiro Filho;João Costa;e520eccd-2972-486c-b9ad-489e8e7020c4
5186;João Claudino Fernandes;João Claudino Fernandes;1726a60e-f876-44be-8f78-daac36730e21
4537;João Durval Carneiro;João Durval;755b6850-fcfd-4f6e-b8f0-035d15bad59d
3394;João Alberto Rodrigues Capiberibe;João Capiberibe;bb8180be-9045-492d-b148-cea0b627f74f
950;João Alberto de Souza;João Alberto Souza;a32434d7-b6fa-425d-8492-1b800bb6ea70
5036;José de Macedo Ferreira;José de Macedo Ferreira;cd033a8a-8c82-462a-ae5c-9b6335a834dc
47;José Sarney;José Sarney;6571f41d-4fa7-43ef-a8ed-e750d90928da
5158;Antonio Carlos Porto de Andrade;Kaká Andrade;ae29185c-37dc-40f2-b5b9-8d70970dd5eb
4883;José Ribamar Fiquene;José Ribamar Fiquene;f4c9098a-9e3d-4d5d-8071-165a8271ab5f
5184;José Ribamar Noleto de Santana;José Ribamar Noleto de Santana;b95beaab-d6c4-4e7a-9176-9c21572a3866
5030;José Givago Raposo Tenório;José Givago Raposo Tenório;0f12d6cc-6c4c-46f0-8cc7-ecdd884776eb
615;José Barroso Pimentel;José Pimentel;eb66ffff-d2dc-4af8-9f94-9a636070379a
5112;José Antônio Medeiros;José Medeiros;336fa947-f297-414b-b1cb-b9bf73e67b06
5180;José Rodrigues da Silva;José Rodrigues da Silva;956bb8a2-868e-4b27-8a77-fa1e70e170ba
4975;José Francisco Pinto;José Francisco Pinto;1958f25b-3e66-4e0c-a4d5-c0388016fba3
43;José Eduardo de Barros Dutra;José Eduardo Dutra;00bfdfa9-7c8e-4495-8783-f5198e2092fd
5188;José Amauri Pereira de Araújo;José Amauri;8bf69747-b18a-44a8-a830-8a917ebbc67a
5090;José Alberto Wenzel;José Alberto Wenzel;aaeb1538-ae80-41fc-bbc8-b89aa918dee1
5078;Jose Nagib da Silva Lima;Jose Nagib da Silva Lima;bc38e8f5-f61f-40dd-86b2-565ab1f88584
5120;José Antonio Guidoni;José Antonio Guidoni;f17d9796-ad9c-4aac-a6b2-e25ba050042f
4929;Jose Calp Filho;Jose Calp Filho;ff8d29c7-6c42-4f5a-a220-5c00120bca73
40;José Agripino Maia;José Agripino;c479fd40-b2da-4480-ad69-15a44952f84b
4990;Jorge Ney Viana Macedo Neves;Jorge Viana;8d0b7a42-86ca-492b-96ba-b3cbc1297985
4919;Jose Arlindo Soares;Jose Arlindo Soares;94fcc909-3e17-421a-bd6f-65f5be6933f6
4776;Jorge Afonso Argello;Jorge Afonso Argello;182da5af-5ae4-4c09-9899-cfad7c235f72
724;Joaquim Francisco de Freitas Cavalcanti;Joaquim Francisco;128383ad-83b6-4b51-b124-4083cb4d1028
4533;Joaquim Domingos Roriz;Joaquim Roriz;90b87afa-82e6-409e-a514-f71059e156e6
4531;Jayme Veríssimo Campos;Jayme Campos;7c5b3df9-8722-47f5-bdeb-51953bf8e8ff
5022;Janduhy Max Freire de Andrade;Janduhy Max Freire de Andrade;4c959d32-f92d-4a4d-b9c6-c5eb89d230e8
35;Jader Fontenelle Barbalho;Jader Barbalho;745df387-d78c-43e3-9d92-7addf2070527
4545;Jarbas de Andrade Vasconcelos;Jarbas Vasconcelos;e2fd79d8-22ae-45c4-9e8b-06b2e9eca18a
4955;Jabis Emerick Dutra;Jabis Emerick Dutra;9414318a-477e-43ae-ac5a-4666e960dd59
4937;Ivonete Dantas Silva;Ivonete Dantas;991f7de7-4d36-4f8c-a554-f42426658095
5076;Ione Borges Ribeiro Guimarães;Ione Borges Ribeiro Guimarães;5a7ad15f-8ff2-42e2-ad35-ff8a35c52933
5418;Ivanci Magno;Ivanci Magno;5f774c04-d932-41ea-8cfe-af1d08e9caf0
613;Inácio Francisco de Assis Nunes Arruda;Inácio Arruda;a28499ed-a9c0-4abe-b756-8d17dcc43521
5004;Ivo Narciso Cassol;Ivo Cassol;2746164c-5dac-4116-8532-556fd659de7a
1754;Itamar Augusto Cautiero Franco;Itamar Franco;6295a725-c94b-4fb2-b296-7403dd69df89
4917;Hélio Moacyr de Souza Duque;Hélio Moacyr de Souza Duque;2ba7eba2-d6dd-4656-bdee-1dfa01c661bb
5100;Hélio José da Silva Lima;Hélio José;d4390f6d-363f-4f2c-b980-af181aa08b11
5006;Gleisi Helena Hoffmann;Gleisi Hoffmann;4e1c44c4-72cf-4cd7-9bdf-c10cc67c139e
4553;Gloria Maria Ramos Tavares;Gloria Maria Ramos Tavares;13e1113c-83c3-47ea-ba29-abc5bf15c990
5128;Gino Jose Ferreira;Gino Jose Ferreira;eecc29db-169e-4381-baa7-4e1852a2d93f
5008;Humberto Sérgio Costa Lima;Humberto Costa;fbbfada8-2f41-45b6-9d14-ec44ad6902a9
30;Gilvam Pinheiro Borges;Gilvam Borges;68c41408-22ec-4bb4-9ed3-3455d7e7963e
4522;Geovani Pinheiro Borges;Geovani Borges;eaacebb5-c975-4475-8433-bfefebf7b90b
87;Garibaldi Alves Filho;Garibaldi Alves Filho;869008b2-a378-4abf-88f1-cef359e1aba2
5088;Gilberto Corazza;Gilberto Corazza;540dd9f7-bf5b-4afc-b002-e23d92204d6b
5034;Fábio Luiz Araújo Lopes de Farias;Fábio Luiz Araújo Lopes de Farias;968176b8-49c6-4a9c-8fc1-259d28d95e10
5024;Gabriel Maia Gelpke;Gabriel Maia Gelpke;8d25d574-717c-4946-8407-85acf34618b3
553;Francisco Garcia Rodrigues;Francisco Garcia;2a62a05d-f8c2-442d-a3c1-b01b8ad125a2
5416;Francisco Wilson Ribeiro;Francisco Wilson Ribeiro;81ddb2a9-a748-4759-b343-d7d737bbbe47
5162;Félix Urano Gama de Souza;Félix Urano Gama de Souza;4925f33a-03bb-4688-a6d3-792190648beb
4935;Garibaldi Alves;Garibaldi Alves;771752b3-6847-45c0-b993-6624fae2f95f
5054;Francisco Simeão Rodrigues Neto;Francisco Simeão Rodrigues Neto;8ee77597-786f-4d6c-8d9f-f0bcff0353e4
4873;José Eduardo Fleury Fernandes Costa;Fleury;9ccf37e4-b726-4412-aea8-38871564e80a
3634;Fernando de Souza Flexa Ribeiro;Flexa Ribeiro;c68c281a-b03f-441d-b3ef-5b6c30aaf3d0
5026;Fernando Carvalho Lage;Fernando Carvalho Lage;0cd4a50c-dca5-4afa-aad7-7b8e5ea5d669
1189;Expedito Gonçalves Ferreira Júnior;Expedito Júnior;a9d214c3-9380-421b-8c67-1a4a0d588514
2632;Fernando de Castro Ribeiro;Fernando Ribeiro;c578bf16-2267-4616-bb52-cdb2f927f3bf
4525;Fernando Affonso Collor de Mello;Fernando Collor;d4320e85-c04a-4b6f-a648-9a8a49971ee9
612;Eunício Lopes de Oliveira;Eunício Oliveira;984cf1ef-d1f7-4417-a012-d2ad6d2dff4f
4871;Esmael Barbosa de Almeida;Esmael Barbosa de Almeida;96c899c4-f9ee-42b2-836b-d8fe6fe504aa
5126;Enivaldo Euzébio dos Anjos;Enivaldo Euzébio dos Anjos;2f4bef14-b88b-4d02-9cd0-8430cacf2b35
4780;Euclydes Affonso de Mello Neto;Euclydes Mello;4a5d0ee1-f758-448a-b4ae-c42fd51f8ac8
20;Epitácio Cafeteira Afonso Pereira;Epitácio Cafeteira;52439678-a109-4c35-83f1-e70fcdb1827f
5064;Emir Simão Sader;Emir Simão Sader;2026ed39-3de2-4c6e-96aa-90704d6e0692
4941;Elói Francisco Pedroso Guimarães;Elói Francisco Pedroso Guimarães;fc4c95a1-60f6-4f66-b97e-f87ae9c1433b
4971;Emanuel Messias Oliveira Cacho;Emanuel Messias Oliveira Cacho;630f2415-143f-4024-b13e-8d752ecfcf3c
765;Francisco Oswaldo Neves Dornelles;Francisco Dornelles;987bb9dd-1724-42b7-9627-a7571bc5fa42
5148;Elmiro Alves do Nascimento;Elmiro Alves do Nascimento;1add06f8-0974-4177-a9e6-ff6b2585d4e0
4969;Elber Batalha de Goes;Elber Batalha;15700a7b-f51c-4bfa-94eb-6d87e31d38bb
4855;Eliel Lima Santana;Eliel Lima Santana;41758680-dabb-40de-b544-d5a262b252cd
394;Eliseu Resende;Eliseu Resende;9e8f856f-05e3-4d67-b6a0-1741adba85a5
4953;Elcide Alberto Lanzarin;Elcide Alberto Lanzarin;096e679b-6d3e-4afb-b2b8-19c702ca36fb
17;Eduardo Matarazzo Suplicy;Eduardo Suplicy;5f9164c4-67fd-4e62-be9c-0e6f595b7436
5146;Elaine Matozinhos Ribeiro;Elaine Matozinhos Ribeiro;7fb4073b-c1c9-44f7-bd94-5b92bf1d713c
4767;Eduardo Benedito Lopes;Eduardo Lopes;c2ba68c1-bc7d-4def-94d3-855750bff98c
4901;Demétrius Fernandes Ribeiro;Demétrius Fernandes Ribeiro;6a2465b4-eb6d-46b6-b049-6e82a6016871
5160;Edivaldo Edilson Pantoja da Silva;Edivaldo Edilson Pantoja da Silva;97284c0b-52c6-4ec3-914b-4207359c4c69
16;Edison Lobão;Edison Lobão;b89f56d8-92bd-4bac-b9fc-b289fcc8ce1c
4994;Carlos Eduardo de Souza Braga;Eduardo Braga;ddb047c7-a3d7-4fa4-bd43-aa6b475a343f
5178;Douglas Mauricio Ramos Cintra;Douglas Cintra;a60899fc-1e25-451d-b522-7182060f8c75
3399;Demóstenes Lazaro Xavier Torres;Demóstenes Torres;b9167932-893e-47ba-9454-d2cb6c097712
4721;Eduardo Alves do Amorim;Eduardo Amorim;bdffda2d-410e-4d48-a55e-a819a21fe1a1
3360;Delcídio do Amaral Gomez;Delcídio do Amaral;9330f1f0-7ecf-477b-a0ff-4b2754fa9b8d
4877;Cyro Miranda Gifford Júnior;Cyro Miranda;d5bef501-07bc-4b44-8cff-45460fd331b7
4529;Cícero de Lucena Filho;Cícero Lucena;4a02d391-aace-41a9-9fa9-5177e353e2b5
5164;Ataídes de Oliveira;Ataídes Oliveira;da0ee994-727c-4e40-8c15-e3e43924cf0e
5197;Cássio Rodrigues da Cunha Lima;Cássio Cunha Lima;ce5cce82-8d27-4b57-8e4f-e0f0dcff6b98
5132;Dalírio José Beber;Dalirio Beber;6909d016-6e71-48cc-b336-350abbce2b32
5199;José Gonzaga Sobrinho;Deca;4e47ec26-c8a4-46fb-a047-f4df4f2e3cb8
1757;Ivandro Moura Cunha Lima;Cunha Lima;dbbfdec0-98a8-4539-8b54-42c6277937f9
4983;Assis Gurgacz;Assis Gurgacz;8d43cf51-3e74-48b2-96a6-afd418ade7b1
4965;Ari Vicente Fernandes;Ari Vicente Fernandes;853b72dd-6a7a-485f-b74b-c4f0a9b0fa29
5032;Antônio Milton Pessoa Falcão Filho;Antônio Milton Pessoa Falcão Filho;9d8fb8a7-c13f-4cec-8e38-15f9c4bbb6fa
4891;Antonio Russo Netto;Antonio Russo;474821b7-f259-4639-81ad-65d604b82f8e
5028;Armando José de Oliveira;Armando José de Oliveira;d516d619-4a3c-42c5-9d16-70defe46e74c
5168;Aristavora de Souza Santos;Aristavora de Souza Santos;fa2bae9f-ff69-4837-937f-d155945d47bb
715;Armando de Queiroz Monteiro Neto;Armando Monteiro;08094e11-c6bc-48ef-89a6-63d2c598aa35
5134;Antônio Marcos Gavazzoni;Antônio Marcos Gavazzoni;7b498725-0aa0-444c-b42a-06e46371e15a
3;Antonio Carlos Valadares;Antonio Carlos Valadares;7f9b3144-788f-4bc6-a283-a4688fa060b9
5150;Antonio Carlos Rodrigues;Antonio Carlos Rodrigues;d3d2bbd1-1256-49c8-a43b-69174525ae67
4897;Antônio Aureliano Sanches de Mendonça;Antonio Aureliano;e3271fc4-17bd-4476-8b61-5156f5937d8c
4869;Ana Rita Esgario;Ana Rita;24d5e76c-9708-45de-9d34-c4f42e8b689a
4837;Anibal Diniz;Anibal Diniz;421ad363-434a-42ad-9288-8c18daaaf810
4988;Ana Amélia de Lemos;Ana Amélia;1cca0b39-f7c6-43e3-931e-21220dc538f7
5046;Andrelina Barbosa da Cunha;Andrelina Barbosa da Cunha;289aec61-53ca-460d-b6ba-9b62dae9d9c1
945;Alvaro Fernandes Dias;Alvaro Dias;599bbd4d-cd9f-4e5f-81b2-d1851a5b01a9
5042;Alzira Ferreira Barros;Alzira Ferreira Barros;96d1da18-b54c-461a-bd3f-95f46c91e99b
4881;Afonso Sérgio Fernandes Ribeiro;Afonso Sérgio Fernandes Ribeiro;cb6c9338-52fd-4b0f-99a5-8285e4b3499c
5170;Agimiro Dias da Costa;Agimiro Dias da Costa;6bb022b1-9be2-4d32-ac83-2e0384a876a3
