org:hasMember;org:role;slp:resource_uri;time:finishDate;time:startDate
6ac04fa5-d736-4b97-bcd7-7a0938729ef2;b27beba7-ca02-4041-a9e0-1793bcd141fe;87d73d96-7e83-4f2d-afba-ee7a9dc4d9a1;;2015-02-01
addfbfcf-64bb-4d62-a822-95caf3238235;b27beba7-ca02-4041-a9e0-1793bcd141fe;22af5c01-cf2c-4e0b-8100-4f9af82eeb60;2017-09-12;2015-02-01
077e3ec9-7cb9-4389-b02a-1858481c7c6d;b27beba7-ca02-4041-a9e0-1793bcd141fe;7e64749a-6b6d-40a9-b84d-936bbf37ec27;;2015-02-01
1f3323ab-678a-41b2-a9c1-07833ef948ed;b27beba7-ca02-4041-a9e0-1793bcd141fe;6989be0d-0ce0-462f-94de-6302f35ca8cd;;2015-02-01
c3049145-8fe5-4137-9120-a42e3c1009ec;b27beba7-ca02-4041-a9e0-1793bcd141fe;9d74fc06-4e74-440c-82bb-0459344b16e2;;2015-02-01
edd93bdc-eb04-4d41-a98a-916c2305911c;b27beba7-ca02-4041-a9e0-1793bcd141fe;f0b7aecb-0f9b-4bec-aa5d-9f0a17a0f53e;;2015-02-01
83a954f7-8fdb-455f-9362-e1e4508d0490;b27beba7-ca02-4041-a9e0-1793bcd141fe;d177f8fb-c0ae-4be6-9289-4d2d81b1005b;;2015-02-01
8ed64c8f-ccb1-45cb-b1fe-ad0ad5dda500;b27beba7-ca02-4041-a9e0-1793bcd141fe;7007fc34-3f62-47c8-8917-343dbc403068;2015-02-03;2015-02-01
8ed64c8f-ccb1-45cb-b1fe-ad0ad5dda500;b27beba7-ca02-4041-a9e0-1793bcd141fe;0e614047-5a1e-466a-9b49-56af70d30b7f;2015-07-14;2015-07-07
8ed64c8f-ccb1-45cb-b1fe-ad0ad5dda500;b27beba7-ca02-4041-a9e0-1793bcd141fe;36191f4a-d3e1-44b2-94ea-31a75da8d3c5;2015-10-21;2015-10-19
8ed64c8f-ccb1-45cb-b1fe-ad0ad5dda500;b27beba7-ca02-4041-a9e0-1793bcd141fe;17b67697-a940-498a-b799-d3e4970740dd;2016-04-19;2016-04-14
8ed64c8f-ccb1-45cb-b1fe-ad0ad5dda500;b27beba7-ca02-4041-a9e0-1793bcd141fe;9d43f983-dbcd-4f6d-824c-0eb06af1cdf3;2016-10-21;2016-10-19
8ed64c8f-ccb1-45cb-b1fe-ad0ad5dda500;b27beba7-ca02-4041-a9e0-1793bcd141fe;cd896ae9-fd61-438d-bb23-b6a5dc60822a;2017-10-21;2017-10-19
c3411496-af8a-4a63-8854-a9ad149f52be;b27beba7-ca02-4041-a9e0-1793bcd141fe;927d7ded-d94b-48a7-900b-535787d7a187;2017-01-01;2015-02-01
9b65a3e4-0944-4f53-8bc6-7c0ed4d6e403;b27beba7-ca02-4041-a9e0-1793bcd141fe;cc8211f8-fc5d-4455-a609-21e4c83966ce;;2015-02-01
733a5218-8996-4117-8b15-f083d0f1b1fa;b27beba7-ca02-4041-a9e0-1793bcd141fe;89f94ca7-3192-4595-8782-cc40a23eff7a;;2015-02-01
76e1586b-064a-48aa-8463-2e55ee981a98;b27beba7-ca02-4041-a9e0-1793bcd141fe;e9d46621-f5bd-4315-8666-b48f648f95d5;2016-04-05;2015-10-28
76e1586b-064a-48aa-8463-2e55ee981a98;b27beba7-ca02-4041-a9e0-1793bcd141fe;1b58501b-8998-4f25-bbe6-4d09a93eaff6;2016-07-13;2016-05-09
76e1586b-064a-48aa-8463-2e55ee981a98;b27beba7-ca02-4041-a9e0-1793bcd141fe;c332009f-5896-4030-9a19-862e4f1bcd23;2016-10-18;2016-07-19
76e1586b-064a-48aa-8463-2e55ee981a98;b27beba7-ca02-4041-a9e0-1793bcd141fe;9eaf557c-a0f5-4e2f-9663-f72563fca423;2017-01-04;2016-10-24
f592365b-6567-4149-8c93-52c22bb6fcce;b27beba7-ca02-4041-a9e0-1793bcd141fe;8363f4d8-c422-48ba-8fce-225861826bab;;2015-02-01
f25213f9-c438-4ec5-887a-191318628147;b27beba7-ca02-4041-a9e0-1793bcd141fe;c1c42802-f886-4656-81cc-ae896c52417a;;2015-02-01
aee8ac7c-959c-492e-ba38-ca8d5b5c8e64;b27beba7-ca02-4041-a9e0-1793bcd141fe;80f045cc-7dfb-45ee-b512-aa7a1b9bb9db;;2015-02-01
f29a4691-b5c0-4b72-8779-f6e47ef0f331;b27beba7-ca02-4041-a9e0-1793bcd141fe;2ff5611c-ae32-4369-8f88-9fda8a6f284c;;2015-02-01
f543bd9e-c5f1-4240-b4b1-6a8bcb59f143;b27beba7-ca02-4041-a9e0-1793bcd141fe;713905d2-4c73-4356-969a-36fe2a8365f9;2017-02-03;2015-02-01
f543bd9e-c5f1-4240-b4b1-6a8bcb59f143;b27beba7-ca02-4041-a9e0-1793bcd141fe;87b62ccf-23b3-40bf-b1a2-34340be40f89;2017-08-03;2017-08-02
f543bd9e-c5f1-4240-b4b1-6a8bcb59f143;b27beba7-ca02-4041-a9e0-1793bcd141fe;f396125f-7c84-46d0-9073-a7b959a2ee4e;2017-10-26;2017-10-20
f543bd9e-c5f1-4240-b4b1-6a8bcb59f143;b27beba7-ca02-4041-a9e0-1793bcd141fe;700dd3e7-2388-4165-82f1-da30bcb48556;;2017-12-14
aedb26bb-71ad-46bd-8f6b-e63ebd0cd2f5;b27beba7-ca02-4041-a9e0-1793bcd141fe;44cc4d1a-c45b-4d92-9657-05e641d062d0;2015-02-09;2015-02-01
aedb26bb-71ad-46bd-8f6b-e63ebd0cd2f5;b27beba7-ca02-4041-a9e0-1793bcd141fe;545b393c-5a2d-4485-b0b6-3c37a03e527b;2016-04-20;2016-04-14
aedb26bb-71ad-46bd-8f6b-e63ebd0cd2f5;b27beba7-ca02-4041-a9e0-1793bcd141fe;ced99000-60d2-43e8-9742-c6a531152397;2016-07-19;2016-07-12
aedb26bb-71ad-46bd-8f6b-e63ebd0cd2f5;b27beba7-ca02-4041-a9e0-1793bcd141fe;390ea5c9-52e7-4d9c-b0d3-baa57d5a40b0;;2016-08-29
5b8be497-c7e3-42a5-85ea-798c1e9d3bc3;b27beba7-ca02-4041-a9e0-1793bcd141fe;5e2ddb78-e6fc-4286-aaa9-c8ec5f627b69;2015-02-06;2015-02-01
5b8be497-c7e3-42a5-85ea-798c1e9d3bc3;b27beba7-ca02-4041-a9e0-1793bcd141fe;8525496a-1800-4467-bf38-3f9a8d7ecdf1;2015-03-09;2015-02-27
5b8be497-c7e3-42a5-85ea-798c1e9d3bc3;b27beba7-ca02-4041-a9e0-1793bcd141fe;839cc6c3-31f0-4e9b-8bf4-51fcae316dfa;2016-04-27;2016-04-12
5b8be497-c7e3-42a5-85ea-798c1e9d3bc3;b27beba7-ca02-4041-a9e0-1793bcd141fe;354e3ffc-18dc-4621-8008-d0f57f1ed344;;2016-11-29
14e86361-faea-4053-bac3-32ee4180c662;b27beba7-ca02-4041-a9e0-1793bcd141fe;0cb991a2-1e7e-472f-8f5b-bcfc13b149d0;2017-01-01;2015-02-01
79039a1d-1f3c-4623-bc5f-5337f264c9ea;b27beba7-ca02-4041-a9e0-1793bcd141fe;f9d1901e-5dac-4f6a-85b9-57ba38c9467f;2015-07-07;2015-02-03
79039a1d-1f3c-4623-bc5f-5337f264c9ea;b27beba7-ca02-4041-a9e0-1793bcd141fe;a5d44d6d-4f0b-425d-a47e-fcd00bfd2bcb;2015-10-19;2015-07-14
79039a1d-1f3c-4623-bc5f-5337f264c9ea;b27beba7-ca02-4041-a9e0-1793bcd141fe;469f00c5-2985-4d82-a1f2-358d3efa47e1;2016-04-14;2015-10-21
79039a1d-1f3c-4623-bc5f-5337f264c9ea;b27beba7-ca02-4041-a9e0-1793bcd141fe;44e4a998-d3cd-42da-b36e-752c311585c6;2016-10-19;2016-04-19
79039a1d-1f3c-4623-bc5f-5337f264c9ea;b27beba7-ca02-4041-a9e0-1793bcd141fe;fbbdfc75-91ab-4f5f-b56c-ebc710be29c2;;2016-10-21
d64daa01-d60b-407f-bb73-9ea0c54548f5;b27beba7-ca02-4041-a9e0-1793bcd141fe;79f1248e-d51f-45bd-819f-97e9281255c0;2016-05-18;2015-02-01
d64daa01-d60b-407f-bb73-9ea0c54548f5;b27beba7-ca02-4041-a9e0-1793bcd141fe;e46f5593-b724-4be0-a3ea-a36fabd61ebf;;2016-09-16
3c5464de-1055-4a4a-b436-ca68c7513541;b27beba7-ca02-4041-a9e0-1793bcd141fe;ce1ce267-947e-402c-99d4-1eaef8ce6ea1;;2015-02-01
238f485d-4446-416a-9e8f-316992d81b2d;b27beba7-ca02-4041-a9e0-1793bcd141fe;31777285-f520-40f7-a82e-acec848a4a85;;2015-02-01
d1f9fdd8-8db3-4636-b451-76b24bf3679f;b27beba7-ca02-4041-a9e0-1793bcd141fe;dd2d3e00-16e2-4ff0-a961-695ddebace47;;2015-02-04
c935ac5a-6d89-43c9-8020-e26bd30ad0b2;b27beba7-ca02-4041-a9e0-1793bcd141fe;7f92a836-bdd9-416b-8052-53e6d45b7853;;2015-02-01
b6f0a2b9-ab05-4bf6-bc2a-658afaaf3d98;b27beba7-ca02-4041-a9e0-1793bcd141fe;6adcf652-df81-4045-8603-bb73e585b91b;;2015-02-01
7dc15441-cd83-4b05-9259-e9e2b6626c1a;b27beba7-ca02-4041-a9e0-1793bcd141fe;f87d08aa-dfba-4638-a3f1-8a85d66f33ea;;2015-02-01
961765f9-b75a-4a67-a5c2-7e5d9baa4a56;b27beba7-ca02-4041-a9e0-1793bcd141fe;706c68e7-30cc-47b4-982a-32c1c6d11392;2016-05-12;2015-10-06
961765f9-b75a-4a67-a5c2-7e5d9baa4a56;b27beba7-ca02-4041-a9e0-1793bcd141fe;6f71251b-98ba-4fda-8ae6-7d08aaf0fdd7;;2017-01-01
90188b54-0151-4407-bc42-d216dd8df693;b27beba7-ca02-4041-a9e0-1793bcd141fe;2216e5e4-b74c-48d4-a25f-664cc2508c85;;2015-02-01
1182ff35-1b3b-4a98-9ab6-6f424e3a14ba;b27beba7-ca02-4041-a9e0-1793bcd141fe;d909f1e8-88c6-4c93-9a23-a932f8ea8883;;2015-02-01
44cc9db9-7ae0-4e1b-88b3-232866a62184;b27beba7-ca02-4041-a9e0-1793bcd141fe;4a42115a-c8e0-4cf9-b05c-1bed132a76b3;2016-02-23;2016-01-06
ae0cbd61-0853-4a43-a832-460ea7503c16;b27beba7-ca02-4041-a9e0-1793bcd141fe;baad7e88-2505-4cb6-b370-50a4b627a644;;2015-02-01
ff128873-0b72-4d02-bf5a-c38ac3a7a02e;b27beba7-ca02-4041-a9e0-1793bcd141fe;334189a8-8d65-4b66-afc4-77d831d79214;2017-04-26;2017-01-02
ff128873-0b72-4d02-bf5a-c38ac3a7a02e;b27beba7-ca02-4041-a9e0-1793bcd141fe;fcd45a1f-ba7e-4b44-be23-1fc6e6356d5a;2017-08-02;2017-04-28
ff128873-0b72-4d02-bf5a-c38ac3a7a02e;b27beba7-ca02-4041-a9e0-1793bcd141fe;c07149d9-3548-4525-bcbf-7e583b479dc8;2017-10-20;2017-08-03
ff128873-0b72-4d02-bf5a-c38ac3a7a02e;b27beba7-ca02-4041-a9e0-1793bcd141fe;3724383d-de4c-4cdc-aae7-ff1b26bdc4d9;2017-12-29;2017-10-31
d7227027-e64b-4341-bed2-137d6067384f;b27beba7-ca02-4041-a9e0-1793bcd141fe;2f0f179a-bd97-42eb-aae9-2c6443c9153d;;2015-02-01
460afc90-219f-4998-812c-311f84566b4e;b27beba7-ca02-4041-a9e0-1793bcd141fe;0bd588ac-9201-4527-bba5-428c57946f20;;2015-02-01
4ded9b41-c1cc-4a5a-86d7-ae6c479fc40a;b27beba7-ca02-4041-a9e0-1793bcd141fe;ab9946df-0a13-4ab8-bfaa-81e7fca25ce5;2016-11-10;2016-07-12
961b5de8-7184-40a7-abc3-e38e376afbe5;b27beba7-ca02-4041-a9e0-1793bcd141fe;72c97c8f-7555-4fc3-b3f5-319f5e5fe219;;2015-02-01
1ada4096-6601-4d91-9275-a6c6ecac6481;b27beba7-ca02-4041-a9e0-1793bcd141fe;ba767e67-960c-413a-83cd-9bd025a99c9c;2017-01-01;2015-02-01
a80a57bb-fd8b-48dc-9020-e03bef2012cf;b27beba7-ca02-4041-a9e0-1793bcd141fe;b7a5f12a-d535-488c-aa2b-e32209d9c2fb;;2015-02-01
19798d9a-50ef-4b59-8c98-7d73676df31a;b27beba7-ca02-4041-a9e0-1793bcd141fe;4cbbc147-fe29-4e19-8349-fce02341406a;;2015-02-01
3ca526e1-e2e4-4598-aed4-64c2339134bb;b27beba7-ca02-4041-a9e0-1793bcd141fe;fd4ddb55-42ae-4b4b-9a8e-eaab4c8e16f0;;2015-02-01
36b30474-2126-40cf-84af-46705d37cddf;b27beba7-ca02-4041-a9e0-1793bcd141fe;08f41150-ac68-41a8-97ac-b3fde6b7c42a;;2015-02-01
dfa7e2ff-d882-4c85-a9c0-ad6bdcb51355;b27beba7-ca02-4041-a9e0-1793bcd141fe;748f18d3-6422-45fb-a577-e272c763d9c9;;2015-02-01
115857a3-7773-46e7-bbf1-16ff0b73d53b;b27beba7-ca02-4041-a9e0-1793bcd141fe;d116857d-cb16-4596-ad46-7577ca84d3e2;;2015-02-01
56a7c171-5bb6-49f6-8d01-86f9fd19e8e1;b27beba7-ca02-4041-a9e0-1793bcd141fe;cc3e5595-8745-451b-bfe7-f9d0b5deeddc;;2015-02-01
802fb23d-8d9e-4aa9-a8f3-57df877838f6;b27beba7-ca02-4041-a9e0-1793bcd141fe;98294ace-3f0c-4ad0-9498-6b50dc1f2918;2016-05-12;2015-02-01
802fb23d-8d9e-4aa9-a8f3-57df877838f6;b27beba7-ca02-4041-a9e0-1793bcd141fe;61cefde2-6297-426f-82fd-b41c77841413;2016-10-11;2016-10-10
802fb23d-8d9e-4aa9-a8f3-57df877838f6;b27beba7-ca02-4041-a9e0-1793bcd141fe;12fd7383-de8b-4e91-a1cd-e85d6355fc44;2016-10-26;2016-10-20
802fb23d-8d9e-4aa9-a8f3-57df877838f6;b27beba7-ca02-4041-a9e0-1793bcd141fe;cd1f5347-1259-4ea7-98e3-a28b30590bc5;2017-04-27;2017-04-26
802fb23d-8d9e-4aa9-a8f3-57df877838f6;b27beba7-ca02-4041-a9e0-1793bcd141fe;f86ca62b-b1f4-4ac0-92e2-6e92a8fc5871;2017-08-03;2017-08-02
802fb23d-8d9e-4aa9-a8f3-57df877838f6;b27beba7-ca02-4041-a9e0-1793bcd141fe;51ca4bd8-fab1-4dc7-b493-a531f362be2d;2017-10-26;2017-10-20
802fb23d-8d9e-4aa9-a8f3-57df877838f6;b27beba7-ca02-4041-a9e0-1793bcd141fe;af74056d-d617-487d-9dbd-5501b0c8327e;;2017-11-14
6cd21614-9e5d-42e3-a2b7-90a59a70b7e8;b27beba7-ca02-4041-a9e0-1793bcd141fe;f30ceb0e-8103-4f20-b552-a8ca3675d165;;2017-09-12
105be9ba-27f6-46ed-8654-8dbb80e881c1;b27beba7-ca02-4041-a9e0-1793bcd141fe;7d80baae-9e94-410f-8109-9978c4734e5a;;2015-02-01
908d66e3-5226-4b5e-b700-8944ff3a3c81;b27beba7-ca02-4041-a9e0-1793bcd141fe;ac2230e0-c409-4b68-9f8f-98afa9b8b931;2016-04-14;2015-02-04
908d66e3-5226-4b5e-b700-8944ff3a3c81;b27beba7-ca02-4041-a9e0-1793bcd141fe;5c11c2a7-0c15-44b6-bbfe-c1ffd299e3d8;2017-08-02;2016-04-20
908d66e3-5226-4b5e-b700-8944ff3a3c81;b27beba7-ca02-4041-a9e0-1793bcd141fe;6d4ecad7-6a2a-40ea-add0-fe4c2f88cec0;2017-10-20;2017-08-03
908d66e3-5226-4b5e-b700-8944ff3a3c81;b27beba7-ca02-4041-a9e0-1793bcd141fe;2abadc62-5c38-4651-b661-f17aabb59257;2017-10-25;2017-10-23
908d66e3-5226-4b5e-b700-8944ff3a3c81;b27beba7-ca02-4041-a9e0-1793bcd141fe;61781f93-cd04-4fd6-92eb-66c66617b0b7;;2017-10-26
64cd016f-d1a6-490c-bd93-b335984482f9;b27beba7-ca02-4041-a9e0-1793bcd141fe;dea28529-42a5-4b39-beca-5bc7cabaf294;;2015-02-01
8016b74b-6b20-48c2-af0d-1fefdf93f251;b27beba7-ca02-4041-a9e0-1793bcd141fe;9ba543de-d7da-4d3e-b6f9-3d251a636d43;;2015-02-01
0d0e78da-c720-4441-a7cf-052a1f0189b3;b27beba7-ca02-4041-a9e0-1793bcd141fe;89edcaa9-1778-4abe-be6f-c881656bbc68;2017-12-15;2015-02-01
878d5f87-c8b5-49a7-b368-aa74050f4b19;b27beba7-ca02-4041-a9e0-1793bcd141fe;6eae457d-fc22-4b41-8a6d-65beed361448;;2015-02-01
e662f7a3-4308-4163-b827-70e4847c27ff;b27beba7-ca02-4041-a9e0-1793bcd141fe;79ed5292-cca8-41fa-bf37-5a5dd98994ec;;2015-02-01
a8c265c2-056a-4533-9d88-5e6309ae5387;b27beba7-ca02-4041-a9e0-1793bcd141fe;6a073806-7429-43ef-a11e-555a348f4eaf;;2015-02-01
29b8bf77-93b1-44ef-ab77-80ea021fa1ab;b27beba7-ca02-4041-a9e0-1793bcd141fe;51976ce5-430f-480e-9827-f31fa641e46b;;2015-02-01
a91eaa6c-c77f-42d0-8e95-914dfe3943c8;b27beba7-ca02-4041-a9e0-1793bcd141fe;094f0138-c804-4fa0-92c6-7c77081f3cd6;;2015-02-01
d332ef55-43be-4f5a-b867-8b6c5549ad2e;b27beba7-ca02-4041-a9e0-1793bcd141fe;3bd6673f-8456-4e92-9a18-b6727848c5a4;;2015-02-01
0f1435df-634e-4966-87bc-19b565f543a6;b27beba7-ca02-4041-a9e0-1793bcd141fe;4f789ad0-0e72-4bae-8758-a91c4cff7643;;2016-05-17
31b1008d-ab67-43de-93c4-406dfc420f81;b27beba7-ca02-4041-a9e0-1793bcd141fe;38f5bca0-de99-4cfb-9016-b49a268deaa6;;2015-02-01
d6b348f9-1674-4ab3-b38e-46dcba717cd5;b27beba7-ca02-4041-a9e0-1793bcd141fe;a5e6752d-4914-4c0a-b300-db392de9749d;2016-05-23;2015-02-01
