slp:resource_uri;NumeroLegislatura;cam:finishDate;cam:sigla;cam:siglaUFRepresentacao;cam:startDate;org:member;org:role;sen:CodigoMandato;sen:DataDesfiliacao;sen:DataFiliacao;sen:SiglaPartido;sen:UfParlamentar;sen:finishDate;sen:startDate
d7ab6c8e-a56f-4627-b19f-481ed01f5a77;;;;PA;2015-02-01;e8e945cc-2db7-4e30-8a09-73307aab294c;dca65224-5c37-4d2f-8f15-c39b22ed64cc;;;;;;;
cc5fef51-0968-4fa5-86a1-8e2bc8c76efa;;;;PB;2015-02-01;6c56046c-8be2-4b6b-95eb-9ec825ef558c;bc75f80a-03e4-441d-9b92-fedea4e5ca7c;;;;;;;
90ab65aa-56fa-4330-8b82-589ebb7492fb;;2016-05-05;;RJ;2015-02-01;c6ce70f7-7478-4fe5-b287-d24d98fba485;a732e4be-c478-440b-ad9e-c201a2d27aab;;;;;;;
91f19426-48fa-4a1f-a5ee-9344ba9ded66;;2016-09-13;;RJ;2015-02-01;c6ce70f7-7478-4fe5-b287-d24d98fba485;6226b24e-89b3-4d54-98dd-024493b8f986;;;;;;;
76231f31-76d6-4979-a0e6-639947c2aae3;;;;SP;2015-02-01;cbd6d9e3-8e13-4d83-92bf-83160bbe4b83;b0761583-0b7c-4e62-a709-d63fdf8bbbfd;;;;;;;
9f6e5362-b274-409c-8e9e-84a912f7c2aa;;;;RR;2015-02-01;dbef1c04-8972-4b34-a5b9-c47d9f68f56d;a4d6a1ae-f2c5-4f44-8304-3cd7c047c438;;;;;;;
35ac0ff8-b9d5-4062-8558-c41c53af87cf;;;;TO;2015-02-01;a34661ca-182a-4bc2-9342-e145b58789ee;67a107ce-b65d-4642-a253-13005155213a;;;;;;;
36f8c0b7-1b13-4abb-b0c0-5782adbcbe10;;2015-02-02;;SP;2015-02-01;6d8fb083-db6f-4d94-8820-ab7924396630;92a8ea65-8452-44aa-83f0-6f9842e762b1;;;;;;;
df8cab90-4e97-412e-a550-3d8612102156;;2015-02-03;;SP;2015-02-01;fbd253f5-d926-4af8-ad55-125ca1d1ba31;48b55690-045d-498c-88ed-c98c8ddf87af;;;;;;;
f30182a8-b271-4bd3-ae61-99c545e8d7af;;2016-03-17;;PR;2015-02-01;eb090a25-6a31-48ba-b8ea-5220c919c4ce;6e0ec84b-beb3-4687-9b95-4d4d48d9f9d4;;;;;;;
48a29581-fd04-4b46-9a67-3c6a700872ba;;;;ES;2015-02-01;5c5b3dfb-f0a7-482b-b0a0-86863c98bdd7;0266066a-0f56-49ef-907e-eec532199a2a;;;;;;;
630714a8-7997-49f8-8645-9c1bcbeeee0b;;;;SP;2015-02-01;ae83be0e-d75c-4a5d-87b0-3830b6643664;89dc7c9d-7b64-4ecb-828d-bbea73db4098;;;;;;;
701b992f-3213-4efe-b9a1-e7adef381da1;;;;PR;2015-02-01;c4befed6-2e1d-4bd7-9356-9c011f971a98;f9b427c4-fae9-4097-b3d6-f3f3c5f1d890;;;;;;;
e554e95f-2668-44af-ac2a-c095141814f4;;2017-01-01;;RJ;2015-02-01;32044dd4-a5ad-4841-8bd8-beb13d9a60c5;6c6ced47-c247-43ab-bd3b-2b6b69c3b371;;;;;;;
1d991c29-5d0b-4a7f-8c74-eacf360047b8;;;;MG;2015-02-01;a643c0d9-e2bb-4b8c-b601-2654298e26bf;2f06b983-f2fd-49c6-9b62-1cfdc4cd182a;;;;;;;
353164b8-f37f-47ad-810c-fa7fb3df73a0;;;;MG;2015-02-01;29ef5845-b89a-4ca7-b54d-bc02bd3e363e;6e329c6d-ffdc-4c81-9101-f777c10d018f;;;;;;;
cb941c21-9c47-4b1a-a96e-ef716e9ef394;;;;MG;2015-02-01;9d717d97-50eb-4d60-8822-afc707217b38;728d5a05-2e23-4ab5-b2f1-993a29f668cc;;;;;;;
75b16ae4-92fb-4e5a-a9d9-ab5bbbe5e662;;;;CE;2015-02-01;13dffb43-6f8d-4239-82d7-38f69c147851;a15161de-88d8-4449-84a0-521c5c7a5c7f;;;;;;;
d40ccb0d-291a-4b5f-8e5f-0b87f05e07df;;;;GO;2015-02-01;ac3c1968-0b32-496d-b03d-0d6d5d2a8b84;ce4b07d1-fc86-4949-976d-a8b163ae341f;;;;;;;
b898b528-fe13-44ac-980f-f99ae5e225e4;;;;SC;2015-02-01;ce85b56a-9722-4b14-8393-5d5bb40bc4dd;95509a28-b313-42d4-b574-ed0e3d008314;;;;;;;
78b5648b-05c6-482f-8c39-62db8db6d2ba;;;;PA;2015-02-01;491a964d-a944-4656-ae75-a294f714c026;f55b161d-5705-4887-81cb-b64253144b38;;;;;;;
701ee867-b723-4c15-ac49-36ecf67fe230;;2015-12-10;;RJ;2015-02-01;90885038-66ec-4ba7-8b80-d5f414fd1307;8e68d860-60a5-4365-b4a8-b1baae341a16;;;;;;;
f69cf9db-f75e-4e06-b7ac-c795ea276608;;2015-02-03;;PR;2015-02-01;2e226de9-b80f-4104-9bc4-160ca3721ab2;cfe07a2f-a163-4900-8253-c8b1e79fd59c;;;;;;;
ea976fa1-d124-4f3f-b556-7aaa87b144dd;;;;MG;2015-02-01;09b672a8-be3a-4828-abeb-b8bd682ea3c3;0d82cf39-6a0f-4d67-aa3f-368ca1280c52;;;;;;;
89673a5f-4fd1-4a50-995e-802983ca3e67;;;;BA;2015-02-01;22f2ad04-c5a4-4f2d-a8fa-d52344db1ac7;f46dcf4f-d27a-4745-ad64-91251eee69b6;;;;;;;
93530fc7-43ee-43b6-8d80-56dfdcb1aac7;;;;RS;2015-02-01;cf160719-9c00-4827-9161-d6acc6c45ea4;fe76693f-b469-4ab6-88fe-a7ca4df902d5;;;;;;;
32fb1f3f-ce32-4158-8d77-51e8a53a9a69;;;;MS;2015-02-01;9fb63854-5755-4446-823c-d09644debdc5;c341d37e-fc72-4e89-b160-38bccfa363fd;;;;;;;
8c3c9888-4cca-451c-877b-6ef8e76a3b7b;;;;PB;2015-02-01;532176c6-ae13-4b60-ae57-7074fd82984f;10acc9fb-54ae-41be-b464-d9f13d25fb8e;;;;;;;
7828ffbe-9463-425b-bae5-cd9df36f6702;;;;MG;2015-02-01;061b939a-63fd-4174-9f63-60a062afb15a;e5b75a3f-abe6-42e4-beba-0616aff0031d;;;;;;;
3c72d7ce-f23c-4282-a692-136cb60053aa;;;;AM;2015-02-01;d563a712-4b1f-41d2-8c67-3eb06055b247;8be0cb59-7f8d-44a4-b1ad-cf06382f7aa6;;;;;;;
8cd7cdcc-8922-491a-b912-2ce2ae8687ea;;;;RJ;2015-02-01;a65562c9-24fe-4d3b-adc0-754db6fc8b05;34512e8d-1a74-4968-83d7-856facec2fc4;;;;;;;
61333800-ece7-4faa-8286-4c97e9d4bd77;;;;BA;2015-02-01;1dcaedca-d8b1-4e86-a430-901a9c505cd4;824d2161-794e-4254-80ff-459ed6746ce7;;;;;;;
ca2e1e8e-9d80-4280-b2d5-6cc8624d5076;;;;RS;2015-02-01;adf5a62f-917c-48f8-87cd-135c2a5dc40b;384d03b2-0e81-4b71-ad8e-a9aabdfd9c41;;;;;;;
b32071e9-c14e-49ef-9b8f-cd7dc2560147;;;;MA;2015-02-01;ec192e8c-5ba5-45c1-be66-7081079ad815;2639a0c4-4551-473e-8b59-cbb1beaca3a4;;;;;;;
9bb10976-7379-42a7-b41c-0811f5fd4230;;;;CE;2015-02-01;d118837d-12bb-4b37-a264-e4facc1a4f58;1049696f-df92-4e58-ac25-479a0943f764;;;;;;;
246eead0-cf58-45f8-88ac-2e03204ee058;;2017-01-01;;RJ;2015-02-01;a37694df-ab76-46fd-bdc5-8b8625cb2525;e1493e46-8b05-4147-9f5b-347fcf620568;;;;;;;
78f40b8f-3258-4cff-a52a-5ff49c1a06fd;;;;RJ;2015-02-01;8c1d008f-1cf7-497a-9369-fe01cc80a8ba;ed53cd70-bf93-4bc3-b714-102d67c88cbe;;;;;;;
6c8dafb8-e26b-4506-90a0-ca656ca77f22;;2015-10-27;;SC;2015-02-01;19eaff28-3ded-4e14-a944-af29bfe76b3a;0678708f-a3b3-46db-869e-6c1994d089dc;;;;;;;
dea4c35b-db93-47da-b56f-da7efbd605a9;;;;PR;2015-02-01;64418218-4c81-4a5b-a2f2-d871695b118a;4e7b83b3-9075-4a7b-98fc-3be686b98997;;;;;;;
0ea68548-6298-4fe3-b51c-422961e7f950;;;;AC;2015-02-01;e126580c-d055-4d70-b9c9-0c0a5c1e4731;d1773d15-21ef-4b4a-9423-01fdddc2c862;;;;;;;
3c3ccfa9-512b-40aa-b576-3614dd0a6df6;;;;RJ;2015-02-01;957eeb8d-3576-4cfb-9ac6-13b1a1bf50ce;558d91eb-e273-4ce6-a4d8-2af49c5fbcf8;;;;;;;
a2b3466c-e9d0-439b-b9c9-fe3c80a55907;;;;TO;2015-02-01;470ad20c-360c-4cdf-91e4-8818873c5299;34c57e23-b634-4648-bcd2-07ea41a5278a;;;;;;;
2a015aec-b31f-46c2-9d5d-93401232d551;;;;SP;2015-02-01;c37e9887-d01e-4160-bb6d-6219d6364f41;2633f527-d542-4de9-b3e3-5dd62a0a1594;;;;;;;
15b6b0c1-daac-4c55-957b-2d52ba33f712;;2015-10-05;;RJ;2015-02-01;c2fa1de0-3de1-4a78-bfb4-e9892a7bfd82;04e52590-1a7e-4a62-b76a-f1716688b24f;;;;;;;
47cdae66-eb67-460c-8d7f-bfed89253a3a;;;;RS;2015-02-01;87f9454d-a219-4adc-887d-259bb99bd30b;dfd3bae2-2ce1-4728-a7ab-e29d52754855;;;;;;;
10675870-1022-4b81-9290-b4ba760269f5;;;;SC;2015-02-01;ab8c3b74-4d53-4026-95a1-e26b2b052370;5c697cbb-2cea-4a00-a325-c1218d59374f;;;;;;;
71701d4a-a471-46c1-b02e-19b1c42a312c;;;;SC;2015-02-01;933133f2-2590-4396-a332-158f0a7fd841;74e4781c-c6af-4549-bbfa-97bb6865ad76;;;;;;;
f409371b-86e6-4661-8d1f-2cddfa801106;;;;GO;2015-02-01;bcb371e8-0fc6-46cd-8b68-c5d034272463;14908dd6-37f1-4f29-b0d5-8961b21baf67;;;;;;;
6b05d555-fb9e-4eb0-a222-3640448e4d3f;;;;RS;2015-02-01;3b2fc188-dcd8-4c6d-8087-81b7957ecf69;aeea5e99-cada-4b04-a5a7-512f3aea03d4;;;;;;;
5e2cf682-e3a2-44cc-801b-0c1d9cb6145f;;;;RR;2015-02-01;810e2551-42d3-4b83-bf66-90a83b4d49ad;68d9b13f-05dc-4fe9-94e5-d6d146111d5f;;;;;;;
6614c35f-5ff7-49e7-9844-af6128b10d9e;;2015-03-10;;PI;2015-02-01;badbf483-2dd5-43e5-b046-4f5a2a3779b4;b4d3b517-eba3-4d9c-b0aa-151ac694298b;;;;;;;
532e9fe4-7596-49d4-ae19-9e9a2b25dc2a;;;;SP;2015-02-01;be6ba8f2-2ee4-4ba1-be69-b95aea615561;c2fd91e1-2200-4bfc-937b-894ad8c2c9a3;;;;;;;
b4b3d9ab-830c-4182-82a9-fe8b0415ebfc;;;;SP;2015-02-01;7f41dea1-3c10-4ce6-b6d1-0ec6b28e9de0;f1ec8881-9454-43d8-9cb5-a5f0e2177711;;;;;;;
b3c62737-aea4-432d-a3f6-7b4173e45f60;;;;MG;2015-02-01;e3cfe928-06f4-4c8b-a46a-bc248baf9237;8317c1ed-1a72-4514-9141-4d235a1eeb05;;;;;;;
54d4f198-7985-4b40-8204-40a0c0fe9cb2;;;;BA;2015-02-01;899ec03c-b0aa-4693-b0d6-f9563c4fb7d3;e49a9627-0fe3-497e-97d0-961b1dc7deb0;;;;;;;
bde61e4c-6725-4706-be9b-4ba5149f15a2;;;;MG;2015-02-01;4904cfcc-3201-4641-bdc6-5e6693c7b001;7b35ae4a-df87-47c5-875a-ee5d34d83c1f;;;;;;;
589ecdd3-2b1b-4d3a-807c-788f80d20f5f;;;;SP;2015-02-01;41ec398d-d5cc-4d2a-974b-23ea75f4b666;6bbfe2fd-9002-478b-8ab4-9dca7c09d9c9;;;;;;;
1ef5c2ca-c0c9-4feb-8516-4fdfc0358814;;;;MG;2015-02-01;651a6cf6-626e-4469-9af6-374c86a6efdd;a1509c47-5aed-493e-a3a0-01bd3c2443a7;;;;;;;
e8c34ed2-8e11-402d-89cb-bd9c17ca1b89;;;;RN;2015-02-01;ed0ba42c-c88a-44cc-8d72-11deca3cc87e;42d9d0f2-a3a4-4884-a9b0-ae12ab7f8ba7;;;;;;;
001d8881-9236-4983-b2b9-73ca60eba8c1;;;;RS;2015-02-01;c9dd22f4-a949-4dc6-a0c3-ea6bdf58584d;f7f55a81-543b-46c6-b3e6-f7d66f1fb922;;;;;;;
c0de6d6c-e7be-4d15-b4b0-ba947978a55c;;;;PA;2015-02-01;bbf9b3c5-0ae3-4ded-a7c8-37eb556c34f3;d348d2f6-c081-4216-8105-67626205f2ac;;;;;;;
c23ab14c-566f-4145-81b9-98e93857dcc5;;;;MG;2015-02-01;58f54abb-4d96-4584-a106-315194f07d33;5d9328dc-efed-4bbf-bc26-4209312bfe4b;;;;;;;
7312a554-149b-4013-99ed-e4ed262c17ef;;2016-05-12;;PE;2015-02-01;f37f28b2-5516-44a2-a66c-8a9e85f0af7d;e51bbfe4-a5fd-45ab-8fc8-334db1b27d43;;;;;;;
7c7832cc-65d6-40a1-9a0d-131fc7a565c0;;;;PE;2015-02-01;a1ea6431-b96f-41a4-b703-6714fd46f750;ef586689-0489-4881-b41a-1118ac892901;;;;;;;
32597cfc-093e-471d-abd9-80568ba158d0;;;;BA;2015-02-01;9cad7a0c-14e0-402a-9a5e-255bedb9f9da;58f3c2e9-f3d7-4d88-8915-68039272ca40;;;;;;;
970a95cb-2f32-46eb-9276-32308c51457f;;2016-05-18;;RJ;2015-02-01;9f043e06-b534-4348-bb54-924da092c732;52673d55-39a8-4adc-9c7c-74ea03ae6fca;;;;;;;
9aae5ac7-ec83-4989-b81b-67b04e71c96c;;;;PB;2015-02-01;b715d17d-c3a3-4ac0-b57e-435aae8e6ce3;a2e12703-4c8d-4bd8-b871-47709aa2afaf;;;;;;;
c5587b1e-5595-4244-93ce-ef0f869aa6a7;;;;SP;2015-02-01;a6c6411c-f4ae-4041-bf9c-53563d66a24e;f6cf4dcf-35f5-42ec-af25-64e304b11783;;;;;;;
0ef4c44c-c2be-494f-a63b-fb90dd6086a2;;;;BA;2015-02-01;2c55c020-8a83-4034-91ba-2373f300d91b;fa64a115-cd87-4bfa-a446-9004d0d039ea;;;;;;;
48298216-7371-4b85-8dbd-19dae9a84f01;;;;SP;2015-02-01;0484739c-4501-4bfd-b135-2068e6e13b45;5e577be4-0858-4e30-8ba7-70147a8a4fe3;;;;;;;
23a5d479-b514-4c54-b119-606a6b3f90ab;;;;BA;2015-02-01;51ff6020-11f3-46ba-b752-48ac34de85c1;209154db-3848-402b-8975-371f567592e4;;;;;;;
11ec7631-23e3-45b5-948b-50c09ae910cb;;;;RJ;2015-02-01;8863bcff-bb80-4703-97a9-26bd3a49f2e9;f3db6067-ac30-404f-b466-de501434943c;;;;;;;
0e991dd9-a184-49d3-adff-e913a7d78eb1;;;;MT;2015-02-01;58c215be-9043-4664-9729-88c15aeae274;bd3a7669-fedb-449b-acaa-251ee79d9891;;;;;;;
73a4a270-1598-439b-b30a-a2c1ec36370f;;;;DF;2015-02-01;9ed926fe-7d7f-443c-ac39-a0b820ae4cf8;105ed15b-34aa-4cd1-a5a4-909628f26205;;;;;;;
dab99f24-748c-4a00-9b48-48a78d0067a7;;2017-09-12;;AM;2015-02-01;b6f9f7cc-0830-43e6-b221-bb93f49301bb;0f9b6464-372f-4e41-ba2d-0fd416151d3f;;;;;;;
636b065f-9c2a-408e-8098-e10c8061f2ce;;;;PI;2015-02-01;779321a2-c1bf-45f6-b924-44579cf31534;ee77ec9e-6fee-403d-ae20-8256dc3f510c;;;;;;;
31ca83d0-7407-4c6c-b5d3-f61bf071ced8;;;;AM;2015-02-01;c120c6c5-f9f6-453c-8b32-0b41a3944545;bd4788ee-6363-462e-a75c-e4bff7ddaa46;;;;;;;
c7960fb6-7703-4593-8a18-13d4fbb8bebb;;;;BA;2015-02-01;516d6725-6f21-4b50-9cfe-d0f96068bf24;d28aaeff-46fd-4b74-b618-9f4f7a8f06f7;;;;;;;
6153b4cb-6e02-46f5-85ed-30a9313dded0;;;;PI;2015-02-01;fba73252-efa6-42ea-8deb-8814e4ca045e;27d2dc1a-e082-493b-8a65-fdfecffc072b;;;;;;;
b6c7f1be-cca3-447c-97ab-6c66f2812af4;;2015-02-06;;RJ;2015-02-01;79d19612-2eb2-4c4f-b889-de31d901cc49;97cc4fcd-8d8d-4c01-995b-c8216d7c83b8;;;;;;;
b9471994-2204-4cca-b173-aa2be45164bb;;;;PA;2015-02-01;de06436e-b542-4e0c-ae46-b330a989326c;29803de7-a24d-46f0-a2ca-88b02afa95f3;;;;;;;
623f8b71-b574-46a7-bcf7-32171157eef2;;2015-02-03;;SP;2015-02-01;882eccc7-1b37-4b79-a865-c66fc77eae5e;eb5a4dcf-e8f4-4126-ad22-6022fa63fc95;;;;;;;
80c75108-c957-4a8a-90af-d2f73309ccda;;;;SP;2015-02-01;3ad51ec7-67bc-4936-9fce-ff1f7e4bee82;59139347-e441-4d01-a508-7e8f0cdcd4d9;;;;;;;
40c07fbf-392e-4c8e-96d7-bac6cea0d2e5;;2017-02-03;;BA;2015-02-01;60163117-c00b-4dc0-8b71-ef05fee193c1;2677657c-21e7-44b6-bab2-0a9f3b6dde1a;;;;;;;
ab99fbb8-967c-41fc-9e3c-0d9bf0d85beb;;;;RN;2015-02-01;d8c48799-a140-4ade-8e34-41d786404d3c;75dd09a6-c68b-4935-a934-0bf987430ff7;;;;;;;
76fb1906-57b5-4296-8673-50bea4529981;;;;SP;2015-02-01;a5b421ff-5a68-4e15-ad0b-3bc7f467119d;05ae7477-ab20-4ae2-89f6-946c0c804798;;;;;;;
3abb3ab2-377b-4ef3-bdb5-f3291d2fb47f;;;;SP;2015-02-01;a1541a32-5a58-4727-b09a-fceec641c088;fd0106c3-9771-4e6f-97aa-ddfff657790b;;;;;;;
91376799-0ccd-406a-a761-ea3f47d431fa;;2016-06-20;;MA;2015-02-01;c847237c-fde9-4a7b-8457-a7c318948313;8a24bf25-91b1-45b1-8621-035329ae6945;;;;;;;
f4010e12-0aca-4643-83ac-9084791bfe66;;;;AL;2015-02-01;e70d3ae0-6450-4586-9585-1a8a22276377;c7105be7-7015-4a16-89e9-5e27df3c8f0b;;;;;;;
3afb730c-0493-4d90-97a2-116dccdaf0ff;;;;SE;2015-02-01;12b60beb-6603-41a2-89cb-a40110286b4c;66af325d-aab1-493f-9a0c-09b2b343bdcb;;;;;;;
ce9e08e7-698f-4033-8331-1b7d2089a149;;2015-10-05;;CE;2015-02-01;aeb6708c-3cdb-43a8-8338-c43d338df900;1ae1d1d6-3122-49a2-9fd1-757f1ccbda6b;;;;;;;
11f1055e-84ac-4eb6-b0a0-0772406083d6;;2017-01-01;;PE;2015-02-01;fd69ca2e-540c-4dc0-9449-fb2aaa417f0a;f8dd83cd-0463-42d9-9ccf-c7c9d88f3c3a;;;;;;;
f1865db3-aa53-4841-b9da-cf000eb0bb50;;;;AP;2015-02-01;54cfb1df-2ff1-495a-99ca-79386e63440a;a071617a-dce2-46bc-ad75-d6c9e3f0435e;;;;;;;
a94e01d6-410c-4373-927b-08aba1e19762;;2015-02-09;;PE;2015-02-01;bac4e022-cd17-4488-8042-87657f878e69;55ebd9ba-b8ad-4c91-9431-167c972452a5;;;;;;;
b467ef49-5966-4772-b145-ac53e12e26b9;;;;RJ;2015-02-01;bd71ff1e-6f70-4c2b-85b1-d7ac102e7100;932d2a58-5900-4951-8b8e-01b10c7b6078;;;;;;;
9b5193e6-3b04-4ddd-8aed-a09309ed24f6;;2017-01-01;;CE;2015-02-01;686ab621-1839-4a6e-a69a-51978086c49f;27291d22-ee86-4e80-a1e9-224e592c7149;;;;;;;
714e66db-62b9-4c12-9395-f23dceaac78a;;;;AM;2015-02-01;79af7558-25d0-49ef-94b2-650a59bfc218;735feec9-266d-4d24-87fa-b4075f8a6f15;;;;;;;
741cef2e-7d9c-42bb-83f8-cc582cda5715;;;;PR;2015-02-01;40ad512f-7442-45cc-9121-0da7fd3f33cb;1d2af2ff-4e6d-46ef-8f11-0e6e732f02df;;;;;;;
31e4f324-1b5d-4be5-b1cc-6445cb302299;;;;BA;2015-02-01;1370bac3-4776-454f-a8ba-c9c205badcc9;1c2876ca-1744-408d-b189-5b4a9efd5d21;;;;;;;
6e1ab97f-0902-4dd4-9fd3-63c41070644d;;2015-02-09;;RJ;2015-02-01;2e0a6d49-4d9e-4637-a924-10b7bdf388c6;02fafc80-931a-44c1-94df-a30e531d44da;;;;;;;
d42b9a64-ef09-42f5-85cf-a8502f6fde4f;;;;SP;2015-02-01;7feddbf1-cd2b-427f-9092-661ded7b7b18;b9b51b72-27f1-4d96-a4d6-877e7f997c36;;;;;;;
ba040e4e-6ece-43d9-b923-19c5a59777e9;;;;PR;2015-02-01;238a2445-ec97-4f40-9e14-e8c7196528ca;1602baab-09ec-470f-9504-56f9c360271c;;;;;;;
45b3536b-00e5-4079-9d5e-9dff3ebb7fdc;;;;SP;2015-02-01;6ef8349d-bbc8-4ebf-bf86-782ad5112b41;7c02eb6f-6128-40d5-86fd-97e88e9ec5c6;;;;;;;
f82c3033-6f7d-4ee2-a834-601831578ff8;;;;PR;2015-02-01;5ac757ec-9bfb-4fab-9636-a988b2131ddd;e2083b94-3687-423d-a405-96462a6b50ad;;;;;;;
17859ad1-cd18-4a48-9134-f701bbd3a051;;2017-11-22;;GO;2015-02-01;f1e3510c-95b2-41d3-8740-e4cf60441dbb;3ecf5ac4-3d6f-4af7-9e23-07c3a4152987;;;;;;;
59e8c79a-fb40-4d1a-a295-508f7af912c0;;;;RS;2015-02-01;770e19d6-ed26-42fa-905a-d7add3e2b100;fd4b69f1-cb7b-47db-ad61-41f7d7d167a2;;;;;;;
7898fda3-5f27-454a-9e8c-d38a2bf28b6d;;;;SP;2015-02-01;5754846c-ffa6-4c5e-b6d9-2fa72c032b04;bb02dbe4-efbf-42cc-8803-3b2c653fbab7;;;;;;;
d7d93c27-0a18-4716-809b-5e8df0b49d25;;;;RJ;2015-02-01;90a1634d-3c2c-429f-a2dc-bfbffc6cd265;82e7076f-63f8-4da4-a211-806f585610b4;;;;;;;
edbc7a0b-d885-4019-8445-57fadef45737;;;;RJ;2015-02-01;10f03ca6-7c37-492f-8b8d-2df753ddc9bf;3f20f5e6-0e61-49fc-9b38-b33826527296;;;;;;;
efb662ac-b388-4849-9c28-f1e0571cc433;;;;DF;2015-02-01;8bd0c743-0854-4a10-9a97-7cf0586eda91;84ec84bf-b98c-48cd-ba65-25b118de5e03;;;;;;;
6e9c39b3-4b82-4ff8-81e9-562fcf29b6b5;;2016-04-15;;MG;2015-02-03;a287ed45-5fa2-459d-a807-00032c1e5c83;8801423b-0042-41cc-b1d5-2176a27a4fef;;;;;;;
64f1f1f0-f070-408c-b83b-f0dd27a7e70d;;2015-10-05;;SP;2015-02-03;aaa9ca3c-7989-41e5-9485-baa9ed9efc39;f049d909-1765-460a-906d-67a38cbba70f;;;;;;;
d69ef2ca-76f0-4eeb-89c6-cd3191529e1d;;2015-02-24;;SP;2015-02-03;d2fad348-cc18-4efe-b3ca-c87025d2c61d;9d7a381f-7927-4aa1-b9dc-155b63b576c6;;;;;;;
154ea088-373a-48d3-ae38-c7e73b2ebb4e;;2015-07-07;;SP;2015-02-03;c9f5587f-cf1c-46c8-a038-9ec11c182c64;82ca1c60-0054-47ac-a922-43d602839017;;;;;;;
a00ee833-e09a-485c-b457-dc3c0b493e8e;;2015-07-07;;BA;2015-02-03;1a91f188-e981-448e-b733-a5f75025f061;c941c9a6-ec5a-4685-8c6f-d1b11aeef606;;;;;;;
f0463ea4-27b9-431c-905d-c8b87162b882;;2015-07-07;;SP;2015-02-03;fccb2032-ac27-4cb1-8baf-dfd5ac60cf86;5963d168-b4aa-41af-a59e-8507b9df3914;;;;;;;
b897c36f-1d9a-4aa5-b516-be94c1de7647;;2015-07-06;;MG;2015-02-04;aee4edde-a602-4c8e-88b7-b9253b094800;9f841200-75cd-41ba-a697-7f99f40e2cc5;;;;;;;
b1459f1f-73d4-47ac-b478-17d1d34e3924;;2015-07-06;;MG;2015-02-04;820bb5c1-3dca-49bb-bd6a-00d85d3982fa;ca31af77-cb2f-4d52-a4a2-1c6cf4ea7a2a;;;;;;;
82a6b67b-4767-47e2-937e-df5309f183aa;;2015-10-19;;GO;2015-02-04;a4c28b5a-8387-4e77-8dee-a40e3655883b;05742c34-1677-48c1-b7d6-39276698c458;;;;;;;
4f8f6ac3-b933-4c79-affe-599024dfe6d9;;2015-05-21;;PR;2015-02-04;5af75f2b-17ff-440e-8d23-c96429ee526c;8906f278-9d30-43db-9e18-e7b1ff1e3f69;;;;;;;
2d9b0e32-08cb-4013-acd7-71042d2bdc9e;;2016-04-15;;PE;2015-02-04;e8b3ad0f-a9f5-4d11-990f-4a8b6ff397d9;67648dd2-eeec-4aa8-8654-736b327ea711;;;;;;;
31c1f8e8-5983-43ae-bb5a-b8e23de0c259;;2015-07-07;;BA;2015-02-04;2f501697-a2c1-4ea3-a318-58f18fd98d47;a3db080f-e782-4696-868c-4fd51f59981c;;;;;;;
71dcd8d1-46a5-4801-9e44-5d1d5285f611;;2016-04-14;;PE;2015-02-04;5865051e-5f41-489f-936d-392ffaef3b7c;d2e3ae9a-8322-4abe-a21b-d01758880b78;;;;;;;
7d9ea32a-8c5f-4d4b-8fc9-3f90d1eb63f3;;;;PE;2015-02-04;12fc091a-6836-4708-a8f3-2b4262da1b00;107b9812-785e-4225-b81d-79e1fbd201ec;;;;;;;
fb783a05-0b13-400c-ae9a-02de6cb39d8b;;2015-02-25;;SC;2015-02-05;0b216403-8aaf-4957-8c99-127003b9a9ea;9035b18b-7e3f-4e22-812c-bc44049af419;;;;;;;
d37a94e9-b687-488a-8639-0ff60b6afcdf;;2015-05-21;;SP;2015-02-09;b211f117-3a4b-4149-bfc4-571bba56900e;571ea840-935a-47f5-ac9a-23d2b3b20178;;;;;;;
20c511c4-0c12-48a7-8916-4c2b124ef8d7;;2015-02-12;;RJ;2015-02-09;ff9114bd-2753-4a2c-ab7e-c68ca05b13a8;457559fa-bbc3-4551-bd05-479a7316e487;;;;;;;
cf6e4c28-8268-4f9d-ab38-c60b6b78c606;;2015-10-05;;RS;2015-02-09;88c627b9-416b-4274-b918-0df57e525694;2d56073d-d834-4122-9fea-7c4a01374a4c;;;;;;;
0616938b-0f19-434a-85a2-e2ac02ab067a;;2015-02-27;;RJ;2015-02-10;3b49df23-c871-4fae-be85-9349330e2238;cc0e8cfe-e9e8-4965-a77d-3da9ae0a944b;;;;;;;
54232871-6665-4c04-aa8f-3ef33aace15a;;2016-04-14;;RJ;2015-02-10;5002ead2-9292-4114-8bf5-411d670dc03f;efbde901-f73a-447c-87e5-3736a1c589aa;;;;;;;
dc4d36d8-73d4-451b-ae50-4fb0b44747bd;;;;MS;2015-02-10;8a742c5a-a714-4684-9d48-fcedd24b9f03;86c418d1-78ff-43e3-b70a-3e21cb418b4b;;;;;;;
e2f46d84-259d-474c-aa92-617fb392c8de;;2015-02-12;;RJ;2015-02-10;fb0e038c-ccc4-48e0-bcbb-1e1cf8626435;ccc65e9b-c7ab-44fd-a958-fdf4a7bfb272;;;;;;;
a0048119-17e3-40b0-8e8d-b71e919fa8c0;;2015-03-06;;MG;2015-02-12;8e861e50-2971-4725-baf8-4c9cf847a7de;bf0915cd-84ce-498e-94d8-33b3663bb259;;;;;;;
