cam:finishDate;cam:sigla;cam:startDate;org:member;org:role;slnp:resource_uri
;PCdoB;;149d5d03-3d3f-42c2-8c4c-7262f55f57d3;6a688541-b16a-45ca-8aa9-fa700373279f;0324e3f0-2b6b-49a9-b3bd-700f7561f4f7
;PMDB;;0613f7ca-8cdf-4dec-8824-821f085c4001;6a688541-b16a-45ca-8aa9-fa700373279f;f2de45ea-e3fd-44f7-b240-bd13e9eac8ef
;PSC;;7897a8a5-b64e-4fcb-8b81-d8c6a6928d29;6a688541-b16a-45ca-8aa9-fa700373279f;9d942151-653c-4d86-a601-2bece9bd3d25
;PSL;;7897a8a5-b64e-4fcb-8b81-d8c6a6928d29;6a688541-b16a-45ca-8aa9-fa700373279f;9a4aabd9-e795-410b-bc08-1f0c24da54f5
;PT;;bfb77168-d97e-4973-8ef6-4f36e52c564e;6a688541-b16a-45ca-8aa9-fa700373279f;730800c9-2297-4050-832a-28449c9b00cf
;PSDB;;26c05b28-d38e-49d5-b8db-e85a8202fe12;6a688541-b16a-45ca-8aa9-fa700373279f;f75ce411-b5e4-4b3a-8c7d-6a35bc3c4e34
;PT;;a21f02f6-d95f-472d-a313-32a6e5de82ce;6a688541-b16a-45ca-8aa9-fa700373279f;9f2ee50e-a5e6-4673-a7cb-9cf6171accc4
;PMDB;;ff9114bd-2753-4a2c-ab7e-c68ca05b13a8;6a688541-b16a-45ca-8aa9-fa700373279f;5da78946-b517-4a4d-b82d-5acbf64423b9
;PTB;;bf613c9f-c727-48cc-a654-e73c4b211243;6a688541-b16a-45ca-8aa9-fa700373279f;4003d5f3-679e-4eba-a75f-fe3f5d0c9f03
;SD;;ea611754-0164-46d8-94a3-9cfd07bae4b1;6a688541-b16a-45ca-8aa9-fa700373279f;2bed3f22-e840-4dc4-a0d5-727563adadba
;PT;;923a63e8-0a08-4f32-8a54-5b7cb6c083ea;6a688541-b16a-45ca-8aa9-fa700373279f;8d268d83-7b9a-44e6-8025-06eb4477ed01
;PP;;d99451ad-aed9-4e5b-9cab-56bee07df1ef;6a688541-b16a-45ca-8aa9-fa700373279f;21fbc11a-3bdd-4b98-bc42-e109d937c741
;PSD;;c690b41a-09fa-4042-af79-5f1b05bfe4d2;6a688541-b16a-45ca-8aa9-fa700373279f;9c5604bb-c6a1-4695-980b-0a477853483f
;PMDB;;a5b2fe5f-95c5-4022-9e28-36604560bfde;6a688541-b16a-45ca-8aa9-fa700373279f;68ce9f15-1115-4b8f-b873-7f070a1a2d56
;PSB;;a7f95e4e-c79a-4b9b-a01f-b2afc8ecd7e2;6a688541-b16a-45ca-8aa9-fa700373279f;2892ecc2-7c5a-4896-9d42-b18caff325ef
;DEM;;365753a5-fcae-4c4e-a8da-d8e62334e9a1;6a688541-b16a-45ca-8aa9-fa700373279f;68b395d8-a6d5-437b-b143-3cbb0b596e5f
;PSC;;a7f7ff16-0696-41ec-80d4-29a1a78d0035;6a688541-b16a-45ca-8aa9-fa700373279f;35d32a79-6a89-4d95-b666-75c1deceef7b
;PSDB;;a7f7ff16-0696-41ec-80d4-29a1a78d0035;6a688541-b16a-45ca-8aa9-fa700373279f;9e6eeb5d-39b7-4369-9229-cc935c70124d
;PR;;eb22cf8c-fc73-4bbe-926d-86422257237f;6a688541-b16a-45ca-8aa9-fa700373279f;4825083a-09af-4de0-bae2-f11d30280012
;PR;;fb8c572a-1daf-41e0-b4c9-4312103f50e5;6a688541-b16a-45ca-8aa9-fa700373279f;0833d3e3-4420-4d20-8d70-fc4c8d8836b7
;PSDB;;27b69206-6e13-4da5-8930-2de2eeefb498;6a688541-b16a-45ca-8aa9-fa700373279f;c0ef5fba-a06d-486f-8e24-82cc79b1bd59
;DEM;;c34c4e66-a33a-4952-af54-f0808649d76f;6a688541-b16a-45ca-8aa9-fa700373279f;18ccbfdf-0dd6-4d6c-904d-57762e7ca1a6
;PT;;be8c0ddb-81c5-40de-a181-8b154c9fa5f7;6a688541-b16a-45ca-8aa9-fa700373279f;09b48b18-7839-4e67-ad0a-a7d623474e11
;PT;;bf8be4ee-95b0-48aa-80bd-22b3a837c0b3;6a688541-b16a-45ca-8aa9-fa700373279f;bdf55b9e-fbdd-48a3-a54f-b9d04e59e242
;PTB;;aeed4aee-120e-4354-8cd0-9ea9ce42048d;6a688541-b16a-45ca-8aa9-fa700373279f;b1efaef2-0ec9-404b-accb-df52dad9bd1d
;PSB;;afe48029-1b47-49e8-86e6-8156c60756a1;6a688541-b16a-45ca-8aa9-fa700373279f;a3c5ceab-8ddb-4a00-a885-352d009639e8
;PHS;;afe48029-1b47-49e8-86e6-8156c60756a1;6a688541-b16a-45ca-8aa9-fa700373279f;65ecf873-6213-40ea-9090-61babeaeee38
;DEM;;6d6dc9a0-50f0-4c67-84ce-5f41140e2905;6a688541-b16a-45ca-8aa9-fa700373279f;1420ea78-e379-49b8-b146-cd54d1f80dfe
;PMB;;6d6dc9a0-50f0-4c67-84ce-5f41140e2905;6a688541-b16a-45ca-8aa9-fa700373279f;3200a62c-c7bc-4e81-80f0-9b821c191b4c
;PRB;;6d6dc9a0-50f0-4c67-84ce-5f41140e2905;6a688541-b16a-45ca-8aa9-fa700373279f;0a4bf6d1-5655-4c38-b865-43e91c85efe4
;DEM;;c1ca0bde-3968-4258-a755-97c48435d497;6a688541-b16a-45ca-8aa9-fa700373279f;cc6ab0db-9e43-4091-93c6-50ee7af5f28b
;PT;;9858d495-f037-466e-ac5d-70286a6a6e03;6a688541-b16a-45ca-8aa9-fa700373279f;ada25086-cda1-4694-acb3-c27e81375dc3
;PT;;e90bbb90-d994-4cdb-9ff2-88a207256d40;6a688541-b16a-45ca-8aa9-fa700373279f;1db30980-6425-4aab-a4c7-5cd9d9b84189
;PCdoB;;d04ed77f-75db-48a7-a13b-53a09a0273f6;6a688541-b16a-45ca-8aa9-fa700373279f;c76ab437-68da-42a4-adf1-d0ff5eb1f0f6
;PT;;6d2250a2-1470-4e98-aac1-00c0e57214ae;6a688541-b16a-45ca-8aa9-fa700373279f;96d49994-143c-4618-811c-89930c729210
;PROS;;6d2250a2-1470-4e98-aac1-00c0e57214ae;6a688541-b16a-45ca-8aa9-fa700373279f;3d56f146-8558-4a06-a57f-058b638951a2
;PSB;;6d2250a2-1470-4e98-aac1-00c0e57214ae;6a688541-b16a-45ca-8aa9-fa700373279f;cac7da39-82c0-4ad3-94e6-6ac03af35c3d
;DEM;;5af75f2b-17ff-440e-8d23-c96429ee526c;6a688541-b16a-45ca-8aa9-fa700373279f;b182e315-a6f8-4d10-88eb-b081b8bfee0e
;PT;;9745b26f-e273-416f-9cb8-b32099237f3c;6a688541-b16a-45ca-8aa9-fa700373279f;9b213294-90a7-489e-ac5b-a8accb108a1f
;PMDB;;47b7b328-af0e-4400-affe-f346881f7277;6a688541-b16a-45ca-8aa9-fa700373279f;daf4e1c7-c5ec-44bb-b515-d563ab2a84ab
;PP;;72442655-736d-4c7d-90d7-ddb9169be20d;6a688541-b16a-45ca-8aa9-fa700373279f;7da3e0da-5613-4e8f-9974-5421b8dfcfd8
;PRP;;6ce50919-8966-4c7e-b8e4-83e8aa17e20a;6a688541-b16a-45ca-8aa9-fa700373279f;73876bda-8b49-4cf5-9861-2c4e35ddd1fa
;PTB;;197c61ca-d910-419e-af2a-26bd7d62a70c;6a688541-b16a-45ca-8aa9-fa700373279f;9d451379-ec70-4fb7-9665-791c3742fc20
;PSDB;;6d9bfd70-bab0-45db-9f29-9e3f55ca9330;6a688541-b16a-45ca-8aa9-fa700373279f;971d3192-9743-4337-9095-1838a5ef418e
;PT;;b3d82f7b-46cf-4487-8eef-72a77470ccb6;6a688541-b16a-45ca-8aa9-fa700373279f;fd46d21d-88d3-4ce9-b2b7-8816bd6fb2b2
;PSC;;69255beb-35bf-40ee-85e8-f94e3648dd10;6a688541-b16a-45ca-8aa9-fa700373279f;a4578b09-f8d9-4bbd-bb37-ca602a3e0d93
;PSDB;;69255beb-35bf-40ee-85e8-f94e3648dd10;6a688541-b16a-45ca-8aa9-fa700373279f;39858d82-0d22-41c7-afa4-8468dc2e3ded
;PT;;180b660a-b855-48f5-bda7-8cc27cd4f91f;6a688541-b16a-45ca-8aa9-fa700373279f;6ff0dce1-a5b6-414e-bee8-3b694d44c4ab
;PP;;3992799b-7af3-43b1-8674-1a798e403050;6a688541-b16a-45ca-8aa9-fa700373279f;f6ff6b65-3ca8-4577-90d3-d49efd21bdd3
;PSDB;;2b450075-246c-4239-bab2-df9c3fe1464a;6a688541-b16a-45ca-8aa9-fa700373279f;7fe361a5-5849-4173-8d46-a1e197f717c3
;PTB;;eb33af1b-564d-4500-a8c8-73d105c74ce9;6a688541-b16a-45ca-8aa9-fa700373279f;59070981-a700-4689-8ccb-0ad1672b70cc
;PSDB;;77e652de-4d5d-4492-a8a5-e15704d181ba;6a688541-b16a-45ca-8aa9-fa700373279f;6bc9ae86-d79f-4414-a1c3-32264f2108af
;PSD;;5a679cce-e155-4e7d-9a83-955620282b3d;6a688541-b16a-45ca-8aa9-fa700373279f;8ecadb06-a965-4186-8b0e-8bbfa721a2bd
;PPS;;58cf242b-5bd4-432c-a56f-4ec504b413f6;6a688541-b16a-45ca-8aa9-fa700373279f;6331d52b-1ac2-456e-9130-08835039482c
;PMDB;;58cf242b-5bd4-432c-a56f-4ec504b413f6;6a688541-b16a-45ca-8aa9-fa700373279f;f811dfad-37bd-4ff8-ba7b-376994978448
;PT;;477df208-a414-4dcb-b9c5-776599acabe8;6a688541-b16a-45ca-8aa9-fa700373279f;f56a88be-00eb-4d00-83f0-6fbb9d585639
;DEM;;4f948087-649c-45a5-8e4b-705147911ad1;6a688541-b16a-45ca-8aa9-fa700373279f;0401d5a5-0ec5-469a-a7d3-0a7a2fb7f437
;PROS;;b44e71a9-3fb9-4c6d-8b94-8792011cd2f7;6a688541-b16a-45ca-8aa9-fa700373279f;2c61ab43-2c24-46d3-a4d8-779abb4a2b53
;REDE;;b44e71a9-3fb9-4c6d-8b94-8792011cd2f7;6a688541-b16a-45ca-8aa9-fa700373279f;2677a0c7-e513-457d-a3cd-0e378ef9b07c
;DEM;;879aa805-d44f-401f-941c-c4fefaf4c146;6a688541-b16a-45ca-8aa9-fa700373279f;b6802602-134a-4f4a-9d7d-1d93d89a2ad6
;PCdoB;;d6b42944-185d-46df-b139-0cbb735b88ef;6a688541-b16a-45ca-8aa9-fa700373279f;b82d2778-f0af-4c19-bd2f-044b059b7caa
;PSDB;;4588c83e-6ff1-4bdc-8587-94b53e5ae6c5;6a688541-b16a-45ca-8aa9-fa700373279f;6ebe5799-e70c-440c-984a-fc70f6351bfd
;PSDB;;80e2b188-61d2-440b-b85b-128ceb14edd4;6a688541-b16a-45ca-8aa9-fa700373279f;b1e2b2f9-3baf-4e59-af94-ceca1748b5e8
;PT;;e780fe47-28c0-46a2-9fba-829596d984c1;6a688541-b16a-45ca-8aa9-fa700373279f;1c36733f-db49-4a1d-aa1f-65f480d9b278
;DEM;;711cac88-49b1-4710-ad1a-f1369ae03907;6a688541-b16a-45ca-8aa9-fa700373279f;d4d7d55d-5c1d-4b43-ba84-b93f936ac488
;PSD;;711cac88-49b1-4710-ad1a-f1369ae03907;6a688541-b16a-45ca-8aa9-fa700373279f;8127c18c-ef22-4322-aa26-744590c168ef
;DEM;;53eb5470-5b4c-4b26-8bb5-5490b50cf5f1;6a688541-b16a-45ca-8aa9-fa700373279f;6f478733-1495-4abd-b9b9-b7005868eb0f
;PMDB;;b95876ea-0cab-49bf-ab03-cf101c1434be;6a688541-b16a-45ca-8aa9-fa700373279f;6853f895-19af-4e12-b4e9-f73825069d5b
;PMDB;;c6d4b219-0ca9-40e1-875f-54f8acd5bfad;6a688541-b16a-45ca-8aa9-fa700373279f;a4588969-d099-43e9-b488-2fd82b466305
;PMDB;;3a84f507-d4a8-4c7d-ad35-8436bce678d9;6a688541-b16a-45ca-8aa9-fa700373279f;01863685-5a1a-4e88-b9d6-b81f2a60b493
;PT;;b70c9aff-a556-4d48-8a36-ce38da014a51;6a688541-b16a-45ca-8aa9-fa700373279f;a7e58532-31da-4ec9-a6d2-cb2f2554b8c7
;PMDB;;5002ead2-9292-4114-8bf5-411d670dc03f;6a688541-b16a-45ca-8aa9-fa700373279f;88022502-bfd1-4931-8c11-732de7728d3b
;PSB;;9a3c91fd-a335-445e-b2d5-193001028bac;6a688541-b16a-45ca-8aa9-fa700373279f;6628d94f-7a46-49e8-b124-2102dd20a0e4
;PP;;9a3c91fd-a335-445e-b2d5-193001028bac;6a688541-b16a-45ca-8aa9-fa700373279f;08d94e4c-4b09-4765-a07b-b38dbe8964a4
;PP;;e03f89bf-c7bf-4f38-a036-24b3819e3e88;6a688541-b16a-45ca-8aa9-fa700373279f;329da607-7a3f-4b1b-86cf-a2bf52350587
;PR;;386c62eb-b51f-4895-b016-1f22fd0f5176;6a688541-b16a-45ca-8aa9-fa700373279f;69d7cd25-88b1-4798-bf9b-d8e40e84fce1
;PP;;681337e2-9c6a-4b83-adb2-105bcda63757;6a688541-b16a-45ca-8aa9-fa700373279f;86b11650-b5ac-473e-a448-e13d8036ec1e
;DEM;;681337e2-9c6a-4b83-adb2-105bcda63757;6a688541-b16a-45ca-8aa9-fa700373279f;850e46eb-93ed-42be-a531-8be14dbb311d
;PMDB;;6dd4164a-700d-4a64-9c01-39e20f25d26a;6a688541-b16a-45ca-8aa9-fa700373279f;f3df0426-c731-491e-bf07-7a0548c63128
;PSB;;7db3d48a-edee-490a-8b9b-657f3f768711;6a688541-b16a-45ca-8aa9-fa700373279f;9c13c018-7e89-412b-a79f-8827cb595c82
;PT;;96ab818b-73d7-4889-ab63-69e09310a2b7;6a688541-b16a-45ca-8aa9-fa700373279f;1628eaf5-4617-4378-ad5e-2ee96e5f2fc7
;PR;;670968f1-ef58-461e-a03a-a861deb65bdf;6a688541-b16a-45ca-8aa9-fa700373279f;04919783-b60a-4fe2-a0a6-49143115bf6a
;DEM;;670968f1-ef58-461e-a03a-a861deb65bdf;6a688541-b16a-45ca-8aa9-fa700373279f;f240735e-3d4a-4237-bf96-eca90970cb81
;PMDB;;c9860ba8-abb8-45e6-8e79-8f72e9272edb;6a688541-b16a-45ca-8aa9-fa700373279f;fa2a4550-c1fc-4785-91ee-1a09bcdaebc5
;PT;;484ced43-9ce2-4225-9f7a-f5cd7693c6ae;6a688541-b16a-45ca-8aa9-fa700373279f;0dbb7f4d-a6c0-445b-aa34-2adb5a2cb4d3
;PP;;7de8a2aa-79a3-4c42-ba3e-a0d03f51923b;6a688541-b16a-45ca-8aa9-fa700373279f;fbdab4ee-d6fd-4143-9b52-206819481f93
;PSDB;;bd357053-dcdd-4777-b25d-fd93f2fe1f4f;6a688541-b16a-45ca-8aa9-fa700373279f;9f4b7773-b5c3-4cdf-9173-0705938e4d95
;PDT;;aa9e8f4f-2cdd-448d-b20d-bd36d20c9476;6a688541-b16a-45ca-8aa9-fa700373279f;3102c18e-e13f-4789-94f4-fc3016e9dddc
;DEM;;aa9e8f4f-2cdd-448d-b20d-bd36d20c9476;6a688541-b16a-45ca-8aa9-fa700373279f;2ef29e98-a45c-4023-b3c2-534ed3bbecad
;PMDB;;31316b72-371b-4ea6-97e0-1d28ad8364fd;6a688541-b16a-45ca-8aa9-fa700373279f;057345d6-db2c-4bf1-8e95-62dc918cb396
;PSD;;018d009f-480f-41c3-bcda-7aeeabfe884f;6a688541-b16a-45ca-8aa9-fa700373279f;bc07bc24-92a6-4175-81f2-bfb55efbe828
;PT;;ef1de1c7-b169-4316-a05f-7b736da28f2e;6a688541-b16a-45ca-8aa9-fa700373279f;db93011f-e499-44c2-ad16-f6ee02437438
;PT;;c661c007-75c4-47d3-880e-b5f79a21d12b;6a688541-b16a-45ca-8aa9-fa700373279f;f3174d45-f5d6-4ef2-9131-e9995f41c336
;SD;;23b7dd5c-fc40-4619-bebf-febe952a4800;6a688541-b16a-45ca-8aa9-fa700373279f;27e6fc72-f8ea-4162-a2d1-6aa06d1d0f5a
;PODE;;23b7dd5c-fc40-4619-bebf-febe952a4800;6a688541-b16a-45ca-8aa9-fa700373279f;313cd5ed-54ba-41db-b6dd-816e39561b2c
;PMDB;;75fd6638-b0a9-4086-89ec-fe248676f3d4;6a688541-b16a-45ca-8aa9-fa700373279f;2848a1fc-18c5-4c71-967a-f8c42884ea14
;PSC;;e088151e-471b-432f-b47e-3463e79fa4dd;6a688541-b16a-45ca-8aa9-fa700373279f;68b5b2c1-8824-4cf3-a73e-f79ad0b92e90
;PSDB;;ec9fb26b-06b0-4e7d-ae9a-970252359430;6a688541-b16a-45ca-8aa9-fa700373279f;e67018b2-fe2f-44ac-8e76-ef208016f524
;S.PART.;;ec9fb26b-06b0-4e7d-ae9a-970252359430;6a688541-b16a-45ca-8aa9-fa700373279f;df781b6d-37ec-4419-8b22-438161325401
;PRB;;170c34ab-a935-4319-a3f3-4bc746b74bd7;6a688541-b16a-45ca-8aa9-fa700373279f;ebc2be0b-8a44-4063-a0ac-0531a711eadf
;PSDB;;58033ba5-9752-4747-a627-8f9f7e35cc30;6a688541-b16a-45ca-8aa9-fa700373279f;cff485b9-6842-4169-92e2-43509290a6b2
;PR;;80d34a97-0000-440a-8368-271391fe215f;6a688541-b16a-45ca-8aa9-fa700373279f;be5a3c72-f9bc-413c-b147-27359af3c6ab
;PDT;;91346423-d686-4908-bc89-712ee31e47b5;6a688541-b16a-45ca-8aa9-fa700373279f;6d928f31-6fea-46ff-a4be-b563cfbc31f5
;PHS;;91346423-d686-4908-bc89-712ee31e47b5;6a688541-b16a-45ca-8aa9-fa700373279f;07e6a280-5952-42b6-9705-93ae2530e762
;PSD;;91346423-d686-4908-bc89-712ee31e47b5;6a688541-b16a-45ca-8aa9-fa700373279f;ec839232-2b82-47a9-8641-de285bb7b8e9
;PR;;ee9fad9e-152d-4e89-9b3d-eab0165c30a6;6a688541-b16a-45ca-8aa9-fa700373279f;d77ccf57-d212-41ef-8c24-ee11084c596e
;PSDB;;b05fca5c-1a39-4353-b1e1-d0bcdab1e9bc;6a688541-b16a-45ca-8aa9-fa700373279f;c69f5c6c-7823-4266-967d-2b2823b706db
;PSC;;6641ea98-f0f0-4791-abb6-6a64bbfc4a7c;6a688541-b16a-45ca-8aa9-fa700373279f;39e3a6aa-1ce8-4e19-869a-f74b888043b9
;PSD;;6641ea98-f0f0-4791-abb6-6a64bbfc4a7c;6a688541-b16a-45ca-8aa9-fa700373279f;60bd2668-89e0-41fb-beea-2c3aa629e763
;PMDB;;7aeee2ef-1887-416e-b04b-6f23cf7c46ff;6a688541-b16a-45ca-8aa9-fa700373279f;031d6188-d83f-43ec-b65e-15986a60e0c5
;PMDB;;7809e20c-b28c-4013-bda7-13266213bc6b;6a688541-b16a-45ca-8aa9-fa700373279f;107d265b-e9b6-4066-a0f4-64e85109c9bd
;PP;;916ba8b8-6896-4501-b094-5304fd332271;6a688541-b16a-45ca-8aa9-fa700373279f;bb1a0683-193b-442a-88b8-375e305e20da
;PRP;;59ea183e-c5c4-4512-8edc-d74ee31617f1;6a688541-b16a-45ca-8aa9-fa700373279f;91511bbc-2190-4df9-a1be-ac689188d7dd
;PMB;;59ea183e-c5c4-4512-8edc-d74ee31617f1;6a688541-b16a-45ca-8aa9-fa700373279f;78b216e6-1661-4b15-a8af-0ee315a4fbcd
;PR;;59ea183e-c5c4-4512-8edc-d74ee31617f1;6a688541-b16a-45ca-8aa9-fa700373279f;f665e8fa-e6cf-4ce7-8a70-68a60ab845f9
;PSL;;59ea183e-c5c4-4512-8edc-d74ee31617f1;6a688541-b16a-45ca-8aa9-fa700373279f;8f04f3e4-91dc-4a33-a749-beaaea0682d3
;PRB;;898ab897-5a4f-4b98-b905-4b66b89a4008;6a688541-b16a-45ca-8aa9-fa700373279f;4e42bd85-efa2-42b3-b9b0-b8c6bc1e1326
;PDT;;fb5fca6c-77dd-430b-9518-81d9778ef7b1;6a688541-b16a-45ca-8aa9-fa700373279f;1da31c17-44ee-43a8-a68c-089ac252cf0c
;PMB;;fb5fca6c-77dd-430b-9518-81d9778ef7b1;6a688541-b16a-45ca-8aa9-fa700373279f;1011f354-2c18-476d-a53e-9084474e0f29
;S.PART.;;fb5fca6c-77dd-430b-9518-81d9778ef7b1;6a688541-b16a-45ca-8aa9-fa700373279f;e0ffe69d-a153-4803-91fe-5ca598f67d31
;SD;;fb5fca6c-77dd-430b-9518-81d9778ef7b1;6a688541-b16a-45ca-8aa9-fa700373279f;dc3d5dfd-7b8d-4c90-9d00-3a7a4fc98960
;PSL;;fb5fca6c-77dd-430b-9518-81d9778ef7b1;6a688541-b16a-45ca-8aa9-fa700373279f;13d64d30-5a6c-40f7-93e8-2a7c0d115e47
;DEM;;d2fad348-cc18-4efe-b3ca-c87025d2c61d;6a688541-b16a-45ca-8aa9-fa700373279f;78114497-55a5-4fd3-9ae5-aa9b33cfef99
;PR;;a3de8d28-fc10-417f-94a3-e288532acd5e;6a688541-b16a-45ca-8aa9-fa700373279f;43ee27f0-9a81-4866-a37f-f04963e10f3f
;SD;;24485465-1f9c-4170-97ea-64525c56c789;6a688541-b16a-45ca-8aa9-fa700373279f;c01955d0-81cc-4862-b56a-a485567bd2ec
;PP;;24485465-1f9c-4170-97ea-64525c56c789;6a688541-b16a-45ca-8aa9-fa700373279f;c66489cf-e25a-432c-9d3c-769aa3bb462e
;DEM;;d2eaf71f-8245-4a1b-98c7-393c32ad0241;6a688541-b16a-45ca-8aa9-fa700373279f;a01573d1-7bfd-4dd2-9438-011bb65ef491
;PSL;;cbe0e854-0cc5-41da-b1c2-5f0366d9dfa6;6a688541-b16a-45ca-8aa9-fa700373279f;be4e229c-8505-49ec-bc7b-7c99853b10b2
;PMB;;cbe0e854-0cc5-41da-b1c2-5f0366d9dfa6;6a688541-b16a-45ca-8aa9-fa700373279f;a5d3a261-8b37-42aa-bb92-0ddecf4c1387
;PSL;;cbe0e854-0cc5-41da-b1c2-5f0366d9dfa6;6a688541-b16a-45ca-8aa9-fa700373279f;22fe5d0c-d94f-495c-a29a-d1166c29fd80
;PP;;cbe0e854-0cc5-41da-b1c2-5f0366d9dfa6;6a688541-b16a-45ca-8aa9-fa700373279f;f90f3858-e82e-489d-9831-d92e7d7b72c2
;PPS;;71a05209-b982-44e1-bbbb-df5f3f9e7750;6a688541-b16a-45ca-8aa9-fa700373279f;fc2cdb5a-6e87-4fba-9561-4106a73d414b
;PT;;27d65c1f-60b7-4d09-9737-d4fde7e9e3ca;6a688541-b16a-45ca-8aa9-fa700373279f;c8c9364b-4e94-4d93-ba4b-72f3eb258d89
;PSDB;;1ba7f91e-f460-4330-ba46-61b84a6a67b3;6a688541-b16a-45ca-8aa9-fa700373279f;81344c6b-38ac-4270-ac79-355d068af885
;PSB;;e90ec80a-90ed-4d89-9e66-3341de786f48;6a688541-b16a-45ca-8aa9-fa700373279f;d197e0aa-7b4f-4a96-b6cf-c6b42665d7b2
;PSOL;;e90ec80a-90ed-4d89-9e66-3341de786f48;6a688541-b16a-45ca-8aa9-fa700373279f;99a5e794-ec6d-4c1f-8442-aa98f0805d45
;PMDB;;1fb9b030-43da-4e71-8cd7-c88766990032;6a688541-b16a-45ca-8aa9-fa700373279f;7cec4bf2-7023-4b76-b62d-a51b78c0b3af
;PR;;0cebc662-55fd-47c5-b19a-52fb6d5cbf7a;6a688541-b16a-45ca-8aa9-fa700373279f;c0e5e95f-5977-4a8c-84b9-a7c51efb86b9
;PSDC;;55c86897-7642-411a-b987-d40a52482969;6a688541-b16a-45ca-8aa9-fa700373279f;d2fa4a6e-f0f7-4337-b47c-28e8c0735663
;PMB;;55c86897-7642-411a-b987-d40a52482969;6a688541-b16a-45ca-8aa9-fa700373279f;33835bce-a84c-420f-a268-4e1f25ea6659
;PTN;;55c86897-7642-411a-b987-d40a52482969;6a688541-b16a-45ca-8aa9-fa700373279f;c31d3926-2598-4366-b49b-ff183c2dc34f
;PODE;;55c86897-7642-411a-b987-d40a52482969;6a688541-b16a-45ca-8aa9-fa700373279f;94999035-756d-4747-b556-fcce2ac7beb3
;PT;;80ca49e7-97e1-43df-b656-802cd3946dac;6a688541-b16a-45ca-8aa9-fa700373279f;5851374b-62ff-4e21-8e4b-5d54ee0abd82
;PTB;;f6c87df2-105f-4886-b5b4-7aebb4e99bd9;6a688541-b16a-45ca-8aa9-fa700373279f;40dfe538-8c6f-46f0-ab51-8b1c7c9a1062
;PSDB;;828c1f19-1b0e-4a4c-a6ae-e7fae6f3fcdb;6a688541-b16a-45ca-8aa9-fa700373279f;7c9c1324-52ac-470e-b1f9-9f4d297edcaa
;PTdoB;;56ced610-3a3d-4882-92e7-97463706fd49;6a688541-b16a-45ca-8aa9-fa700373279f;a0af7cc1-11b7-40b5-a25b-4761f8126257
;AVANTE;;56ced610-3a3d-4882-92e7-97463706fd49;6a688541-b16a-45ca-8aa9-fa700373279f;ec3c826c-98b2-4f62-a405-9372ee93961a
;PMDB;;5ca40552-303b-4d52-bbdd-69fa3c289553;6a688541-b16a-45ca-8aa9-fa700373279f;38fbd27a-7711-4c63-8e8a-6dc02d901d44
;PSB;;60a9ecde-f162-435a-b97f-3c31a954efd1;6a688541-b16a-45ca-8aa9-fa700373279f;ae65d705-d3bd-42d5-8694-b565cb7d04dd
;PMDB;;415cace3-12a5-434f-b729-eb0ecc07dd36;6a688541-b16a-45ca-8aa9-fa700373279f;4bb211c1-62d1-4f08-bade-1f0c9963f28d
;PR;;31903233-0d33-4fd9-9c32-33a06710ef29;6a688541-b16a-45ca-8aa9-fa700373279f;858ad9a3-245a-4213-9b85-c88f111dcc5f
;PR;;64eef1d1-ba59-4a58-9730-b197dc6186a9;6a688541-b16a-45ca-8aa9-fa700373279f;10551f0e-b9cc-4af9-b364-d281b3a1b522
;PT;;505b8703-cf3c-4e54-816d-16d8334d9328;6a688541-b16a-45ca-8aa9-fa700373279f;e13b1d45-a48f-4e29-94b3-b9597abe2dbb
;PSL;;f0de0283-fd9f-4a39-a966-48864531cad4;6a688541-b16a-45ca-8aa9-fa700373279f;18dc1338-174e-4cad-b186-231864b38248
;PP;;ff983966-a102-42bb-ac2d-b3c171741236;6a688541-b16a-45ca-8aa9-fa700373279f;0865d5d8-6de0-4b82-af6a-d216e5e8f79c
;PSDC;;48687c9a-de27-4884-8fae-8f6f75077ca6;6a688541-b16a-45ca-8aa9-fa700373279f;f98434fd-7c00-4032-87cb-64f0148bebdf
;PTN;;48687c9a-de27-4884-8fae-8f6f75077ca6;6a688541-b16a-45ca-8aa9-fa700373279f;3c5185bb-9183-490a-b3e1-2afc6ec6b034
;PODE;;48687c9a-de27-4884-8fae-8f6f75077ca6;6a688541-b16a-45ca-8aa9-fa700373279f;3a53a8e0-f091-4d66-b95f-725e0a0b1f83
;PCdoB;;af51933b-e7b8-4368-a7f3-db1f14a0e320;6a688541-b16a-45ca-8aa9-fa700373279f;f6b7c429-4f16-4f9d-8972-bc0462f7695f
;PSDB;;c9f5587f-cf1c-46c8-a038-9ec11c182c64;6a688541-b16a-45ca-8aa9-fa700373279f;5b46bc24-3bd2-4d27-bc10-51e5e915459b
;PSB;;dc898628-fc22-4b90-87a2-62cc60111c4b;6a688541-b16a-45ca-8aa9-fa700373279f;4ac2a6a6-2643-4957-9a3c-63f5a1f46223
;PMDB;;cc262de7-6f77-4c1b-bad1-7385d4bdf0e5;6a688541-b16a-45ca-8aa9-fa700373279f;ef645242-1a36-4e09-aca4-f74c60806114
;PT;;f059e4fb-25c9-4f17-861a-aca8a4087a53;6a688541-b16a-45ca-8aa9-fa700373279f;37d73fb9-2f9c-4239-9263-eedd98d3fc1d
;PMDB;;27cb99ed-e41a-4c16-a0f6-5eb3687d7fc3;6a688541-b16a-45ca-8aa9-fa700373279f;f86ebad6-1ab2-44c5-afbc-9a2ad73056f9
