cam:finishDate;cam:sigla;cam:startDate;org:member;org:role;slnp:resource_uri
;PEN;;3b49df23-c871-4fae-be85-9349330e2238;6a688541-b16a-45ca-8aa9-fa700373279f;2139f929-5e20-420d-b0b9-8baf95755267
;SD;;e9787dec-f1e0-4c2a-a554-ddb4cf785225;6a688541-b16a-45ca-8aa9-fa700373279f;e2f74dac-4315-480e-923a-4f2e8d7b6bfa
;PMDB;;92d7646f-0b61-48ff-bdd0-c234456eab80;6a688541-b16a-45ca-8aa9-fa700373279f;16ceb712-c31d-4a63-9f85-1cc99ed474a3
;DEM;;92d7646f-0b61-48ff-bdd0-c234456eab80;6a688541-b16a-45ca-8aa9-fa700373279f;c59f6a78-1d3f-4526-a1af-7936527a1649
;SD;;89cd5a89-6ba4-42e4-b2c7-d514d5660239;6a688541-b16a-45ca-8aa9-fa700373279f;06567255-04f3-4978-a976-85dd4299681c
;PT;;719ae20e-7c84-4767-8f1e-f6f0624cd5ea;6a688541-b16a-45ca-8aa9-fa700373279f;58565d54-affe-476e-9d11-1f24c597726f
;PMDB;;ab9b54c7-1071-41e5-ab76-ead16e26799c;6a688541-b16a-45ca-8aa9-fa700373279f;094a0893-3d41-42e2-b577-196a94a97485
;PDT;;227aa586-736c-43e5-a8aa-ab0200616913;6a688541-b16a-45ca-8aa9-fa700373279f;326044fc-ea37-4d42-bdea-14d564da85b6
;PSC;;227aa586-736c-43e5-a8aa-ab0200616913;6a688541-b16a-45ca-8aa9-fa700373279f;d9374935-bf2e-4b9c-99ab-0879d085d9d6
;PDT;;fe1660c8-1e36-4a4d-a8cc-33b7b0922eb1;6a688541-b16a-45ca-8aa9-fa700373279f;003b5237-8f13-4618-be82-72d873fa1c8f
;PV;;b211f117-3a4b-4149-bfc4-571bba56900e;6a688541-b16a-45ca-8aa9-fa700373279f;b7c97509-1d9e-4f52-9f63-773eae4dfb98
;PP;;b211f117-3a4b-4149-bfc4-571bba56900e;6a688541-b16a-45ca-8aa9-fa700373279f;88c565cb-c30a-489f-820c-401d0928ef87
;PSD;;aaa9ca3c-7989-41e5-9485-baa9ed9efc39;6a688541-b16a-45ca-8aa9-fa700373279f;237431bb-a5a3-4b4c-80f3-e539b468631b
;PMDB;;ab9bb9f5-a5b7-4a7d-ad97-9ff6d82277e3;6a688541-b16a-45ca-8aa9-fa700373279f;a7288857-e1ce-42a5-a364-d600b2eed7f1
;PR;;da0772a1-8e59-4d0e-ac25-846285ee4ff0;6a688541-b16a-45ca-8aa9-fa700373279f;442994e7-827b-4b05-b446-8253d53d6320
;PDT;;9baea0e6-e9df-4fb6-a04b-3ece7f0040b9;6a688541-b16a-45ca-8aa9-fa700373279f;6144eee0-72da-4f56-94da-09439781c8e0
;PMDB;;514108aa-be67-4968-aab0-c6ebcc3db613;6a688541-b16a-45ca-8aa9-fa700373279f;2d133fb2-90a4-4981-b9c2-319bafdd2efe
;PTB;;2b57a97d-5db3-405c-bedd-433aa3fb1c5b;6a688541-b16a-45ca-8aa9-fa700373279f;8cf8d200-754a-4c1e-abcf-b732fd3af324
;PMDB;;23b18b97-d11c-46ed-8169-896c71ff7030;6a688541-b16a-45ca-8aa9-fa700373279f;957f5d2b-5043-47c6-99c7-b3364dff3a0a
;PSDB;;e8fccb5e-7e21-455e-a6a2-b400cb91604e;6a688541-b16a-45ca-8aa9-fa700373279f;fa4debc1-4e69-4227-9d9e-dc3f6668607d
;PR;;4070654b-a5b5-4dc1-9848-08f87f5f9893;6a688541-b16a-45ca-8aa9-fa700373279f;59bf3e3d-6941-47bb-b92f-d1627da50022
;PV;;c339b7a0-1f09-49eb-b2da-7d536a0baa2f;6a688541-b16a-45ca-8aa9-fa700373279f;3f89e9af-983e-4d7f-9d43-8dc996bdce58
;PMB;;c339b7a0-1f09-49eb-b2da-7d536a0baa2f;6a688541-b16a-45ca-8aa9-fa700373279f;d0cba8f8-ca50-4ae5-a855-86b7fdd94cdc
;PSD;;c339b7a0-1f09-49eb-b2da-7d536a0baa2f;6a688541-b16a-45ca-8aa9-fa700373279f;3e1aad48-0d2a-403c-8ede-3972bc66ed69
;PSB;;cdc486fd-fa90-4ce2-9ac3-1c9e8547e98a;6a688541-b16a-45ca-8aa9-fa700373279f;d48a855c-f01b-4d93-b18c-fa2936949d03
;PR;;cdc486fd-fa90-4ce2-9ac3-1c9e8547e98a;6a688541-b16a-45ca-8aa9-fa700373279f;443079b8-3ae2-465f-950a-3b5c4a50f608
;PT;;5e385bcb-94be-4940-8335-f09cfe920808;6a688541-b16a-45ca-8aa9-fa700373279f;0ab4be9a-2474-4a2d-ba31-37a404e46f38
;PRB;;e3fa9616-712b-43c8-9056-044053fcd89f;6a688541-b16a-45ca-8aa9-fa700373279f;a009f94e-5630-4b2a-a920-b28dd10018e3
;PT;;734dbcd1-eb66-4b24-ac70-c911da6a8ac3;6a688541-b16a-45ca-8aa9-fa700373279f;807da326-179f-4a93-828e-29638a7569da
;PMB;;734dbcd1-eb66-4b24-ac70-c911da6a8ac3;6a688541-b16a-45ca-8aa9-fa700373279f;794ad7e5-2837-4a3c-be58-5b130ec4fd10
;PROS;;734dbcd1-eb66-4b24-ac70-c911da6a8ac3;6a688541-b16a-45ca-8aa9-fa700373279f;48551469-c2b6-4186-8a30-cd2e65218e0c
;PT;;08188559-f368-4b5d-b2e1-c9fa4b67b3d5;6a688541-b16a-45ca-8aa9-fa700373279f;91fe5ac7-2b9f-40e3-ab5d-6c36ce3ba8e1
;PT;;72545472-9772-4d2a-b11e-4209daadcb53;6a688541-b16a-45ca-8aa9-fa700373279f;392cca9c-6fe4-45b5-90ef-4c3cd2ace90d
;PROS;;927e79df-3c9a-4230-bdbb-cabfa2838295;6a688541-b16a-45ca-8aa9-fa700373279f;162e4e0a-fad5-4cd2-8667-183f035c22bc
;PMB;;927e79df-3c9a-4230-bdbb-cabfa2838295;6a688541-b16a-45ca-8aa9-fa700373279f;40318c00-7024-46b1-9c58-7780ebc5b8f6
;PMDB;;927e79df-3c9a-4230-bdbb-cabfa2838295;6a688541-b16a-45ca-8aa9-fa700373279f;03a99f6d-f47b-4c5a-a411-45f0e5659f3d
;PSB;;927e79df-3c9a-4230-bdbb-cabfa2838295;6a688541-b16a-45ca-8aa9-fa700373279f;e21c4bac-9084-453f-854a-60e88563a2d0
;PT;;c4e54cae-0a61-41f7-aead-7e01a510e443;6a688541-b16a-45ca-8aa9-fa700373279f;cfa35bb3-970e-4ee1-b0e4-bb7581745c48
;PMDB;;6a71baef-158f-4269-b65d-b986bcec389e;6a688541-b16a-45ca-8aa9-fa700373279f;2a2bb07b-b3a7-4866-82cf-8b724591ca01
;PROS;;70ad241b-5add-4830-82aa-a6cce30d038f;6a688541-b16a-45ca-8aa9-fa700373279f;4d5691c3-9b69-4453-843b-0c528a7d029c
;PDT;;70ad241b-5add-4830-82aa-a6cce30d038f;6a688541-b16a-45ca-8aa9-fa700373279f;1e61c421-7078-490c-b206-853773f50ed7
;PMDB;;bd150be5-b552-4712-b1f5-10dfba06d9d2;6a688541-b16a-45ca-8aa9-fa700373279f;aa0dd7b1-d466-4e6f-9bf8-d313db731b21
;PRTB;;cf12ea39-cefa-4e29-aa5c-cda24f9431be;6a688541-b16a-45ca-8aa9-fa700373279f;5eb56d65-ef65-4e03-b239-e0e16446e2f7
;PT;;3a1fcdeb-6f59-4b90-a8f4-5bdf382f2720;6a688541-b16a-45ca-8aa9-fa700373279f;82b9b8a5-9ea4-4a9e-97d3-58aa03528024
;PT;;d463e31b-e886-4ebf-85db-fe6e4590d4e7;6a688541-b16a-45ca-8aa9-fa700373279f;d71e9031-772c-4f44-8713-07dc27a525c5
;PMB;;d463e31b-e886-4ebf-85db-fe6e4590d4e7;6a688541-b16a-45ca-8aa9-fa700373279f;03a6ae92-95ef-4076-9643-db36056a61dd
;PROS;;d463e31b-e886-4ebf-85db-fe6e4590d4e7;6a688541-b16a-45ca-8aa9-fa700373279f;b6164016-e2be-4035-9836-4ccf7a9a9c3d
;PSDC;;c4653838-829e-497b-a26a-3f5a17bacd22;6a688541-b16a-45ca-8aa9-fa700373279f;4cf515d4-f20d-45f3-833d-3ed1afb3221f
;DEM;;c4653838-829e-497b-a26a-3f5a17bacd22;6a688541-b16a-45ca-8aa9-fa700373279f;0326a0d1-0b79-4cdf-9363-bda901faf0f0
;PROS;;c4653838-829e-497b-a26a-3f5a17bacd22;6a688541-b16a-45ca-8aa9-fa700373279f;9c8202a7-1846-42c2-b2c6-72cf3d753ce6
;PP;;0698edbc-7afe-458c-9a02-538d7f357b13;6a688541-b16a-45ca-8aa9-fa700373279f;e3d89d96-81b3-441f-aca2-1850a4d75d69
;PTC;;f560b04f-8439-4334-ae6c-f2686e605890;6a688541-b16a-45ca-8aa9-fa700373279f;b2eebc38-2422-4812-9d32-1963e397145c
;PV;;f560b04f-8439-4334-ae6c-f2686e605890;6a688541-b16a-45ca-8aa9-fa700373279f;d6df2ed9-e342-4697-a8b0-255ea10d7ef4
;PSB;;0b1d69e5-2912-4b72-a3e3-65c1d7c2d55b;6a688541-b16a-45ca-8aa9-fa700373279f;69f2d1e7-8cdc-4312-8d1c-7efe4b68bc35
;PR;;0b1d69e5-2912-4b72-a3e3-65c1d7c2d55b;6a688541-b16a-45ca-8aa9-fa700373279f;332e12af-a8f5-4455-a004-986b3c7673ed
;PR;;86d9e3eb-d347-4b47-823e-8bebaf710e41;6a688541-b16a-45ca-8aa9-fa700373279f;75e39b8c-ff56-4e16-b7ba-4ca5eef86190
;PSB;;55fde404-e6b1-4455-817e-0271e56dfa88;6a688541-b16a-45ca-8aa9-fa700373279f;dc88b6c6-aa2a-4d45-a098-3972b433a00f
;PSB;;17c7295e-824b-496f-b235-9c26a841aeda;6a688541-b16a-45ca-8aa9-fa700373279f;cc252d4e-1469-4789-82dc-a1ab4abe20c6
;PSC;;3537b64c-c2ce-4abe-9a58-4a9dd967b0a3;6a688541-b16a-45ca-8aa9-fa700373279f;636a7fb0-c3bb-4755-8ecc-9ff36aabd6ab
;PDT;;be2e1629-8047-4097-aa5f-1bb24030402b;6a688541-b16a-45ca-8aa9-fa700373279f;baa7fa79-d476-4f8f-baba-476052ca5177
;PSD;;be2e1629-8047-4097-aa5f-1bb24030402b;6a688541-b16a-45ca-8aa9-fa700373279f;e9f4f9ab-9638-44c8-927b-4e3d7d7e7544
;PDT;;d2fbf58a-385d-498f-a17a-698a9b9afaed;6a688541-b16a-45ca-8aa9-fa700373279f;7e92fbef-086a-4454-afb8-0a0391636455
;PSB;;79d1dc88-b446-48fa-bb5b-3368e237d25f;6a688541-b16a-45ca-8aa9-fa700373279f;aa569b76-2f78-4697-8fe0-cb728764cd8e
;PSD;;79d1dc88-b446-48fa-bb5b-3368e237d25f;6a688541-b16a-45ca-8aa9-fa700373279f;de007c36-f816-4710-9018-7236d3745170
;PRB;;a5254823-ec75-4d71-8c76-0cadd69fa2ca;6a688541-b16a-45ca-8aa9-fa700373279f;3447759d-fb37-4328-aba9-d5f5358c9f50
;PMDB;;bda06859-ee9d-4566-862d-4edf308703f6;6a688541-b16a-45ca-8aa9-fa700373279f;021fd8de-f97e-4ebd-bc2e-2da3dcb17fac
;PP;;d87242cb-8084-42aa-88a0-0b600c41bc3c;6a688541-b16a-45ca-8aa9-fa700373279f;16dbb28e-6474-4aad-a3a6-f9c5528fa853
;PSDB;;c7b0f208-8316-4721-9b21-7ed1dd4d6cfe;6a688541-b16a-45ca-8aa9-fa700373279f;76bf14a6-d576-4772-9ee5-975a55ecae5d
;PSC;;b6c1f0a1-73db-4745-8204-9ff652978ddb;6a688541-b16a-45ca-8aa9-fa700373279f;3ebf6ea7-0277-4913-bd6e-73d9d558d875
;PTdoB;;b6c1f0a1-73db-4745-8204-9ff652978ddb;6a688541-b16a-45ca-8aa9-fa700373279f;f4e92c04-b1ca-49ae-951c-d21fd0bc12b6
;AVANTE;;b6c1f0a1-73db-4745-8204-9ff652978ddb;6a688541-b16a-45ca-8aa9-fa700373279f;4da7f942-c210-4957-a8ee-caae6f775d7d
;PMDB;;aef3c6ae-a8d9-4ab3-857b-6cee44563d5f;6a688541-b16a-45ca-8aa9-fa700373279f;b9a0e7ee-6100-4979-87e5-7a96a7718e17
;PSD;;de5d5e17-aacc-4e3c-a192-b3b005a7000c;6a688541-b16a-45ca-8aa9-fa700373279f;4bc27870-77ac-4fb1-ab3c-b6479bd77546
;PRB;;de5d5e17-aacc-4e3c-a192-b3b005a7000c;6a688541-b16a-45ca-8aa9-fa700373279f;dc52b030-cb38-4594-b78c-0621efc30938
;PSD;;d41172e1-44e1-410b-ad9b-a39059c5f5d2;6a688541-b16a-45ca-8aa9-fa700373279f;0b9c7438-a599-45a4-9670-09303e34115d
;PT;;3386052b-c620-4cef-a856-75e245ddae67;6a688541-b16a-45ca-8aa9-fa700373279f;fb62df89-6f00-4136-ac57-46ecf0a19137
;PSDB;;8fd74653-fefb-43d2-b8f1-62244738a39e;6a688541-b16a-45ca-8aa9-fa700373279f;38b00f25-71a8-4e4a-a1a0-b33ab91d5a67
;PSD;;a5648343-1a60-4282-8d6c-e579b121c77a;6a688541-b16a-45ca-8aa9-fa700373279f;7a2a3a59-bb6c-455b-9e9f-24b0833fe499
;DEM;;a5648343-1a60-4282-8d6c-e579b121c77a;6a688541-b16a-45ca-8aa9-fa700373279f;c8f07ccd-438b-43d2-b1e2-e24fd0c260a4
;PDT;;b00dfba4-7a85-4913-982a-93934b985012;6a688541-b16a-45ca-8aa9-fa700373279f;09d9806e-f23a-4797-81ee-66860a479a4e
;PR;;bcc8070d-6853-426f-8748-ec700fb17547;6a688541-b16a-45ca-8aa9-fa700373279f;7b78ce48-e93c-498c-a92c-38afe89b88e3
;PODE;;bcc8070d-6853-426f-8748-ec700fb17547;6a688541-b16a-45ca-8aa9-fa700373279f;64b962ae-8dab-4c42-92f2-35be06c8a790
;PSD;;e5c2e6a8-f90b-41d8-ac0e-039fa75c0cff;6a688541-b16a-45ca-8aa9-fa700373279f;78483644-c1a3-46ac-b40f-e4467dbd5ffe
;PMDB;;e5c2e6a8-f90b-41d8-ac0e-039fa75c0cff;6a688541-b16a-45ca-8aa9-fa700373279f;24f92d13-bf0d-426f-979a-a1c6af3cd7ce
;PODE;;e5c2e6a8-f90b-41d8-ac0e-039fa75c0cff;6a688541-b16a-45ca-8aa9-fa700373279f;a2df1c90-cd24-4fc5-a9d1-cd8ab35b14eb
;DEM;;e5c2e6a8-f90b-41d8-ac0e-039fa75c0cff;6a688541-b16a-45ca-8aa9-fa700373279f;d0366889-c5c8-4461-8dff-d7a34aa21e04
;PTB;;9abc93c7-9a14-46c9-8091-815021bf42f7;6a688541-b16a-45ca-8aa9-fa700373279f;cb0c0c9f-bb99-495d-a950-f44054c251ce
;PSB;;4c176457-eff6-4694-9906-f3efbbd70dd8;6a688541-b16a-45ca-8aa9-fa700373279f;28df1d73-8ceb-43f3-bf3d-74d3c711a3c5
;PMDB;;236eae5f-707b-4670-95d2-0feaf4299092;6a688541-b16a-45ca-8aa9-fa700373279f;9a6689b4-b2b5-4c16-8f57-4776fdd7c614
;PRB;;e8c892f2-f2da-4c4d-a897-d7be5051aa02;6a688541-b16a-45ca-8aa9-fa700373279f;ecdfe75c-b370-4c6f-b21c-8362d23077d2
;PV;;afc0c78d-ac50-4630-993d-57c01c5c9b59;6a688541-b16a-45ca-8aa9-fa700373279f;e04b6a1e-852a-431b-8a54-398b7f63b916
;PPS;;2693b112-3f84-48af-90ca-28cb87c4630c;6a688541-b16a-45ca-8aa9-fa700373279f;ea20b606-d7fe-44d6-8c70-c472d1cc56ef
;PSD;;2693b112-3f84-48af-90ca-28cb87c4630c;6a688541-b16a-45ca-8aa9-fa700373279f;5aa655b9-d140-4503-bf1d-342b22b73c1b
;PP;;a4c28b5a-8387-4e77-8dee-a40e3655883b;6a688541-b16a-45ca-8aa9-fa700373279f;81b3a955-1bc6-44d9-8d63-59bf47d9dc84
;PT;;3063fa14-ef85-4d4f-adea-e3405adb0353;6a688541-b16a-45ca-8aa9-fa700373279f;8b6ec940-4684-40fc-9038-ebd440dcb163
;PPS;;019bceef-198c-4523-9df7-27c6f799e2f3;6a688541-b16a-45ca-8aa9-fa700373279f;2f2866de-c3a5-4487-9480-1a1b8647e99c
;PSDB;;242d389b-0cdc-4cad-a82c-38894ad7f4ed;6a688541-b16a-45ca-8aa9-fa700373279f;45c51030-d504-4467-ad1f-c3d304147517
;PMDB;;98c0948c-3ceb-43ef-aae1-e85ace650492;6a688541-b16a-45ca-8aa9-fa700373279f;418f3d3b-b91c-4618-8f4d-83e3292af19a
;PSD;;72830c60-2671-4d34-bf7f-ef5a2343fbd1;6a688541-b16a-45ca-8aa9-fa700373279f;d003f114-dad9-4f16-8e4b-8f4ed4962022
;PR;;c71c538b-7d36-49a5-993f-87ba8ab7f21b;6a688541-b16a-45ca-8aa9-fa700373279f;22b8e348-edb9-490f-b8e0-a554ff58d447
;PTdoB;;67e2137b-bf63-461f-ba62-6006695f2895;6a688541-b16a-45ca-8aa9-fa700373279f;0441f087-a254-4bbb-ad6e-209636b136a8
;AVANTE;;67e2137b-bf63-461f-ba62-6006695f2895;6a688541-b16a-45ca-8aa9-fa700373279f;21d7cae9-9faa-4993-be13-1b7a666b343c
;PDT;;153b2ef8-0434-42e9-a034-e4e43fc6f81a;6a688541-b16a-45ca-8aa9-fa700373279f;cea9718d-851e-44c6-8861-50779847ecca
;PRB;;6f66ea40-59e1-4189-80fc-23d173cf7ed8;6a688541-b16a-45ca-8aa9-fa700373279f;0e2ef9a5-5ab1-4ead-9c10-5338e0a359bf
;PCdoB;;860c9149-e090-4e92-bb09-ad0d8764fcbc;6a688541-b16a-45ca-8aa9-fa700373279f;7aceeacd-221f-435c-939d-8fdb7cfd7587
;PMDB;;fcb6b195-b559-4e4d-a675-cacd00bd1c93;6a688541-b16a-45ca-8aa9-fa700373279f;f800b905-350b-4183-93e8-66b58c7cd6e2
;PP;;fcb6b195-b559-4e4d-a675-cacd00bd1c93;6a688541-b16a-45ca-8aa9-fa700373279f;df884b71-9d3e-4d13-8cc8-45c448bdc2f2
;PDT;;7c1995e4-4dec-48be-b1c8-0f224542ba7b;6a688541-b16a-45ca-8aa9-fa700373279f;23836f31-73d4-4b5a-8608-798bce77d996
;PROS;;4632265f-abf0-4fbc-a2ab-a895ae2bc3c4;6a688541-b16a-45ca-8aa9-fa700373279f;b3aa660f-92fe-4c70-a8bb-209f9dd23f0b
;PMDB;;4632265f-abf0-4fbc-a2ab-a895ae2bc3c4;6a688541-b16a-45ca-8aa9-fa700373279f;583dd694-267a-495b-8d26-a5458cf836b2
;PSD;;51a293ac-3ee1-4a95-ba1f-894abe55adbb;6a688541-b16a-45ca-8aa9-fa700373279f;2daf4005-1bf1-4f79-8b6b-706a2e18ba6b
;PRB;;af5dd8dd-af83-48f1-8682-d457bfcfd0ca;6a688541-b16a-45ca-8aa9-fa700373279f;161e330b-4cb5-467a-bae6-208f38336e77
;PMDB;;64fb2464-058e-43fa-a58c-627aedaa215b;6a688541-b16a-45ca-8aa9-fa700373279f;fdd45942-32c5-4ae4-b4a8-8063d0a3f7c1
;PSDB;;17a55e16-a13f-47a4-b814-89db6d14a581;6a688541-b16a-45ca-8aa9-fa700373279f;2b394da1-be7f-4ff0-b684-b667182a33e7
;PMDB;;a22583b5-4db8-4e61-8834-4581e1a330ff;6a688541-b16a-45ca-8aa9-fa700373279f;8bfe2a69-94ca-4945-aa4b-787cf77888ea
;DEM;;a22583b5-4db8-4e61-8834-4581e1a330ff;6a688541-b16a-45ca-8aa9-fa700373279f;a82ad1ab-01f6-480a-beee-58377bd1b9ba
;PSB;;6086bdda-a8c1-4d80-befa-4b135464a802;6a688541-b16a-45ca-8aa9-fa700373279f;6c21928f-63d3-4fa8-ace4-02d3b173c25c
;DEM;;af506f1a-ac54-40ec-9ef7-37dbc4901ba8;6a688541-b16a-45ca-8aa9-fa700373279f;c5059a8b-63b0-4ff5-9161-68ac092e965f
;PTB;;e2ba1aec-4455-4272-a56b-6da3a459feca;6a688541-b16a-45ca-8aa9-fa700373279f;dd4c75c0-32a1-43dc-be7b-84484d76b933
;PSDB;;551df645-567d-4994-b633-864cc65b2697;6a688541-b16a-45ca-8aa9-fa700373279f;a582c22f-9dfc-47ca-9e32-3ab9efeb8322
;PROS;;0fc881ad-f4a0-43b9-bc53-8587cdbce70e;6a688541-b16a-45ca-8aa9-fa700373279f;d9e4daf2-f23d-4e16-8161-b78fc3240e6b
;DEM;;2fdff796-f474-47d6-93af-97f28bc47c3b;6a688541-b16a-45ca-8aa9-fa700373279f;e1eb7de3-de39-44ec-9a8e-6c37bb971a33
;PMDB;;b0674792-ac53-41f8-b46b-c7a7161a9e89;6a688541-b16a-45ca-8aa9-fa700373279f;d8881bfc-ce2b-43cc-9a3d-714a5d2c2387
;PT;;d51bb37b-6e70-4037-89d5-df6c8e743a41;6a688541-b16a-45ca-8aa9-fa700373279f;34705d65-973e-4512-bdf6-304269242b9d
;PDT;;58afa4e2-058d-4bc6-ba9d-d22c09e88513;6a688541-b16a-45ca-8aa9-fa700373279f;599df6bf-50ae-4e36-9bbb-13572eaae9c8
;PSDB;;fddf7a57-ea5b-4205-9b18-130db1530bfa;6a688541-b16a-45ca-8aa9-fa700373279f;d731a96b-d62c-4a7e-afcc-8b9b9dc33f14
;PPS;;9f01ecc6-c701-42f0-af53-77a81ee1cc2d;6a688541-b16a-45ca-8aa9-fa700373279f;48644cfd-cc23-4450-9b45-a6f631b11c08
;PSD;;d97354c8-b508-4cab-9c5d-aa0bdec85744;6a688541-b16a-45ca-8aa9-fa700373279f;752896a4-397f-441c-86d0-d20756ae143a
;PP;;4cf36356-ca28-46f7-bf70-1c64b1e15874;6a688541-b16a-45ca-8aa9-fa700373279f;cfc52815-1898-4c4e-b6a9-77aba3e82fb5
;PTB;;f6e926ee-70a6-40c1-b42b-1d97e4b4c391;6a688541-b16a-45ca-8aa9-fa700373279f;de0d2314-0178-440b-aab9-a86805e50610
;PMB;;f6e926ee-70a6-40c1-b42b-1d97e4b4c391;6a688541-b16a-45ca-8aa9-fa700373279f;a4f56e0c-b41f-4560-905b-fa0e6ba4c3f9
;PTN;;f6e926ee-70a6-40c1-b42b-1d97e4b4c391;6a688541-b16a-45ca-8aa9-fa700373279f;30db75ee-5771-46ba-ac5d-9f282cc12a91
;PODE;;f6e926ee-70a6-40c1-b42b-1d97e4b4c391;6a688541-b16a-45ca-8aa9-fa700373279f;a7d50ef2-f7e9-47ac-8692-d65a8c059a90
;PSD;;28032254-47ed-47c8-a8e3-f6fd94d0e909;6a688541-b16a-45ca-8aa9-fa700373279f;bbad404e-04ef-4719-9f5c-e6c28c314c80
;PP;;28032254-47ed-47c8-a8e3-f6fd94d0e909;6a688541-b16a-45ca-8aa9-fa700373279f;abc7233a-f509-4760-aaef-64d99adba419
;PV;;4f718242-2146-4945-9965-55e67fa893a4;6a688541-b16a-45ca-8aa9-fa700373279f;f3637f70-3d52-4b07-9289-2cf381346bd6
;PODE;;4f718242-2146-4945-9965-55e67fa893a4;6a688541-b16a-45ca-8aa9-fa700373279f;73273a8b-5465-4fd6-a03c-782220b54fb5
;PP;;cc43f088-caee-48e9-8d58-8e933bb1b93d;6a688541-b16a-45ca-8aa9-fa700373279f;520d0363-2d77-4e8e-9ed0-83bd832f81ec
;PP;;0e4c946b-bd04-4af2-88aa-9b68cef43afa;6a688541-b16a-45ca-8aa9-fa700373279f;6594ab8b-c897-46fb-a689-8e9dcb0e714b
;PSDB;;2eca34af-77e8-4987-a3d9-ea316fc99373;6a688541-b16a-45ca-8aa9-fa700373279f;205551af-20ad-4c7c-8b56-912be4d9d345
;PRB;;2c151bec-dbb9-43eb-af0d-c77bf53cca9e;6a688541-b16a-45ca-8aa9-fa700373279f;f9e4dab6-7a2b-4832-86ff-593714c327e3
;PT;;1d7fb67f-e08e-433c-a02a-ad8ddfca8c18;6a688541-b16a-45ca-8aa9-fa700373279f;a9dead6e-c386-4ff9-a2eb-e8ed5f5fd5b9
;PP;;184ae212-7bac-42a4-a475-0287bb819721;6a688541-b16a-45ca-8aa9-fa700373279f;c53bbaa6-8825-483f-b3fc-da18f8038f38
;PSD;;a689115b-e230-41af-9201-7886dfd2b7ad;6a688541-b16a-45ca-8aa9-fa700373279f;753f56d9-a94f-4331-bf70-f71ca640d582
;PR;;205a5ebd-3cdc-4ec3-92da-154425665f63;6a688541-b16a-45ca-8aa9-fa700373279f;c1fc36d6-746c-410c-aae2-c36f45e14090
;PP;;44944507-d6f1-4154-818e-7d089f4cb3aa;6a688541-b16a-45ca-8aa9-fa700373279f;a08acfa3-5956-454d-a89e-25db29cb173c
;PTN;;0a763ce3-a14e-4b5e-9205-34635b9dedab;6a688541-b16a-45ca-8aa9-fa700373279f;724e135f-2077-448d-bd8b-6a2ef84bfd51
;PODE;;0a763ce3-a14e-4b5e-9205-34635b9dedab;6a688541-b16a-45ca-8aa9-fa700373279f;0a319fff-e206-4482-ab33-a07cd4bfff08
;PT;;872fb2e3-33db-470a-b3ba-c8ed360b0f0a;6a688541-b16a-45ca-8aa9-fa700373279f;ba76e1eb-58e8-4f8e-bee6-e93c51da0cf6
;PPS;;13a5b77c-2c3d-4044-9c80-1f91350f847a;6a688541-b16a-45ca-8aa9-fa700373279f;21752efa-58db-4f0a-800a-0db18d2c0935
;PRB;;a2b88193-0107-4795-9a8f-0fb80c42d4e0;6a688541-b16a-45ca-8aa9-fa700373279f;a2801a17-e2d6-4188-a288-21769ed21c3c
;PSDB;;383d2e0d-4709-4938-9f02-f5152ef0559c;6a688541-b16a-45ca-8aa9-fa700373279f;9268809d-a99e-4e0e-8a15-2e9c8ebbe764
;PROS;;e1ef7927-e90a-4df0-80ed-c7edde99b3f2;6a688541-b16a-45ca-8aa9-fa700373279f;1efc949a-2f74-42eb-972f-a655cf672f79
;S.PART.;;e1ef7927-e90a-4df0-80ed-c7edde99b3f2;6a688541-b16a-45ca-8aa9-fa700373279f;7fdd440f-a95b-4d2f-acbd-8cfdd6222780
;PSB;;e1ef7927-e90a-4df0-80ed-c7edde99b3f2;6a688541-b16a-45ca-8aa9-fa700373279f;0d1c367a-b380-4157-bb3f-0142b727aed0
;DEM;;026c0d58-0886-4496-bf43-bc77662aae50;6a688541-b16a-45ca-8aa9-fa700373279f;ef3fa5b9-5361-4a10-a6cd-a91df972ed2d
;PSC;;6acae476-1cd6-4991-a56a-b000cdf0ac8a;6a688541-b16a-45ca-8aa9-fa700373279f;c2033690-9508-4254-b865-bd958e775956
;PSD;;6acae476-1cd6-4991-a56a-b000cdf0ac8a;6a688541-b16a-45ca-8aa9-fa700373279f;42257326-f5e3-42da-ba1d-294d4f5b7b1a
;PSC;;3b71f5eb-cd8e-4ba3-8097-c2b82bf54f76;6a688541-b16a-45ca-8aa9-fa700373279f;0460c138-26b2-48ed-b775-18a884077b89
;PSD;;3b71f5eb-cd8e-4ba3-8097-c2b82bf54f76;6a688541-b16a-45ca-8aa9-fa700373279f;73900f7f-2212-46ff-aac0-fee82f5b78c3
;PV;;10678721-e6be-449f-a8ec-78eafee31515;6a688541-b16a-45ca-8aa9-fa700373279f;7338a100-5dc7-4082-ac3e-31310e23fb34
;PPS;;ec02291d-aa1c-497a-b718-773bdbdd6ad1;6a688541-b16a-45ca-8aa9-fa700373279f;b3fe630a-cf1c-4fab-886c-2de0ac2369a1
;PSDB;;ee0b2058-6957-444b-b07d-17c329320692;6a688541-b16a-45ca-8aa9-fa700373279f;f24d7771-6fa9-4d3a-89ea-e6744531bd02
;PT;;149d5d03-3d3f-42c2-8c4c-7262f55f57d3;6a688541-b16a-45ca-8aa9-fa700373279f;ed1b0c4c-373e-4582-8be6-a4c9e8c6dbd9
