finishDate;org:member;org:role;resource_uri;role;startDate
;77aacc4f-a0ce-447c-847d-727d1a150e41;6a688541-b16a-45ca-8aa9-fa700373279f;461a4558-bf49-4642-8e83-2daf59ad80a1;6a688541-b16a-45ca-8aa9-fa700373279f;2018-04-04
2018-04-03;77aacc4f-a0ce-447c-847d-727d1a150e41;6a688541-b16a-45ca-8aa9-fa700373279f;1bf6d530-5a01-4eb5-a4a2-602c5b7b0fd6;6a688541-b16a-45ca-8aa9-fa700373279f;2011-02-03
1991-01-31;77aacc4f-a0ce-447c-847d-727d1a150e41;6a688541-b16a-45ca-8aa9-fa700373279f;b62a8a35-e6d4-487d-9327-4c820f019105;6a688541-b16a-45ca-8aa9-fa700373279f;1990-03-28
1990-03-27;77aacc4f-a0ce-447c-847d-727d1a150e41;6a688541-b16a-45ca-8aa9-fa700373279f;3000cb4d-fec3-4488-a801-9cf5127eb3b7;6a688541-b16a-45ca-8aa9-fa700373279f;1987-02-01
;2898a985-05d8-4aa0-bf1a-9a1ca8fd524c;6a688541-b16a-45ca-8aa9-fa700373279f;e6a6cab2-05c5-41a2-b0c3-03e10f03b474;6a688541-b16a-45ca-8aa9-fa700373279f;1999-02-01
;794a74c9-f834-45e0-84bc-058250b458d2;6a688541-b16a-45ca-8aa9-fa700373279f;c6b85e27-6f31-45f8-b2ba-ac185eff0656;6a688541-b16a-45ca-8aa9-fa700373279f;2011-01-27
;94b7d3fd-f5c7-464a-9568-b1883cc395b5;6a688541-b16a-45ca-8aa9-fa700373279f;5779074a-baf5-472d-b4b4-aa4aec7e0966;6a688541-b16a-45ca-8aa9-fa700373279f;2007-02-01
;a1d33818-4807-4c45-9a6f-8db1e12a0708;6a688541-b16a-45ca-8aa9-fa700373279f;57a22032-060d-4eca-8607-7d20c79a44d8;6a688541-b16a-45ca-8aa9-fa700373279f;1999-02-01
;e8548a1e-fdaa-426c-bbae-a59830f5bb05;6a688541-b16a-45ca-8aa9-fa700373279f;2b105ba9-cb15-4d83-8328-bb308243cda2;6a688541-b16a-45ca-8aa9-fa700373279f;2015-02-01
;b1c81864-5014-4750-8d1d-20145aa7ecdf;6a688541-b16a-45ca-8aa9-fa700373279f;efddf872-134c-4940-b036-1c0229371dcd;6a688541-b16a-45ca-8aa9-fa700373279f;2011-02-03
2006-12-19;ed3219bf-3846-4097-945d-25cc5e37a6cc;6a688541-b16a-45ca-8aa9-fa700373279f;a5e84f25-baac-4144-99ac-5bccfa034f5f;6a688541-b16a-45ca-8aa9-fa700373279f;1999-10-07
1999-10-06;ed3219bf-3846-4097-945d-25cc5e37a6cc;6a688541-b16a-45ca-8aa9-fa700373279f;2aa6db56-5d28-4229-9f79-defcb1dbaa9b;6a688541-b16a-45ca-8aa9-fa700373279f;1999-02-01
;2096d988-a25d-4af6-9032-53163648dacf;6a688541-b16a-45ca-8aa9-fa700373279f;e9a685bc-3a9e-4f80-ae46-93ebad6eae10;6a688541-b16a-45ca-8aa9-fa700373279f;2007-03-14
2007-01-31;2096d988-a25d-4af6-9032-53163648dacf;6a688541-b16a-45ca-8aa9-fa700373279f;884b62c6-b57a-4171-b9ac-571fc41a922f;6a688541-b16a-45ca-8aa9-fa700373279f;2005-06-22
2005-06-15;2096d988-a25d-4af6-9032-53163648dacf;6a688541-b16a-45ca-8aa9-fa700373279f;db945989-a597-4e26-b483-e388efae62a1;6a688541-b16a-45ca-8aa9-fa700373279f;2003-02-01
;1b3cf4c9-df11-4b9b-ab04-4696813316cb;6a688541-b16a-45ca-8aa9-fa700373279f;40d98773-138f-47b3-8c71-5b202f87bc47;6a688541-b16a-45ca-8aa9-fa700373279f;2011-02-03
;687f9449-eae6-4810-8ac6-15e1907fa1be;6a688541-b16a-45ca-8aa9-fa700373279f;b59df723-e9ab-450a-bdf3-af66a50ef961;6a688541-b16a-45ca-8aa9-fa700373279f;2011-02-03
;cd77dc6e-4c17-490a-8390-31ccbd74be68;6a688541-b16a-45ca-8aa9-fa700373279f;b2d89b56-56f3-492e-b338-080a73e04db2;6a688541-b16a-45ca-8aa9-fa700373279f;2011-02-03
;988ef563-72fa-42f1-a7f1-02f736352621;6a688541-b16a-45ca-8aa9-fa700373279f;8b0220c4-392f-45ca-b24f-703dc0104817;6a688541-b16a-45ca-8aa9-fa700373279f;2017-12-18
2017-12-17;988ef563-72fa-42f1-a7f1-02f736352621;6a688541-b16a-45ca-8aa9-fa700373279f;a277b17a-1c0f-4643-aed9-50147375eac2;6a688541-b16a-45ca-8aa9-fa700373279f;2010-02-03
;28357c7e-3936-4843-a5ee-844670006d9e;6a688541-b16a-45ca-8aa9-fa700373279f;9af110a2-1de3-44a9-a402-05c3d5122df9;6a688541-b16a-45ca-8aa9-fa700373279f;2015-02-01
;b9124f79-9536-4036-a13f-13c33433ce62;6a688541-b16a-45ca-8aa9-fa700373279f;149ab392-d508-4aed-b794-6f6e308abc1c;6a688541-b16a-45ca-8aa9-fa700373279f;2015-02-01
;b113ffa4-b745-4911-a4d7-ff2c0290ba33;6a688541-b16a-45ca-8aa9-fa700373279f;38c22ea3-28b8-40cb-ae1d-4600e3a36901;6a688541-b16a-45ca-8aa9-fa700373279f;2015-02-01
;5fdb2567-9b92-4852-8ae8-d3bde3a9ec4c;6a688541-b16a-45ca-8aa9-fa700373279f;4f278ce7-296f-429b-8bd9-9d953775a86c;6a688541-b16a-45ca-8aa9-fa700373279f;2011-02-03
2007-01-31;5fdb2567-9b92-4852-8ae8-d3bde3a9ec4c;6a688541-b16a-45ca-8aa9-fa700373279f;a6a3ff18-0b91-4beb-81b8-9404d5f3a42d;6a688541-b16a-45ca-8aa9-fa700373279f;2005-02-03
2005-02-02;5fdb2567-9b92-4852-8ae8-d3bde3a9ec4c;6a688541-b16a-45ca-8aa9-fa700373279f;65e92740-3d6b-48fa-ab9a-8369e4d5e8ae;6a688541-b16a-45ca-8aa9-fa700373279f;2003-09-16
2003-04-02;5fdb2567-9b92-4852-8ae8-d3bde3a9ec4c;6a688541-b16a-45ca-8aa9-fa700373279f;181804a8-0960-4a62-9abf-e4f227e14a9d;6a688541-b16a-45ca-8aa9-fa700373279f;1999-02-01
;9be4ce66-4c3c-459f-9b02-75afebb6b07b;6a688541-b16a-45ca-8aa9-fa700373279f;58c1ebae-a79b-4179-9dae-d808f50871c5;6a688541-b16a-45ca-8aa9-fa700373279f;2015-02-01
;8115d4a2-6e79-4e83-9982-16d6ded8b86b;6a688541-b16a-45ca-8aa9-fa700373279f;06023afe-f25f-4317-81e5-014f3259c543;6a688541-b16a-45ca-8aa9-fa700373279f;2011-02-03
;3c2489c8-2394-48ac-aee5-459d134fa7fc;6a688541-b16a-45ca-8aa9-fa700373279f;b6da68b1-3752-49f5-b557-1783b862963f;6a688541-b16a-45ca-8aa9-fa700373279f;2011-02-03
;fa9d260b-4bb8-40e8-8237-6c36910f0c2e;6a688541-b16a-45ca-8aa9-fa700373279f;797576a5-297a-46f6-8a76-06201f77ac0d;6a688541-b16a-45ca-8aa9-fa700373279f;1998-11-13
;a4cdc2aa-58c2-4400-80ff-81df5751a1ca;6a688541-b16a-45ca-8aa9-fa700373279f;d9781db4-16bf-4ba6-a90b-b846115718fa;6a688541-b16a-45ca-8aa9-fa700373279f;2011-02-03
;8ed47306-3b66-494c-bec1-65245204fabd;6a688541-b16a-45ca-8aa9-fa700373279f;9ba7d019-a55c-4745-b82e-6a76328a242a;6a688541-b16a-45ca-8aa9-fa700373279f;2011-02-03
;57f59fd6-000f-4712-ab67-67111ca20277;6a688541-b16a-45ca-8aa9-fa700373279f;6de9ee3a-181b-4ac1-9419-735daba447ab;6a688541-b16a-45ca-8aa9-fa700373279f;1999-02-01
;47bbd50b-4613-407b-976e-eb988275a796;6a688541-b16a-45ca-8aa9-fa700373279f;c6adc71c-0d21-4104-93b3-a62abe0ee334;6a688541-b16a-45ca-8aa9-fa700373279f;2011-02-03
;e6151e4a-7a43-4a36-88a1-8846fd93a937;6a688541-b16a-45ca-8aa9-fa700373279f;5d75db66-2438-4dd3-9d46-f737e6c3c2a1;6a688541-b16a-45ca-8aa9-fa700373279f;2011-02-01
;fea99295-e819-4d0a-8351-c6a3bb8ca9c7;6a688541-b16a-45ca-8aa9-fa700373279f;5727fdee-f1c5-46ef-8206-1e080c35f26c;6a688541-b16a-45ca-8aa9-fa700373279f;2015-02-01
;d379f530-2980-49f3-8bc0-cf6777b9abb3;6a688541-b16a-45ca-8aa9-fa700373279f;8920fc50-5b2b-4139-ac3a-5deb95cfe957;6a688541-b16a-45ca-8aa9-fa700373279f;2014-07-16
1999-01-31;d379f530-2980-49f3-8bc0-cf6777b9abb3;6a688541-b16a-45ca-8aa9-fa700373279f;0571f4ca-e3ef-4cc2-a2a8-29394dd489f4;6a688541-b16a-45ca-8aa9-fa700373279f;1997-08-20
1997-08-19;d379f530-2980-49f3-8bc0-cf6777b9abb3;6a688541-b16a-45ca-8aa9-fa700373279f;64e5489c-8c91-417c-8a58-fb56b9eca85e;6a688541-b16a-45ca-8aa9-fa700373279f;1991-02-01
;6e1d05f8-5214-4567-8e6b-53b8a37f5699;6a688541-b16a-45ca-8aa9-fa700373279f;ff5c2c31-27a2-44c8-b2a2-92db317788ce;6a688541-b16a-45ca-8aa9-fa700373279f;2011-02-03
;625b80ee-f645-4712-88ee-7d2d40e40dd3;6a688541-b16a-45ca-8aa9-fa700373279f;66ae86f1-8dde-45b2-a48d-d4b62b6711ba;6a688541-b16a-45ca-8aa9-fa700373279f;2015-02-01
;d8eac7da-f942-4270-8581-c16479bee8a1;6a688541-b16a-45ca-8aa9-fa700373279f;da21ef18-af11-4c58-9506-9dc4498b33d7;6a688541-b16a-45ca-8aa9-fa700373279f;2011-01-31
;28c06ab6-4c7d-4d8d-b444-5bce2e9b8092;6a688541-b16a-45ca-8aa9-fa700373279f;12cbabc2-1de1-479a-9b11-9c0c3d1d3456;6a688541-b16a-45ca-8aa9-fa700373279f;2007-08-02
2007-08-01;28c06ab6-4c7d-4d8d-b444-5bce2e9b8092;6a688541-b16a-45ca-8aa9-fa700373279f;01af5820-9230-475d-8ac2-9ef2d9dafeff;6a688541-b16a-45ca-8aa9-fa700373279f;1999-02-01
;7c9e85ec-10c8-4c1f-96f7-9ac80cce5c2d;6a688541-b16a-45ca-8aa9-fa700373279f;f0d84972-0b8d-4ba0-b07d-4c5972e0a433;6a688541-b16a-45ca-8aa9-fa700373279f;2015-09-25
2015-05-05;7c9e85ec-10c8-4c1f-96f7-9ac80cce5c2d;6a688541-b16a-45ca-8aa9-fa700373279f;12ff4149-88f1-4443-b54b-5c2ce1dc15d2;6a688541-b16a-45ca-8aa9-fa700373279f;2011-01-27
;53b1e990-b31f-4240-8f78-3319fae11c66;6a688541-b16a-45ca-8aa9-fa700373279f;35a3c5e7-47b5-48a4-88df-a0793aa69dfc;6a688541-b16a-45ca-8aa9-fa700373279f;2004-12-16
2004-12-15;53b1e990-b31f-4240-8f78-3319fae11c66;6a688541-b16a-45ca-8aa9-fa700373279f;9758ff63-dd17-47d3-9951-6d750bd22586;6a688541-b16a-45ca-8aa9-fa700373279f;1999-02-01
;58346859-26e8-4d28-a35f-1f427c74ec4d;6a688541-b16a-45ca-8aa9-fa700373279f;b0d3b4b8-e0bb-4a94-8535-4e89f1b1214a;6a688541-b16a-45ca-8aa9-fa700373279f;2015-02-01
;716a7890-cad9-40d8-a104-c23871235ab9;6a688541-b16a-45ca-8aa9-fa700373279f;3c66912f-dae3-4227-866b-1fc19f922c54;6a688541-b16a-45ca-8aa9-fa700373279f;2011-02-03
;611701af-fb70-4567-933f-f8247449db0d;6a688541-b16a-45ca-8aa9-fa700373279f;a06859f3-4534-4e8c-89f2-ef9fd25b247a;6a688541-b16a-45ca-8aa9-fa700373279f;2011-02-03
;061e42ba-da13-4603-803e-6403e5e5dbb4;6a688541-b16a-45ca-8aa9-fa700373279f;6912ddf0-5c1c-4769-b6e5-67244c74ed55;6a688541-b16a-45ca-8aa9-fa700373279f;2011-02-03
;8235de01-4265-4fb0-987e-321e9c9f95f1;6a688541-b16a-45ca-8aa9-fa700373279f;495c20e7-1ee7-4c16-81ff-f08edc344a43;6a688541-b16a-45ca-8aa9-fa700373279f;2011-02-03
;29e87930-e298-4d2a-98f3-24c51543ce9b;6a688541-b16a-45ca-8aa9-fa700373279f;60185f67-7708-4073-b336-5b009ad760b6;6a688541-b16a-45ca-8aa9-fa700373279f;2015-12-01
2011-01-31;29e87930-e298-4d2a-98f3-24c51543ce9b;6a688541-b16a-45ca-8aa9-fa700373279f;afe2fbe6-e9c8-417f-bec7-b748f6184988;6a688541-b16a-45ca-8aa9-fa700373279f;2009-10-15
2009-10-14;29e87930-e298-4d2a-98f3-24c51543ce9b;6a688541-b16a-45ca-8aa9-fa700373279f;560bc462-cbbc-4a50-8f40-634fa9b1a69c;6a688541-b16a-45ca-8aa9-fa700373279f;2007-02-01
2007-01-31;29e87930-e298-4d2a-98f3-24c51543ce9b;6a688541-b16a-45ca-8aa9-fa700373279f;63c91d17-44f5-43d7-a68e-db8fb71afeab;6a688541-b16a-45ca-8aa9-fa700373279f;2003-07-25
2003-07-24;29e87930-e298-4d2a-98f3-24c51543ce9b;6a688541-b16a-45ca-8aa9-fa700373279f;eb29fb17-9b74-4739-926f-d062e532bd27;6a688541-b16a-45ca-8aa9-fa700373279f;2003-02-26
2003-01-31;29e87930-e298-4d2a-98f3-24c51543ce9b;6a688541-b16a-45ca-8aa9-fa700373279f;db64259f-106a-4735-8b98-d04d84c1203e;6a688541-b16a-45ca-8aa9-fa700373279f;1999-02-01
;c9488653-10eb-4cbd-b463-51a892acb032;6a688541-b16a-45ca-8aa9-fa700373279f;b22eee33-dd76-485e-9a51-caf661a36f75;6a688541-b16a-45ca-8aa9-fa700373279f;2006-04-04
2006-04-03;c9488653-10eb-4cbd-b463-51a892acb032;6a688541-b16a-45ca-8aa9-fa700373279f;b45e93fb-28a9-49cb-a9d6-a6aaf419bdfd;6a688541-b16a-45ca-8aa9-fa700373279f;2005-10-04
2005-09-28;c9488653-10eb-4cbd-b463-51a892acb032;6a688541-b16a-45ca-8aa9-fa700373279f;b6d622ea-5a33-4ba3-bfca-37ad93504aad;6a688541-b16a-45ca-8aa9-fa700373279f;2003-02-01
;74ebbe70-0630-463b-bb87-63245f3abf05;6a688541-b16a-45ca-8aa9-fa700373279f;09869bb7-6870-4df8-b005-636e00dd99e6;6a688541-b16a-45ca-8aa9-fa700373279f;2015-02-01
;4ac44cff-d4db-4e3f-b18d-908834c67ffa;6a688541-b16a-45ca-8aa9-fa700373279f;2d066a89-effd-4499-b14e-ff375c3428b4;6a688541-b16a-45ca-8aa9-fa700373279f;2007-02-01
2006-12-19;4ac44cff-d4db-4e3f-b18d-908834c67ffa;6a688541-b16a-45ca-8aa9-fa700373279f;6ec50f35-6f42-4008-802f-a2b4bfd22e81;6a688541-b16a-45ca-8aa9-fa700373279f;2003-02-01
2001-03-21;4ac44cff-d4db-4e3f-b18d-908834c67ffa;6a688541-b16a-45ca-8aa9-fa700373279f;b99d68a1-b299-45e6-9024-cadf1d5e6367;6a688541-b16a-45ca-8aa9-fa700373279f;1999-02-01
;920972c7-31fe-4b6a-8a55-9ebdbed1d2c9;6a688541-b16a-45ca-8aa9-fa700373279f;c6bdc03f-7181-471e-be30-23f8276accfc;6a688541-b16a-45ca-8aa9-fa700373279f;2015-02-01
;522c8b91-1755-4a8e-bcbf-deccb5471daa;6a688541-b16a-45ca-8aa9-fa700373279f;ae30a013-67e2-4cd5-bcc8-ec1ad157bb2a;6a688541-b16a-45ca-8aa9-fa700373279f;2002-10-29
;d08b4fd9-ac97-4a7c-a82d-e82935aeeec4;6a688541-b16a-45ca-8aa9-fa700373279f;43cb1cae-93fc-463d-aeb4-ee3e7fb66191;6a688541-b16a-45ca-8aa9-fa700373279f;2015-09-03
2015-06-09;d08b4fd9-ac97-4a7c-a82d-e82935aeeec4;6a688541-b16a-45ca-8aa9-fa700373279f;6bee1df8-54c5-461f-bb67-356b3bf0ca1d;6a688541-b16a-45ca-8aa9-fa700373279f;1999-02-01
;0d9e16bc-0023-40f5-8f5a-eecb93563d99;6a688541-b16a-45ca-8aa9-fa700373279f;6b547552-fad6-4e55-b686-c408ed019071;6a688541-b16a-45ca-8aa9-fa700373279f;2011-02-03
;b7438e5f-7c24-4c31-b04b-d7743452b22e;6a688541-b16a-45ca-8aa9-fa700373279f;1a5e50b0-a72e-4dbd-b6fa-8f5b0b9618fe;6a688541-b16a-45ca-8aa9-fa700373279f;2007-02-01
;eb16ebfc-6335-45d0-8981-8c78ab9235be;6a688541-b16a-45ca-8aa9-fa700373279f;3d60066d-0a1d-4fd0-8dbe-5bbd9b501c31;6a688541-b16a-45ca-8aa9-fa700373279f;2011-01-27
;26517902-89df-4849-86d0-21d3bff4f19b;6a688541-b16a-45ca-8aa9-fa700373279f;5076f2c5-7ce0-46a4-b06b-67d2b31a49a6;6a688541-b16a-45ca-8aa9-fa700373279f;2015-02-01
;79cf23d3-541d-4b9e-854c-c301b829b4e9;6a688541-b16a-45ca-8aa9-fa700373279f;1db5e4e4-6dfa-4db9-8b26-c00a383dedc2;6a688541-b16a-45ca-8aa9-fa700373279f;2015-02-01
;13923a90-75e4-4684-bd50-7f2d29b964b4;6a688541-b16a-45ca-8aa9-fa700373279f;25265054-6a64-4310-b187-205bc414d306;6a688541-b16a-45ca-8aa9-fa700373279f;2011-02-03
;9ede5195-8749-42c2-8064-197a9b4e12be;6a688541-b16a-45ca-8aa9-fa700373279f;56a9acb9-b5b4-4483-b495-e56ab7b082e2;6a688541-b16a-45ca-8aa9-fa700373279f;2011-02-03
;5dd0be1e-e0ca-4eb7-a00e-0253069d76c2;6a688541-b16a-45ca-8aa9-fa700373279f;b565e648-f9ee-4b9f-856a-0ca94946590a;6a688541-b16a-45ca-8aa9-fa700373279f;2011-02-03
;213f228e-0779-480d-bf50-0441f18271e5;6a688541-b16a-45ca-8aa9-fa700373279f;25e6aa07-edaa-41a0-92bb-b0e07a626663;6a688541-b16a-45ca-8aa9-fa700373279f;2011-02-03
;da61aadb-297d-4787-9136-b12e37032b7c;6a688541-b16a-45ca-8aa9-fa700373279f;92704ca6-34a2-4fb0-844a-c454737a36ba;6a688541-b16a-45ca-8aa9-fa700373279f;2003-02-01
;b0ab39a3-88c9-4dcf-948f-8774bcc8c667;6a688541-b16a-45ca-8aa9-fa700373279f;fc43b6d1-fc77-4cf9-8dc9-de47b21830cc;6a688541-b16a-45ca-8aa9-fa700373279f;2017-01-31
2017-01-30;b0ab39a3-88c9-4dcf-948f-8774bcc8c667;6a688541-b16a-45ca-8aa9-fa700373279f;67681e1f-cb7b-4daf-833d-5c95edd4487b;6a688541-b16a-45ca-8aa9-fa700373279f;2015-02-01
;c154a845-14b4-4d1b-8aec-44387e87436d;6a688541-b16a-45ca-8aa9-fa700373279f;09a44c1e-9f7d-457b-ab9e-55c0978e262f;6a688541-b16a-45ca-8aa9-fa700373279f;2008-05-06
2008-03-12;c154a845-14b4-4d1b-8aec-44387e87436d;6a688541-b16a-45ca-8aa9-fa700373279f;0b251033-9e88-4dd7-9bba-2d1391806ad2;6a688541-b16a-45ca-8aa9-fa700373279f;2008-01-30
;11f174a8-fd53-4fa1-93d4-9262fdde053e;6a688541-b16a-45ca-8aa9-fa700373279f;4329dc91-eb22-4a5b-9120-aebb767e8936;6a688541-b16a-45ca-8aa9-fa700373279f;2018-03-22
2017-12-05;11f174a8-fd53-4fa1-93d4-9262fdde053e;6a688541-b16a-45ca-8aa9-fa700373279f;ffef3e5f-e793-49d4-9f00-ab37d70db235;6a688541-b16a-45ca-8aa9-fa700373279f;2013-10-08
2013-10-07;11f174a8-fd53-4fa1-93d4-9262fdde053e;6a688541-b16a-45ca-8aa9-fa700373279f;e2b68522-7241-4e18-8957-4cd6f747927e;6a688541-b16a-45ca-8aa9-fa700373279f;2011-10-19
2011-10-18;11f174a8-fd53-4fa1-93d4-9262fdde053e;6a688541-b16a-45ca-8aa9-fa700373279f;09d7105e-55d0-45a3-92e0-20b975f8568a;6a688541-b16a-45ca-8aa9-fa700373279f;2007-08-02
2007-08-01;11f174a8-fd53-4fa1-93d4-9262fdde053e;6a688541-b16a-45ca-8aa9-fa700373279f;bd267e10-90ca-49c4-a85e-49b1fdd9cd38;6a688541-b16a-45ca-8aa9-fa700373279f;2000-04-04
;fa74efa4-ceda-4d84-856e-047e78c73578;6a688541-b16a-45ca-8aa9-fa700373279f;424714f4-9109-4b61-8215-cffe63457cb6;6a688541-b16a-45ca-8aa9-fa700373279f;2007-04-24
2007-04-23;fa74efa4-ceda-4d84-856e-047e78c73578;6a688541-b16a-45ca-8aa9-fa700373279f;21762e5e-8252-4c88-b32a-e8d2bc5f2ccf;6a688541-b16a-45ca-8aa9-fa700373279f;1999-02-01
;a1f3fdce-32cf-4a26-adc6-1c2dc933358d;6a688541-b16a-45ca-8aa9-fa700373279f;9144905a-c6cf-4a60-a1d5-a2255af6ae7e;6a688541-b16a-45ca-8aa9-fa700373279f;2010-07-15
;e85e195d-1c70-4fe0-ba17-c913b99bad1b;6a688541-b16a-45ca-8aa9-fa700373279f;4c904491-ca1c-4176-a06e-b459b141a997;6a688541-b16a-45ca-8aa9-fa700373279f;2007-02-01
2006-12-19;e85e195d-1c70-4fe0-ba17-c913b99bad1b;6a688541-b16a-45ca-8aa9-fa700373279f;0b1ab3ff-0999-451d-bd5b-37659ddc1bbb;6a688541-b16a-45ca-8aa9-fa700373279f;2005-03-31
2005-03-28;e85e195d-1c70-4fe0-ba17-c913b99bad1b;6a688541-b16a-45ca-8aa9-fa700373279f;37163acd-26ba-4665-b7d6-1909c240a433;6a688541-b16a-45ca-8aa9-fa700373279f;1999-02-01
;c87b5242-449a-4559-b562-b00b42fb14a8;6a688541-b16a-45ca-8aa9-fa700373279f;c78b183d-a96b-48ed-9173-ff145072d6d7;6a688541-b16a-45ca-8aa9-fa700373279f;2011-02-03
;335b9d27-2219-444e-a697-8e8096c7e20c;6a688541-b16a-45ca-8aa9-fa700373279f;c787b1ba-6a60-4c5a-ac10-aeb4d11bbc2d;6a688541-b16a-45ca-8aa9-fa700373279f;2014-07-24
;0a67bb39-9166-4495-a203-f0d7406b9ea6;6a688541-b16a-45ca-8aa9-fa700373279f;7eca71ee-d982-4b16-891d-64627332f168;6a688541-b16a-45ca-8aa9-fa700373279f;2003-02-01
;13f49551-5fd2-408c-87ea-e126a006aae3;6a688541-b16a-45ca-8aa9-fa700373279f;980efc77-645f-4044-9610-83d9f7b7c9a3;6a688541-b16a-45ca-8aa9-fa700373279f;2012-10-17
2012-10-16;13f49551-5fd2-408c-87ea-e126a006aae3;6a688541-b16a-45ca-8aa9-fa700373279f;9ce0163a-71b3-409d-89eb-60f407600950;6a688541-b16a-45ca-8aa9-fa700373279f;2011-02-03
;0f386395-e698-4a9f-a7f8-9d4e291b0b59;6a688541-b16a-45ca-8aa9-fa700373279f;ca776bc1-99dc-4f90-84e5-fe43a69d3780;6a688541-b16a-45ca-8aa9-fa700373279f;2011-02-03
;deda0f1e-5cba-48ab-93a6-764de5fb07db;6a688541-b16a-45ca-8aa9-fa700373279f;314cfe1c-59af-43ca-b765-e8d216a26e6b;6a688541-b16a-45ca-8aa9-fa700373279f;2015-02-01
;0bea9a31-68a6-474c-b81a-9af2d823bcea;6a688541-b16a-45ca-8aa9-fa700373279f;3e468519-e947-4a72-949e-c1f8db564a8c;6a688541-b16a-45ca-8aa9-fa700373279f;2011-02-03
;ae413f0e-5bcd-4933-8959-28e0a67ddc7c;6a688541-b16a-45ca-8aa9-fa700373279f;5bf1d3e1-e959-4821-aeea-3d7588241737;6a688541-b16a-45ca-8aa9-fa700373279f;1999-02-01
;e6eea339-03b2-493b-8b22-ad88f79f3802;6a688541-b16a-45ca-8aa9-fa700373279f;add0dfc6-077b-4485-97db-6226d1eb3b21;6a688541-b16a-45ca-8aa9-fa700373279f;1999-02-01
;256ea893-005e-4b48-a96c-86c8bdcfb286;6a688541-b16a-45ca-8aa9-fa700373279f;26b38972-e768-4184-a338-9be9f021d42c;6a688541-b16a-45ca-8aa9-fa700373279f;2011-02-03
;b863ef50-a1c4-4c58-927e-9f6e4bb460ac;6a688541-b16a-45ca-8aa9-fa700373279f;97181eb4-ee7b-4830-b797-329fefb8265f;6a688541-b16a-45ca-8aa9-fa700373279f;1995-02-01
;1f32bda8-c247-41db-a3c5-670b38cda0bf;6a688541-b16a-45ca-8aa9-fa700373279f;3467e0c7-3f6a-4b1e-8aa8-b208315095da;6a688541-b16a-45ca-8aa9-fa700373279f;2011-02-03
;cbde624b-8d07-4544-b9ca-78ccff6e8434;6a688541-b16a-45ca-8aa9-fa700373279f;a06ad609-fec8-4682-adea-163904ec13f5;6a688541-b16a-45ca-8aa9-fa700373279f;2017-08-22
2017-08-21;cbde624b-8d07-4544-b9ca-78ccff6e8434;6a688541-b16a-45ca-8aa9-fa700373279f;f6d95842-fbde-4829-8d78-7cbd4ff9616c;6a688541-b16a-45ca-8aa9-fa700373279f;2016-03-28
2016-03-15;cbde624b-8d07-4544-b9ca-78ccff6e8434;6a688541-b16a-45ca-8aa9-fa700373279f;bc4b7b15-c4bf-4ca9-856e-c605dbe524ab;6a688541-b16a-45ca-8aa9-fa700373279f;2011-02-03
;95c59084-8011-4227-aff3-0fc2a0fbda33;6a688541-b16a-45ca-8aa9-fa700373279f;72d479c8-b71c-43fb-8aea-45c8c61abc46;6a688541-b16a-45ca-8aa9-fa700373279f;2003-02-01
;9eebd88b-f69b-4bcd-8f70-5e225375197b;6a688541-b16a-45ca-8aa9-fa700373279f;1bc34b1a-8bad-4a66-9f09-e552de92bd09;6a688541-b16a-45ca-8aa9-fa700373279f;2015-02-01
;cedcc08c-f83f-41b7-99c1-c8599d90431a;6a688541-b16a-45ca-8aa9-fa700373279f;eacfef4f-38ba-4e00-8204-1d91f5c97f6b;6a688541-b16a-45ca-8aa9-fa700373279f;1995-02-01
;a76b1277-bedd-489a-944e-cf63223a8a03;6a688541-b16a-45ca-8aa9-fa700373279f;b4d7b5d5-997e-42c1-8439-ce243f816f24;6a688541-b16a-45ca-8aa9-fa700373279f;2011-02-03
;08b06ceb-5f4b-4a4a-9b85-518fe2238668;6a688541-b16a-45ca-8aa9-fa700373279f;6002bdb9-191a-41ab-82f1-e6eb722e7aee;6a688541-b16a-45ca-8aa9-fa700373279f;2011-02-03
;37b61bdc-5b46-4e16-81d4-68d30e404d09;6a688541-b16a-45ca-8aa9-fa700373279f;1e655cc2-3b73-4473-a91e-9f6654cb7fef;6a688541-b16a-45ca-8aa9-fa700373279f;1999-02-01
;cbb3da3a-a0db-420b-9d68-fbd142c1fec9;6a688541-b16a-45ca-8aa9-fa700373279f;83d8eb4c-7a48-4d0b-81c7-9f48279514e1;6a688541-b16a-45ca-8aa9-fa700373279f;2015-02-01
2015-01-31;cbb3da3a-a0db-420b-9d68-fbd142c1fec9;6a688541-b16a-45ca-8aa9-fa700373279f;a5022f73-35bd-43ad-bffb-633addf28499;6a688541-b16a-45ca-8aa9-fa700373279f;2011-02-03
;2bcac6a3-41b2-4854-b02b-1fdc9e8b238a;6a688541-b16a-45ca-8aa9-fa700373279f;67ab49b0-4edb-4b82-bb5b-61fccd7a6141;6a688541-b16a-45ca-8aa9-fa700373279f;2011-02-03
;4cb1771f-7a79-43d1-990b-2932aa028a86;6a688541-b16a-45ca-8aa9-fa700373279f;f62f453a-d434-4f1c-993e-4d544f92ba62;6a688541-b16a-45ca-8aa9-fa700373279f;2007-08-02
