,cam:finishDate,cam:siglaUFRepresentacao,cam:startDate,org:member,org:role,slp:resource_uri_x,cam:dataFalecimento,cam:dataNascimento,cam:ideCadastro,cam:nomeCivil,cam:nomeParlamentarAtual,slp:resource_uri_y
461,,BA,2015-02-01,899ec03c-b0aa-4693-b0d6-f9563c4fb7d3,22a2ecf6-5f03-4da9-bc89-48319d152403,54d4f198-7985-4b40-8204-40a0c0fe9cb2,,1954-09-23,178853,LUIZ CARLOS CAETANO,CAETANO,899ec03c-b0aa-4693-b0d6-f9563c4fb7d3
462,,MG,2015-02-01,4904cfcc-3201-4641-bdc6-5e6693c7b001,22a2ecf6-5f03-4da9-bc89-48319d152403,bde61e4c-6725-4706-be9b-4ba5149f15a2,,1989-08-21,178999,BRUNIELE FERREIRA GOMES,BRUNNY,4904cfcc-3201-4641-bdc6-5e6693c7b001
463,,SP,2015-02-01,41ec398d-d5cc-4d2a-974b-23ea75f4b666,22a2ecf6-5f03-4da9-bc89-48319d152403,589ecdd3-2b1b-4d3a-807c-788f80d20f5f,,1983-04-28,160589,BRUNA DIAS FURLAN,BRUNA FURLAN,41ec398d-d5cc-4d2a-974b-23ea75f4b666
464,,MG,2015-02-01,651a6cf6-626e-4469-9af6-374c86a6efdd,22a2ecf6-5f03-4da9-bc89-48319d152403,1ef5c2ca-c0c9-4feb-8516-4fdfc0358814,,1930-05-14,74650,BONIFÁCIO JOSÉ TAMM DE ANDRADA,BONIFÁCIO DE ANDRADA,651a6cf6-626e-4469-9af6-374c86a6efdd
465,,RN,2015-02-01,ed0ba42c-c88a-44cc-8d72-11deca3cc87e,22a2ecf6-5f03-4da9-bc89-48319d152403,e8c34ed2-8e11-402d-89cb-bd9c17ca1b89,,1982-02-01,178948,CARLOS ALBERTO DE SOUSA ROSADO SEGUNDO,BETO ROSADO,ed0ba42c-c88a-44cc-8d72-11deca3cc87e
466,,RS,2015-02-01,c9dd22f4-a949-4dc6-a0c3-ea6bdf58584d,22a2ecf6-5f03-4da9-bc89-48319d152403,001d8881-9236-4983-b2b9-73ca60eba8c1,,1962-02-05,160538,ELVINO JOSÉ BOHN GASS,BOHN GASS,c9dd22f4-a949-4dc6-a0c3-ea6bdf58584d
467,,PA,2015-02-01,bbf9b3c5-0ae3-4ded-a7c8-37eb556c34f3,22a2ecf6-5f03-4da9-bc89-48319d152403,c0de6d6c-e7be-4d15-b4b0-ba947978a55c,,1974-02-12,178906,ROBERTO SALAME FILHO,BETO SALAME,bbf9b3c5-0ae3-4ded-a7c8-37eb556c34f3
468,,MG,2015-02-01,58f54abb-4d96-4584-a106-315194f07d33,22a2ecf6-5f03-4da9-bc89-48319d152403,c23ab14c-566f-4145-81b9-98e93857dcc5,,1963-06-08,141513,OLAVO BILAC PINTO NETO,BILAC PINTO,58f54abb-4d96-4584-a106-315194f07d33
469,2016-05-12,PE,2015-02-01,f37f28b2-5516-44a2-a66c-8a9e85f0af7d,22a2ecf6-5f03-4da9-bc89-48319d152403,7312a554-149b-4013-99ed-e4ed262c17ef,,1972-03-15,141394,BRUNO CAVALCANTI DE ARAÚJO,BRUNO ARAÚJO,f37f28b2-5516-44a2-a66c-8a9e85f0af7d
470,,PE,2015-02-01,a1ea6431-b96f-41a4-b703-6714fd46f750,22a2ecf6-5f03-4da9-bc89-48319d152403,7c7832cc-65d6-40a1-9a0d-131fc7a565c0,,1975-04-27,178915,HEBERTE LAMARCK GOMES DA SILVA,BETINHO GOMES,a1ea6431-b96f-41a4-b703-6714fd46f750
471,,BA,2015-02-01,9cad7a0c-14e0-402a-9a5e-255bedb9f9da,22a2ecf6-5f03-4da9-bc89-48319d152403,32597cfc-093e-471d-abd9-80568ba158d0,,1948-08-29,74535,BENITO DA GAMA SANTOS,BENITO GAMA,9cad7a0c-14e0-402a-9a5e-255bedb9f9da
472,2016-05-18,RJ,2015-02-01,9f043e06-b534-4348-bb54-924da092c732,22a2ecf6-5f03-4da9-bc89-48319d152403,970a95cb-2f32-46eb-9276-32308c51457f,,1942-04-26,73701,BENEDITA SOUZA DA SILVA SAMPAIO,BENEDITA DA SILVA,9f043e06-b534-4348-bb54-924da092c732
473,,PB,2015-02-01,b715d17d-c3a3-4ac0-b57e-435aae8e6ce3,22a2ecf6-5f03-4da9-bc89-48319d152403,9aae5ac7-ec83-4989-b81b-67b04e71c96c,,1971-11-30,74040,BENJAMIN GOMES MARANHÃO NETO,BENJAMIN MARANHÃO,b715d17d-c3a3-4ac0-b57e-435aae8e6ce3
474,,SP,2015-02-01,a6c6411c-f4ae-4041-bf9c-53563d66a24e,22a2ecf6-5f03-4da9-bc89-48319d152403,c5587b1e-5595-4244-93ce-ef0f869aa6a7,,1951-07-07,73437,PAULO ROBERTO GOMES MANSUR,BETO MANSUR,a6c6411c-f4ae-4041-bf9c-53563d66a24e
475,,BA,2015-02-01,2c55c020-8a83-4034-91ba-2373f300d91b,22a2ecf6-5f03-4da9-bc89-48319d152403,0ef4c44c-c2be-494f-a63b-fb90dd6086a2,,1962-06-09,178834,ADALBERTO SOUZA GALVÃO,BEBETO,2c55c020-8a83-4034-91ba-2373f300d91b
476,,SP,2015-02-01,0484739c-4501-4bfd-b135-2068e6e13b45,22a2ecf6-5f03-4da9-bc89-48319d152403,48298216-7371-4b85-8dbd-19dae9a84f01,,1972-06-09,178975,LUIZ FELIPE BALEIA TENUTO ROSSI,BALEIA ROSSI,0484739c-4501-4bfd-b135-2068e6e13b45
477,,BA,2015-02-01,51ff6020-11f3-46ba-b752-48ac34de85c1,22a2ecf6-5f03-4da9-bc89-48319d152403,23a5d479-b514-4c54-b119-606a6b3f90ab,,1957-07-09,69871,JOAO CARLOS BACELAR BATISTA,BACELAR,51ff6020-11f3-46ba-b752-48ac34de85c1
478,,RJ,2015-02-01,8863bcff-bb80-4703-97a9-26bd3a49f2e9,22a2ecf6-5f03-4da9-bc89-48319d152403,11ec7631-23e3-45b5-948b-50c09ae910cb,,1979-02-17,160512,AUREO LIDIO MOREIRA RIBEIRO,AUREO,8863bcff-bb80-4703-97a9-26bd3a49f2e9
479,,MT,2015-02-01,58c215be-9043-4664-9729-88c15aeae274,22a2ecf6-5f03-4da9-bc89-48319d152403,0e991dd9-a184-49d3-adff-e913a7d78eb1,,1941-11-04,141401,CARLOS GOMES BEZERRA,CARLOS BEZERRA,58c215be-9043-4664-9729-88c15aeae274
480,,DF,2015-02-01,9ed926fe-7d7f-443c-ac39-a0b820ae4cf8,22a2ecf6-5f03-4da9-bc89-48319d152403,73a4a270-1598-439b-b30a-a2c1ec36370f,,1953-07-27,73655,AUGUSTO SILVEIRA DE CARVALHO,AUGUSTO CARVALHO,9ed926fe-7d7f-443c-ac39-a0b820ae4cf8
481,2017-09-12,AM,2015-02-01,b6f9f7cc-0830-43e6-b221-bb93f49301bb,22a2ecf6-5f03-4da9-bc89-48319d152403,dab99f24-748c-4a00-9b48-48a78d0067a7,,1979-10-01,178847,ARTHUR VIRGILIO DO CARMO RIBEIRO BISNETO,ARTHUR VIRGÍLIO BISNETO,b6f9f7cc-0830-43e6-b221-bb93f49301bb
482,,PI,2015-02-01,779321a2-c1bf-45f6-b924-44579cf31534,22a2ecf6-5f03-4da9-bc89-48319d152403,636b065f-9c2a-408e-8098-e10c8061f2ce,,1947-04-07,74459,ÁTILA FREITAS LIRA,ÁTILA LIRA,779321a2-c1bf-45f6-b924-44579cf31534
483,,AM,2015-02-01,c120c6c5-f9f6-453c-8b32-0b41a3944545,22a2ecf6-5f03-4da9-bc89-48319d152403,31ca83d0-7407-4c6c-b5d3-f61bf071ced8,,1950-11-22,74090,ÁTILA SIDNEY LINS ALBUQUERQUE,ÁTILA LINS,c120c6c5-f9f6-453c-8b32-0b41a3944545
484,,BA,2015-02-01,516d6725-6f21-4b50-9cfe-d0f96068bf24,22a2ecf6-5f03-4da9-bc89-48319d152403,c7960fb6-7703-4593-8a18-13d4fbb8bebb,,1964-08-17,160600,ARTHUR DE OLIVEIRA MAIA DA SILVA,ARTHUR OLIVEIRA MAIA,516d6725-6f21-4b50-9cfe-d0f96068bf24
485,,PI,2015-02-01,fba73252-efa6-42ea-8deb-8814e4ca045e,22a2ecf6-5f03-4da9-bc89-48319d152403,6153b4cb-6e02-46f5-85ed-30a9313dded0,,1961-09-09,159237,FRANCISCO DE ASSIS CARVALHO GONÇALVES,ASSIS CARVALHO,fba73252-efa6-42ea-8deb-8814e4ca045e
486,2015-02-06,RJ,2015-02-01,79d19612-2eb2-4c4f-b889-de31d901cc49,22a2ecf6-5f03-4da9-bc89-48319d152403,b6c7f1be-cca3-447c-97ab-6c66f2812af4,,1937-03-11,74833,AROLDE DE OLIVEIRA,AROLDE DE OLIVEIRA,79d19612-2eb2-4c4f-b889-de31d901cc49
487,,PA,2015-02-01,de06436e-b542-4e0c-ae46-b330a989326c,22a2ecf6-5f03-4da9-bc89-48319d152403,b9471994-2204-4cca-b173-aa2be45164bb,,1958-11-30,160602,ARNALDO JORDY FIGUEIREDO,ARNALDO JORDY,de06436e-b542-4e0c-ae46-b330a989326c
488,2015-02-03,SP,2015-02-01,882eccc7-1b37-4b79-a865-c66fc77eae5e,22a2ecf6-5f03-4da9-bc89-48319d152403,623f8b71-b574-46a7-bcf7-32171157eef2,,1955-05-08,141391,ARNALDO CALIL PEREIRA JARDIM,ARNALDO JARDIM,882eccc7-1b37-4b79-a865-c66fc77eae5e
489,,SP,2015-02-01,3ad51ec7-67bc-4936-9fce-ff1f7e4bee82,22a2ecf6-5f03-4da9-bc89-48319d152403,80c75108-c957-4a8a-90af-d2f73309ccda,,1949-12-24,73433,ARLINDO CHIGNALIA JUNIOR,ARLINDO CHINAGLIA,3ad51ec7-67bc-4936-9fce-ff1f7e4bee82
490,2017-02-03,BA,2015-02-01,60163117-c00b-4dc0-8b71-ef05fee193c1,22a2ecf6-5f03-4da9-bc89-48319d152403,40c07fbf-392e-4c8e-96d7-bac6cea0d2e5,,1948-03-12,160530,ANTONIO JOSÉ IMBASSAHY DA SILVA,ANTONIO IMBASSAHY,60163117-c00b-4dc0-8b71-ef05fee193c1
491,,RN,2015-02-01,d8c48799-a140-4ade-8e34-41d786404d3c,22a2ecf6-5f03-4da9-bc89-48319d152403,ab99fbb8-967c-41fc-9e3c-0d9bf0d85beb,,1962-05-26,178950,ANTONIO JACOME DE LIMA JUNIOR,ANTÔNIO JÁCOME,d8c48799-a140-4ade-8e34-41d786404d3c
492,,SP,2015-02-01,a5b421ff-5a68-4e15-ad0b-3bc7f467119d,22a2ecf6-5f03-4da9-bc89-48319d152403,76fb1906-57b5-4296-8673-50bea4529981,,1945-12-30,73434,ARNALDO FARIA DE SÁ,ARNALDO FARIA DE SÁ,a5b421ff-5a68-4e15-ad0b-3bc7f467119d
493,,SP,2015-02-01,a1541a32-5a58-4727-b09a-fceec641c088,22a2ecf6-5f03-4da9-bc89-48319d152403,3abb3ab2-377b-4ef3-bdb5-f3291d2fb47f,,1963-12-24,178974,ANDRES NAVARRO SANCHEZ,ANDRES SANCHEZ,a1541a32-5a58-4727-b09a-fceec641c088
494,2016-06-20,MA,2015-02-01,c847237c-fde9-4a7b-8457-a7c318948313,22a2ecf6-5f03-4da9-bc89-48319d152403,91376799-0ccd-406a-a761-ea3f47d431fa,,1989-08-27,178882,ANDRE LUIZ CARVALHO RIBEIRO,ANDRÉ FUFUCA,c847237c-fde9-4a7b-8457-a7c318948313
495,,AL,2015-02-01,e70d3ae0-6450-4586-9585-1a8a22276377,22a2ecf6-5f03-4da9-bc89-48319d152403,f4010e12-0aca-4643-83ac-9084791bfe66,,1969-06-25,160541,ARTHUR CÉSAR PEREIRA DE LIRA,ARTHUR LIRA,e70d3ae0-6450-4586-9585-1a8a22276377
496,,SE,2015-02-01,12b60beb-6603-41a2-89cb-a40110286b4c,22a2ecf6-5f03-4da9-bc89-48319d152403,3afb730c-0493-4d90-97a2-116dccdaf0ff,,1972-02-23,160543,ANDRÉ LUIS DANTAS FERREIRA,ANDRE MOURA,12b60beb-6603-41a2-89cb-a40110286b4c
497,2015-10-05,CE,2015-02-01,aeb6708c-3cdb-43a8-8338-c43d338df900,22a2ecf6-5f03-4da9-bc89-48319d152403,ce9e08e7-698f-4033-8331-1b7d2089a149,,1966-11-10,133439,ANDRÉ PEIXOTO FIGUEIREDO LIMA,ANDRÉ FIGUEIREDO,aeb6708c-3cdb-43a8-8338-c43d338df900
498,2017-01-01,PE,2015-02-01,fd69ca2e-540c-4dc0-9449-fb2aaa417f0a,22a2ecf6-5f03-4da9-bc89-48319d152403,11f1055e-84ac-4eb6-b0a0-0772406083d6,,1972-12-10,160551,ANDERSON FERREIRA RODRIGUES,ANDERSON FERREIRA,fd69ca2e-540c-4dc0-9449-fb2aaa417f0a
499,,AP,2015-02-01,54cfb1df-2ff1-495a-99ca-79386e63440a,22a2ecf6-5f03-4da9-bc89-48319d152403,f1865db3-aa53-4841-b9da-cf000eb0bb50,,1970-11-10,178831,ANDRE DOS SANTOS ABDON,ANDRÉ ABDON,54cfb1df-2ff1-495a-99ca-79386e63440a
500,2015-02-09,PE,2015-02-01,bac4e022-cd17-4488-8042-87657f878e69,22a2ecf6-5f03-4da9-bc89-48319d152403,a94e01d6-410c-4373-927b-08aba1e19762,,1961-07-22,74471,ANDRÉ CARLOS ALVES DE PAULA FILHO,ANDRÉ DE PAULA,bac4e022-cd17-4488-8042-87657f878e69
501,,RJ,2015-02-01,bd71ff1e-6f70-4c2b-85b1-d7ac102e7100,22a2ecf6-5f03-4da9-bc89-48319d152403,b467ef49-5966-4772-b145-ac53e12e26b9,,1968-09-13,178937,ALTINEU CÔRTES FREITAS COUTINHO,ALTINEU CÔRTES,bd71ff1e-6f70-4c2b-85b1-d7ac102e7100
502,2017-01-01,CE,2015-02-01,686ab621-1839-4a6e-a69a-51978086c49f,22a2ecf6-5f03-4da9-bc89-48319d152403,9b5193e6-3b04-4ddd-8aed-a09309ed24f6,,1951-08-13,74291,JOSÉ ARNON CRUZ BEZERRA DE MENEZES,ARNON BEZERRA,686ab621-1839-4a6e-a69a-51978086c49f
503,,AM,2015-02-01,79af7558-25d0-49ef-94b2-650a59bfc218,22a2ecf6-5f03-4da9-bc89-48319d152403,714e66db-62b9-4c12-9395-f23dceaac78a,,1952-05-05,178846,ALFREDO PEREIRA DO NASCIMENTO,ALFREDO NASCIMENTO,79af7558-25d0-49ef-94b2-650a59bfc218
504,,PR,2015-02-01,40ad512f-7442-45cc-9121-0da7fd3f33cb,22a2ecf6-5f03-4da9-bc89-48319d152403,741cef2e-7d9c-42bb-83f8-cc582cda5715,,1989-02-26,178927,ALIEL MACHADO BARK,ALIEL MACHADO,40ad512f-7442-45cc-9121-0da7fd3f33cb
505,,BA,2015-02-01,1370bac3-4776-454f-a8ba-c9c205badcc9,22a2ecf6-5f03-4da9-bc89-48319d152403,31e4f324-1b5d-4be5-b1cc-6445cb302299,,1959-05-16,74057,ALICE MAZZUCO PORTUGAL,ALICE PORTUGAL,1370bac3-4776-454f-a8ba-c9c205badcc9
506,2015-02-09,RJ,2015-02-01,2e0a6d49-4d9e-4637-a924-10b7bdf388c6,22a2ecf6-5f03-4da9-bc89-48319d152403,6e1ab97f-0902-4dd4-9fd3-63c41070644d,,1975-11-29,178833,ALEXANDRE AUGUSTUS SERFIOTIS,ALEXANDRE SERFIOTIS,2e0a6d49-4d9e-4637-a924-10b7bdf388c6
507,,SP,2015-02-01,7feddbf1-cd2b-427f-9092-661ded7b7b18,22a2ecf6-5f03-4da9-bc89-48319d152403,d42b9a64-ef09-42f5-85cf-a8502f6fde4f,,1989-04-18,160545,ALEXANDRE LEITE DA SILVA,ALEXANDRE LEITE,7feddbf1-cd2b-427f-9092-661ded7b7b18
508,,PR,2015-02-01,238a2445-ec97-4f40-9e14-e8c7196528ca,22a2ecf6-5f03-4da9-bc89-48319d152403,ba040e4e-6ece-43d9-b923-19c5a59777e9,,1955-11-07,141454,JACOB ALFREDO STOFFELS KAEFER,ALFREDO KAEFER,238a2445-ec97-4f40-9e14-e8c7196528ca
509,,SP,2015-02-01,6ef8349d-bbc8-4ebf-bf86-782ad5112b41,22a2ecf6-5f03-4da9-bc89-48319d152403,45b3536b-00e5-4079-9d5e-9dff3ebb7fdc,,1979-08-22,178972,ALEX SPINELLI MANENTE,ALEX MANENTE,6ef8349d-bbc8-4ebf-bf86-782ad5112b41
510,,PR,2015-02-01,5ac757ec-9bfb-4fab-9636-a988b2131ddd,22a2ecf6-5f03-4da9-bc89-48319d152403,f82c3033-6f7d-4ee2-a834-601831578ff8,,1964-06-11,73458,ALEX CANZIANI SILVEIRA,ALEX CANZIANI,5ac757ec-9bfb-4fab-9636-a988b2131ddd
511,2017-11-22,GO,2015-02-01,f1e3510c-95b2-41d3-8740-e4cf60441dbb,22a2ecf6-5f03-4da9-bc89-48319d152403,17859ad1-cd18-4a48-9134-f701bbd3a051,,1980-07-21,178875,ALEXANDRE BALDY DE SANT'ANNA BRAGA,ALEXANDRE BALDY,f1e3510c-95b2-41d3-8740-e4cf60441dbb
512,,RS,2015-02-01,770e19d6-ed26-42fa-905a-d7add3e2b100,22a2ecf6-5f03-4da9-bc89-48319d152403,59e8c79a-fb40-4d1a-a295-508f7af912c0,,1954-06-04,160559,ALCEU MOREIRA DA SILVA,ALCEU MOREIRA,770e19d6-ed26-42fa-905a-d7add3e2b100
513,,SP,2015-02-01,5754846c-ffa6-4c5e-b6d9-2fa72c032b04,22a2ecf6-5f03-4da9-bc89-48319d152403,7898fda3-5f27-454a-9e8c-d38a2bf28b6d,,1963-08-22,178973,ANA LUCIA LIPPAUS PERUGINI,ANA PERUGINI,5754846c-ffa6-4c5e-b6d9-2fa72c032b04
514,,RJ,2015-02-01,90a1634d-3c2c-429f-a2dc-bfbffc6cd265,22a2ecf6-5f03-4da9-bc89-48319d152403,d7d93c27-0a18-4716-809b-5e8df0b49d25,,1973-04-07,178936,ALEXANDRE VALLE CARDOSO,ALEXANDRE VALLE,90a1634d-3c2c-429f-a2dc-bfbffc6cd265
515,,RJ,2015-02-01,10f03ca6-7c37-492f-8b8d-2df753ddc9bf,22a2ecf6-5f03-4da9-bc89-48319d152403,edbc7a0b-d885-4019-8445-57fadef45737,,1971-10-28,160511,ALESSANDRO LUCCIOLA MOLON,ALESSANDRO MOLON,10f03ca6-7c37-492f-8b8d-2df753ddc9bf
516,,DF,2015-02-01,8bd0c743-0854-4a10-9a97-7cf0586eda91,22a2ecf6-5f03-4da9-bc89-48319d152403,efb662ac-b388-4849-9c28-f1e0571cc433,,1956-06-02,73579,JOÃO ALBERTO FRAGA SILVA,ALBERTO FRAGA,8bd0c743-0854-4a10-9a97-7cf0586eda91
517,2016-04-15,MG,2015-02-03,a287ed45-5fa2-459d-a807-00032c1e5c83,22a2ecf6-5f03-4da9-bc89-48319d152403,6e9c39b3-4b82-4ff8-81e9-562fcf29b6b5,,1964-05-30,133374,ADEMIR CAMILO PRATES RODRIGUES,ADEMIR CAMILO,a287ed45-5fa2-459d-a807-00032c1e5c83
518,2015-10-05,SP,2015-02-03,aaa9ca3c-7989-41e5-9485-baa9ed9efc39,22a2ecf6-5f03-4da9-bc89-48319d152403,64f1f1f0-f070-408c-b83b-f0dd27a7e70d,,1961-07-17,141560,WALTER SHINDI IIHOSHI,WALTER IHOSHI,aaa9ca3c-7989-41e5-9485-baa9ed9efc39
519,2015-02-24,SP,2015-02-03,d2fad348-cc18-4efe-b3ca-c87025d2c61d,22a2ecf6-5f03-4da9-bc89-48319d152403,d69ef2ca-76f0-4eeb-89c6-cd3191529e1d,,1973-09-16,160660,MARCELO THEODORO DE AGUIAR,MARCELO AGUIAR,d2fad348-cc18-4efe-b3ca-c87025d2c61d
520,2015-07-07,SP,2015-02-03,c9f5587f-cf1c-46c8-a038-9ec11c182c64,22a2ecf6-5f03-4da9-bc89-48319d152403,154ea088-373a-48d3-ae38-c7e73b2ebb4e,,1957-06-18,74277,ANTONIO ADOLPHO LOBBE NETO,LOBBE NETO,c9f5587f-cf1c-46c8-a038-9ec11c182c64
521,2015-07-07,BA,2015-02-03,1a91f188-e981-448e-b733-a5f75025f061,22a2ecf6-5f03-4da9-bc89-48319d152403,a00ee833-e09a-485c-b457-dc3c0b493e8e,,1968-12-28,160676,FERNANDO DANTAS TORRES,FERNANDO TORRES,1a91f188-e981-448e-b733-a5f75025f061
522,2015-07-07,SP,2015-02-03,fccb2032-ac27-4cb1-8baf-dfd5ac60cf86,22a2ecf6-5f03-4da9-bc89-48319d152403,f0463ea4-27b9-431c-905d-c8b87162b882,,1946-06-13,73584,ANTONIO CARLOS DE MENDES THAME,ANTONIO CARLOS MENDES THAME,fccb2032-ac27-4cb1-8baf-dfd5ac60cf86
523,2015-07-06,MG,2015-02-04,aee4edde-a602-4c8e-88b7-b9253b094800,22a2ecf6-5f03-4da9-bc89-48319d152403,b897c36f-1d9a-4aa5-b516-be94c1de7647,,1943-10-22,74765,SILAS BRASILEIRO,SILAS BRASILEIRO,aee4edde-a602-4c8e-88b7-b9253b094800
524,2015-07-06,MG,2015-02-04,820bb5c1-3dca-49bb-bd6a-00d85d3982fa,22a2ecf6-5f03-4da9-bc89-48319d152403,b1459f1f-73d4-47ac-b478-17d1d34e3924,,1976-08-26,137853,WADSON NATHANIEL RIBEIRO,WADSON RIBEIRO,820bb5c1-3dca-49bb-bd6a-00d85d3982fa
525,2015-10-19,GO,2015-02-04,a4c28b5a-8387-4e77-8dee-a40e3655883b,22a2ecf6-5f03-4da9-bc89-48319d152403,82a6b67b-4767-47e2-937e-df5309f183aa,,1959-04-28,74372,JOÃO SANDES JÚNIOR,SANDES JÚNIOR,a4c28b5a-8387-4e77-8dee-a40e3655883b
526,2015-05-21,PR,2015-02-04,5af75f2b-17ff-440e-8d23-c96429ee526c,22a2ecf6-5f03-4da9-bc89-48319d152403,4f8f6ac3-b933-4c79-affe-599024dfe6d9,,1969-03-20,180545,OSMAR STUART BERTOLDI,OSMAR BERTOLDI,5af75f2b-17ff-440e-8d23-c96429ee526c
527,2016-04-15,PE,2015-02-04,e8b3ad0f-a9f5-4d11-990f-4a8b6ff397d9,22a2ecf6-5f03-4da9-bc89-48319d152403,2d9b0e32-08cb-4013-acd7-71042d2bdc9e,,1976-09-17,92699,FERNANDO MONTEIRO DE ALBUQUERQUE,FERNANDO MONTEIRO,e8b3ad0f-a9f5-4d11-990f-4a8b6ff397d9
528,2015-07-07,BA,2015-02-04,2f501697-a2c1-4ea3-a318-58f18fd98d47,22a2ecf6-5f03-4da9-bc89-48319d152403,31c1f8e8-5983-43ae-bb5a-b8e23de0c259,,1960-11-07,101309,DAVIDSON DE MAGALHÃES SANTOS,DAVIDSON MAGALHÃES,2f501697-a2c1-4ea3-a318-58f18fd98d47
529,2016-04-14,PE,2015-02-04,5865051e-5f41-489f-936d-392ffaef3b7c,22a2ecf6-5f03-4da9-bc89-48319d152403,71dcd8d1-46a5-4801-9e44-5d1d5285f611,,1940-04-23,74474,CARLOS EDUARDO CINTRA DA COSTA PEREIRA,CARLOS EDUARDO CADOCA,5865051e-5f41-489f-936d-392ffaef3b7c
530,,PE,2015-02-04,12fc091a-6836-4708-a8f3-2b4262da1b00,22a2ecf6-5f03-4da9-bc89-48319d152403,7d9ea32a-8c5f-4d4b-8fc9-3f90d1eb63f3,,1962-10-22,160665,AUGUSTO RODRIGUES COUTINHO DE MELO,AUGUSTO COUTINHO ,12fc091a-6836-4708-a8f3-2b4262da1b00
531,2015-02-25,SC,2015-02-05,0b216403-8aaf-4957-8c99-127003b9a9ea,22a2ecf6-5f03-4da9-bc89-48319d152403,fb783a05-0b13-400c-ae9a-02de6cb39d8b,,1950-03-06,73793,EDSON BEZ DE OLIVEIRA,EDINHO BEZ,0b216403-8aaf-4957-8c99-127003b9a9ea
532,2015-05-21,SP,2015-02-09,b211f117-3a4b-4149-bfc4-571bba56900e,22a2ecf6-5f03-4da9-bc89-48319d152403,d37a94e9-b687-488a-8639-0ff60b6afcdf,,1968-11-27,141563,WILLIAM BOSS WOO,WILLIAM WOO,b211f117-3a4b-4149-bfc4-571bba56900e
533,2015-02-12,RJ,2015-02-09,ff9114bd-2753-4a2c-ab7e-c68ca05b13a8,22a2ecf6-5f03-4da9-bc89-48319d152403,20c511c4-0c12-48a7-8916-4c2b124ef8d7,,1972-06-29,122158,PEDRO PAULO CARVALHO TEIXEIRA,PEDRO PAULO,ff9114bd-2753-4a2c-ab7e-c68ca05b13a8
534,2015-10-05,RS,2015-02-09,88c627b9-416b-4274-b918-0df57e525694,22a2ecf6-5f03-4da9-bc89-48319d152403,cf6e4c28-8268-4f9d-ab38-c60b6b78c606,,1956-07-31,73481,FERNANDO STEPHAN MARRONI,FERNANDO MARRONI,88c627b9-416b-4274-b918-0df57e525694
535,2015-02-27,RJ,2015-02-10,3b49df23-c871-4fae-be85-9349330e2238,22a2ecf6-5f03-4da9-bc89-48319d152403,0616938b-0f19-434a-85a2-e2ac02ab067a,,1959-04-19,160631,WALNEY DA ROCHA CARVALHO,WALNEY ROCHA,3b49df23-c871-4fae-be85-9349330e2238
536,2016-04-14,RJ,2015-02-10,5002ead2-9292-4114-8bf5-411d670dc03f,22a2ecf6-5f03-4da9-bc89-48319d152403,54232871-6665-4c04-aa8f-3ef33aace15a,,1959-02-27,181315,MARCOS DA ROCHA MENDES,MARQUINHO MENDES,5002ead2-9292-4114-8bf5-411d670dc03f
537,,MS,2015-02-10,8a742c5a-a714-4684-9d48-fcedd24b9f03,22a2ecf6-5f03-4da9-bc89-48319d152403,dc4d36d8-73d4-451b-ae50-4fb0b44747bd,,1982-01-24,181316,ELIZEU DIONIZIO SOUZA DA SILVA,ELIZEU DIONIZIO,8a742c5a-a714-4684-9d48-fcedd24b9f03
538,2015-02-12,RJ,2015-02-10,fb0e038c-ccc4-48e0-bcbb-1e1cf8626435,22a2ecf6-5f03-4da9-bc89-48319d152403,e2f46d84-259d-474c-aa92-617fb392c8de,,1957-01-19,73568,CELSO ALENCAR RAMOS JACOB,CELSO JACOB,fb0e038c-ccc4-48e0-bcbb-1e1cf8626435
539,2015-03-06,MG,2015-02-12,8e861e50-2971-4725-baf8-4c9cf847a7de,22a2ecf6-5f03-4da9-bc89-48319d152403,a0048119-17e3-40b0-8e8d-b71e919fa8c0,,1947-08-11,74751,NILMÁRIO DE MIRANDA,NILMÁRIO MIRANDA,8e861e50-2971-4725-baf8-4c9cf847a7de
540,2016-04-14,PE,2015-02-12,13a5b77c-2c3d-4044-9c80-1f91350f847a,22a2ecf6-5f03-4da9-bc89-48319d152403,1e57545e-45d4-41d9-a8df-377dea9eb9f1,,1952-04-03,74048,RAUL BELENS JUNGMANN PINTO,RAUL JUNGMANN,13a5b77c-2c3d-4044-9c80-1f91350f847a
541,2015-02-23,RS,2015-02-12,c9860ba8-abb8-45e6-8e79-8f72e9272edb,22a2ecf6-5f03-4da9-bc89-48319d152403,3237048c-673a-4e74-b3ed-5236fbb653de,,1958-09-01,124411,MAURO PEREIRA,MAURO PEREIRA,c9860ba8-abb8-45e6-8e79-8f72e9272edb
542,2015-02-23,RS,2015-02-12,b33d646b-2694-4969-ac9d-04e88cc7a4da,22a2ecf6-5f03-4da9-bc89-48319d152403,57c81b8b-0e71-480b-a7f4-438dd87b6eaa,,1947-01-13,131966,José Alberto Fogaça de Medeiros,JOSÉ FOGAÇA,b33d646b-2694-4969-ac9d-04e88cc7a4da
543,2015-02-24,RJ,2015-02-12,fb0e038c-ccc4-48e0-bcbb-1e1cf8626435,22a2ecf6-5f03-4da9-bc89-48319d152403,2509b255-ec6f-4dd8-b1da-d91b696584ff,,1957-01-19,73568,CELSO ALENCAR RAMOS JACOB,CELSO JACOB,fb0e038c-ccc4-48e0-bcbb-1e1cf8626435
