org:role;slp:resource_uri
d69fcc38-21a6-41ee-8c0f-90be24aff805;3cff7334-f1fe-4c2a-bd5d-29d0c0048180
d69fcc38-21a6-41ee-8c0f-90be24aff805;57848e71-d34c-4673-a6ff-37fd5120f394
d69fcc38-21a6-41ee-8c0f-90be24aff805;6cefb85c-e84b-489d-9220-ead1af8947b2
d69fcc38-21a6-41ee-8c0f-90be24aff805;6fb53644-690f-4d0e-9266-efe7e6a4ac55
d69fcc38-21a6-41ee-8c0f-90be24aff805;9553a25e-8956-416e-acaa-c3ba229e9a17
d69fcc38-21a6-41ee-8c0f-90be24aff805;5039c987-ba9f-4f23-9680-3927dcb9a39e
d69fcc38-21a6-41ee-8c0f-90be24aff805;fc21376c-c215-4bd6-b03b-25aed8e2524b
d69fcc38-21a6-41ee-8c0f-90be24aff805;93d2f64c-5d0b-4ce2-a884-6860d65b4e6b
d69fcc38-21a6-41ee-8c0f-90be24aff805;4b8cf6d3-14e1-4622-a707-2b56f0eca9b5
d69fcc38-21a6-41ee-8c0f-90be24aff805;bb2a903c-d798-4881-9ce8-42b2cb7314b8
d69fcc38-21a6-41ee-8c0f-90be24aff805;96f5881f-696e-4a4a-ac1d-656624e66d23
d69fcc38-21a6-41ee-8c0f-90be24aff805;895f7c9d-3360-4320-bb9d-1e71033bb879
d69fcc38-21a6-41ee-8c0f-90be24aff805;ae1fc569-3bd6-4d58-8e42-7f1fa7bbb6ec
d69fcc38-21a6-41ee-8c0f-90be24aff805;2dec7179-9b31-47fb-bdc7-35eed7f2fd40
d69fcc38-21a6-41ee-8c0f-90be24aff805;b863c39c-0012-48a9-a206-67ea653c6c79
d69fcc38-21a6-41ee-8c0f-90be24aff805;ab4600e9-e956-473f-9681-28b4f4906b3d
d69fcc38-21a6-41ee-8c0f-90be24aff805;7a2ee8c7-44bf-4486-b650-9d1725ce4a6d
d69fcc38-21a6-41ee-8c0f-90be24aff805;7686a6d2-082c-45eb-ac77-d4cdffb0cc4d
d69fcc38-21a6-41ee-8c0f-90be24aff805;f2712ba2-7462-47c7-9ce8-62f6589fc3f4
d69fcc38-21a6-41ee-8c0f-90be24aff805;9bd75845-2d7e-4c93-88ea-96afe2d698fc
d69fcc38-21a6-41ee-8c0f-90be24aff805;6f594fb6-8947-46e1-9a8d-ddca868f9e7e
d69fcc38-21a6-41ee-8c0f-90be24aff805;3eb54383-0a06-4b14-afbf-ecb5b0cbc8df
d69fcc38-21a6-41ee-8c0f-90be24aff805;6604bf9b-72c8-4b2a-b41b-945bea8ce5a8
d69fcc38-21a6-41ee-8c0f-90be24aff805;ba2e0244-51d2-4185-83b1-378c121032f2
d69fcc38-21a6-41ee-8c0f-90be24aff805;0744e78a-0750-43ec-abe3-fa1972b46407
d69fcc38-21a6-41ee-8c0f-90be24aff805;942d60c6-7206-477a-9e7d-8a15dfb0cd34
d69fcc38-21a6-41ee-8c0f-90be24aff805;01f41e67-3af5-45cd-9065-b02fb977c18f
d69fcc38-21a6-41ee-8c0f-90be24aff805;243c6db5-4041-466d-9afd-6e18d9803818
d69fcc38-21a6-41ee-8c0f-90be24aff805;1784168c-8414-47c3-8871-34674a05552f
d69fcc38-21a6-41ee-8c0f-90be24aff805;340a0342-8eeb-4a04-8d5c-c67ce3573b2a
d69fcc38-21a6-41ee-8c0f-90be24aff805;b4d0e212-9292-49fa-89aa-13e21dcf3aab
d69fcc38-21a6-41ee-8c0f-90be24aff805;86139fbb-6270-4cc4-ac44-619fcd94531d
d69fcc38-21a6-41ee-8c0f-90be24aff805;3bf3a69e-05dd-4198-8767-576644b3c3b5
d69fcc38-21a6-41ee-8c0f-90be24aff805;10df689d-a244-428e-9da5-8b385ebe37af
d69fcc38-21a6-41ee-8c0f-90be24aff805;c7453902-a1cf-4e09-b809-6b6c86e347b6
d69fcc38-21a6-41ee-8c0f-90be24aff805;f93bf639-96f2-4c77-b0b6-2f203e551957
d69fcc38-21a6-41ee-8c0f-90be24aff805;19fd39e9-3abe-4f33-a1a2-9769a110b056
d69fcc38-21a6-41ee-8c0f-90be24aff805;863dc655-8ad3-47c6-8ff7-9294477cbd04
d69fcc38-21a6-41ee-8c0f-90be24aff805;9bb8c488-a49c-4384-a9c8-0df5879a553b
d69fcc38-21a6-41ee-8c0f-90be24aff805;4e2d4160-e2c7-4bc5-8795-d81bf81b6fed
d69fcc38-21a6-41ee-8c0f-90be24aff805;a9429383-7fbc-49ff-82f6-162a495d5df2
d69fcc38-21a6-41ee-8c0f-90be24aff805;6ee4ea8b-6166-40f4-853e-37aecb5b9a2e
d69fcc38-21a6-41ee-8c0f-90be24aff805;6a1cb09d-c68b-4a82-b1b0-cb8991517ab8
d69fcc38-21a6-41ee-8c0f-90be24aff805;2c0e8a3a-d853-41c6-9c26-3ce75bce8059
d69fcc38-21a6-41ee-8c0f-90be24aff805;8d1b3482-c13a-4d32-a187-36615868fe88
