org:role;sen:DataDesfiliacao;sen:DataFiliacao;sen:SiglaPartido;slp:resource_uri
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2009-10-14;2007-02-01;PSB;e977cbe8-2210-433d-9e72-788c584d5326
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2007-01-31;2003-07-25;PTB;d29b6b72-1387-4209-b9ab-c130d6f3ccae
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2003-07-24;2003-02-26;PFL;084c6b73-f4c4-464a-b1c7-d76902d8a9c5
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2003-02-25;2003-02-01;S/Partido;ba0bf874-d15d-4502-94c9-ff183e830da4
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2003-01-31;1999-02-01;PFL;6aa69164-4d53-4568-b699-f2e8f146b627
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;PTB;675a9878-7353-4288-a798-6b5e9e89913f
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;PMDB;06ef3661-f5e1-4fa2-8d3a-02354a2e28d1
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2007-08-02;DEM;572f659e-c895-4b5c-b30e-57e1672c1741
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2007-08-01;1999-02-01;PFL;b3c280aa-f08e-4a0c-893d-7dbbf29588ee
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;PR;259810f1-e97e-4c8d-afe9-d9d0f72373a4
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;PMDB;0bc4d5c6-c33a-4114-8748-4f8f0b4ece12
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2007-02-01;PR;fbe6052a-6910-4567-adda-fd4d95af2b55
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2007-01-31;2006-12-20;S/Partido;b1358708-d136-435d-99dc-081f4e55883b
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2006-12-19;2003-02-01;PL;127b3b1f-0fbc-4ac2-b38b-706ce432c22b
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2003-01-31;2001-03-22;S/Partido;5ce9f79c-99ec-4384-b818-1bee2bef3f69
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2001-03-21;1999-02-01;PTB;1cc08c27-cfdf-4769-9798-43b0d3b12a74
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2015-09-03;PSB;8d1e7b35-6bbf-4fa5-ae87-2f1dcf2080ac
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2015-09-02;2015-06-10;S/Partido;303a9a06-7544-476a-be63-0364a7b6d641
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2015-06-09;1999-02-01;PSDB;1bad197a-7f3f-46de-9c6c-e0dd3acd8264
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2007-02-01;PSB;fe4bc06b-0e64-4d0a-bf1c-c500fd56bd5d
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2002-10-29;PMDB;0421404b-bb48-4241-aad8-b09bc40946e0
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2015-02-01;PSDB;7fea2ea9-5fff-4d3d-a1de-106abf4b50d1
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;PMDB;1dd900bd-182f-4125-bf21-1728158f7dbe
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-01-27;PMDB;74aeacf7-cab8-4783-94bf-c5581a9971b1
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;PMDB;147cdffb-fd75-445d-a108-2616933122a6
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;PCdoB;ff1dcf91-0b29-40d7-9559-2ebc4f9cd83d
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;PR;0590d139-73ca-43d7-8f19-518485f3425f
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2015-02-01;PSD;fc0c0abd-2375-4ae8-b1a7-08565a2fc5ac
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2015-02-01;PMDB;c40c1d16-1a50-4978-90b3-6d37dacfacd4
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;PCdoB;cb365114-ffb6-48f7-801d-58c9c727f1dd
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2003-02-01;PT;229d4976-68b0-4a63-873a-fca9e8f3fb49
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2008-05-06;PMDB;8668445c-e4a0-40fb-be10-5eaaad5ef831
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2008-05-05;2008-03-13;S/Partido;db7ced7e-0d2f-4378-a251-eb2f4ba3614a
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2008-03-12;2008-01-30;DEM;5d8cd44d-8796-4bb0-936f-b224181108cc
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2017-01-31;PSD;5a8014ab-ba62-4ad9-83b3-f1fd90baf329
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2017-01-30;2015-02-01;PDT;080b6374-d78e-4feb-8216-97c7831e9d3c
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;PT;67670268-8634-4e80-ace2-e5324270a171
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2017-12-08;S/Partido;4e881552-6b88-4862-9106-85a356225be3
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2017-12-05;2013-10-08;PMDB;c5d099f1-810b-4017-bfc8-e02cd51d3c38
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2013-10-07;2011-10-19;PSD;37e664f8-aa55-46b9-aa78-55788f2779c0
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2011-10-18;2007-08-02;DEM;b1d77d2e-90ad-4695-899a-90e2509cf9da
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2007-08-01;2000-04-04;PFL;d7e6b278-563f-4e04-a50b-d6cb8dfde00e
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2007-04-24;DEM;7e6e31ee-d83f-491e-8db4-c128b29b6273
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2007-04-23;1999-02-01;PFL;758b8962-d2c9-4fb8-b997-86c5022e0cd8
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2014-07-24;PDT;4ca183fe-1d16-4582-bccc-a98cf72a592f
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2007-02-01;PR;598a5743-f6ab-4ffc-a80d-23501350c014
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2007-01-31;2006-12-20;S/Partido;664a0b7b-d0be-495b-b64d-911cfb16a11f
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2006-12-19;2005-03-31;PL;9903cc9b-78c8-498c-b0af-f3b60bba5368
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2005-03-30;2005-03-29;S/Partido;48b25c18-c8c7-4bd7-8b6c-94e617f244af
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2005-03-28;1999-02-01;PFL;595a8c8a-7965-4b19-9d37-a45283d04886
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2012-10-17;PPL;6e3ba7df-e445-4273-83e8-52092b509a90
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2012-10-16;2011-02-03;PSDB;ecad2234-4a29-4db9-af96-b8af67bb4791
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2010-07-15;PSDB;7f8757a8-0c4b-409e-bf76-2c5e29708758
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2015-02-01;PCB;91d6fdf3-d83e-4847-b4df-c489a88063db
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2003-02-01;PSB;29866739-bdfe-4e96-8cec-1fe9825fdcbb
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;PRTB;c0de21c8-00dd-4c08-9d57-d3588a7dee00
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;PMDB;52b75d96-11c0-45dd-b351-f87db2da9ccc
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;1999-02-01;PMDB;f1b48d5c-fe23-4975-af2c-f27bd29424f9
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;PMDB;95c2c418-1024-49fe-91a5-21a8916496bb
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;1995-02-01;PSDB;71a1ed79-743a-4f7b-93e8-0b1d5d47f987
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;PSB;0440ff9b-327d-44eb-9e48-dd5d4573131f
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;1999-02-01;PT;40a98b50-11a6-469d-b3d5-2f176997caf4
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2017-08-22;PODE;9ca4a4c7-1b16-4864-921d-049d7ccf47ba
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2017-08-21;2016-03-28;PSD;05bbc0d8-b7d8-4bd4-909e-7c50185e75cb
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2016-03-27;2016-03-16;S/Partido;4ed62eac-6159-4203-915f-d583b6829994
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2016-03-15;2011-02-03;PPS;80f4f596-b63d-4cf0-812f-bf98be87480b
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2003-02-01;PMDB;865b8af0-7d4d-45d8-a034-52bf3f54ece5
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;PSDB;6cf1c5d1-a8e5-466b-b270-bdbbd1f0b5d9
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;1995-02-01;PT;ecd5c10b-1718-4d5c-bf30-01326277dda0
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2015-02-01;PDT;a5f48ab8-dd23-45ec-b673-a0677e902c63
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;1999-02-01;PSDB;e7de04a0-1a8f-4fc8-89ef-62661a2707d0
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;PSB;55dee922-46ac-40d6-95e5-54e0fb2842b3
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2015-02-01;PROS;3db0d0d5-137c-40e5-aa7f-a76069370762
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2015-01-31;2011-02-03;PRTB;f02bf0f5-7340-4dfc-a54b-023306705eb3
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2015-02-01;DEM;5f715dce-3b3d-4528-af09-65ab28b6d95c
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;PSDB;7ff53c66-c8ee-4a54-9f53-2fc7d86710f9
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2007-08-02;DEM;63c6f12e-4f18-457b-b9a0-fd83157a9735
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2007-08-01;1995-02-01;PFL;7f4644cb-31c3-4de9-a5ab-49c1e4579d81
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2010-05-05;DEM;5baef0e7-6930-45a6-8fab-116e3ecfa7c2
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;PT;cc9c65e7-13a4-4efa-a06d-4d0a8b5b2269
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-01-31;PT;25706996-15e0-46f7-8489-98903a8a4265
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;PSB;ee4fcf70-e277-4538-83c0-42c8cd9d16a9
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2011-02-02;2007-02-01;S/Partido;d67ee04a-9d8a-4b05-8d2b-419a08ca9908
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2007-01-31;2003-05-15;PTB;0220d3ce-6225-4290-adf6-5dbe20b712c9
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2003-05-14;1999-02-01;PFL;10588135-529e-44a4-b6c2-15e77fdc8cd5
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2015-02-01;PSD;2ff9ff5a-bc21-47ec-947f-f0220d83368c
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;PR;c8f0e254-eb64-4181-8def-0d015914b6da
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2011-07-02;2011-01-27;PPS;98361962-451c-4ad1-a052-bb3f2de2b446
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-01-28;PP;02159593-0e6c-4436-b644-55e298d501a5
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2015-02-01;PT;22c5853e-cf8e-479b-a29d-01b42260935d
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;1995-02-01;PMDB;d3eaa904-3388-4a9f-9f19-65b93ae8f71a
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2017-10-10;PROS;8626bf95-ef62-4bf6-9e18-83ee1f7b843c
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2017-10-09;2016-03-15;PMDB;395497a6-e04f-4a77-a6ba-09cd6bd0f084
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2016-03-14;2015-12-10;PMB;b52f521a-9a05-4dc0-b9e6-f889d3dc1b70
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2015-12-08;2015-01-01;PSD;4800a063-49e9-4e06-ac65-d32fb411bcd1
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2014-12-31;2011-02-03;PT;9b4e89f9-f785-4367-8b34-62e72fede6b2
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;PTB;2d0cd6ef-364f-496c-9512-df1e78bdc114
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-01-27;PT;6edbda2f-27e5-4f1f-bd51-db922e4760ec
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-01-27;PT;d785d699-815f-4435-905c-3e738788cc2b
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2015-02-01;PDT;790122b7-4e62-49ef-bafa-3ef9a8a74752
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2007-02-01;PP;2381cc78-ca5b-4044-bf97-06213afe5ea6
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;DEM;508d5e0b-a7ad-4847-a438-066c569fa44e
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;1995-02-01;PMDB;c49e6539-91fb-4fcb-ba3d-00191cdff43a
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;PT;66b24924-a67c-4500-8a46-77880412583b
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2003-02-01;PMDB;b3968263-3545-4dc2-a56a-32878ec500b9
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2003-01-31;1994-12-20;S/Partido;9f62e800-9cea-4825-bedd-3c970bfb603f
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;1994-12-19;1991-02-01;PMDB;df70a1ad-e32a-4152-b7fa-db2d72ebaa33
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2006-08-01;PMDB;cbcae1ec-1859-412d-af9e-c603812e6c3a
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;PSB;5ab4154c-2319-4a2c-8c48-d8c4a02c4525
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2003-02-01;PT;cc1c7efd-0f70-447c-acb9-687be9366cc8
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;PSOL;26aed7ea-e6d4-4dc6-9326-7cf43b4beaf6
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;PMDB;93598e26-0b60-4425-8f48-76e80ac2e392
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2007-01-31;2003-06-06;PP;5d3c66c9-d614-4c67-b663-5d1c51df2b6e
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2003-06-05;2003-02-01;PFL;2c49a8d1-0e6f-4a18-a25e-be6e522467b8
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2003-01-31;2003-01-31;S/Partido;96474954-c77b-47ef-b17c-707258f8fbed
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2003-01-30;1999-02-01;PFL;043c15bf-71b2-44fd-91f6-222bf33afba6
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;DEM;2a38dfb2-b200-4f28-b752-b5ff7c36040b
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;PMDB;f56c99fb-f685-4c33-8445-66ffe9673594
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2005-01-11;PSDB;7542be7c-03f5-4d8e-893f-bb5e3bfa0af4
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2015-02-01;PSDB;4655ae76-577e-450c-8f96-1abb1556ab83
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2001-10-25;PMDB;731488a7-6864-46c4-a7ba-c433aa3d12e1
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;DEM;cd86cb30-2310-40cc-9def-bbd59ac2f7e7
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2016-03-28;PTC;71fc4459-e4a3-4259-b5ee-74d3ee7bf197
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2016-03-27;2007-02-06;PTB;685e9d40-8131-4557-858f-1245461514b2
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2007-02-05;2007-02-01;PRTB;5e2c6ab3-67aa-48a4-bee4-f2425d2c5fa2
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2017-09-13;PMDB;c2d5dbca-a472-4f0e-9532-2a30f3a0f133
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2017-09-12;2017-09-05;S/Partido;9ce9905e-f728-4f7d-919e-3e3b47b4ccb7
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2017-09-04;2015-02-01;PSB;215d2de5-ea98-448e-9bc8-61cea10c64e3
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2015-02-01;SD;a642bd4b-0cfb-44b5-843e-4bb325f82fc0
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;PDT;b4f8c6f8-ad04-48c0-9ba4-cdd4e6434053
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;DEM;21246c48-2372-4b20-9219-a8e82ae57a4b
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2015-02-01;PSB;d992e503-ea42-49d3-a8c8-29f5ec1a3fea
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;1999-02-01;PMDB;2b129392-fc28-4e26-8c59-d7bea6ef9b3d
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2017-01-31;PMDB;2ba338d9-54f7-420f-b1fe-b3bbe084c12b
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2017-01-30;2015-02-01;PTB;b46ab9f6-640e-4fa5-9b40-28428498b352
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;PT;10534260-87e1-4dae-840d-6e043a5e0513
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2015-02-01;PMDB;448f888f-a28d-4940-9f0b-86f4169eba20
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;PTB;d93dbb8f-25a6-4066-a265-883c7c83e292
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;PSB;597488ed-c359-4ef9-8960-8551c2ec640f
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;PSOL;ab9e3ef8-7e1a-446d-88c8-9c27caec92ad
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2009-10-09;PRB;1cfa08ae-4c8d-4031-8eb1-9234b4d6dae5
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2009-10-08;2007-02-07;PSB;bde24f35-7878-461e-a23d-a8d8b5c8fb3d
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2017-02-01;PSDB;2e48e1ca-eb0d-40e6-aa7c-e3f989fc8ba7
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2017-01-31;2007-02-01;PSC;aff673e2-9d62-434c-b2f8-0b8467cee626
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-01-28;PMDB;5334cfef-2b6b-494f-a405-742cf2ec5e47
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2007-10-10;PMDB;a167ce66-5e39-4bb4-ad9b-721058a8a2b9
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2007-10-09;2007-08-02;DEM;6ff05887-9e1b-4510-acf9-9364386a8955
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2007-08-01;1995-02-01;PFL;4153f202-a964-4c26-af2a-0ce5dfde6517
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2015-02-01;PTB;ce17089e-9859-42ef-8245-c9cc8a2bfade
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2015-02-01;PMDB;220a1da8-f15a-41ce-bdd4-701c3a43c35e
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2015-02-01;PR;3230801c-0106-4e5b-a646-11867f345ccc
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2012-04-27;S/Partido;13adf6b7-bec2-4cca-af94-6d7626cce656
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2012-04-26;2007-08-02;DEM;f7655fc3-0dad-425d-b596-27277297d1d8
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2007-08-01;2003-02-01;PFL;0545ca9c-066d-4bba-9906-8acfaef87a0a
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2016-03-29;S/Partido;80ef8229-694f-4b72-aaf4-82241dbc5417
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2016-03-28;2003-02-01;PT;ae7e75cb-23cd-48c0-b40d-87b6360b83d0
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2016-09-08;PSDB;61cc013f-f7aa-413a-a0b0-3a9ecb08a170
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2015-02-01;PT;d21ec9b4-8cd3-4ffb-a675-7de6b20bc274
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;PTB;5a5786fa-7f9c-444c-8799-68c34dbe1c9e
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2007-04-24;DEM;354887ed-4c1c-4e57-96be-8127acc30d18
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2007-04-23;2005-02-15;PFL;dd088a39-d6e6-45c3-badb-cc776549dccc
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2005-02-14;2003-02-01;PDT;5cfc624e-80aa-41fd-8f7d-3594009eaffe
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;PSDB;e04ee7be-30a2-4159-b2be-474fc93a92d7
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-11-08;PSDB;75a0b620-2bde-4150-b6ab-5590f99ae2a2
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2007-04-24;DEM;c1b62a40-dd81-48a8-baf0-c6f1cfaca1ac
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2007-04-23;2003-02-01;PFL;6cebb951-3296-4935-b781-f68e4557adbd
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2014-12-13;PSDB;a4a596bd-2f56-4025-867a-3145b680973a
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2014-12-12;2013-12-23;PROS;7e3abfc3-492f-4272-8665-cea0503ec858
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2013-12-22;2011-02-03;PSDB;d1af200e-d726-46f3-a68f-0612538a9d92
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2016-02-22;PPS;5a49e285-3379-4031-8314-54f9e4af6690
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2016-02-21;2005-10-05;PDT;beaecd62-7a50-466c-b3d7-2b7363d36bc3
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2005-10-04;2005-09-13;S/Partido;e232f315-33ad-409b-93ba-2f62c27560ab
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2005-09-12;2003-02-01;PT;830b1977-7e71-4c5d-baf7-a48f11f5b20a
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;PSOL;077608e5-f7f3-4532-8a02-4f01c1a8a48d
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;;PMDB;ed1ae85c-18df-4da5-9484-ebcbdc39e899
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;;PMDB;d6f0a6e1-a0b8-4b3c-add6-f5811a1b0a39
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;;MDB;4fde8b22-afa5-4026-9a03-73c113d0a587
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;PSC;2d0d5d36-88af-4b3e-8059-42aad79c2aad
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2003-05-15;PTB;685f2d06-e593-43b5-9cde-a4809ee1b8a3
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2003-05-14;1999-02-01;PMDB;5c0b92fa-d2b3-41bb-8475-3b7b0b156c09
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;PTB;ff5d5f2d-0c62-44a0-9711-94a494dd6afb
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;DEM;2d23f967-a4ac-4d5f-8958-caad3b5de99c
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;PR;effb2a49-e97d-4e06-9bcd-5d3f8a259bc7
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;1995-10-25;PSB;b408902a-a48a-4588-8800-e2ea69e094da
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;1995-10-24;1995-02-01;PP;be0dac11-c07a-4e23-98a6-028723af48c1
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;PP;abe072c0-10e5-433b-869b-7e49d615ee4d
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-01-27;PP;80f489c6-16bc-453d-a33c-48fe59ae7dad
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;PSOL;f0362ce0-7108-4559-8cd6-73ebfc82e8be
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2015-02-01;PSDB;18bd83bd-1f86-4edc-80c7-1c42f483ee54
