DataFim;DataInicio;NumeroLegislatura;org:role;sen:CodigoMandato;sen:UfParlamentar;slp:resource_uri
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;515;RO;86b52f63-7314-4a82-b133-28f15c481884
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;515;RO;0cd7a9b3-d499-4259-b2cd-de47c340198b
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;445;MA;c358f4e3-ffad-4e9c-9852-dc9933f77c59
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;445;MA;5bedb691-2cc9-4f10-8870-08f151067bd8
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;483;ES;50094802-3aa3-4209-bade-70ecafb9f705
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;483;ES;ea9b73c6-c089-4501-af78-10a1de2a8727
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;492;BA;2d7a791a-225b-4c83-ab27-ceede9b73086
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;492;BA;d092b0e0-4272-4d9e-8f27-64bb62ccfc58
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;484;AC;deab6fd2-689b-4c6c-b90e-42a7d23cd871
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;484;AC;29428daf-6f58-4bc3-a5c8-5c6fb9a442f3
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;477;RO;dcff60e0-1ff1-435c-83ec-53048490fb12
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;477;RO;a211b3c7-780d-4683-a6f5-d2de09c62da5
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;493;AM;ec4112b3-559b-4e46-bcdb-8d2e53f203bc
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;493;AM;51348c18-6c48-4c8c-b50a-26dac82a86dd
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;513;PB;bcec6c43-4839-4760-81b3-596da298e00d
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;513;PB;bab10bf6-66a7-4edc-8c7c-38b28c059c21
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;436;RJ;ef9dc15f-8dff-4aa0-829b-f4e5d0cfbc8e
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;436;RJ;e19348df-1ebe-4f70-8595-9101e23b5c67
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;487;PA;e9a3f55f-0434-4ed1-9e89-960f60c88966
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;487;PA;8c7df062-2332-4422-a9dc-b4d6e45085ec
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;461;BA;4398f95b-e3e2-4124-a70c-5e654e5051e4
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;461;BA;e16b8ef1-ad54-4164-bc5b-6f27927599e9
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;462;RS;18fe63d9-86f5-457b-b92b-05cdf376404c
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;462;RS;a92da768-e02c-4f95-91e1-9fb7fb52cc58
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;492;BA;e4dbf9cb-a3b5-4352-be9a-e757a4324c9a
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;492;BA;61419373-a355-4ec5-86cb-553d004a3cb3
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;471;SP;900d93b0-3ae2-4583-b9a8-91d5b113a5ce
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;471;SP;52cefdcf-3620-48cd-9fcc-bd81279a8bbd
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;501;AP;bd5840da-0f40-4cae-9cc9-d6b560dbf529
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;501;AP;87a41e61-6b09-4d53-8b9d-8ca38f24395c
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;494;MS;16fbe278-4b11-478f-b2b2-eced689ac732
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;494;MS;a8c18df7-cebe-45c2-a896-25aa40f060f9
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;485;SP;d3ac6a48-10a2-43d3-be35-9cbf3b89175c
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;485;SP;67076939-6cce-4c58-95e6-52716e65ae7d
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;450;CE;99324fd4-32b4-41d4-a326-6f3725dab636
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;450;CE;51e115b2-7bb5-4ff7-a0fe-4a2349581800
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;438;MA;d98c469b-482a-4d1a-9755-0145b2540ed4
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;438;MA;9084e838-53c8-46e6-9b71-583f97c7a7c2
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;482;PA;ba453e3e-0a3b-4585-85fe-67681e31d6be
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;482;PA;2ebd8146-20a0-46c5-99f5-cc23470be0e6
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;448;PE;f2b3f45c-7c14-46e6-99d7-4cea75418ebe
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;448;PE;ebcfb425-9ee6-4885-b2ae-e1cdb85204fa
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;506;MT;9cd55e95-ad2a-4f26-bb38-cc8e71c50e92
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;506;MT;5b0a78b0-505e-4828-9f76-1e8d17da0afb
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;480;RJ;40f33976-f636-4c2a-abf1-dbd3c7c35d8c
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;480;RJ;d91fdfd4-f3a8-4d1f-9fdc-9e31b3c31956
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;479;PB;4f1fc871-ddb1-4499-ba3b-a610929bdd75
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;479;PB;ded017e3-ef0a-45e7-8de5-1b759a0e3f57
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;459;GO;dc294739-c2fe-4057-b63b-b117c2373eb8
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;459;GO;1404bcba-6ee7-456f-9b26-c88b77b0b586
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;446;MS;0f9078e8-78b6-4d76-a102-7156f60e1ffe
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;446;MS;ad66923b-08c1-42fc-9e6f-27066be6fe1d
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;517;SE;b120fc22-2eb0-4fd0-8fa8-5186c9b3502b
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;517;SE;04d928b7-05c9-426b-9c4a-c6297f461ef6
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;456;MT;340536ff-0119-4f55-a2a6-a0f222b4e340
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;456;MT;3d3807c1-e622-4e35-9a35-59f2db95381a
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;453;RO;b0731375-a09b-4605-814f-69975d62f617
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;453;RO;742d0da2-25f5-4c0c-8d54-0f51ac267b42
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;483;ES;e210c82f-da5c-4c9c-a739-d2f13517f3de
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;483;ES;c13ff4bc-9075-4d30-9279-80c440cd3b92
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;459;GO;0f78584f-0f87-47b7-a315-9dc0105e57b4
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;459;GO;c9b0ad8a-bb56-4b04-8aab-64caa3682383
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;461;BA;0928a0b6-26ff-4426-8321-6027b6e14c35
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;461;BA;5679aa77-51a8-4063-a78e-6287669967c1
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;503;ES;fb4ec789-35bb-414e-83fd-f4182ff8c4bb
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;503;ES;af55263c-c00a-40ca-9e12-7472c5f2eb77
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;500;AC;a1447942-fc05-4252-bbd4-63c1b71fa6d5
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;500;AC;139b9709-ab33-4715-9727-e2026a41ddd4
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;467;PR;476fec16-1133-48a7-8f4b-6df44eb6cccd
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;467;PR;9374622d-fc4b-4e60-8eb5-8acce635449d
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;465;SC;dc3f7b6f-8104-44ce-90dd-8ce9ea2c8a9f
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;465;SC;eb8c61dd-71dd-4f45-9f58-7cb6f892f0fa
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;473;AM;b8bb71df-0d58-47e1-b787-e7d28e2d2d77
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;473;AM;103e4bb7-12a3-4815-b108-145cc195ebaf
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;444;CE;ce6e812e-e74b-4a34-ba44-517d33e5f9f9
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;444;CE;8da0ee80-a667-4b99-b566-6fd9f85c65e7
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;478;SE;368a3a57-afaa-4d52-9189-fc4077de4503
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;478;SE;5bc69a6f-035b-4064-8304-fc7cbd0bd750
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;493;AM;06ca555a-63dc-43b9-a6e6-964c4542ee95
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;493;AM;9ddf10c3-4fac-42d3-97b7-5d47f67e2478
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;504;GO;b1f28404-e64a-4e88-8cdb-c84b07d6921c
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;504;GO;09d997e4-fcf8-4142-9363-97f2229b1c60
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;470;DF;15c48e34-7704-42e9-a761-990e2142775c
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;470;DF;052aa426-f355-4a11-b076-535b36b472e2
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;436;RJ;66100724-f82c-4b6c-8e45-04bf05ee0e9a
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;436;RJ;c5500fb4-5bb1-42f6-bb80-0b962c0c65a6
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;445;MA;e73997d3-ff81-43da-9f3b-d172a85702fb
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;445;MA;b95c5152-1944-43cd-abc2-3650d6d307a5
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;497;RS;e28a2d30-ee46-4e25-8716-b89dfc792ca5
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;497;RS;84ac8e97-f742-43a0-bbde-289393f6bc19
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;461;BA;9e5cc6d2-ef9e-4a36-bf66-3c25cacf5f85
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;461;BA;09bb647c-b344-4859-84e3-2669255f02bd
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;518;TO;c874d3da-e983-4ccc-be3d-208ea54c5f9e
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;518;TO;86e4afa3-ee58-479d-808f-791dcd286c7c
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;495;MG;2692f5f3-41c0-4eb5-bb9d-faadc14a6229
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;495;MG;11730852-1e7b-4ac7-9fc7-3587bf4b599d
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;478;SE;edd6a2fc-a67d-4523-b3e5-921b8ce6a177
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;478;SE;6c49c349-3a01-4ed4-bc29-fd2700cb462c
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;468;TO;1e3681cd-76de-47b0-9674-908f83d0c426
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;468;TO;9dd90795-7810-488a-ba08-74635d32bbb4
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;451;TO;54df02ae-a432-4b9e-8458-02928801a16e
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;451;TO;c0880307-717a-4f7c-be66-21794afed321
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;481;RN;a8406557-a7d5-4b42-a0d6-1bd5c9ce09ba
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;481;RN;213ba83d-5e3e-480e-82f2-7e92fa936cc5
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;509;RJ;76ccd01c-bf2e-4db1-9525-e6f1124ea155
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;509;RJ;45988c21-103a-454f-a4e2-5044d5cd9793
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;490;AP;d66dd5f3-89ab-4755-aa8a-247fb291428e
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;490;AP;cd497b52-efe5-4d10-8a31-8808f5bc0857
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;458;PI;94f5e61e-d731-493e-82b4-9fc8a534433a
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;458;PI;5a33cd04-6c46-4c44-9392-438b1122adee
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;488;PI;38406652-9fc3-4d6a-9277-db9a36bed4cf
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;488;PI;770b6ab8-98aa-4e35-8a70-2fdb04119751
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;438;MA;808e08cf-6903-4aa9-9eff-05c1a2b3d959
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;438;MA;4af01771-ae93-49bb-9b31-e100f9bc3652
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;469;AL;e9c6b575-60d9-4afc-b514-ded6cfb1d66d
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;469;AL;f579972e-02c4-4f80-9773-d09dd336b6dc
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;516;SP;4bab723d-31de-4f38-b49f-e92b591ad4a3
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;516;SP;3125e024-b4a0-478e-a91b-9af883688f0b
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;443;PE;7aa05a04-ca6a-4f31-ae5a-465c99a692c5
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;443;PE;d99b106a-a9b4-4ee0-a1c6-c650a5b8250d
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;444;CE;0a72b2ec-cfa0-4a15-9486-b7a341be86f3
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;444;CE;8492546a-9e1f-4d4b-9199-45375a15dc1d
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;463;MT;43bcf9b2-ff35-448d-b53e-9f64f6698a75
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;463;MT;18973a57-a3ae-4170-98d8-6e50fac57e21
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;513;PB;bb83e217-365b-44c7-a033-71e150f40bd6
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;513;PB;373cc9b8-f83d-428c-884d-8eadc5b4d1c3
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;457;AL;742ff772-49f8-40ea-902d-6c5c383aefbe
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;457;AL;09897fbf-8d3b-4f55-a345-36f8307e0015
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;474;SE;a8e3847f-2a9e-4e8b-9c79-4f2116959a6f
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;474;SE;a9ae4c63-20d9-4277-8a13-8f0bc7da8709
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;502;DF;c1e315ee-4ed9-4e4a-b008-f9f181f9cec3
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;502;DF;d80a20ec-fe1e-43a1-a6f1-1ce586babd85
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;516;SP;7cb00b2d-488b-4c95-984c-495c9636ea8f
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;516;SP;dc19ce6f-b059-4aa2-91f7-e5ca224b2ef1
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;455;ES;2a5c4b55-d5d8-4d2d-b0d1-47e9b9b05c4c
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;455;ES;bdd3abeb-b592-4323-8078-3b9a7e9f898c
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;458;PI;f1c6e131-674f-4585-b4e0-783e1cec614b
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;458;PI;5abd816d-1a10-4ffd-bcb5-69fbc64aec00
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;501;AP;408375c6-8416-42ee-bb39-a6a47c4d80b3
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;501;AP;7f352166-1312-4507-9395-6a33db9ea5be
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;462;RS;45768c32-f23f-4d2c-94c4-cda10e554b38
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;462;RS;6c1c0fda-fbe5-41f4-9308-6edf5c1aa19d
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;481;RN;06363e39-0ac7-469f-8d5c-903e63d3c27c
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;481;RN;22ecbe90-79a4-4e79-afc3-735ff6626125
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;506;MT;cfdac7b9-7cbf-47ce-be61-b4646d7a63f1
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;506;MT;6e1cfac9-805c-463e-9ea8-373f2daec792
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;486;RR;8b1be614-50d4-4af4-9441-52e9484573ee
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;486;RR;232f6df1-0a5c-4073-952e-517fdf7e6e6e
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;496;PI;0016ea30-8e7b-4e38-8e1c-8a1ed5a3f34a
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;496;PI;6f4ce6a3-cc36-4377-bbd1-9d1632c4dc19
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;484;AC;92c2af81-4320-42a4-84dd-7a613653dfcd
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;484;AC;b44885f8-7ff5-4df9-8031-20b592815446
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;448;PE;61b1558b-8794-48be-a42a-658e9d390822
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;448;PE;f528691a-7d6a-4d1f-af78-2ddb40da0900
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;514;PR;f732e435-f07a-40b3-b818-72b855eb3bbe
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;514;PR;4147e816-9f63-430a-a21c-b29b967e5444
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;476;RN;033187e5-68a2-4ac9-9cb5-f6b64480bd99
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;476;RN;88b16f00-937a-4856-894f-ac4cc4206a8b
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;441;MG;a0b28af0-0ab5-4da6-8dc2-a01ea66713c5
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;441;MG;7d8d3458-9f72-47ad-8a4b-e2575d9c920f
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;490;AP;92d44e22-85f9-4f4a-905e-6f0e6af8472e
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;490;AP;83e6ca00-ce7f-41e3-9acc-b045339f9615
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;477;RO;d9249746-7c8a-447a-893e-e8324eb48f3d
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;477;RO;b95c0655-cad0-43c6-9624-a1eaddf51de0
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;510;RN;dbfbc1ad-7951-4f77-885b-c894fcca6b18
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;510;RN;e2d0f3fc-28a4-4833-aaae-a92c790d291a
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;491;PA;c3f2a5c6-6f1b-4be6-b951-b014e9ff1965
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;491;PA;3b5dfbe2-9d9f-48eb-ab33-35d87139fc5f
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;470;DF;e81802a1-b0bb-4db9-b5d5-0f6e9750b42b
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;470;DF;4206af1f-8959-4922-a1f9-c473fa8e0e10
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;459;GO;97b68971-3bcb-44e1-a631-4a7f8109c52f
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;459;GO;dacd279d-4950-4d6a-ae18-17a3b87f1e24
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;448;PE;f6681a42-0466-4100-b531-bd57c99383f4
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;448;PE;c173fe49-196c-4b21-a33b-c62a2af2e83e
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;439;PR;b894b222-e9d2-4dc8-b23d-7192524cc4d5
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;439;PR;aa83da0e-45e7-4dde-8d56-8e6034d9f3b9
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;515;RO;90f726fa-320d-4dc1-a559-5e76cc885787
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;515;RO;a99654fd-1b96-4634-98ee-9cc646e54fe3
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;500;AC;31ebf33a-1911-4b97-ab1b-577b1ed00114
2023-01-31;2019-02-01;56;d69fcc38-21a6-41ee-8c0f-90be24aff805;500;AC;86348b46-17a3-466e-9445-714b1baf4265
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;446;MS;1f99b49a-a07b-40f1-b827-79d51854c7e4
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;446;MS;c337b5e0-321b-404a-9da8-a76f0e3f432f
2015-01-31;2011-02-01;54;d69fcc38-21a6-41ee-8c0f-90be24aff805;464;AP;80fba4d3-dd6b-42c1-95ba-b93b9afe8de1
2019-01-31;2015-02-01;55;d69fcc38-21a6-41ee-8c0f-90be24aff805;464;AP;313bba58-ce41-4301-a5ba-f85b7f5e1411
