cam:dataFim;cam:dataInicio;cam:siglaUFRepresentacao;org:member;org:post;org:postIn;org:role;slp:resource_uri
;2015-02-01;MG;96ab818b-73d7-4889-ab63-69e09310a2b7;547ec9cb-8557-4712-8e6e-75132507b6bf;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;8c8d5b5a-d4a8-4ce0-a928-19424892db82
;2015-02-01;RJ;670968f1-ef58-461e-a03a-a861deb65bdf;0803ac8e-72b5-4e07-b742-1175b6b08737;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;5c9041ec-3a8e-497b-8f16-e61136c51f1c
;2015-02-01;RS;484ced43-9ce2-4225-9f7a-f5cd7693c6ae;c7f52be7-db28-4fe0-8ffe-9ffba5e2696c;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;75b2ed97-b502-44ef-ae6a-116fbf94ee4c
;2015-02-01;ES;7de8a2aa-79a3-4c42-ba3e-a0d03f51923b;ccfb6b62-8ea6-4770-a423-15f5914bdecb;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;73cde43d-16ba-4888-80ee-a9c4dacb41e1
;2015-02-01;RO;bd357053-dcdd-4777-b25d-fd93f2fe1f4f;b60af4e3-56d6-4fbf-8159-1433605ccca5;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;763accd9-b0af-48b8-8806-3ca337e1fbb7
;2015-02-01;RO;aa9e8f4f-2cdd-448d-b20d-bd36d20c9476;4a3a72ac-53a2-422e-bf99-6418c90c666c;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;8ef807ca-7a43-45ec-9044-e3557bcb389a
2016-12-22;2015-02-01;AM;31316b72-371b-4ea6-97e0-1d28ad8364fd;ca35b10d-b925-4396-a2b7-05bcb4048def;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;d56ecb30-1d01-49e3-b3fc-afd2d9a834e3
;2015-02-01;MG;018d009f-480f-41c3-bcda-7aeeabfe884f;ccf53e60-79ed-4a60-8ada-a88059f5cbe8;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;c08cf408-763f-4fcc-9ea4-125e4db9d3b0
;2015-02-01;RS;ef1de1c7-b169-4316-a05f-7b736da28f2e;e14f8a8b-1d84-46e3-a2f1-f44c3858cfce;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;4e2ede44-b388-41d5-b7e0-7a13ea2657fc
;2015-02-01;RS;c661c007-75c4-47d3-880e-b5f79a21d12b;cf6c792c-fa90-4e55-9710-213a2ca02d6f;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;81acf8fa-82f2-4991-8a26-d37e1c5c3247
2015-02-12;2015-02-01;RJ;75fd6638-b0a9-4086-89ec-fe248676f3d4;217d2e45-d251-47bd-853f-17bf61e0f7ba;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;7e24b649-2e58-489c-9766-3de6865b3d52
2015-02-03;2015-02-01;MS;ec9fb26b-06b0-4e7d-ae9a-970252359430;00d6d5ba-4a94-4477-8c5e-57514bac4616;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;c4764be3-f397-41e7-91d1-12fc4b03a364
2017-11-13;2015-02-01;MS;ec9fb26b-06b0-4e7d-ae9a-970252359430;383e3c41-1f7e-4999-851a-b2f6ea39e181;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;6053f6cb-6e82-4ed2-85a0-18ae812f4b34
;2015-02-01;BA;170c34ab-a935-4319-a3f3-4bc746b74bd7;07e0df06-e61d-4c38-92d2-3749d993cc87;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;c2652636-9f15-49e1-81c5-799143b23eab
;2015-02-01;SC;58033ba5-9752-4747-a627-8f9f7e35cc30;d53f9202-8c3f-4e61-8957-f0d1dc384cbe;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;d4f29f1c-5ce9-4ef4-9130-7c06c92fc6e6
;2015-02-01;SP;80d34a97-0000-440a-8368-271391fe215f;3fff6b19-d195-409b-85db-d9e5d285866b;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;06b6a935-1569-474f-9991-c6022e1e0a23
;2015-02-01;RJ;91346423-d686-4908-bc89-712ee31e47b5;5d259a38-a397-4271-9484-36c2b7dc5eb6;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;b54dad1f-9078-464c-a021-8a74563c65d0
;2015-02-01;MG;b05fca5c-1a39-4353-b1e1-d0bcdab1e9bc;64758a09-6868-4c14-967b-e43a865f2c4f;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;effb5840-2417-4b59-bcb4-4a4005ccdb02
;2015-02-01;AP;6641ea98-f0f0-4791-abb6-6a64bbfc4a7c;b9eb26d9-e73e-4b52-8712-6e37fd7604f8;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;686c7858-7a35-44ba-b7db-4441875466a2
2015-02-12;2015-02-01;RS;7aeee2ef-1887-416e-b04b-6f23cf7c46ff;32890f58-e727-4d43-a1a5-248da2e91268;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;ec832a87-5e18-41de-95e7-d4d52b62bfe7
2015-10-05;2015-02-01;PI;7809e20c-b28c-4013-bda7-13266213bc6b;425f2eae-1e78-421e-ab8f-af1116b63f13;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;435729b2-b08d-47cd-89f7-e0825126cda5
2017-01-01;2015-02-01;PR;916ba8b8-6896-4501-b094-5304fd332271;253e6af4-c684-40ab-98a7-b553bb519191;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;8c111c95-5191-4e02-a8fd-f3c0cbda99d3
;2015-02-01;MG;59ea183e-c5c4-4512-8edc-d74ee31617f1;919aab36-24b8-49d8-b764-33d63e71cfc7;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;1aa0b97f-13da-4971-920e-01372ecc5b75
;2015-02-01;SP;898ab897-5a4f-4b98-b905-4b66b89a4008;164d0715-44c9-4e87-b7d0-c9912292e721;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;e2a7d767-38c5-46e7-9615-b1e9d63e6f80
;2015-02-01;SP;fb5fca6c-77dd-430b-9518-81d9778ef7b1;18533783-222a-4a09-a874-e56ec19a5ee3;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;aa0355d5-6359-447a-b06d-f2567b53bad8
;2015-02-01;GO;a3de8d28-fc10-417f-94a3-e288532acd5e;9ed866d8-f669-4625-9c90-282743f9d21e;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;404b7b13-cac7-4718-886a-3e97f5614984
;2015-02-01;MS;d2eaf71f-8245-4a1b-98c7-393c32ad0241;ca8c13ca-4a48-4ad9-a7ae-36b0880cb430;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;29219402-fcdc-49dd-8f82-17f1facd68a7
;2015-02-01;CE;cbe0e854-0cc5-41da-b1c2-5f0366d9dfa6;0048fa88-afc0-4e4d-a2a7-dd7b69de7f12;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;db8f5d94-8739-4efb-8db7-a420711181c2
;2015-02-01;CE;27d65c1f-60b7-4d09-9737-d4fde7e9e3ca;a70f7ec2-bb6a-4851-bc01-bab39b157ead;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;2598b35e-ee72-4e42-954b-ee8935247196
;2015-02-01;SP;1ba7f91e-f460-4330-ba46-61b84a6a67b3;8975d406-fc24-4e49-a0e0-bc9f8834b221;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;17039b7a-fe12-4e57-8837-1731b819bc62
;2015-02-01;SP;e90ec80a-90ed-4d89-9e66-3341de786f48;57eec934-4289-4e64-ad46-0185ef7daed4;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;aec8bc4c-dd98-4587-afe5-1b7d6a3a2905
2017-01-01;2015-02-01;PB;1fb9b030-43da-4e71-8cd7-c88766990032;7300c5c8-3e12-4e43-8ac0-910551ccc536;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;6d15b3aa-f55e-4202-bbbf-ace98970227e
;2015-02-01;RO;0cebc662-55fd-47c5-b19a-52fb6d5cbf7a;ba895936-c782-4180-8c2f-23a4913f441a;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;ad83d9cf-2d2a-4976-8c64-2da8e506ea48
2017-01-01;2015-02-01;RJ;55c86897-7642-411a-b987-d40a52482969;35db1c56-3922-4398-a90d-933cf93f7918;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;69fb10dd-a250-49df-98f5-cc3152fb75b4
;2015-02-01;RJ;80ca49e7-97e1-43df-b656-802cd3946dac;fa465143-1533-48cf-898b-4632b264f11b;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;efe4fe78-f975-40db-9d6a-5ee099b7e1b6
2017-01-01;2015-02-01;RS;f6c87df2-105f-4886-b5b4-7aebb4e99bd9;2e12de64-60e0-4a54-b339-1d1d11637f57;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;ace2c4d0-5ec2-424d-9a3a-bab3e6a31e41
;2015-02-01;PR;828c1f19-1b0e-4a4c-a6ae-e7fae6f3fcdb;be47ce8e-63cb-4564-bd5e-18a53e3cbae1;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;9719dabd-7992-414e-86a5-558c77744d81
;2015-02-01;MG;56ced610-3a3d-4882-92e7-97463706fd49;bcc5f525-724a-4ad3-a842-7e2eabdbffed;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;fd5807d7-53ed-4df6-8ffa-c863737102ee
;2015-02-01;RO;5ca40552-303b-4d52-bbdd-69fa3c289553;f916e5e7-3aa5-4ca1-a0b6-81abadb1bcca;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;a2b4697d-5d99-4b08-9d85-d1bd99f6b159
;2015-02-01;PR;60a9ecde-f162-435a-b97f-3c31a954efd1;2c950b06-b255-499d-b7e4-61bd69cba6ee;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;5d349d2d-ade4-463d-9496-fcdfe5efd113
;2015-02-01;BA;415cace3-12a5-434f-b729-eb0ecc07dd36;bac0c628-ed74-4917-80aa-bc3356290f82;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;32333ae4-f080-4d95-9f1f-5ab542cfc0b3
;2015-02-01;PR;31903233-0d33-4fd9-9c32-33a06710ef29;89b62db5-e262-4a5e-a977-95d2082c8cfc;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;00ccbc85-8043-4057-b9ea-666807b324ff
;2015-02-01;PA;64eef1d1-ba59-4a58-9730-b197dc6186a9;9c365d2d-d2e2-4c04-98fc-353d097f6b0b;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;5253d3f0-ffdc-4b6b-9a43-748d76653ee2
;2015-02-01;PB;505b8703-cf3c-4e54-816d-16d8334d9328;fbdf469b-9412-41e8-b878-fc902cc7eb0f;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;5cf14edc-175f-41e7-8230-b3cef29f6549
;2015-02-01;RS;ff983966-a102-42bb-ac2d-b3c171741236;921e84e4-709e-4ebf-b1fc-a675891837d6;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;647010f6-75f2-44c5-8774-7c4750ab3126
;2015-02-01;PE;af51933b-e7b8-4368-a7f3-db1f14a0e320;3b0510d7-7d43-404f-b601-0ffdb1e5cb2f;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;344e05f7-dd3a-4e92-a5c9-e4553ffcf614
;2015-02-01;PR;dc898628-fc22-4b90-87a2-62cc60111c4b;934d41bd-acd9-44b5-b6d3-024d6a7c7c0e;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;1b9e6943-f02b-4780-b45d-ac125e2f44d8
;2015-02-01;MG;cc262de7-6f77-4c1b-bad1-7385d4bdf0e5;ce2b7ba6-9391-4d4e-a5b8-7faf55a0ede0;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;2aa67f00-6f2b-45fc-831b-cdb9b2a999dd
;2015-02-01;AC;f059e4fb-25c9-4f17-861a-aca8a4087a53;4f9a1364-b0da-4a3e-a826-8a8d4770c2e1;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;c4eb509b-de39-469d-941f-37288b831f88
;2015-02-01;RO;27cb99ed-e41a-4c16-a0f6-5eb3687d7fc3;0bbcf2de-beba-43af-8939-ba92b8fb8f67;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;81e09013-0bd0-4d4e-ac60-a47d990cbea0
;2015-02-01;MG;08d6696b-cdb8-45f5-9c09-c79235530fdb;7b15296e-f03d-4233-bebd-aedd1a71438e;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;67dab8d4-ab46-4464-b72e-ffbdacb73936
;2015-02-01;MG;49baf206-96cc-4963-b436-875033dfd8b7;ba0524c0-8c71-4fcc-8903-09ab04b7a2b1;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;aa9c944c-f571-49c8-afad-3e96a02c2d67
;2015-02-01;PR;d6dd3a03-239b-4c37-9b60-32ebd35ecda1;e6a7b8f7-fabe-4422-83e5-fd594ac57e4b;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;40bf001a-f585-459a-bc4d-5b9b86de2828
;2015-02-01;CE;09d4048c-df71-445b-a315-c28eb1dd3386;e2de52a5-546c-4a8d-bddf-f94f742410e9;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;fa5b4416-b22d-41de-91f6-901eea1e9b1c
;2015-02-01;MG;6edf9367-077e-4e77-bea9-5f7c6df24830;504117d3-c7bf-49d1-8e98-85c0ed213229;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;a35d1641-c75b-49bb-98c8-dcb96323767a
;2015-02-01;TO;6d8974de-b74f-42a4-a260-a2065b90ba51;8f903a2f-d92f-4617-a32d-8b5ae816c9c1;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;a7fe4841-fd95-4dad-ae1a-fa593a504686
;2015-02-01;SP;8b7604e4-4d89-449b-aec9-04ec74e103c7;30d204bc-b1d2-40e3-b7b7-2d70895246c5;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;c4d31bd0-b7dc-4557-9986-5ec5f66b7d81
;2015-02-01;ES;cbf579e9-bdca-44e6-9633-9de0c4b10cc7;54b1a20a-7a36-4512-873b-6db0634e89d3;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;6ee02802-c5be-40f2-9fee-dc486523d8a9
;2015-02-01;BA;7271d17b-fef1-4b39-ab49-db98d2a09cb7;9f5526eb-4e54-4c22-aa6f-2d17c08343bb;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;d5992336-ce09-4086-b690-f3c8601f6086
;2015-02-01;DF;ddf8f745-9d73-4bbb-a540-ba9c72c43c78;574445b7-c837-45cd-a59d-b745af971960;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;7c70a031-a65b-4f98-ac60-b62fea881c0e
;2015-02-01;MA;b12e9675-4a16-4dae-a320-2d0896288b1f;5e6247c8-b0d8-40f3-8b81-7a43b82e006d;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;2cb5f18b-dfb8-42a6-9757-fa64ad4a5e60
2016-05-12;2015-02-01;RJ;d09ebab4-9a44-4c56-bca1-04eb6143d582;bcdf278a-26b6-4402-84b1-d74da9290698;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;bd0f6791-df51-4daa-b6cd-0a7e55b5cb75
;2015-02-01;SE;83c8d79e-ae68-42ce-a1ec-af2186a93bbb;3f831d1f-ae2f-48a1-8061-351c284e2352;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;813b538b-25de-477d-9020-48cc1417acea
;2015-02-01;RJ;94ed6a79-7705-481a-857a-c230893dfdb0;db063083-4c1c-42c3-9e03-b51b0edbd86f;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;7048dbb5-79f7-40a1-8e02-9b2a7123ee5a
;2015-02-01;PA;768e030a-17e8-4d5d-b801-114524e133fc;393af823-83ad-4f33-8fb6-a962f7782a5f;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;d7790afd-f3b0-4be9-b170-22c6f7224b6d
;2015-02-01;PI;aa587dd2-8931-4000-8827-8d0a96390ad3;686854d9-8059-4b4b-b301-e6b0bed775cc;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;2267268f-bfd8-442a-a1b6-eecaef2766c9
;2015-02-01;PA;3ac0e321-edb1-4cb1-a10e-3b3cb4907223;8a7aab05-01fe-45ce-91af-1870581c71bb;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;ba6bb4d2-dbff-45ed-8ba8-682b0d77edd7
2017-07-13;2015-02-01;PE;dbd6c6f0-244a-4498-9467-aae7842d7b15;fc2307c4-3bef-4bae-85b6-2930ac9d9ff7;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;b1f4ae43-0f18-4ee4-b776-f650f01afee5
;2015-02-01;GO;7d1e5d4b-1828-484e-ab29-5f08712c2773;505ccf47-7601-449c-b621-98fdec458cd1;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;f4b3718e-484c-4399-9f71-8917586154e2
;2015-02-01;RS;17abaab1-3d31-4a42-a426-d496764cf962;9fe461a2-324b-482e-bfc0-7c2329e6c766;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;4818c518-56b0-4de6-9eb4-43d49ecaf62d
;2015-02-01;MG;11fc57dc-d700-4928-993a-d907720e180d;0e905a00-179e-4b38-bf11-fedcef6778b4;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;dab7aa0e-66bb-44ba-9772-339dd92e4d81
;2015-02-01;MA;0177472e-06b0-448d-84ba-494ac45efca3;35928ae0-15fe-4006-8ff5-c757979802f3;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;a7a63ba0-b92a-4378-a95a-770e5e22ae57
;2015-02-01;MA;d8868f4e-64d2-4815-92b2-b4e1bf8477a3;e2cf07d0-a76f-4314-976d-ac1f4cfd77c1;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;e090db59-2207-4c7d-a54b-096c4f23e08e
2015-02-26;2015-02-01;MA;c2957e30-5fc5-4395-978a-dfc0787bff40;e272099c-7671-4dc1-9e41-9b169887838b;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;fc9bc909-ba44-466b-9ff4-31937242bd58
2015-04-09;2015-02-01;MA;c2957e30-5fc5-4395-978a-dfc0787bff40;ff303e38-d5c9-4e81-8113-88c00cf54c9d;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;c9f78070-1d41-4147-a776-f0a3ba031b14
2015-02-03;2015-02-01;BA;5604b4ab-c2cc-4eae-8880-bbc9c07e0dd1;7db6e29d-6422-4e3e-b62d-a71ae22e2f84;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;bef8a54e-013a-4e4d-b299-eb1b4c2df710
;2015-02-01;TO;cbd3e10f-befd-4980-99ba-52e41b540121;d9629f72-88f3-4e0c-9a2c-f698c871b85e;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;9ef8684d-d510-4695-8091-d18536ecbd02
;2015-02-01;PA;ef275957-ca06-424f-855d-331148e7826b;53cbc1d5-8071-415d-8ef5-74e23b930885;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;d4ebd153-b72f-407a-9d8c-d1d85385314b
;2015-02-01;BA;3df2b21d-ca9c-475f-92d0-cfe8d0b3bf58;19ca82e8-63e2-4440-8efa-019b1fa10402;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;7a889b95-0c8e-4cd6-bf36-feb4938bd1e2
;2015-02-01;CE;2e68f685-a86b-4632-9134-1fb18ece25f5;20039e3a-5d46-4bbd-a883-982476171a7e;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;f5145c03-a9d6-45c5-b084-ce7b31ccc745
;2015-02-01;RS;ad47848b-d138-423c-a7c5-e0d9a6f8192a;603d66b1-96ff-460b-a51d-ea0562622862;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;c7f2ef37-2360-4c37-ba52-4d196eac90e5
;2015-02-01;BA;87c348e4-2795-4bab-9f85-cf18a5d02c8d;ed8413c0-c6a0-44c6-9bfa-3ea56dd95628;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;d32215ab-e381-44bb-8d7e-72e297e62c30
;2015-02-01;SC;0b20910f-e5c8-40d8-8315-694a9cbd87c7;8ff9993a-4158-43e7-a682-742db07f7ef3;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;a58ea8e5-a59f-4075-9c29-78b4e6ee34f0
;2015-02-01;SP;61500541-4d02-469b-ad75-5a2c044c3342;b5edef36-5b84-4b7f-b2a7-587f76807019;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;c5bcd5ae-365a-4e01-a42c-c88d7c825ba2
;2015-02-01;BA;deef33ed-7326-46d4-ad50-37232d289367;ca6e73d6-e862-4b67-b309-1ed39984fd8d;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;e74b02ea-d802-4a3a-ac0f-e82ad89644db
2015-07-03;2015-02-01;SC;ff3be8dc-c759-4227-b264-6072197fd76b;c2bdf8ae-6b5f-4f69-a755-b93f359bdeea;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;f8427ebc-1d0a-4544-96bf-af1c2d8767bd
;2015-02-01;BA;430d6fe1-8134-490d-85f4-62aa9cb2e526;5d51628b-629c-4a61-9be0-e0868f0760be;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;38570143-c328-420c-9c42-9b616070897b
;2015-02-01;PE;69a4f830-fd74-4778-a318-78c033fb9593;efbdd318-f04c-4cd9-ab25-e55ecf3a98c2;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;47faf071-48dd-48b2-9076-3dba4bf4bc6e
;2015-02-01;SP;a15e98d9-5dad-4324-a704-872a3ec3be90;aa069de2-5745-4fc4-9b86-af0f7319d1bb;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;4fdb31f5-7664-40a0-9a4b-62442a6b57b0
;2015-02-01;SC;ef88b2a3-a483-4e9e-8f0a-042a3492f1da;2cb09264-2b97-42fb-a5a1-e572d77fcaa8;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;82d08ea2-b80d-4c06-8ea0-baddfda4e76c
;2015-02-01;SP;b83d841d-8b61-4430-84fa-fb62464c1913;9f1adee2-282b-4125-a52f-0dd0cc6b8f01;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;c6fe984c-9b21-4b22-a141-617fa0b26ac7
;2015-02-01;SE;d0c2f528-5304-4298-a13b-1a0df6216067;93b32797-647e-4950-9a0d-63a5bc0055cc;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c;b27beba7-ca02-4041-a9e0-1793bcd141fe;0c2dfeba-d970-4d03-98de-359bd25750c4
