cam:dataFim;cam:dataInicio;cam:sigla;org:member;org:post;org:postIn;org:role;slp:resource_uri
;;PSD;c339b7a0-1f09-49eb-b2da-7d536a0baa2f;93660d06-b1ba-4e94-b9e0-ea6b25e1a859;7b212d98-df61-11e7-95f7-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;3e1aad48-0d2a-403c-8ede-3972bc66ed69
;;PSB;cdc486fd-fa90-4ce2-9ac3-1c9e8547e98a;72d9383d-3f3b-421a-a76f-5ff5a537dbc5;7b212b86-df61-11e7-9f98-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;d48a855c-f01b-4d93-b18c-fa2936949d03
;;PR;cdc486fd-fa90-4ce2-9ac3-1c9e8547e98a;cfa32f6e-dce9-471c-bcc9-2159859e6d72;7b211a38-df61-11e7-b1b8-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;443079b8-3ae2-465f-950a-3b5c4a50f608
;;PT;5e385bcb-94be-4940-8335-f09cfe920808;5e1a6261-7c74-4feb-a300-f42e3a7ec597;7b2138a6-df61-11e7-baf1-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;0ab4be9a-2474-4a2d-ba31-37a404e46f38
;;PRB;e3fa9616-712b-43c8-9056-044053fcd89f;1776576d-2c8d-4c3f-a761-f2c392ef7764;7b211b34-df61-11e7-b235-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;a009f94e-5630-4b2a-a920-b28dd10018e3
;;PT;734dbcd1-eb66-4b24-ac70-c911da6a8ac3;fb0dd9cc-ab37-48d9-bb6f-dc43e5072521;7b2138a6-df61-11e7-baf1-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;807da326-179f-4a93-828e-29638a7569da
;;PMB;734dbcd1-eb66-4b24-ac70-c911da6a8ac3;928980e8-71de-424e-bf01-3ce3bc7e6b93;7b213f54-df61-11e7-9eec-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;794ad7e5-2837-4a3c-be58-5b130ec4fd10
;;PROS;734dbcd1-eb66-4b24-ac70-c911da6a8ac3;5ca57be4-c49c-4fc5-b418-e8c644960128;7b20e63a-df61-11e7-b49c-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;48551469-c2b6-4186-8a30-cd2e65218e0c
;;PT;08188559-f368-4b5d-b2e1-c9fa4b67b3d5;f41bf042-feee-47bd-bee7-846cfc5c2ee6;7b2138a6-df61-11e7-baf1-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;91fe5ac7-2b9f-40e3-ab5d-6c36ce3ba8e1
;;PT;72545472-9772-4d2a-b11e-4209daadcb53;55c78d24-bc09-42b6-8098-59a8964761c5;7b2138a6-df61-11e7-baf1-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;392cca9c-6fe4-45b5-90ef-4c3cd2ace90d
;;PROS;927e79df-3c9a-4230-bdbb-cabfa2838295;3dfd6d51-ba5d-436c-b6b9-e28f65b3f0b9;7b20e63a-df61-11e7-b49c-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;162e4e0a-fad5-4cd2-8667-183f035c22bc
;;PMB;927e79df-3c9a-4230-bdbb-cabfa2838295;033f0dca-4d17-450d-9ef3-97f6c94ec64a;7b213f54-df61-11e7-9eec-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;40318c00-7024-46b1-9c58-7780ebc5b8f6
;;PMDB;927e79df-3c9a-4230-bdbb-cabfa2838295;5f903cc3-cd96-4156-81a9-6daff5101920;7b210cfa-df61-11e7-9864-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;03a99f6d-f47b-4c5a-a411-45f0e5659f3d
;;PSB;927e79df-3c9a-4230-bdbb-cabfa2838295;d4117010-5d33-463c-ba81-bb5fc7cc884d;7b212b86-df61-11e7-9f98-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;e21c4bac-9084-453f-854a-60e88563a2d0
;;PT;c4e54cae-0a61-41f7-aead-7e01a510e443;b0005525-bfdf-47c7-a4a7-744537eba5d0;7b2138a6-df61-11e7-baf1-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;cfa35bb3-970e-4ee1-b0e4-bb7581745c48
;;PMDB;6a71baef-158f-4269-b65d-b986bcec389e;cff84d07-00b1-40f8-a59c-8f448c4e387e;7b210cfa-df61-11e7-9864-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2a2bb07b-b3a7-4866-82cf-8b724591ca01
;;PROS;70ad241b-5add-4830-82aa-a6cce30d038f;2af3f3bb-3f69-4121-9ae4-0d8effe03ed7;7b20e63a-df61-11e7-b49c-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;4d5691c3-9b69-4453-843b-0c528a7d029c
;;PDT;70ad241b-5add-4830-82aa-a6cce30d038f;860c0cd4-4786-4d90-b98c-60a8dd256852;7b210070-df61-11e7-97e9-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;1e61c421-7078-490c-b206-853773f50ed7
;;PMDB;bd150be5-b552-4712-b1f5-10dfba06d9d2;c17c1b27-5d83-4a8a-8c22-f1863d059f4c;7b210cfa-df61-11e7-9864-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;aa0dd7b1-d466-4e6f-9bf8-d313db731b21
;;PRTB;cf12ea39-cefa-4e29-aa5c-cda24f9431be;5e99f567-bb4b-49d4-b0ac-3c45c9480fa8;7b21297e-df61-11e7-8546-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;5eb56d65-ef65-4e03-b239-e0e16446e2f7
;;PT;3a1fcdeb-6f59-4b90-a8f4-5bdf382f2720;4a305326-b69e-4b57-98e5-6c6378b8422f;7b2138a6-df61-11e7-baf1-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;82b9b8a5-9ea4-4a9e-97d3-58aa03528024
;;PT;d463e31b-e886-4ebf-85db-fe6e4590d4e7;f077a5d1-6fe0-435e-917a-d3c452e276fc;7b2138a6-df61-11e7-baf1-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;d71e9031-772c-4f44-8713-07dc27a525c5
;;PMB;d463e31b-e886-4ebf-85db-fe6e4590d4e7;158ee382-de55-4735-8083-c67bc7de72b0;7b213f54-df61-11e7-9eec-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;03a6ae92-95ef-4076-9643-db36056a61dd
;;PROS;d463e31b-e886-4ebf-85db-fe6e4590d4e7;729cf3b4-90cc-4570-b286-0efc8001c460;7b20e63a-df61-11e7-b49c-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;b6164016-e2be-4035-9836-4ccf7a9a9c3d
;;PSDC;c4653838-829e-497b-a26a-3f5a17bacd22;fd18e6df-52f3-49ce-bb11-8671b30263aa;7b212f8c-df61-11e7-bef6-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;4cf515d4-f20d-45f3-833d-3ed1afb3221f
;;DEM;c4653838-829e-497b-a26a-3f5a17bacd22;45d081c7-40f6-4580-83fa-b503fbcafdd6;7b20ed7e-df61-11e7-bb65-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;0326a0d1-0b79-4cdf-9363-bda901faf0f0
;;PROS;c4653838-829e-497b-a26a-3f5a17bacd22;08790cda-d830-430f-8c7f-495fcbf642b6;7b20e63a-df61-11e7-b49c-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;9c8202a7-1846-42c2-b2c6-72cf3d753ce6
;;PP;0698edbc-7afe-458c-9a02-538d7f357b13;28718d50-840f-49fc-9081-d5f121df98a5;7b21152e-df61-11e7-bdcf-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;e3d89d96-81b3-441f-aca2-1850a4d75d69
;;PTC;f560b04f-8439-4334-ae6c-f2686e605890;3a0eda3d-84df-4503-805b-8b460627ba7c;7b213b12-df61-11e7-b867-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;b2eebc38-2422-4812-9d32-1963e397145c
;;PV;f560b04f-8439-4334-ae6c-f2686e605890;3ff14db0-da62-414c-85b3-8d8690365ab9;7b2148e6-df61-11e7-b174-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;d6df2ed9-e342-4697-a8b0-255ea10d7ef4
;;PSB;0b1d69e5-2912-4b72-a3e3-65c1d7c2d55b;87cb2449-ce12-44f7-961d-3a1bb19848e1;7b212b86-df61-11e7-9f98-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;69f2d1e7-8cdc-4312-8d1c-7efe4b68bc35
;;PR;0b1d69e5-2912-4b72-a3e3-65c1d7c2d55b;af62329d-ba0a-4f4a-97cc-8220053ebfd4;7b211a38-df61-11e7-b1b8-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;332e12af-a8f5-4455-a004-986b3c7673ed
;;PR;86d9e3eb-d347-4b47-823e-8bebaf710e41;eea34075-178e-4269-a7f2-ac67f5593bf4;7b211a38-df61-11e7-b1b8-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;75e39b8c-ff56-4e16-b7ba-4ca5eef86190
;;PSB;55fde404-e6b1-4455-817e-0271e56dfa88;a75184cf-78d8-4fd0-ac61-11da4e323476;7b212b86-df61-11e7-9f98-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;dc88b6c6-aa2a-4d45-a098-3972b433a00f
;;PSB;17c7295e-824b-496f-b235-9c26a841aeda;e2a8924a-4187-4abd-a5e3-d6dd08cb3cf2;7b212b86-df61-11e7-9f98-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;cc252d4e-1469-4789-82dc-a1ab4abe20c6
;;PSC;3537b64c-c2ce-4abe-9a58-4a9dd967b0a3;e92bf542-a449-4235-8294-fde1ff395360;7b212c9e-df61-11e7-a12b-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;636a7fb0-c3bb-4755-8ecc-9ff36aabd6ab
;;PDT;be2e1629-8047-4097-aa5f-1bb24030402b;7d4372d4-d31d-43e7-977a-975350eb10ca;7b210070-df61-11e7-97e9-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;baa7fa79-d476-4f8f-baba-476052ca5177
;;PSD;be2e1629-8047-4097-aa5f-1bb24030402b;70e5a36b-8b9c-424f-b534-ba09d88a3d98;7b212d98-df61-11e7-95f7-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;e9f4f9ab-9638-44c8-927b-4e3d7d7e7544
;;PDT;d2fbf58a-385d-498f-a17a-698a9b9afaed;325289e4-efcc-4af0-a029-7ffe5588dc68;7b210070-df61-11e7-97e9-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;7e92fbef-086a-4454-afb8-0a0391636455
;;PSB;79d1dc88-b446-48fa-bb5b-3368e237d25f;05c1af08-1842-4ed9-b480-455a7256cd9a;7b212b86-df61-11e7-9f98-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;aa569b76-2f78-4697-8fe0-cb728764cd8e
;;PSD;79d1dc88-b446-48fa-bb5b-3368e237d25f;3e0caea1-a648-42ae-a00d-8fcbccadec9a;7b212d98-df61-11e7-95f7-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;de007c36-f816-4710-9018-7236d3745170
;;PRB;a5254823-ec75-4d71-8c76-0cadd69fa2ca;448be162-f8de-4631-9519-29d3d5802abf;7b211b34-df61-11e7-b235-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;3447759d-fb37-4328-aba9-d5f5358c9f50
;;PMDB;bda06859-ee9d-4566-862d-4edf308703f6;136f300f-17dc-41b6-a154-1858ae898483;7b210cfa-df61-11e7-9864-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;021fd8de-f97e-4ebd-bc2e-2da3dcb17fac
;;PP;d87242cb-8084-42aa-88a0-0b600c41bc3c;b24ad404-0930-4d6e-a5de-1c729f56ea0d;7b21152e-df61-11e7-bdcf-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;16dbb28e-6474-4aad-a3a6-f9c5528fa853
;;PSDB;c7b0f208-8316-4721-9b21-7ed1dd4d6cfe;542ffd5b-9917-4a67-b390-4a6372dff752;7b212e92-df61-11e7-aaf4-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;76bf14a6-d576-4772-9ee5-975a55ecae5d
;;PSC;b6c1f0a1-73db-4745-8204-9ff652978ddb;3cbff46b-8e4d-411a-a9ef-c27e6a3a3835;7b212c9e-df61-11e7-a12b-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;3ebf6ea7-0277-4913-bd6e-73d9d558d875
;;PTdoB;b6c1f0a1-73db-4745-8204-9ff652978ddb;e0b25ff0-11ba-475e-b652-1d076ea06361;7b213c18-df61-11e7-9e2c-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;f4e92c04-b1ca-49ae-951c-d21fd0bc12b6
;;AVANTE;b6c1f0a1-73db-4745-8204-9ff652978ddb;fc62bea3-219e-4468-85c8-d8ae4a4f89ed;7b21444a-df61-11e7-a137-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;4da7f942-c210-4957-a8ee-caae6f775d7d
;;PMDB;aef3c6ae-a8d9-4ab3-857b-6cee44563d5f;cbbd8e99-060e-4d5d-b24a-ad851bba1e4a;7b210cfa-df61-11e7-9864-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;b9a0e7ee-6100-4979-87e5-7a96a7718e17
;;PSD;de5d5e17-aacc-4e3c-a192-b3b005a7000c;4eed159f-73ff-4481-9e27-8e4df2f2eb65;7b212d98-df61-11e7-95f7-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;4bc27870-77ac-4fb1-ab3c-b6479bd77546
;;PRB;de5d5e17-aacc-4e3c-a192-b3b005a7000c;51161664-70af-4fb9-bac9-3632b20afe1b;7b211b34-df61-11e7-b235-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;dc52b030-cb38-4594-b78c-0621efc30938
;;PSD;d41172e1-44e1-410b-ad9b-a39059c5f5d2;8f784a4f-b127-4d44-8e76-b5e558a8edb8;7b212d98-df61-11e7-95f7-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;0b9c7438-a599-45a4-9670-09303e34115d
;;PT;3386052b-c620-4cef-a856-75e245ddae67;e1c09fa9-8d3a-4860-9ac3-e9bd28cbe534;7b2138a6-df61-11e7-baf1-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;fb62df89-6f00-4136-ac57-46ecf0a19137
;;PSDB;8fd74653-fefb-43d2-b8f1-62244738a39e;7cd2a1a6-c4ca-4a07-830b-3d08da3a1be0;7b212e92-df61-11e7-aaf4-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;38b00f25-71a8-4e4a-a1a0-b33ab91d5a67
;;PSD;a5648343-1a60-4282-8d6c-e579b121c77a;7610183c-7f7e-46e0-ab70-fbb3ed5ed0cf;7b212d98-df61-11e7-95f7-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;7a2a3a59-bb6c-455b-9e9f-24b0833fe499
;;DEM;a5648343-1a60-4282-8d6c-e579b121c77a;6b9d8516-881f-4adf-ac03-0ec46ff057e5;7b20ed7e-df61-11e7-bb65-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;c8f07ccd-438b-43d2-b1e2-e24fd0c260a4
;;PDT;b00dfba4-7a85-4913-982a-93934b985012;23c5483d-bdf5-4ade-a490-ecc983589531;7b210070-df61-11e7-97e9-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;09d9806e-f23a-4797-81ee-66860a479a4e
;;PR;bcc8070d-6853-426f-8748-ec700fb17547;7dc2c298-d503-42a6-acfd-01eb9aaf3f69;7b211a38-df61-11e7-b1b8-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;7b78ce48-e93c-498c-a92c-38afe89b88e3
;;PODE;bcc8070d-6853-426f-8748-ec700fb17547;9197cd35-e81f-475a-80fa-a2b44ca4bea7;7b214350-df61-11e7-b1a0-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;64b962ae-8dab-4c42-92f2-35be06c8a790
;;PSD;e5c2e6a8-f90b-41d8-ac0e-039fa75c0cff;0cff537a-a086-4a03-9e50-12f1cbcf6d0d;7b212d98-df61-11e7-95f7-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;78483644-c1a3-46ac-b40f-e4467dbd5ffe
;;PMDB;e5c2e6a8-f90b-41d8-ac0e-039fa75c0cff;79592346-ee81-43b9-8811-e353b88f1011;7b210cfa-df61-11e7-9864-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;24f92d13-bf0d-426f-979a-a1c6af3cd7ce
;;PODE;e5c2e6a8-f90b-41d8-ac0e-039fa75c0cff;2711140e-9e71-4a51-95c9-e46d800f3f23;7b214350-df61-11e7-b1a0-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;a2df1c90-cd24-4fc5-a9d1-cd8ab35b14eb
;;DEM;e5c2e6a8-f90b-41d8-ac0e-039fa75c0cff;e7cf3209-448f-4df9-a3ba-185945b5c75a;7b20ed7e-df61-11e7-bb65-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;d0366889-c5c8-4461-8dff-d7a34aa21e04
;;PTB;9abc93c7-9a14-46c9-8091-815021bf42f7;a0de4ff2-ae49-45a6-9f2d-15b5f6bb656e;7b2139c8-df61-11e7-8d64-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;cb0c0c9f-bb99-495d-a950-f44054c251ce
;;PSB;4c176457-eff6-4694-9906-f3efbbd70dd8;5045d9d6-73f6-4f96-8e72-a06176ea4065;7b212b86-df61-11e7-9f98-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;28df1d73-8ceb-43f3-bf3d-74d3c711a3c5
;;PMDB;236eae5f-707b-4670-95d2-0feaf4299092;08fb97fc-4200-482b-ab94-f14d082e6a16;7b210cfa-df61-11e7-9864-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;9a6689b4-b2b5-4c16-8f57-4776fdd7c614
;;PRB;e8c892f2-f2da-4c4d-a897-d7be5051aa02;71c3a802-8864-4fce-a4e8-edde6cd5ccb2;7b211b34-df61-11e7-b235-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;ecdfe75c-b370-4c6f-b21c-8362d23077d2
;;PV;afc0c78d-ac50-4630-993d-57c01c5c9b59;71f06c8a-86b0-4845-bafd-16d3d6fbe597;7b2148e6-df61-11e7-b174-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;e04b6a1e-852a-431b-8a54-398b7f63b916
;;PPS;2693b112-3f84-48af-90ca-28cb87c4630c;4f83b792-580c-4e49-8ce4-41816fd02fd6;7b21193e-df61-11e7-8869-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;ea20b606-d7fe-44d6-8c70-c472d1cc56ef
;;PSD;2693b112-3f84-48af-90ca-28cb87c4630c;07a8410e-582a-47b0-8f9a-0822ed63443d;7b212d98-df61-11e7-95f7-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;5aa655b9-d140-4503-bf1d-342b22b73c1b
;;PP;a4c28b5a-8387-4e77-8dee-a40e3655883b;ee743b12-0e6b-4b3c-be3a-46b428aa6cb4;7b21152e-df61-11e7-bdcf-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;81b3a955-1bc6-44d9-8d63-59bf47d9dc84
;;PT;3063fa14-ef85-4d4f-adea-e3405adb0353;7c4dd4eb-638f-4070-b812-1ddb6afe503f;7b2138a6-df61-11e7-baf1-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;8b6ec940-4684-40fc-9038-ebd440dcb163
;;PPS;019bceef-198c-4523-9df7-27c6f799e2f3;fb921d93-4da9-4a55-a201-673a2046c162;7b21193e-df61-11e7-8869-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2f2866de-c3a5-4487-9480-1a1b8647e99c
;;PSDB;242d389b-0cdc-4cad-a82c-38894ad7f4ed;61804eb4-b465-467b-a585-3b3c3058e37e;7b212e92-df61-11e7-aaf4-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;45c51030-d504-4467-ad1f-c3d304147517
;;PMDB;98c0948c-3ceb-43ef-aae1-e85ace650492;7f8034fc-0ded-4b1d-997e-66302d9e69e8;7b210cfa-df61-11e7-9864-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;418f3d3b-b91c-4618-8f4d-83e3292af19a
;;PSD;72830c60-2671-4d34-bf7f-ef5a2343fbd1;32ef2188-6a43-4d4c-b8f4-5f0e3c3c4bc1;7b212d98-df61-11e7-95f7-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;d003f114-dad9-4f16-8e4b-8f4ed4962022
;;PR;c71c538b-7d36-49a5-993f-87ba8ab7f21b;b3767ec6-ef8d-4e5c-bb40-8e463d088491;7b211a38-df61-11e7-b1b8-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;22b8e348-edb9-490f-b8e0-a554ff58d447
;;PTdoB;67e2137b-bf63-461f-ba62-6006695f2895;09c16079-2012-487c-954f-b7a14184d8a3;7b213c18-df61-11e7-9e2c-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;0441f087-a254-4bbb-ad6e-209636b136a8
;;AVANTE;67e2137b-bf63-461f-ba62-6006695f2895;ae722a27-152b-4d3b-a578-a14c261a8505;7b21444a-df61-11e7-a137-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;21d7cae9-9faa-4993-be13-1b7a666b343c
;;PDT;153b2ef8-0434-42e9-a034-e4e43fc6f81a;f966bcc1-fb1f-4f49-99e6-5ddcf1bc76ca;7b210070-df61-11e7-97e9-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;cea9718d-851e-44c6-8861-50779847ecca
;;PRB;6f66ea40-59e1-4189-80fc-23d173cf7ed8;25bf77ac-b4d5-41bb-81ac-92915b607533;7b211b34-df61-11e7-b235-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;0e2ef9a5-5ab1-4ead-9c10-5338e0a359bf
;;PCdoB;860c9149-e090-4e92-bb09-ad0d8764fcbc;d9e5ec81-e738-461a-8dbb-6676b3e66720;7b20f90c-df61-11e7-a941-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;7aceeacd-221f-435c-939d-8fdb7cfd7587
;;PMDB;fcb6b195-b559-4e4d-a675-cacd00bd1c93;64545d7b-1547-4396-9a4f-bf75bb1e9cf0;7b210cfa-df61-11e7-9864-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;f800b905-350b-4183-93e8-66b58c7cd6e2
;;PP;fcb6b195-b559-4e4d-a675-cacd00bd1c93;4470d5ad-725a-41c4-b48c-0b12b20e3f0e;7b21152e-df61-11e7-bdcf-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;df884b71-9d3e-4d13-8cc8-45c448bdc2f2
;;PDT;7c1995e4-4dec-48be-b1c8-0f224542ba7b;86459278-db9c-48a3-83f9-38b6479502ed;7b210070-df61-11e7-97e9-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;23836f31-73d4-4b5a-8608-798bce77d996
;;PROS;4632265f-abf0-4fbc-a2ab-a895ae2bc3c4;4624d6dd-4eef-44f0-8298-c87dcaa6af9f;7b20e63a-df61-11e7-b49c-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;b3aa660f-92fe-4c70-a8bb-209f9dd23f0b
;;PMDB;4632265f-abf0-4fbc-a2ab-a895ae2bc3c4;1e2aa2e5-646f-4df9-9c4e-5f656ecdcbee;7b210cfa-df61-11e7-9864-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;583dd694-267a-495b-8d26-a5458cf836b2
;;PSD;51a293ac-3ee1-4a95-ba1f-894abe55adbb;89f4605b-fda2-465b-a884-4e2a158651d0;7b212d98-df61-11e7-95f7-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2daf4005-1bf1-4f79-8b6b-706a2e18ba6b
;;PRB;af5dd8dd-af83-48f1-8682-d457bfcfd0ca;17a1bc08-bd83-437c-980d-946d640943c7;7b211b34-df61-11e7-b235-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;161e330b-4cb5-467a-bae6-208f38336e77
;;PMDB;64fb2464-058e-43fa-a58c-627aedaa215b;1e402429-f151-4936-9f8f-a675168ee4b4;7b210cfa-df61-11e7-9864-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;fdd45942-32c5-4ae4-b4a8-8063d0a3f7c1
;;PSDB;17a55e16-a13f-47a4-b814-89db6d14a581;ca6f7e0d-69c6-4e8a-b3e6-c518e22a0be2;7b212e92-df61-11e7-aaf4-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2b394da1-be7f-4ff0-b684-b667182a33e7
;;PMDB;a22583b5-4db8-4e61-8834-4581e1a330ff;a7ca4595-6027-43e7-8a7f-24e31b4775ef;7b210cfa-df61-11e7-9864-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;8bfe2a69-94ca-4945-aa4b-787cf77888ea
;;DEM;a22583b5-4db8-4e61-8834-4581e1a330ff;3554fb32-80c0-4628-8ebc-f3cd73e65c5f;7b20ed7e-df61-11e7-bb65-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;a82ad1ab-01f6-480a-beee-58377bd1b9ba
;;PSB;6086bdda-a8c1-4d80-befa-4b135464a802;6e8c419a-45ee-43bf-abe6-0c7bcc2139d0;7b212b86-df61-11e7-9f98-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;6c21928f-63d3-4fa8-ace4-02d3b173c25c
;;DEM;af506f1a-ac54-40ec-9ef7-37dbc4901ba8;77f8117e-a474-4aea-9452-ecb049b45433;7b20ed7e-df61-11e7-bb65-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;c5059a8b-63b0-4ff5-9161-68ac092e965f
