cam:dataFim;cam:dataInicio;cam:sigla;org:member;org:post;org:postIn;org:role;slp:resource_uri
;;PP;84a09e64-bf05-49c3-b91c-ddfec4fee2e7;64c303a9-7aa1-4433-8be1-79890ce80acb;7b21152e-df61-11e7-bdcf-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;1b87af00-8bac-4bca-958a-ed416513935b
;;PSB;99b1944f-c6cd-4128-a4d3-15c7fb9aac78;7cfcde47-91aa-4e4b-b11e-81fe79f9da6a;7b212b86-df61-11e7-9f98-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;708eb97c-4f3d-4bda-b11a-6dff8a8a6496
;;PMN;2497fcf9-d994-4c8e-b48e-a4be711b78fc;f5b924d0-d2b1-4e78-982c-a2ddf8d1c351;7b210e1c-df61-11e7-b99b-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;f3e58406-6c82-4178-9461-9c2db82f29df
;;PMB;2497fcf9-d994-4c8e-b48e-a4be711b78fc;378c2fea-699d-4695-b3f9-78282c80d526;7b213f54-df61-11e7-9eec-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;1f187923-3dee-4e0c-b703-3544cfb53850
;;S.PART.;2497fcf9-d994-4c8e-b48e-a4be711b78fc;1634192f-7935-485c-af27-249946482b58;7b214aa8-df61-11e7-a515-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;c8302433-c605-48ce-a305-e7063fb8ed78
;;PP;2497fcf9-d994-4c8e-b48e-a4be711b78fc;dce03121-b35c-4472-81cc-8e81c5304c08;7b21152e-df61-11e7-bdcf-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;60b6132c-6564-4476-8861-3c9abd2d8705
;;PSB;aca6b811-13f6-44ea-9a5a-c5282d37a2aa;d8d9bc07-c118-4740-bbc0-e45d2dd43e4d;7b212b86-df61-11e7-9f98-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;6ea08e5f-2b9d-48fe-954a-2ec7e4bd53ca
;;PSB;5b3fe908-a9fa-47cb-84cb-a03dc49d26a2;bdd78288-c905-47c7-915e-bc7b70399c4b;7b212b86-df61-11e7-9f98-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;e4ce19ba-5162-4cf3-89f5-33b237ee6490
;;PROS;5b3fe908-a9fa-47cb-84cb-a03dc49d26a2;8d0fff88-e957-4e8c-9d78-d3d6bc0f24f8;7b20e63a-df61-11e7-b49c-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;8c439765-0318-47f5-b720-a33ec3577343
;;PRB;9b2c766a-ba57-44ad-8cd6-19468fa82aeb;a37bb7d9-4889-4b59-8d3b-e772750bfc01;7b211b34-df61-11e7-b235-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;bd7caad7-a42a-4761-a20c-e39a665c0424
;;PP;9b2c766a-ba57-44ad-8cd6-19468fa82aeb;5bd205a1-a6ba-4ee6-93e3-72858aab9d86;7b21152e-df61-11e7-bdcf-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;ea71c97e-14e8-463f-b0a8-2463d7a20be3
;;PSD;055e54d4-9a34-4cdf-ae4e-c9b6a933a2bf;6c4afea4-11cb-4479-a71b-f3c0eaf583a8;7b212d98-df61-11e7-95f7-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;f479cf96-24b6-4681-a428-aac1ec9e8a2a
;;PTN;055e54d4-9a34-4cdf-ae4e-c9b6a933a2bf;6ba46923-1947-4f2a-9e8c-503f1c43c81c;7b214546-df61-11e7-b9be-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;6cdb7076-ad75-43c1-a54b-3fe680e0ec90
;;PODE;055e54d4-9a34-4cdf-ae4e-c9b6a933a2bf;a28d3305-1eff-44c8-addd-2efa736b85f6;7b214350-df61-11e7-b1a0-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;394a03ca-12f4-4e41-834f-fa3dc157b88d
;;PT;b004a190-744c-47e6-af4f-ddffd36adc96;2704d3dc-23ef-4252-98b5-34a9c996441e;7b2138a6-df61-11e7-baf1-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;4406c907-d552-4603-a1ea-e10d97f3984e
;;PCdoB;99a43ef5-ded5-48bf-9792-dd1d74c5cd9c;df9cf4aa-065f-48c4-8387-3ef0fb8096ae;7b20f90c-df61-11e7-a941-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;8c1878b9-4137-48de-8bcc-1f15cd8e35f0
;;PTB;9a5e3486-1552-476d-a619-fa898782adc3;ab9eae75-af12-456e-bd33-8399e2ef475a;7b2139c8-df61-11e7-8d64-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;fc64393a-fcd9-4d6d-8019-a311ab1e5e1f
;;PTN;9a5e3486-1552-476d-a619-fa898782adc3;71d2adcf-4241-4c1d-8bc1-527ba6f2c2bd;7b214546-df61-11e7-b9be-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2dd8c513-fcec-4096-9dba-fe136568fe0c
;;PODE;9a5e3486-1552-476d-a619-fa898782adc3;3da53596-023a-490d-83fc-d1564d6d57a0;7b214350-df61-11e7-b1a0-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;f71554ae-5245-4151-8255-a792d4814399
;;DEM;890ee311-1045-41ee-af3c-d267db92e573;d6105aac-a0f5-43d3-b416-c74426d4eeeb;7b20ed7e-df61-11e7-bb65-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;c5afa013-bcde-48b0-93ce-d778932311f9
;;PCdoB;e2f3d761-a44a-4bae-bdcb-ddc5b865c410;3baa8860-b146-45ca-b97d-e0e465739d86;7b20f90c-df61-11e7-a941-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;763f43e2-47b3-4d3e-b8fc-0e80517478fd
;;REDE;e2f3d761-a44a-4bae-bdcb-ddc5b865c410;c28d373d-001a-4d5c-9355-71e5d3efe3ef;7b213e50-df61-11e7-918f-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;18c44552-8aef-42ed-bfa8-2439267d85fe
;;PTB;b22efa3d-d381-4c89-a6e3-bf92f057be3b;f87422c7-170c-44b7-9e42-245b282f6d98;7b2139c8-df61-11e7-8d64-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;c83d2546-248d-4daa-8f1e-ce02d02d7e58
;;PMDB;b22efa3d-d381-4c89-a6e3-bf92f057be3b;602ca443-fcf2-46d2-938c-c964c5d74398;7b210cfa-df61-11e7-9864-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;c023db96-f0e3-4041-b615-22a160e8fa50
;;S.PART.;b22efa3d-d381-4c89-a6e3-bf92f057be3b;fee7eaf8-9160-4801-ac15-1f4fa6cb4f05;7b214aa8-df61-11e7-a515-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;6a1090f8-53e6-4a04-afa8-431953be1f4c
;;DEM;b22efa3d-d381-4c89-a6e3-bf92f057be3b;975a83ca-7b91-4fe8-aabd-f610e3378562;7b20ed7e-df61-11e7-bb65-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;3180ef51-4c36-4f98-a4b8-70cec8a349e7
;;PSB;81be1c11-327d-4965-baff-2ec0316df925;9f158620-2b93-4360-8531-66b42d48722d;7b212b86-df61-11e7-9f98-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2e7bb63e-4532-4992-a702-320c003579f9
;;PP;f3872356-c9a4-43e7-a342-1281395d1f04;74dc55b6-96b5-454c-9099-efbc7540b40c;7b21152e-df61-11e7-bdcf-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;13f33c7d-a246-43a4-ae0c-6c35af0da6e0
;;PSB;52b845a2-74d8-4732-b21e-0e844e51b709;c37f622e-d27d-4bab-aaea-f0d4327970a6;7b212b86-df61-11e7-9f98-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;4b3d48b0-8fdc-4e30-a46c-89ce9af1949f
;;PPS;118687ac-a58d-4f53-bc3e-aea766ff9049;6b339110-e7bd-484b-99f1-6e337fb25a62;7b21193e-df61-11e7-8869-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;a4a1d539-03d3-4171-85d6-b2beeda8c4ef
;;PMDB;52b945a0-5db5-44a4-b13c-61b64dd99165;0df84a27-a7f4-4542-9f4c-1f0c6aa991b3;7b210cfa-df61-11e7-9864-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;7c406f45-ecb6-4e37-9560-dc9f137294ed
;;PR;3458f5a3-cf98-42f4-b46a-64bae2b3e39c;a345321e-068e-4c04-9cd9-072dbe8ce79b;7b211a38-df61-11e7-b1b8-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;33e7dfe7-56fc-43d4-8d80-2fb0ea88b2d5
;;PHS;96277a2a-f12c-49ee-a52a-2119d7f1fa4f;3db27ad1-8e65-467c-a7df-e512d0e021ad;7b2107c8-df61-11e7-a617-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;84e46a8b-6126-4883-993f-b0d6e45147ec
;;PR;32b7704b-7ccb-42a4-9864-0d10fad81f98;7cc60815-2b32-4144-9104-f34d69d115eb;7b211a38-df61-11e7-b1b8-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;94c1c566-b586-4e45-a27a-257fea09474c
;;PDT;f1c42f04-a2fd-4602-a9fb-3bf2ec66dd05;e6982ecd-697b-4b71-b1ee-fd8c219980f7;7b210070-df61-11e7-97e9-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;fa2abf0b-4377-4ab9-8f93-e559e4fc88aa
;;PMDB;a1aca44b-e25f-4ffa-ba8c-a2280445731d;8d447919-3d81-411f-b659-b834552d432c;7b210cfa-df61-11e7-9864-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;b8cbfaa3-aa67-49c1-9571-20ccce562d82
;;PSDB;8f7f8f69-5235-4e9d-a884-ce61d75fd613;c6958b49-5c28-45bd-8b6f-733237ba09e1;7b212e92-df61-11e7-aaf4-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;bf2b66f7-7d42-461c-8640-648d0f05b934
;;PP;0685388c-49fd-42f8-a945-080138e67328;a81ddc57-5a94-4c38-a8a0-ae194305ab3f;7b21152e-df61-11e7-bdcf-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;ba4a42c5-b2a4-4b75-b764-2c53c23bb485
;;PSC;f82dcb07-a11b-4620-a5ec-9d7784a861ed;5d408c21-a364-4a19-9cc7-eadfddd5efbf;7b212c9e-df61-11e7-a12b-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;fd81716c-f9d2-444b-a8a7-647bc21ab68b
;;PODE;f82dcb07-a11b-4620-a5ec-9d7784a861ed;15692a18-242d-4e38-ab1f-0720f6f63b5c;7b214350-df61-11e7-b1a0-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;6e7db39f-ae7b-4e12-8247-c46c8df3916f
;;PT;8e861e50-2971-4725-baf8-4c9cf847a7de;baf6e897-99b2-4b1c-9c13-0c3aa26d584d;7b2138a6-df61-11e7-baf1-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2e9fd34e-3ea7-4307-8fbe-ca3744479925
;;PDT;81f5e736-f84f-44c6-8f63-f64947aadcc4;184ad2a0-02bd-4a93-b09f-29c33887b7b1;7b210070-df61-11e7-97e9-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;c1523af9-9997-439c-8225-10be879d38bb
;;SD;413a3ac3-bcd0-4bb9-9b49-b03ce2014e06;e42c94a6-6b5d-46dc-9597-0302033fb0e2;7b20e8d8-df61-11e7-8928-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;c10aaca2-e557-4cdd-890b-e4cbd3e5b48a
;;PP;47b1d74b-bd7c-4468-982d-bd1d392136bc;2eb4a175-ba1d-45f1-9f8a-bf4b9cb82f1f;7b21152e-df61-11e7-bdcf-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;b770b3b5-2360-49ec-9177-1e51670f1d1f
;;PP;303105e6-55c1-40f0-aa82-b96dc7db0124;776eec2e-36ee-4799-8fe6-9784e10cd84c;7b21152e-df61-11e7-bdcf-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;5fb193ba-e18e-409c-a001-d2e630fa71f1
;;PRB;dc487c48-3d09-4709-a107-2b1fabe26f6a;f270c710-b732-48ab-9940-b5dedef7abba;7b211b34-df61-11e7-b235-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;09b0cdb3-9d14-446e-9155-73e1ead530fb
;;DEM;dc487c48-3d09-4709-a107-2b1fabe26f6a;34c6e01b-9b48-4875-b298-540276eb4cdd;7b20ed7e-df61-11e7-bb65-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;3839676a-e3ee-4607-910f-e2f99c3cee3e
;;PP;6352fe51-c310-409c-82f4-088130e6973d;3158de4c-5b35-4631-bcd3-0aa143d1f2ca;7b21152e-df61-11e7-bdcf-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;13a274ae-bac5-415c-a937-456c2c97b7ae
;;PSDB;2b913d98-5ab3-4605-937d-ec26e40f09c7;82726a67-94c3-451b-9231-d942954e7123;7b212e92-df61-11e7-aaf4-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;b29c379c-89d4-4610-b472-f8b8f3d927f7
;;PMDB;c1a77e59-28c2-4b3b-9851-d6ea8f98a8e4;c16816d2-4d28-4cae-8d48-ae859e6d957c;7b210cfa-df61-11e7-9864-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;8459e5a1-faa4-40a4-916d-167f335df42a
;;PTB;74ae0424-4c3c-4615-b404-7a725b15c9ba;b20f2704-d2d6-481a-b80f-e1cfedc762ac;7b2139c8-df61-11e7-8d64-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;254deaf0-a1d2-4dc3-a02f-fd169faeed39
;;PSB;c5c7c191-13e4-435c-92f9-4387209d3f1d;c9a5ca98-d8da-491c-8ccc-15cca6777fa3;7b212b86-df61-11e7-9f98-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;65de69c8-4e0b-4fa5-a044-10e03644fc64
;;S.PART.;c5c7c191-13e4-435c-92f9-4387209d3f1d;f8ebf1a9-c5ba-4a9c-b5d8-66384c91f335;7b214aa8-df61-11e7-a515-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;e04d0f18-3d95-4108-8d3e-1b969b203f28
;;DEM;c5c7c191-13e4-435c-92f9-4387209d3f1d;09cca107-b452-4b64-bd39-d66255d9aa86;7b20ed7e-df61-11e7-bb65-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;ab3c6a3c-23df-44c9-a6f6-506cfc79300a
;;PT;751854d4-1a34-467e-a257-1733509ca504;f5633cba-fea7-43c8-9cde-ae58be444819;7b2138a6-df61-11e7-baf1-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;fc26f99d-75cb-4e78-9bf7-f4c4fb78a583
;;PMDB;aee4edde-a602-4c8e-88b7-b9253b094800;1ce3830b-7b55-4f59-840f-c979f46c40ce;7b210cfa-df61-11e7-9864-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;687f14de-4791-462d-b42f-2fa0dd8ccb11
;;PP;cbb14715-0305-430d-bc1c-dbf011a2b347;2ed5a681-a0cf-47e8-a63f-f67af21722a6;7b21152e-df61-11e7-bdcf-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;dc253372-7e73-41a0-af30-ad7fef2504a9
;;PTdoB;cbb14715-0305-430d-bc1c-dbf011a2b347;d12abaa5-aa58-4824-ad79-8b29649b1979;7b213c18-df61-11e7-9e2c-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;335a22c3-8afd-43fb-be06-2052381e3a45
;;AVANTE;cbb14715-0305-430d-bc1c-dbf011a2b347;be2859a0-a1ef-430c-a091-39a679a22c20;7b21444a-df61-11e7-a137-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;0c57a67c-550e-4c06-b1fd-d35dfdf25441
;;PT;df2a33e0-8cd7-4952-8b5d-d3d4f8f7aa3a;317507bf-6096-445e-8968-c13d30ea4b22;7b2138a6-df61-11e7-baf1-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2cb03264-bd82-45d1-a2de-5dfd5463f827
;;PCdoB;820bb5c1-3dca-49bb-bd6a-00d85d3982fa;b72c6940-96bc-43a2-981b-4bffe5e17b89;7b20f90c-df61-11e7-a941-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;5652d2ad-e615-4d1a-b986-c8301fd1cb4e
;;PT;06542a65-3e37-489a-b14d-8f29edd32f86;d5305d0a-714e-44b8-8e3a-ddfdd9d2bac5;7b2138a6-df61-11e7-baf1-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;d19bce5a-a209-4e00-8d3f-570f17e3c50d
;;PT;7b9fcb0c-b186-4b43-b289-476c3a2960dd;7d7752a9-80fa-4015-8241-ad9c37cdb61b;7b2138a6-df61-11e7-baf1-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;8b428f38-bd7f-4feb-ac35-3a04740ed537
;;PMDB;c3d3625e-ea63-4afa-8519-86cff2399cdf;2f0c7275-63bd-4137-a899-ffcb1070e409;7b210cfa-df61-11e7-9864-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;a1341189-8563-4a01-8eda-6e64a207ba39
;;PR;8fa4ec72-82c0-4868-a76a-ed04e6e57caf;b9c04bba-98fd-4686-b33e-53f5475b97c9;7b211a38-df61-11e7-b1b8-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;a8d9da7e-ccf9-454e-a371-43bddaca6400
;;PHS;8fa4ec72-82c0-4868-a76a-ed04e6e57caf;d1e5a96a-3a31-4601-aa11-65ce2b1e059d;7b2107c8-df61-11e7-a617-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;00f638f7-c4a7-4fce-9113-36d59e10c415
;;PT;76097d2b-f224-4ccf-9005-c24f380cb13b;2210996d-2f04-419c-9595-2376514f4fc7;7b2138a6-df61-11e7-baf1-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2410b533-de94-4b01-915b-2b4d8b28f84f
;;PSDB;61884513-cd6d-445c-9a00-3ea457ecee26;18d106b5-cf53-43bb-a57a-5731340733bc;7b212e92-df61-11e7-aaf4-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;7a33b7a5-00d4-412b-ade7-9df21e1d184f
;;PTB;975d7b68-4473-4651-a477-27517b8697bf;d201b552-4964-4ce1-8fc6-b15e39a517b6;7b2139c8-df61-11e7-8d64-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;d4145c94-7218-4577-9777-adc23ff19a68
;;PSDB;452c2ef9-3696-4f40-819c-dd1be37b3048;98078699-0123-46fd-8bef-30eb89e233b2;7b212e92-df61-11e7-aaf4-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;132066ce-0519-41d9-9f37-0d29e703f29a
;;PT;ad6dcb7b-7111-4e00-8ea9-2b932c07f863;8dae33bd-f0ff-4042-9aae-ed0795851b04;7b2138a6-df61-11e7-baf1-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;4af6ea98-52cf-4052-be58-b411c85a0698
;;PTB;3b49df23-c871-4fae-be85-9349330e2238;091f84b9-945b-4513-b6a0-e39f5dbd8c61;7b2139c8-df61-11e7-8d64-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;55b1a523-e097-417a-ba93-76ee52a0422d
;;PEN;3b49df23-c871-4fae-be85-9349330e2238;23fb690c-119f-471f-9854-ccce4bd9c1dd;7b1a2ee4-df61-11e7-a2f6-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2139f929-5e20-420d-b0b9-8baf95755267
;;SD;e9787dec-f1e0-4c2a-a554-ddb4cf785225;6c379ca3-596c-4390-91fd-bda7f3ba78f9;7b20e8d8-df61-11e7-8928-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;e2f74dac-4315-480e-923a-4f2e8d7b6bfa
;;PMDB;92d7646f-0b61-48ff-bdd0-c234456eab80;c0780f58-4540-4514-9b58-715f9429d11b;7b210cfa-df61-11e7-9864-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;16ceb712-c31d-4a63-9f85-1cc99ed474a3
;;DEM;92d7646f-0b61-48ff-bdd0-c234456eab80;269c0350-df7f-46d4-8408-fb468322f21f;7b20ed7e-df61-11e7-bb65-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;c59f6a78-1d3f-4526-a1af-7936527a1649
;;SD;89cd5a89-6ba4-42e4-b2c7-d514d5660239;f55e8776-9f65-4750-b507-1fe2b3bda0cc;7b20e8d8-df61-11e7-8928-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;06567255-04f3-4978-a976-85dd4299681c
;;PT;719ae20e-7c84-4767-8f1e-f6f0624cd5ea;15bb5818-705a-48d1-807e-aa0c54381918;7b2138a6-df61-11e7-baf1-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;58565d54-affe-476e-9d11-1f24c597726f
;;PMDB;ab9b54c7-1071-41e5-ab76-ead16e26799c;9d86e508-0ebb-4461-be99-8a7236dc0d5b;7b210cfa-df61-11e7-9864-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;094a0893-3d41-42e2-b577-196a94a97485
;;PDT;227aa586-736c-43e5-a8aa-ab0200616913;48abc8d8-8843-4275-920c-d21ee37939d8;7b210070-df61-11e7-97e9-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;326044fc-ea37-4d42-bdea-14d564da85b6
;;PSC;227aa586-736c-43e5-a8aa-ab0200616913;0c387d99-0faf-46f0-b21d-9076bc4c8239;7b212c9e-df61-11e7-a12b-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;d9374935-bf2e-4b9c-99ab-0879d085d9d6
;;PDT;fe1660c8-1e36-4a4d-a8cc-33b7b0922eb1;b52697db-85bc-488a-a26a-65f86e3fa9ff;7b210070-df61-11e7-97e9-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;003b5237-8f13-4618-be82-72d873fa1c8f
;;PV;b211f117-3a4b-4149-bfc4-571bba56900e;f095bcac-3c1a-4da1-91ea-741455e856fc;7b2148e6-df61-11e7-b174-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;b7c97509-1d9e-4f52-9f63-773eae4dfb98
;;PP;b211f117-3a4b-4149-bfc4-571bba56900e;a556fb33-5d4a-4462-b651-ed913cf99f6c;7b21152e-df61-11e7-bdcf-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;88c565cb-c30a-489f-820c-401d0928ef87
;;PSD;aaa9ca3c-7989-41e5-9485-baa9ed9efc39;5d36e81c-2434-476d-b2e4-f71e2013becd;7b212d98-df61-11e7-95f7-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;237431bb-a5a3-4b4c-80f3-e539b468631b
;;PMDB;ab9bb9f5-a5b7-4a7d-ad97-9ff6d82277e3;ab0d74d8-7bd4-4e74-a751-b49cd7eaf68e;7b210cfa-df61-11e7-9864-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;a7288857-e1ce-42a5-a364-d600b2eed7f1
;;PR;da0772a1-8e59-4d0e-ac25-846285ee4ff0;8135a270-1e2a-44e4-8d7c-978c714babca;7b211a38-df61-11e7-b1b8-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;442994e7-827b-4b05-b446-8253d53d6320
;;PDT;9baea0e6-e9df-4fb6-a04b-3ece7f0040b9;85098130-6c9f-4f61-a625-d5ac39bf960b;7b210070-df61-11e7-97e9-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;6144eee0-72da-4f56-94da-09439781c8e0
;;PMDB;514108aa-be67-4968-aab0-c6ebcc3db613;11df542d-4cc8-4337-8e50-fc5ac7da29c0;7b210cfa-df61-11e7-9864-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2d133fb2-90a4-4981-b9c2-319bafdd2efe
;;PTB;2b57a97d-5db3-405c-bedd-433aa3fb1c5b;df6b1237-e149-4344-a988-41b703723b9c;7b2139c8-df61-11e7-8d64-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;8cf8d200-754a-4c1e-abcf-b732fd3af324
;;PMDB;23b18b97-d11c-46ed-8169-896c71ff7030;7b11d3aa-57c4-4fd6-8eb0-ebcb80e21445;7b210cfa-df61-11e7-9864-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;957f5d2b-5043-47c6-99c7-b3364dff3a0a
;;PSDB;e8fccb5e-7e21-455e-a6a2-b400cb91604e;0d8a129a-9731-4478-872d-169381650371;7b212e92-df61-11e7-aaf4-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;fa4debc1-4e69-4227-9d9e-dc3f6668607d
;;PR;4070654b-a5b5-4dc1-9848-08f87f5f9893;018524ac-3239-4888-a7c3-0fb1b9b4eedd;7b211a38-df61-11e7-b1b8-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;59bf3e3d-6941-47bb-b92f-d1627da50022
;;PV;c339b7a0-1f09-49eb-b2da-7d536a0baa2f;176ff5ea-9c22-487a-b666-5a74c9c86958;7b2148e6-df61-11e7-b174-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;3f89e9af-983e-4d7f-9d43-8dc996bdce58
;;PMB;c339b7a0-1f09-49eb-b2da-7d536a0baa2f;687024ff-2c29-40c5-8d88-222ab6e35638;7b213f54-df61-11e7-9eec-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;d0cba8f8-ca50-4ae5-a855-86b7fdd94cdc
