org:member;org:postIn;org:role;org:startDate;owner;resource_uri
4721;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;1fdfed4a-3b67-4e8e-9927-4446fbe027a9
4767;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2017-01-02;3366;2ace8753-a5fd-4db3-a689-e378798da1b2
4767;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2016-06-06;3366;2ace8753-a5fd-4db3-a689-e378798da1b2
4767;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2012-03-06;3366;2ace8753-a5fd-4db3-a689-e378798da1b2
5537;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2015-02-01;;40d9f3a2-7610-4bde-9d7a-6a8d5b7b84d6
16;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2018-04-20;;e0c3136a-1fd4-4b20-9ffa-d045fc417534
16;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2015-01-01;;e0c3136a-1fd4-4b20-9ffa-d045fc417534
16;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;e0c3136a-1fd4-4b20-9ffa-d045fc417534
3399;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;1a150150-456f-46d9-b635-39d450f7794d
5637;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2015-02-03;1249;a17d3cde-105c-483a-ab33-c8e153c8865e
5178;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2015-01-01;715;9e7ead3a-e1f4-414a-98f4-ff4dbda369bd
5178;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2014-07-17;715;9e7ead3a-e1f4-414a-98f4-ff4dbda369bd
5197;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2017-01-05;;7081d58b-0551-48b7-8c22-f8e9f82c825d
5197;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-11-08;;7081d58b-0551-48b7-8c22-f8e9f82c825d
3360;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;22546c04-3a0f-43de-a0fc-546dc1272b92
5132;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2015-05-19;5002;cfb133ff-427c-4b31-aaec-708605ae42a4
5199;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2016-09-08;5197;7081d58b-0551-48b7-8c22-f8e9f82c825d
3830;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2015-02-01;;ce50455c-2e42-44e3-8b94-99d1b47d3894
3398;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;717f5167-0438-43a0-b4c3-f68739d500d0
739;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;cc998678-5f36-4fa3-a6bd-d659f7bfa7a7
3881;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-09-30;950;40000af7-f0db-46e6-afcb-7755ccd7baea
5108;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2016-05-15;111;60129c5c-dd11-45ac-a65a-1f6d11efd821
5108;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2014-03-13;111;60129c5c-dd11-45ac-a65a-1f6d11efd821
5108;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2012-08-09;111;60129c5c-dd11-45ac-a65a-1f6d11efd821
5150;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2012-10-08;5000;5a8de172-58b5-47c6-98c5-5b952affdaa8
4988;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;1fc8c4fa-b736-4dae-86e2-b2414d3bcbe8
5529;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2015-02-01;;ea7e74e1-3dd6-4f1f-9b4f-7bee799e5482
3;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2018-03-23;;2d1cbeeb-2586-4c80-ad7d-93aa9e53b0fa
3;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;2d1cbeeb-2586-4c80-ad7d-93aa9e53b0fa
945;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2015-02-01;;b3751987-4725-4960-afe9-2aa3cd0719bd
5140;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2017-03-09;846;d2808eed-1fa5-4adf-a010-7f8e9bdb8f11
846;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;d2808eed-1fa5-4adf-a010-7f8e9bdb8f11
4981;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2017-01-14;;5f22b121-da16-4de2-9d31-70faa3804299
4981;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2015-02-01;;5f22b121-da16-4de2-9d31-70faa3804299
