cam:finishDate;cam:sigla;cam:startDate;org:member;org:role;org:role;slnp:resource_uri;org:postIn
;PSD;;055e54d4-9a34-4cdf-ae4e-c9b6a933a2bf;6a688541-b16a-45ca-8aa9-fa700373279f;f479cf96-24b6-4681-a428-aac1ec9e8a2a;93f9c500-11ea-4c19-b3d3-36e5b4011ece;7b212d98-df61-11e7-95f7-c82a144c0a85
;PTN;;055e54d4-9a34-4cdf-ae4e-c9b6a933a2bf;6a688541-b16a-45ca-8aa9-fa700373279f;6cdb7076-ad75-43c1-a54b-3fe680e0ec90;7757c2d5-d993-4516-8fd3-daff5336ed67;7b214546-df61-11e7-b9be-c82a144c0a85
;PODE;;055e54d4-9a34-4cdf-ae4e-c9b6a933a2bf;6a688541-b16a-45ca-8aa9-fa700373279f;394a03ca-12f4-4e41-834f-fa3dc157b88d;0ab41f4c-06c2-43c8-b4bf-4d0af208be9d;7b214350-df61-11e7-b1a0-c82a144c0a85
;PT;;b004a190-744c-47e6-af4f-ddffd36adc96;6a688541-b16a-45ca-8aa9-fa700373279f;4406c907-d552-4603-a1ea-e10d97f3984e;458a86d1-16be-4e8b-823b-155152cea60a;7b2138a6-df61-11e7-baf1-c82a144c0a85
;PCdoB;;99a43ef5-ded5-48bf-9792-dd1d74c5cd9c;6a688541-b16a-45ca-8aa9-fa700373279f;8c1878b9-4137-48de-8bcc-1f15cd8e35f0;09d9be88-5936-4aa6-9a98-fb251c225ca1;7b20f90c-df61-11e7-a941-c82a144c0a85
;PTB;;9a5e3486-1552-476d-a619-fa898782adc3;6a688541-b16a-45ca-8aa9-fa700373279f;fc64393a-fcd9-4d6d-8019-a311ab1e5e1f;52636957-a6f4-4382-85fe-a9b6e48779f7;7b2139c8-df61-11e7-8d64-c82a144c0a85
;PTN;;9a5e3486-1552-476d-a619-fa898782adc3;6a688541-b16a-45ca-8aa9-fa700373279f;2dd8c513-fcec-4096-9dba-fe136568fe0c;33439347-c2b1-4151-ab5b-0685da7e4ac6;7b214546-df61-11e7-b9be-c82a144c0a85
;PODE;;9a5e3486-1552-476d-a619-fa898782adc3;6a688541-b16a-45ca-8aa9-fa700373279f;f71554ae-5245-4151-8255-a792d4814399;ce23faf1-6132-4dcf-bdfe-77675ab1f1e0;7b214350-df61-11e7-b1a0-c82a144c0a85
;DEM;;890ee311-1045-41ee-af3c-d267db92e573;6a688541-b16a-45ca-8aa9-fa700373279f;c5afa013-bcde-48b0-93ce-d778932311f9;40ef197c-dd0f-4efe-8025-55e03ef98020;7b20ed7e-df61-11e7-bb65-c82a144c0a85
;PCdoB;;e2f3d761-a44a-4bae-bdcb-ddc5b865c410;6a688541-b16a-45ca-8aa9-fa700373279f;763f43e2-47b3-4d3e-b8fc-0e80517478fd;4e473d6a-6c2d-47bb-b0e5-dc2aada62796;7b20f90c-df61-11e7-a941-c82a144c0a85
;REDE;;e2f3d761-a44a-4bae-bdcb-ddc5b865c410;6a688541-b16a-45ca-8aa9-fa700373279f;18c44552-8aef-42ed-bfa8-2439267d85fe;b6c70205-cf8a-4b9e-98ea-1c6ba192c98f;7b213e50-df61-11e7-918f-c82a144c0a85
;PTB;;b22efa3d-d381-4c89-a6e3-bf92f057be3b;6a688541-b16a-45ca-8aa9-fa700373279f;c83d2546-248d-4daa-8f1e-ce02d02d7e58;90877905-984f-4595-aaa4-fe0fb10f59dd;7b2139c8-df61-11e7-8d64-c82a144c0a85
;PMDB;;b22efa3d-d381-4c89-a6e3-bf92f057be3b;6a688541-b16a-45ca-8aa9-fa700373279f;c023db96-f0e3-4041-b615-22a160e8fa50;3064e05b-9738-4492-86bb-ca69a90a30d8;7b210cfa-df61-11e7-9864-c82a144c0a85
;S.PART.;;b22efa3d-d381-4c89-a6e3-bf92f057be3b;6a688541-b16a-45ca-8aa9-fa700373279f;6a1090f8-53e6-4a04-afa8-431953be1f4c;72ab384c-b896-4c10-8f9a-af1d06ce372e;7b214aa8-df61-11e7-a515-c82a144c0a85
;DEM;;b22efa3d-d381-4c89-a6e3-bf92f057be3b;6a688541-b16a-45ca-8aa9-fa700373279f;3180ef51-4c36-4f98-a4b8-70cec8a349e7;65b1ccf2-cca9-4907-bf7b-8d869383fd92;7b20ed7e-df61-11e7-bb65-c82a144c0a85
;PSB;;81be1c11-327d-4965-baff-2ec0316df925;6a688541-b16a-45ca-8aa9-fa700373279f;2e7bb63e-4532-4992-a702-320c003579f9;6eafffd0-5a47-425e-8579-5f20a006ff14;7b212b86-df61-11e7-9f98-c82a144c0a85
;PP;;f3872356-c9a4-43e7-a342-1281395d1f04;6a688541-b16a-45ca-8aa9-fa700373279f;13f33c7d-a246-43a4-ae0c-6c35af0da6e0;58762e09-6d6e-47a8-a221-0e031e13827b;7b21152e-df61-11e7-bdcf-c82a144c0a85
;PSB;;52b845a2-74d8-4732-b21e-0e844e51b709;6a688541-b16a-45ca-8aa9-fa700373279f;4b3d48b0-8fdc-4e30-a46c-89ce9af1949f;abd3da78-6b4a-40d2-8332-d38592f2a1a0;7b212b86-df61-11e7-9f98-c82a144c0a85
;PPS;;118687ac-a58d-4f53-bc3e-aea766ff9049;6a688541-b16a-45ca-8aa9-fa700373279f;a4a1d539-03d3-4171-85d6-b2beeda8c4ef;bb27243b-0dd4-4d18-a05d-a6b67d38ad6f;7b21193e-df61-11e7-8869-c82a144c0a85
;PMDB;;52b945a0-5db5-44a4-b13c-61b64dd99165;6a688541-b16a-45ca-8aa9-fa700373279f;7c406f45-ecb6-4e37-9560-dc9f137294ed;86c38b4c-22d0-469c-a53c-03af804f95cb;7b210cfa-df61-11e7-9864-c82a144c0a85
;PR;;3458f5a3-cf98-42f4-b46a-64bae2b3e39c;6a688541-b16a-45ca-8aa9-fa700373279f;33e7dfe7-56fc-43d4-8d80-2fb0ea88b2d5;8ea74641-151e-4366-9593-bf950e436d5c;7b211a38-df61-11e7-b1b8-c82a144c0a85
;PHS;;96277a2a-f12c-49ee-a52a-2119d7f1fa4f;6a688541-b16a-45ca-8aa9-fa700373279f;84e46a8b-6126-4883-993f-b0d6e45147ec;f23605f2-f6ef-41d0-8f4f-491c36e1c527;7b2107c8-df61-11e7-a617-c82a144c0a85
;PR;;32b7704b-7ccb-42a4-9864-0d10fad81f98;6a688541-b16a-45ca-8aa9-fa700373279f;94c1c566-b586-4e45-a27a-257fea09474c;8ac6b6eb-d313-4d67-9f37-9b47fed18390;7b211a38-df61-11e7-b1b8-c82a144c0a85
;PDT;;f1c42f04-a2fd-4602-a9fb-3bf2ec66dd05;6a688541-b16a-45ca-8aa9-fa700373279f;fa2abf0b-4377-4ab9-8f93-e559e4fc88aa;e0d9b706-b438-4a09-b937-afc21318c771;7b210070-df61-11e7-97e9-c82a144c0a85
;PMDB;;a1aca44b-e25f-4ffa-ba8c-a2280445731d;6a688541-b16a-45ca-8aa9-fa700373279f;b8cbfaa3-aa67-49c1-9571-20ccce562d82;114bbf9c-de72-4031-9900-7f9b1b9b8414;7b210cfa-df61-11e7-9864-c82a144c0a85
;PSDB;;8f7f8f69-5235-4e9d-a884-ce61d75fd613;6a688541-b16a-45ca-8aa9-fa700373279f;bf2b66f7-7d42-461c-8640-648d0f05b934;fed2473f-a367-4110-bb87-616c5d803fef;7b212e92-df61-11e7-aaf4-c82a144c0a85
;PP;;0685388c-49fd-42f8-a945-080138e67328;6a688541-b16a-45ca-8aa9-fa700373279f;ba4a42c5-b2a4-4b75-b764-2c53c23bb485;10e566c1-3389-442f-90ed-6c38b45b1a81;7b21152e-df61-11e7-bdcf-c82a144c0a85
;PSC;;f82dcb07-a11b-4620-a5ec-9d7784a861ed;6a688541-b16a-45ca-8aa9-fa700373279f;fd81716c-f9d2-444b-a8a7-647bc21ab68b;017e16bd-79d4-4051-af23-6e71d148bc5b;7b212c9e-df61-11e7-a12b-c82a144c0a85
;PODE;;f82dcb07-a11b-4620-a5ec-9d7784a861ed;6a688541-b16a-45ca-8aa9-fa700373279f;6e7db39f-ae7b-4e12-8247-c46c8df3916f;bceb118c-3d6f-4a2c-9a35-29a775d2251d;7b214350-df61-11e7-b1a0-c82a144c0a85
;PT;;8e861e50-2971-4725-baf8-4c9cf847a7de;6a688541-b16a-45ca-8aa9-fa700373279f;2e9fd34e-3ea7-4307-8fbe-ca3744479925;4ec8038b-a2bc-4932-b1cd-444b288ea370;7b2138a6-df61-11e7-baf1-c82a144c0a85
;PDT;;81f5e736-f84f-44c6-8f63-f64947aadcc4;6a688541-b16a-45ca-8aa9-fa700373279f;c1523af9-9997-439c-8225-10be879d38bb;1d93a51d-b6ce-43f1-8119-9bdd6d2cb2b6;7b210070-df61-11e7-97e9-c82a144c0a85
;SD;;413a3ac3-bcd0-4bb9-9b49-b03ce2014e06;6a688541-b16a-45ca-8aa9-fa700373279f;c10aaca2-e557-4cdd-890b-e4cbd3e5b48a;dd80ee55-f7fb-4c04-880b-16b864b12fc1;7b20e8d8-df61-11e7-8928-c82a144c0a85
;PP;;47b1d74b-bd7c-4468-982d-bd1d392136bc;6a688541-b16a-45ca-8aa9-fa700373279f;b770b3b5-2360-49ec-9177-1e51670f1d1f;a2a9f971-ab2b-49fd-bb1f-b7818af0fe25;7b21152e-df61-11e7-bdcf-c82a144c0a85
;PP;;303105e6-55c1-40f0-aa82-b96dc7db0124;6a688541-b16a-45ca-8aa9-fa700373279f;5fb193ba-e18e-409c-a001-d2e630fa71f1;3b14ba7f-3206-41c3-a30c-5ca7d644bb43;7b21152e-df61-11e7-bdcf-c82a144c0a85
;PRB;;dc487c48-3d09-4709-a107-2b1fabe26f6a;6a688541-b16a-45ca-8aa9-fa700373279f;09b0cdb3-9d14-446e-9155-73e1ead530fb;06659393-7704-4a2f-b90b-68f2f929e7cd;7b211b34-df61-11e7-b235-c82a144c0a85
;DEM;;dc487c48-3d09-4709-a107-2b1fabe26f6a;6a688541-b16a-45ca-8aa9-fa700373279f;3839676a-e3ee-4607-910f-e2f99c3cee3e;da22cfa9-2364-4001-9a08-2e5e2e63f368;7b20ed7e-df61-11e7-bb65-c82a144c0a85
;PP;;6352fe51-c310-409c-82f4-088130e6973d;6a688541-b16a-45ca-8aa9-fa700373279f;13a274ae-bac5-415c-a937-456c2c97b7ae;1ee83eae-2b4d-4c88-a6ee-1354fdacd633;7b21152e-df61-11e7-bdcf-c82a144c0a85
;PSDB;;2b913d98-5ab3-4605-937d-ec26e40f09c7;6a688541-b16a-45ca-8aa9-fa700373279f;b29c379c-89d4-4610-b472-f8b8f3d927f7;cb2db30b-773b-4c0a-9bf5-84ed47a18ab7;7b212e92-df61-11e7-aaf4-c82a144c0a85
;PMDB;;c1a77e59-28c2-4b3b-9851-d6ea8f98a8e4;6a688541-b16a-45ca-8aa9-fa700373279f;8459e5a1-faa4-40a4-916d-167f335df42a;b7dd538f-806f-40d7-b93d-0d2906ca9cf1;7b210cfa-df61-11e7-9864-c82a144c0a85
;PTB;;74ae0424-4c3c-4615-b404-7a725b15c9ba;6a688541-b16a-45ca-8aa9-fa700373279f;254deaf0-a1d2-4dc3-a02f-fd169faeed39;354a8fe5-8072-45c2-adaf-08402ad8d4ae;7b2139c8-df61-11e7-8d64-c82a144c0a85
;PSB;;c5c7c191-13e4-435c-92f9-4387209d3f1d;6a688541-b16a-45ca-8aa9-fa700373279f;65de69c8-4e0b-4fa5-a044-10e03644fc64;90b03a34-c016-4661-b9e1-d01d225f8f32;7b212b86-df61-11e7-9f98-c82a144c0a85
;S.PART.;;c5c7c191-13e4-435c-92f9-4387209d3f1d;6a688541-b16a-45ca-8aa9-fa700373279f;e04d0f18-3d95-4108-8d3e-1b969b203f28;77dec8f3-7876-43c7-a9c5-12d269b27e91;7b214aa8-df61-11e7-a515-c82a144c0a85
;DEM;;c5c7c191-13e4-435c-92f9-4387209d3f1d;6a688541-b16a-45ca-8aa9-fa700373279f;ab3c6a3c-23df-44c9-a6f6-506cfc79300a;9b083708-080d-4620-999f-2d873cc634a9;7b20ed7e-df61-11e7-bb65-c82a144c0a85
;PT;;751854d4-1a34-467e-a257-1733509ca504;6a688541-b16a-45ca-8aa9-fa700373279f;fc26f99d-75cb-4e78-9bf7-f4c4fb78a583;15237f36-15d6-4f0c-81b6-c46765b5446c;7b2138a6-df61-11e7-baf1-c82a144c0a85
;PMDB;;aee4edde-a602-4c8e-88b7-b9253b094800;6a688541-b16a-45ca-8aa9-fa700373279f;687f14de-4791-462d-b42f-2fa0dd8ccb11;59d60dca-4529-4ad3-9b55-5ae5f33de129;7b210cfa-df61-11e7-9864-c82a144c0a85
;PP;;cbb14715-0305-430d-bc1c-dbf011a2b347;6a688541-b16a-45ca-8aa9-fa700373279f;dc253372-7e73-41a0-af30-ad7fef2504a9;92847c07-181b-4613-9ec4-42a9ca3d948c;7b21152e-df61-11e7-bdcf-c82a144c0a85
;PTdoB;;cbb14715-0305-430d-bc1c-dbf011a2b347;6a688541-b16a-45ca-8aa9-fa700373279f;335a22c3-8afd-43fb-be06-2052381e3a45;dbdacdb3-09e0-45ca-bd15-de2c687e0563;7b213c18-df61-11e7-9e2c-c82a144c0a85
;AVANTE;;cbb14715-0305-430d-bc1c-dbf011a2b347;6a688541-b16a-45ca-8aa9-fa700373279f;0c57a67c-550e-4c06-b1fd-d35dfdf25441;37ca8de9-bcbb-462b-bf41-3580797ae353;7b21444a-df61-11e7-a137-c82a144c0a85
;PT;;df2a33e0-8cd7-4952-8b5d-d3d4f8f7aa3a;6a688541-b16a-45ca-8aa9-fa700373279f;2cb03264-bd82-45d1-a2de-5dfd5463f827;50c5c153-3015-43a7-b1d5-869566d9cf4d;7b2138a6-df61-11e7-baf1-c82a144c0a85
;PCdoB;;820bb5c1-3dca-49bb-bd6a-00d85d3982fa;6a688541-b16a-45ca-8aa9-fa700373279f;5652d2ad-e615-4d1a-b986-c8301fd1cb4e;2a28a8e9-9ae3-45a0-adde-301b6a2fcb92;7b20f90c-df61-11e7-a941-c82a144c0a85
;PT;;06542a65-3e37-489a-b14d-8f29edd32f86;6a688541-b16a-45ca-8aa9-fa700373279f;d19bce5a-a209-4e00-8d3f-570f17e3c50d;700c35ea-574f-4386-b078-fb146d7bef00;7b2138a6-df61-11e7-baf1-c82a144c0a85
;PT;;7b9fcb0c-b186-4b43-b289-476c3a2960dd;6a688541-b16a-45ca-8aa9-fa700373279f;8b428f38-bd7f-4feb-ac35-3a04740ed537;fb9b4b25-bad1-4d03-9ceb-c6b400d978aa;7b2138a6-df61-11e7-baf1-c82a144c0a85
;PMDB;;c3d3625e-ea63-4afa-8519-86cff2399cdf;6a688541-b16a-45ca-8aa9-fa700373279f;a1341189-8563-4a01-8eda-6e64a207ba39;dd2948f3-65f2-4d93-aaa2-015ecc4f591e;7b210cfa-df61-11e7-9864-c82a144c0a85
;PR;;8fa4ec72-82c0-4868-a76a-ed04e6e57caf;6a688541-b16a-45ca-8aa9-fa700373279f;a8d9da7e-ccf9-454e-a371-43bddaca6400;7cc5298f-c998-419a-b946-721bc3ba9822;7b211a38-df61-11e7-b1b8-c82a144c0a85
;PHS;;8fa4ec72-82c0-4868-a76a-ed04e6e57caf;6a688541-b16a-45ca-8aa9-fa700373279f;00f638f7-c4a7-4fce-9113-36d59e10c415;71010617-304f-4d59-8f49-b62a3f538feb;7b2107c8-df61-11e7-a617-c82a144c0a85
;PT;;76097d2b-f224-4ccf-9005-c24f380cb13b;6a688541-b16a-45ca-8aa9-fa700373279f;2410b533-de94-4b01-915b-2b4d8b28f84f;c7697aab-a552-4eca-b2cf-c3df27e4a847;7b2138a6-df61-11e7-baf1-c82a144c0a85
;PSDB;;61884513-cd6d-445c-9a00-3ea457ecee26;6a688541-b16a-45ca-8aa9-fa700373279f;7a33b7a5-00d4-412b-ade7-9df21e1d184f;77c0d327-42da-4b7c-a922-fe7dcf103f33;7b212e92-df61-11e7-aaf4-c82a144c0a85
;PTB;;975d7b68-4473-4651-a477-27517b8697bf;6a688541-b16a-45ca-8aa9-fa700373279f;d4145c94-7218-4577-9777-adc23ff19a68;cffc5aeb-aedd-4308-97e4-761d73ecd2d0;7b2139c8-df61-11e7-8d64-c82a144c0a85
;PSDB;;452c2ef9-3696-4f40-819c-dd1be37b3048;6a688541-b16a-45ca-8aa9-fa700373279f;132066ce-0519-41d9-9f37-0d29e703f29a;bfd7161c-de45-43a0-8cf1-7b6127f69bfb;7b212e92-df61-11e7-aaf4-c82a144c0a85
;PT;;ad6dcb7b-7111-4e00-8ea9-2b932c07f863;6a688541-b16a-45ca-8aa9-fa700373279f;4af6ea98-52cf-4052-be58-b411c85a0698;bfc6a42b-af4b-4c0f-936f-8d1d74e1304a;7b2138a6-df61-11e7-baf1-c82a144c0a85
;PTB;;3b49df23-c871-4fae-be85-9349330e2238;6a688541-b16a-45ca-8aa9-fa700373279f;55b1a523-e097-417a-ba93-76ee52a0422d;46d4b5b5-8668-4774-88c9-bc8419eb82b0;7b2139c8-df61-11e7-8d64-c82a144c0a85
;PEN;;3b49df23-c871-4fae-be85-9349330e2238;6a688541-b16a-45ca-8aa9-fa700373279f;2139f929-5e20-420d-b0b9-8baf95755267;1c94e0f4-127d-45e5-bbec-38198fa704db;7b1a2ee4-df61-11e7-a2f6-c82a144c0a85
;SD;;e9787dec-f1e0-4c2a-a554-ddb4cf785225;6a688541-b16a-45ca-8aa9-fa700373279f;e2f74dac-4315-480e-923a-4f2e8d7b6bfa;97b2ee4b-1698-4bb8-a3e6-d4a45e5238b1;7b20e8d8-df61-11e7-8928-c82a144c0a85
;PMDB;;92d7646f-0b61-48ff-bdd0-c234456eab80;6a688541-b16a-45ca-8aa9-fa700373279f;16ceb712-c31d-4a63-9f85-1cc99ed474a3;5b848c00-17e4-4493-9d89-631ce5e03ca5;7b210cfa-df61-11e7-9864-c82a144c0a85
;DEM;;92d7646f-0b61-48ff-bdd0-c234456eab80;6a688541-b16a-45ca-8aa9-fa700373279f;c59f6a78-1d3f-4526-a1af-7936527a1649;dd0e5ecd-f5fa-4f3a-813d-74301e5d475c;7b20ed7e-df61-11e7-bb65-c82a144c0a85
;SD;;89cd5a89-6ba4-42e4-b2c7-d514d5660239;6a688541-b16a-45ca-8aa9-fa700373279f;06567255-04f3-4978-a976-85dd4299681c;7171315e-22f0-48d3-ac65-5c62b4560e99;7b20e8d8-df61-11e7-8928-c82a144c0a85
;PT;;719ae20e-7c84-4767-8f1e-f6f0624cd5ea;6a688541-b16a-45ca-8aa9-fa700373279f;58565d54-affe-476e-9d11-1f24c597726f;216c7d12-114e-483e-b3ec-edfab0ec1630;7b2138a6-df61-11e7-baf1-c82a144c0a85
;PMDB;;ab9b54c7-1071-41e5-ab76-ead16e26799c;6a688541-b16a-45ca-8aa9-fa700373279f;094a0893-3d41-42e2-b577-196a94a97485;00e9d41a-e0e0-4845-8704-3f6f8ca9cb50;7b210cfa-df61-11e7-9864-c82a144c0a85
;PDT;;227aa586-736c-43e5-a8aa-ab0200616913;6a688541-b16a-45ca-8aa9-fa700373279f;326044fc-ea37-4d42-bdea-14d564da85b6;97029b93-47c4-42d9-97c9-0bbc4c41c46a;7b210070-df61-11e7-97e9-c82a144c0a85
;PSC;;227aa586-736c-43e5-a8aa-ab0200616913;6a688541-b16a-45ca-8aa9-fa700373279f;d9374935-bf2e-4b9c-99ab-0879d085d9d6;397bb8e6-c7c7-4e0c-b5c7-191f554bb639;7b212c9e-df61-11e7-a12b-c82a144c0a85
;PDT;;fe1660c8-1e36-4a4d-a8cc-33b7b0922eb1;6a688541-b16a-45ca-8aa9-fa700373279f;003b5237-8f13-4618-be82-72d873fa1c8f;18e1b6a5-617d-4199-aa53-4e26f0cb1efe;7b210070-df61-11e7-97e9-c82a144c0a85
;PV;;b211f117-3a4b-4149-bfc4-571bba56900e;6a688541-b16a-45ca-8aa9-fa700373279f;b7c97509-1d9e-4f52-9f63-773eae4dfb98;f6939af9-5cbd-4ca4-b740-0f50f31e1ab7;7b2148e6-df61-11e7-b174-c82a144c0a85
;PP;;b211f117-3a4b-4149-bfc4-571bba56900e;6a688541-b16a-45ca-8aa9-fa700373279f;88c565cb-c30a-489f-820c-401d0928ef87;5028a8c3-eda3-46dd-908c-3c1e62c6f4e5;7b21152e-df61-11e7-bdcf-c82a144c0a85
;PSD;;aaa9ca3c-7989-41e5-9485-baa9ed9efc39;6a688541-b16a-45ca-8aa9-fa700373279f;237431bb-a5a3-4b4c-80f3-e539b468631b;cbf4f1d4-176b-4404-8b73-08432273c3b4;7b212d98-df61-11e7-95f7-c82a144c0a85
;PMDB;;ab9bb9f5-a5b7-4a7d-ad97-9ff6d82277e3;6a688541-b16a-45ca-8aa9-fa700373279f;a7288857-e1ce-42a5-a364-d600b2eed7f1;ebaa962c-4b45-4d6a-b50c-2f20c3e6e253;7b210cfa-df61-11e7-9864-c82a144c0a85
;PR;;da0772a1-8e59-4d0e-ac25-846285ee4ff0;6a688541-b16a-45ca-8aa9-fa700373279f;442994e7-827b-4b05-b446-8253d53d6320;6f754d5f-0f06-4cab-bc58-50e34a905df1;7b211a38-df61-11e7-b1b8-c82a144c0a85
;PDT;;9baea0e6-e9df-4fb6-a04b-3ece7f0040b9;6a688541-b16a-45ca-8aa9-fa700373279f;6144eee0-72da-4f56-94da-09439781c8e0;d2afee84-bee6-4559-a1fe-4ddc7b2bc3ac;7b210070-df61-11e7-97e9-c82a144c0a85
;PMDB;;514108aa-be67-4968-aab0-c6ebcc3db613;6a688541-b16a-45ca-8aa9-fa700373279f;2d133fb2-90a4-4981-b9c2-319bafdd2efe;e7376a27-0b62-4b8e-9ba3-7bf8aac6e512;7b210cfa-df61-11e7-9864-c82a144c0a85
;PTB;;2b57a97d-5db3-405c-bedd-433aa3fb1c5b;6a688541-b16a-45ca-8aa9-fa700373279f;8cf8d200-754a-4c1e-abcf-b732fd3af324;bf86f344-1e2f-469d-af87-c6b7d832956c;7b2139c8-df61-11e7-8d64-c82a144c0a85
;PMDB;;23b18b97-d11c-46ed-8169-896c71ff7030;6a688541-b16a-45ca-8aa9-fa700373279f;957f5d2b-5043-47c6-99c7-b3364dff3a0a;2131c8da-744d-4419-83fc-2143d82854da;7b210cfa-df61-11e7-9864-c82a144c0a85
;PSDB;;e8fccb5e-7e21-455e-a6a2-b400cb91604e;6a688541-b16a-45ca-8aa9-fa700373279f;fa4debc1-4e69-4227-9d9e-dc3f6668607d;72b600fb-5246-469f-b1c1-554f9948fda0;7b212e92-df61-11e7-aaf4-c82a144c0a85
;PR;;4070654b-a5b5-4dc1-9848-08f87f5f9893;6a688541-b16a-45ca-8aa9-fa700373279f;59bf3e3d-6941-47bb-b92f-d1627da50022;9eeca26c-f213-4faa-89b6-7790e6dc9fee;7b211a38-df61-11e7-b1b8-c82a144c0a85
;PV;;c339b7a0-1f09-49eb-b2da-7d536a0baa2f;6a688541-b16a-45ca-8aa9-fa700373279f;3f89e9af-983e-4d7f-9d43-8dc996bdce58;a03c82d8-d50b-4327-9f33-36b51e539312;7b2148e6-df61-11e7-b174-c82a144c0a85
;PMB;;c339b7a0-1f09-49eb-b2da-7d536a0baa2f;6a688541-b16a-45ca-8aa9-fa700373279f;d0cba8f8-ca50-4ae5-a855-86b7fdd94cdc;15992802-611d-49a1-97af-3d69939b85bd;7b213f54-df61-11e7-9eec-c82a144c0a85
;PSD;;c339b7a0-1f09-49eb-b2da-7d536a0baa2f;6a688541-b16a-45ca-8aa9-fa700373279f;3e1aad48-0d2a-403c-8ede-3972bc66ed69;55f1a3b4-4ac7-4cbc-b693-82bc31321d2f;7b212d98-df61-11e7-95f7-c82a144c0a85
;PSB;;cdc486fd-fa90-4ce2-9ac3-1c9e8547e98a;6a688541-b16a-45ca-8aa9-fa700373279f;d48a855c-f01b-4d93-b18c-fa2936949d03;3b2cfb04-8070-4014-af45-813cbb8465e2;7b212b86-df61-11e7-9f98-c82a144c0a85
;PR;;cdc486fd-fa90-4ce2-9ac3-1c9e8547e98a;6a688541-b16a-45ca-8aa9-fa700373279f;443079b8-3ae2-465f-950a-3b5c4a50f608;c5df7b3f-32ef-44a4-a745-a9c8ef4d95a6;7b211a38-df61-11e7-b1b8-c82a144c0a85
;PT;;5e385bcb-94be-4940-8335-f09cfe920808;6a688541-b16a-45ca-8aa9-fa700373279f;0ab4be9a-2474-4a2d-ba31-37a404e46f38;6df72938-dcde-4d7a-899e-7bfa736d6a15;7b2138a6-df61-11e7-baf1-c82a144c0a85
;PRB;;e3fa9616-712b-43c8-9056-044053fcd89f;6a688541-b16a-45ca-8aa9-fa700373279f;a009f94e-5630-4b2a-a920-b28dd10018e3;b7ce2ae4-1e4c-40a3-a34c-a168038f6c80;7b211b34-df61-11e7-b235-c82a144c0a85
;PT;;734dbcd1-eb66-4b24-ac70-c911da6a8ac3;6a688541-b16a-45ca-8aa9-fa700373279f;807da326-179f-4a93-828e-29638a7569da;04e95a39-5f69-4fd5-abf6-54e1668cdb08;7b2138a6-df61-11e7-baf1-c82a144c0a85
;PMB;;734dbcd1-eb66-4b24-ac70-c911da6a8ac3;6a688541-b16a-45ca-8aa9-fa700373279f;794ad7e5-2837-4a3c-be58-5b130ec4fd10;1c5b6f0e-25e1-44bb-a8cf-53e108a1ba7f;7b213f54-df61-11e7-9eec-c82a144c0a85
;PROS;;734dbcd1-eb66-4b24-ac70-c911da6a8ac3;6a688541-b16a-45ca-8aa9-fa700373279f;48551469-c2b6-4186-8a30-cd2e65218e0c;44b4c08d-f842-4550-83a2-ddf8dd5d7451;7b20e63a-df61-11e7-b49c-c82a144c0a85
;PT;;08188559-f368-4b5d-b2e1-c9fa4b67b3d5;6a688541-b16a-45ca-8aa9-fa700373279f;91fe5ac7-2b9f-40e3-ab5d-6c36ce3ba8e1;a1ecfadb-2e3d-433b-9d31-fce634019271;7b2138a6-df61-11e7-baf1-c82a144c0a85
;PT;;72545472-9772-4d2a-b11e-4209daadcb53;6a688541-b16a-45ca-8aa9-fa700373279f;392cca9c-6fe4-45b5-90ef-4c3cd2ace90d;8201e658-e92d-4622-b4fb-a972fc3e0a08;7b2138a6-df61-11e7-baf1-c82a144c0a85
;PROS;;927e79df-3c9a-4230-bdbb-cabfa2838295;6a688541-b16a-45ca-8aa9-fa700373279f;162e4e0a-fad5-4cd2-8667-183f035c22bc;5a1562c0-7c83-444d-a686-4176eff5ef24;7b20e63a-df61-11e7-b49c-c82a144c0a85
;PMB;;927e79df-3c9a-4230-bdbb-cabfa2838295;6a688541-b16a-45ca-8aa9-fa700373279f;40318c00-7024-46b1-9c58-7780ebc5b8f6;5d991203-b165-4b98-99a1-e57c32d19a92;7b213f54-df61-11e7-9eec-c82a144c0a85
;PMDB;;927e79df-3c9a-4230-bdbb-cabfa2838295;6a688541-b16a-45ca-8aa9-fa700373279f;03a99f6d-f47b-4c5a-a411-45f0e5659f3d;f4b1d9fa-dc80-41d6-8fe9-85b782cf6c52;7b210cfa-df61-11e7-9864-c82a144c0a85
;PSB;;927e79df-3c9a-4230-bdbb-cabfa2838295;6a688541-b16a-45ca-8aa9-fa700373279f;e21c4bac-9084-453f-854a-60e88563a2d0;7d14502a-46cf-41a3-abb1-1c4e8bb71d5f;7b212b86-df61-11e7-9f98-c82a144c0a85
;PT;;c4e54cae-0a61-41f7-aead-7e01a510e443;6a688541-b16a-45ca-8aa9-fa700373279f;cfa35bb3-970e-4ee1-b0e4-bb7581745c48;c3ae8421-47c5-4a0b-98da-895f5a5f49f0;7b2138a6-df61-11e7-baf1-c82a144c0a85
;PMDB;;6a71baef-158f-4269-b65d-b986bcec389e;6a688541-b16a-45ca-8aa9-fa700373279f;2a2bb07b-b3a7-4866-82cf-8b724591ca01;d486ce1e-df3e-41b1-b8e2-e372119b1b4c;7b210cfa-df61-11e7-9864-c82a144c0a85
